ID,DamageReplaceStatF,DamageSecondaryF,DamageReplaceStat,DamageSecondary,EpicF[0],EpicF[1],EpicF[2],EpicF[3],EpicF[4],SuperiorF[0],SuperiorF[1],SuperiorF[2],SuperiorF[3],SuperiorF[4],GoodF[0],GoodF[1],GoodF[2],GoodF[3],GoodF[4],Epic[0],Epic[1],Epic[2],Epic[3],Epic[4],Superior[0],Superior[1],Superior[2],Superior[3],Superior[4],Good[0],Good[1],Good[2],Good[3],Good[4]
1068,326373.4,326373.4,326373,326373,334741.97,251056.47,188292.34,167370.98,167370.98,334741.97,251056.47,188292.34,167370.98,167370.98,334741.97,251056.47,188292.34,167370.98,167370.98,334741,251056,188292,167370,167370,334741,251056,188292,167370,167370,334741,251056,188292,167370,167370
1069,329428.6,329428.6,329428,329428,337875.47,253406.61,190054.95,168937.73,168937.73,337875.47,253406.61,190054.95,168937.73,168937.73,337875.47,253406.61,190054.95,168937.73,168937.73,337875,253406,190054,168937,168937,337875,253406,190054,168937,168937,337875,253406,190054,168937,168937
1070,332512.38,332512.38,332512,332512,341038.34,255778.75,191834.06,170519.17,170519.17,341038.34,255778.75,191834.06,170519.17,170519.17,341038.34,255778.75,191834.06,170519.17,170519.17,341038,255778,191834,170519,170519,341038,255778,191834,170519,170519,341038,255778,191834,170519,170519
1071,335625.03,335625.03,335625,335625,344230.78,258173.1,193629.83,172115.39,172115.39,344230.78,258173.1,193629.83,172115.39,172115.39,344230.78,258173.1,193629.83,172115.39,172115.39,344230,258173,193629,172115,172115,344230,258173,193629,172115,172115,344230,258173,193629,172115,172115
1072,338766.8,338766.8,338766,338766,347453.12,260589.86,195442.39,173726.56,173726.56,347453.12,260589.86,195442.39,173726.56,173726.56,347453.12,260589.86,195442.39,173726.56,173726.56,347453,260589,195442,173726,173726,347453,260589,195442,173726,173726,347453,260589,195442,173726,173726
1073,341938,341938,341938,341938,350705.66,263029.25,197271.92,175352.83,175352.83,350705.66,263029.25,197271.92,175352.83,175352.83,350705.66,263029.25,197271.92,175352.83,175352.83,350705,263029,197271,175352,175352,350705,263029,197271,175352,175352,350705,263029,197271,175352,175352
1074,345138.9,345138.9,345138,345138,353988.6,265491.47,199118.6,176994.3,176994.3,353988.6,265491.47,199118.6,176994.3,176994.3,353988.6,265491.47,199118.6,176994.3,176994.3,353988,265491,199118,176994,176994,353988,265491,199118,176994,176994,353988,265491,199118,176994,176994
1075,348369.75,348369.75,348369,348369,357302.28,267976.72,200982.55,178651.14,178651.14,357302.28,267976.72,200982.55,178651.14,178651.14,357302.28,267976.72,200982.55,178651.14,178651.14,357302,267976,200982,178651,178651,357302,267976,200982,178651,178651,357302,267976,200982,178651,178651
1076,351630.84,351630.84,351630,351630,360647,270485.25,202863.94,180323.5,180323.5,360647,270485.25,202863.94,180323.5,180323.5,360647,270485.25,202863.94,180323.5,180323.5,360647,270485,202863,180323,180323,360647,270485,202863,180323,180323,360647,270485,202863,180323,180323
1077,354922.44,354922.44,354922,354922,364023.03,273017.28,204762.95,182011.52,182011.52,364023.03,273017.28,204762.95,182011.52,182011.52,364023.03,273017.28,204762.95,182011.52,182011.52,364023,273017,204762,182011,182011,364023,273017,204762,182011,182011,364023,273017,204762,182011,182011
1078,358244.88,358244.88,358244,358244,367430.66,275572.97,206679.73,183715.33,183715.33,367430.66,275572.97,206679.73,183715.33,183715.33,367430.66,275572.97,206679.73,183715.33,183715.33,367430,275572,206679,183715,183715,367430,275572,206679,183715,183715,367430,275572,206679,183715,183715
1079,361598.4,361598.4,361598,361598,370870.16,278152.62,208614.47,185435.08,185435.08,370870.16,278152.62,208614.47,185435.08,185435.08,370870.16,278152.62,208614.47,185435.08,185435.08,370870,278152,208614,185435,185435,370870,278152,208614,185435,185435,370870,278152,208614,185435,185435
1080,364983.34,364983.34,364983,364983,374341.88,280756.4,210567.31,187170.94,187170.94,374341.88,280756.4,210567.31,187170.94,187170.94,374341.88,280756.4,210567.31,187170.94,187170.94,374341,280756,210567,187170,187170,374341,280756,210567,187170,187170,374341,280756,210567,187170,187170
1081,368399.94,368399.94,368399,368399,377846.1,283384.56,212538.44,188923.05,188923.05,377846.1,283384.56,212538.44,188923.05,188923.05,377846.1,283384.56,212538.44,188923.05,188923.05,377846,283384,212538,188923,188923,377846,283384,212538,188923,188923,377846,283384,212538,188923,188923
1082,371848.53,371848.53,371848,371848,381383.12,286037.34,214528,190691.56,190691.56,381383.12,286037.34,214528,190691.56,190691.56,381383.12,286037.34,214528,190691.56,190691.56,381383,286037,214528,190691,190691,381383,286037,214528,190691,190691,381383,286037,214528,190691,190691
1083,375329.4,375329.4,375329,375329,384953.25,288714.94,216536.2,192476.62,192476.62,384953.25,288714.94,216536.2,192476.62,192476.62,384953.25,288714.94,216536.2,192476.62,192476.62,384953,288714,216536,192476,192476,384953,288714,216536,192476,192476,384953,288714,216536,192476,192476
1084,378842.88,378842.88,378842,378842,388556.8,291417.6,218563.2,194278.4,194278.4,388556.8,291417.6,218563.2,194278.4,194278.4,388556.8,291417.6,218563.2,194278.4,194278.4,388556,291417,218563,194278,194278,388556,291417,218563,194278,194278,388556,291417,218563,194278,194278
1085,382389.22,382389.22,382389,382389,392194.1,294145.56,220609.17,196097.05,196097.05,392194.1,294145.56,220609.17,196097.05,196097.05,392194.1,294145.56,220609.17,196097.05,196097.05,392194,294145,220609,196097,196097,392194,294145,220609,196097,196097,392194,294145,220609,196097,196097
1086,385968.78,385968.78,385968,385968,395865.4,296899.06,222674.3,197932.7,197932.7,395865.4,296899.06,222674.3,197932.7,197932.7,395865.4,296899.06,222674.3,197932.7,197932.7,395865,296899,222674,197932,197932,395865,296899,222674,197932,197932,395865,296899,222674,197932,197932
1087,389581.84,389581.84,389581,389581,399571.12,299678.34,224758.75,199785.56,199785.56,399571.12,299678.34,224758.75,199785.56,199785.56,399571.12,299678.34,224758.75,199785.56,199785.56,399571,299678,224758,199785,199785,399571,299678,224758,199785,199785,399571,299678,224758,199785,199785
1088,393228.72,393228.72,393228,393228,403311.5,302483.62,226862.72,201655.75,201655.75,403311.5,302483.62,226862.72,201655.75,201655.75,403311.5,302483.62,226862.72,201655.75,201655.75,403311,302483,226862,201655,201655,403311,302483,226862,201655,201655,403311,302483,226862,201655,201655
1089,396909.72,396909.72,396909,396909,407086.9,305315.2,228986.38,203543.45,203543.45,407086.9,305315.2,228986.38,203543.45,203543.45,407086.9,305315.2,228986.38,203543.45,203543.45,407086,305315,228986,203543,203543,407086,305315,228986,203543,203543,407086,305315,228986,203543,203543
1090,400625.2,400625.2,400625,400625,410897.66,308173.22,231129.92,205448.83,205448.83,410897.66,308173.22,231129.92,205448.83,205448.83,410897.66,308173.22,231129.92,205448.83,205448.83,410897,308173,231129,205448,205448,410897,308173,231129,205448,205448,410897,308173,231129,205448,205448
1091,404375.47,404375.47,404375,404375,414744.06,311058.03,233293.53,207372.03,207372.03,414744.06,311058.03,233293.53,207372.03,207372.03,414744.06,311058.03,233293.53,207372.03,207372.03,414744,311058,233293,207372,207372,414744,311058,233293,207372,207372,414744,311058,233293,207372,207372
1092,408160.8,408160.8,408160,408160,418626.47,313969.84,235477.39,209313.23,209313.23,418626.47,313969.84,235477.39,209313.23,209313.23,418626.47,313969.84,235477.39,209313.23,209313.23,418626,313969,235477,209313,209313,418626,313969,235477,209313,209313,418626,313969,235477,209313,209313
1093,411981.62,411981.62,411981,411981,422545.25,316908.94,237681.7,211272.62,211272.62,422545.25,316908.94,237681.7,211272.62,211272.62,422545.25,316908.94,237681.7,211272.62,211272.62,422545,316908,237681,211272,211272,422545,316908,237681,211272,211272,422545,316908,237681,211272,211272
1094,415838.2,415838.2,415838,415838,426500.7,319875.53,239906.64,213250.34,213250.34,426500.7,319875.53,239906.64,213250.34,213250.34,426500.7,319875.53,239906.64,213250.34,213250.34,426500,319875,239906,213250,213250,426500,319875,239906,213250,213250,426500,319875,239906,213250,213250
1095,419730.84,419730.84,419730,419730,430493.16,322869.88,242152.4,215246.58,215246.58,430493.16,322869.88,242152.4,215246.58,215246.58,430493.16,322869.88,242152.4,215246.58,215246.58,430493,322869,242152,215246,215246,430493,322869,242152,215246,215246,430493,322869,242152,215246,215246
1096,423659.94,423659.94,423659,423659,434523,325892.25,244419.2,217261.5,217261.5,434523,325892.25,244419.2,217261.5,217261.5,434523,325892.25,244419.2,217261.5,217261.5,434523,325892,244419,217261,217261,434523,325892,244419,217261,217261,434523,325892,244419,217261,217261
1097,427625.8,427625.8,427625,427625,438590.6,328942.94,246707.2,219295.3,219295.3,438590.6,328942.94,246707.2,219295.3,219295.3,438590.6,328942.94,246707.2,219295.3,219295.3,438590,328942,246707,219295,219295,438590,328942,246707,219295,219295,438590,328942,246707,219295,219295
1098,431628.84,431628.84,431628,431628,442696.25,332022.2,249016.64,221348.12,221348.12,442696.25,332022.2,249016.64,221348.12,221348.12,442696.25,332022.2,249016.64,221348.12,221348.12,442696,332022,249016,221348,221348,442696,332022,249016,221348,221348,442696,332022,249016,221348,221348
1099,435669.3,435669.3,435669,435669,446840.3,335130.25,251347.67,223420.16,223420.16,446840.3,335130.25,251347.67,223420.16,223420.16,446840.3,335130.25,251347.67,223420.16,223420.16,446840,335130,251347,223420,223420,446840,335130,251347,223420,223420,446840,335130,251347,223420,223420
1100,439747.62,439747.62,439747,439747,451023.2,338267.4,253700.55,225511.6,225511.6,451023.2,338267.4,253700.55,225511.6,225511.6,451023.2,338267.4,253700.55,225511.6,225511.6,451023,338267,253700,225511,225511,451023,338267,253700,225511,225511,451023,338267,253700,225511,225511
1101,443864.1,443864.1,443864,443864,455245.22,341433.9,256075.44,227622.61,227622.61,455245.22,341433.9,256075.44,227622.61,227622.61,455245.22,341433.9,256075.44,227622.61,227622.61,455245,341433,256075,227622,227622,455245,341433,256075,227622,227622,455245,341433,256075,227622,227622
1102,448019.1,448019.1,448019,448019,459506.78,344630.1,258472.56,229753.39,229753.39,459506.78,344630.1,258472.56,229753.39,229753.39,459506.78,344630.1,258472.56,229753.39,229753.39,459506,344630,258472,229753,229753,459506,344630,258472,229753,229753,459506,344630,258472,229753,229753
1103,452213.03,452213.03,452213,452213,463808.22,347856.16,260892.12,231904.11,231904.11,463808.22,347856.16,260892.12,231904.11,231904.11,463808.22,347856.16,260892.12,231904.11,231904.11,463808,347856,260892,231904,231904,463808,347856,260892,231904,231904,463808,347856,260892,231904,231904
1104,456446.2,456446.2,456446,456446,468149.94,351112.44,263334.34,234074.97,234074.97,468149.94,351112.44,263334.34,234074.97,234074.97,468149.94,351112.44,263334.34,234074.97,234074.97,468149,351112,263334,234074,234074,468149,351112,263334,234074,234074,468149,351112,263334,234074,234074
1105,460718.97,460718.97,460718,460718,472532.28,354399.22,265799.4,236266.14,236266.14,472532.28,354399.22,265799.4,236266.14,236266.14,472532.28,354399.22,265799.4,236266.14,236266.14,472532,354399,265799,236266,236266,472532,354399,265799,236266,236266,472532,354399,265799,236266,236266
1106,465031.78,465031.78,465031,465031,476955.66,357716.75,268287.56,238477.83,238477.83,476955.66,357716.75,268287.56,238477.83,238477.83,476955.66,357716.75,268287.56,238477.83,238477.83,476955,357716,268287,238477,238477,476955,357716,268287,238477,238477,476955,357716,268287,238477,238477
1107,469384.94,469384.94,469384,469384,481420.44,361065.34,270799,240710.22,240710.22,481420.44,361065.34,270799,240710.22,240710.22,481420.44,361065.34,270799,240710.22,240710.22,481420,361065,270799,240710,240710,481420,361065,270799,240710,240710,481420,361065,270799,240710,240710
1108,473778.84,473778.84,473778,473778,485927.03,364445.28,273333.97,242963.52,242963.52,485927.03,364445.28,273333.97,242963.52,242963.52,485927.03,364445.28,273333.97,242963.52,242963.52,485927,364445,273333,242963,242963,485927,364445,273333,242963,242963,485927,364445,273333,242963,242963
1109,478213.9,478213.9,478213,478213,490475.78,367856.84,275892.62,245237.89,245237.89,490475.78,367856.84,275892.62,245237.89,245237.89,490475.78,367856.84,275892.62,245237.89,245237.89,490475,367856,275892,245237,245237,490475,367856,275892,245237,245237,490475,367856,275892,245237,245237
1110,482690.47,482690.47,482690,482690,495067.16,371300.34,278475.28,247533.58,247533.58,495067.16,371300.34,278475.28,247533.58,247533.58,495067.16,371300.34,278475.28,247533.58,247533.58,495067,371300,278475,247533,247533,495067,371300,278475,247533,247533,495067,371300,278475,247533,247533
1111,487208.94,487208.94,487208,487208,499701.47,374776.1,281082.06,249850.73,249850.73,499701.47,374776.1,281082.06,249850.73,249850.73,499701.47,374776.1,281082.06,249850.73,249850.73,499701,374776,281082,249850,249850,499701,374776,281082,249850,249850,499701,374776,281082,249850,249850
1112,491769.7,491769.7,491769,491769,504379.2,378284.38,283713.28,252189.6,252189.6,504379.2,378284.38,283713.28,252189.6,252189.6,504379.2,378284.38,283713.28,252189.6,252189.6,504379,378284,283713,252189,252189,504379,378284,283713,252189,252189,504379,378284,283713,252189,252189
1113,496373.16,496373.16,496373,496373,509100.66,381825.5,286369.12,254550.33,254550.33,509100.66,381825.5,286369.12,254550.33,254550.33,509100.66,381825.5,286369.12,254550.33,254550.33,509100,381825,286369,254550,254550,509100,381825,286369,254550,254550,509100,381825,286369,254550,254550
1114,501019.72,501019.72,501019,501019,513866.38,385399.78,289049.84,256933.19,256933.19,513866.38,385399.78,289049.84,256933.19,256933.19,513866.38,385399.78,289049.84,256933.19,256933.19,513866,385399,289049,256933,256933,513866,385399,289049,256933,256933,513866,385399,289049,256933,256933
1115,505709.75,505709.75,505709,505709,518676.7,389007.5,291755.62,259338.33,259338.33,518676.7,389007.5,291755.62,259338.33,259338.33,518676.7,389007.5,291755.62,259338.33,259338.33,518676,389007,291755,259338,259338,518676,389007,291755,259338,259338,518676,389007,291755,259338,259338
1116,510443.72,510443.72,510443,510443,523532,392649,294486.75,261766,261766,523532,392649,294486.75,261766,261766,523532,392649,294486.75,261766,261766,523532,392649,294486,261766,261766,523532,392649,294486,261766,261766,523532,392649,294486,261766,261766
1117,515221.97,515221.97,515221,515221,528432.8,396324.6,297243.44,264216.4,264216.4,528432.8,396324.6,297243.44,264216.4,264216.4,528432.8,396324.6,297243.44,264216.4,264216.4,528432,396324,297243,264216,264216,528432,396324,297243,264216,264216,528432,396324,297243,264216,264216
1118,520044.97,520044.97,520044,520044,533379.44,400034.6,300025.94,266689.72,266689.72,533379.44,400034.6,300025.94,266689.72,266689.72,533379.44,400034.6,300025.94,266689.72,266689.72,533379,400034,300025,266689,266689,533379,400034,300025,266689,266689,533379,400034,300025,266689,266689
1119,524913.1,524913.1,524913,524913,538372.44,403779.3,302834.5,269186.22,269186.22,538372.44,403779.3,302834.5,269186.22,269186.22,538372.44,403779.3,302834.5,269186.22,269186.22,538372,403779,302834,269186,269186,538372,403779,302834,269186,269186,538372,403779,302834,269186,269186
1120,529826.8,529826.8,529826,529826,543412.1,407559.1,305669.3,271706.06,271706.06,543412.1,407559.1,305669.3,271706.06,271706.06,543412.1,407559.1,305669.3,271706.06,271706.06,543412,407559,305669,271706,271706,543412,407559,305669,271706,271706,543412,407559,305669,271706,271706
1121,534786.56,534786.56,534786,534786,548499,411374.25,308530.7,274249.5,274249.5,548499,411374.25,308530.7,274249.5,274249.5,548499,411374.25,308530.7,274249.5,274249.5,548499,411374,308530,274249,274249,548499,411374,308530,274249,274249,548499,411374,308530,274249,274249
1122,539792.7,539792.7,539792,539792,553633.5,415225.12,311418.84,276816.75,276816.75,553633.5,415225.12,311418.84,276816.75,276816.75,553633.5,415225.12,311418.84,276816.75,276816.75,553633,415225,311418,276816,276816,553633,415225,311418,276816,276816,553633,415225,311418,276816,276816
1123,544845.7,544845.7,544845,544845,558816.06,419112.06,314334.03,279408.03,279408.03,558816.06,419112.06,314334.03,279408.03,279408.03,558816.06,419112.06,314334.03,279408.03,279408.03,558816,419112,314334,279408,279408,558816,419112,314334,279408,279408,558816,419112,314334,279408,279408
1124,549946,549946,549945,549945,564047.2,423035.38,317276.53,282023.6,282023.6,564047.2,423035.38,317276.53,282023.6,282023.6,564047.2,423035.38,317276.53,282023.6,282023.6,564047,423035,317276,282023,282023,564047,423035,317276,282023,282023,564047,423035,317276,282023,282023
1125,555094.06,555094.06,555094,555094,569327.2,426995.4,320246.56,284663.6,284663.6,569327.2,426995.4,320246.56,284663.6,284663.6,569327.2,426995.4,320246.56,284663.6,284663.6,569327,426995,320246,284663,284663,569327,426995,320246,284663,284663,569327,426995,320246,284663,284663
1126,560290.25,560290.25,560290,560290,574656.7,430992.5,323244.38,287328.34,287328.34,574656.7,430992.5,323244.38,287328.34,287328.34,574656.7,430992.5,323244.38,287328.34,287328.34,574656,430992,323244,287328,287328,574656,430992,323244,287328,287328,574656,430992,323244,287328,287328
1127,565535.1,565535.1,565535,565535,580036.06,435027.03,326270.28,290018.03,290018.03,580036.06,435027.03,326270.28,290018.03,290018.03,580036.06,435027.03,326270.28,290018.03,290018.03,580036,435027,326270,290018,290018,580036,435027,326270,290018,290018,580036,435027,326270,290018,290018
1128,570829.1,570829.1,570829,570829,585465.75,439099.34,329324.5,292732.88,292732.88,585465.75,439099.34,329324.5,292732.88,292732.88,585465.75,439099.34,329324.5,292732.88,292732.88,585465,439099,329324,292732,292732,585465,439099,329324,292732,292732,585465,439099,329324,292732,292732
1129,576172.7,576172.7,576172,576172,590946.3,443209.75,332407.3,295473.16,295473.16,590946.3,443209.75,332407.3,295473.16,295473.16,590946.3,443209.75,332407.3,295473.16,295473.16,590946,443209,332407,295473,295473,590946,443209,332407,295473,295473,590946,443209,332407,295473,295473
1130,581566.2,581566.2,581566,581566,596478.2,447358.62,335518.97,298239.1,298239.1,596478.2,447358.62,335518.97,298239.1,298239.1,596478.2,447358.62,335518.97,298239.1,298239.1,596478,447358,335518,298239,298239,596478,447358,335518,298239,298239,596478,447358,335518,298239,298239
1131,587010.25,587010.25,587010,587010,602061.8,451546.34,338659.78,301030.9,301030.9,602061.8,451546.34,338659.78,301030.9,301030.9,602061.8,451546.34,338659.78,301030.9,301030.9,602061,451546,338659,301030,301030,602061,451546,338659,301030,301030,602061,451546,338659,301030,301030
1132,592505.25,592505.25,592505,592505,607697.7,455773.28,341829.97,303848.84,303848.84,607697.7,455773.28,341829.97,303848.84,303848.84,607697.7,455773.28,341829.97,303848.84,303848.84,607697,455773,341829,303848,303848,607697,455773,341829,303848,303848,607697,455773,341829,303848,303848
1133,598051.7,598051.7,598051,598051,613386.4,460039.78,345029.84,306693.2,306693.2,613386.4,460039.78,345029.84,306693.2,306693.2,613386.4,460039.78,345029.84,306693.2,306693.2,613386,460039,345029,306693,306693,613386,460039,345029,306693,306693,613386,460039,345029,306693,306693
1134,603650.06,603650.06,603650,603650,619128.3,464346.22,348259.66,309564.16,309564.16,619128.3,464346.22,348259.66,309564.16,309564.16,619128.3,464346.22,348259.66,309564.16,309564.16,619128,464346,348259,309564,309564,619128,464346,348259,309564,309564,619128,464346,348259,309564,309564
1135,609300.9,609300.9,609300,609300,624923.94,468692.97,351519.72,312461.97,312461.97,624923.94,468692.97,351519.72,312461.97,312461.97,624923.94,468692.97,351519.72,312461.97,312461.97,624923,468692,351519,312461,312461,624923,468692,351519,312461,312461,624923,468692,351519,312461,312461
1136,615004.5,615004.5,615004,615004,630773.9,473080.4,354810.3,315386.94,315386.94,630773.9,473080.4,354810.3,315386.94,315386.94,630773.9,473080.4,354810.3,315386.94,315386.94,630773,473080,354810,315386,315386,630773,473080,354810,315386,315386,630773,473080,354810,315386,315386
1137,620761.56,620761.56,620761,620761,636678.56,477508.9,358131.7,318339.28,318339.28,636678.56,477508.9,358131.7,318339.28,318339.28,636678.56,477508.9,358131.7,318339.28,318339.28,636678,477508,358131,318339,318339,636678,477508,358131,318339,318339,636678,477508,358131,318339,318339
1138,626572.56,626572.56,626572,626572,642638.5,481978.88,361484.16,321319.25,321319.25,642638.5,481978.88,361484.16,321319.25,321319.25,642638.5,481978.88,361484.16,321319.25,321319.25,642638,481978,361484,321319,321319,642638,481978,361484,321319,321319,642638,481978,361484,321319,321319
1139,632437.9,632437.9,632437,632437,648654.25,486490.7,364868,324327.12,324327.12,648654.25,486490.7,364868,324327.12,324327.12,648654.25,486490.7,364868,324327.12,324327.12,648654,486490,364868,324327,324327,648654,486490,364868,324327,324327,648654,486490,364868,324327,324327
1140,638358.1,638358.1,638358,638358,654726.3,491044.72,368283.53,327363.16,327363.16,654726.3,491044.72,368283.53,327363.16,327363.16,654726.3,491044.72,368283.53,327363.16,327363.16,654726,491044,368283,327363,327363,654726,491044,368283,327363,327363,654726,491044,368283,327363,327363
1141,644333.8,644333.8,644333,644333,660855.2,495641.4,371731.03,330427.6,330427.6,660855.2,495641.4,371731.03,330427.6,330427.6,660855.2,495641.4,371731.03,330427.6,330427.6,660855,495641,371731,330427,330427,660855,495641,371731,330427,330427,660855,495641,371731,330427,330427
1142,650365.44,650365.44,650365,650365,667041.44,500281.1,375210.8,333520.72,333520.72,667041.44,500281.1,375210.8,333520.72,333520.72,667041.44,500281.1,375210.8,333520.72,333520.72,667041,500281,375210,333520,333520,667041,500281,375210,333520,333520,667041,500281,375210,333520,333520
1143,656453.5,656453.5,656453,656453,673285.6,504964.22,378723.16,336642.8,336642.8,673285.6,504964.22,378723.16,336642.8,336642.8,673285.6,504964.22,378723.16,336642.8,336642.8,673285,504964,378723,336642,336642,673285,504964,378723,336642,336642,673285,504964,378723,336642,336642
1144,662598.56,662598.56,662598,662598,679588.25,509691.2,382268.4,339794.12,339794.12,679588.25,509691.2,382268.4,339794.12,339794.12,679588.25,509691.2,382268.4,339794.12,339794.12,679588,509691,382268,339794,339794,679588,509691,382268,339794,339794,679588,509691,382268,339794,339794
1145,668801.1,668801.1,668801,668801,685949.9,514462.44,385846.8,342974.94,342974.94,685949.9,514462.44,385846.8,342974.94,342974.94,685949.9,514462.44,385846.8,342974.94,342974.94,685949,514462,385846,342974,342974,685949,514462,385846,342974,342974,685949,514462,385846,342974,342974
1146,675061.8,675061.8,675061,675061,692371.06,519278.3,389458.72,346185.53,346185.53,692371.06,519278.3,389458.72,346185.53,346185.53,692371.06,519278.3,389458.72,346185.53,346185.53,692371,519278,389458,346185,346185,692371,519278,389458,346185,346185,692371,519278,389458,346185,346185
1147,681381.06,681381.06,681381,681381,698852.4,524139.28,393104.47,349426.2,349426.2,698852.4,524139.28,393104.47,349426.2,349426.2,698852.4,524139.28,393104.47,349426.2,349426.2,698852,524139,393104,349426,349426,698852,524139,393104,349426,349426,698852,524139,393104,349426,349426
1148,687759.5,687759.5,687759,687759,705394.3,529045.75,396784.3,352697.16,352697.16,705394.3,529045.75,396784.3,352697.16,352697.16,705394.3,529045.75,396784.3,352697.16,352697.16,705394,529045,396784,352697,352697,705394,529045,396784,352697,352697,705394,529045,396784,352697,352697
1149,694197.56,694197.56,694197,694197,711997.5,533998.1,400498.62,355998.75,355998.75,711997.5,533998.1,400498.62,355998.75,355998.75,711997.5,533998.1,400498.62,355998.75,355998.75,711997,533998,400498,355998,355998,711997,533998,400498,355998,355998,711997,533998,400498,355998,355998
1150,700696,700696,700695,700695,718662.56,538996.94,404247.7,359331.28,359331.28,718662.56,538996.94,404247.7,359331.28,359331.28,718662.56,538996.94,404247.7,359331.28,359331.28,718662,538996,404247,359331,359331,718662,538996,404247,359331,359331,718662,538996,404247,359331,359331
1151,707255.2,707255.2,707255,707255,725389.94,544042.44,408031.84,362694.97,362694.97,725389.94,544042.44,408031.84,362694.97,362694.97,725389.94,544042.44,408031.84,362694.97,362694.97,725389,544042,408031,362694,362694,725389,544042,408031,362694,362694,725389,544042,408031,362694,362694
1152,713875.8,713875.8,713875,713875,732180.3,549135.25,411851.44,366090.16,366090.16,732180.3,549135.25,411851.44,366090.16,366090.16,732180.3,549135.25,411851.44,366090.16,366090.16,732180,549135,411851,366090,366090,732180,549135,411851,366090,366090,732180,549135,411851,366090,366090
1153,720558.44,720558.44,720558,720558,739034.25,554275.7,415706.78,369517.12,369517.12,739034.25,554275.7,415706.78,369517.12,369517.12,739034.25,554275.7,415706.78,369517.12,369517.12,739034,554275,415706,369517,369517,739034,554275,415706,369517,369517,739034,554275,415706,369517,369517
1154,727303.56,727303.56,727303,727303,745952.4,559464.25,419598.22,372976.2,372976.2,745952.4,559464.25,419598.22,372976.2,372976.2,745952.4,559464.25,419598.22,372976.2,372976.2,745952,559464,419598,372976,372976,745952,559464,419598,372976,372976,745952,559464,419598,372976,372976
1155,734111.9,734111.9,734111,734111,752935.25,564701.44,423526.06,376467.62,376467.62,752935.25,564701.44,423526.06,376467.62,376467.62,752935.25,564701.44,423526.06,376467.62,376467.62,752935,564701,423526,376467,376467,752935,564701,423526,376467,376467,752935,564701,423526,376467,376467
1156,740983.9,740983.9,740983,740983,759983.5,569987.6,427490.7,379991.75,379991.75,759983.5,569987.6,427490.7,379991.75,379991.75,759983.5,569987.6,427490.7,379991.75,379991.75,759983,569987,427490,379991,379991,759983,569987,427490,379991,379991,759983,569987,427490,379991,379991
1157,747920.25,747920.25,747920,747920,767097.7,575323.25,431492.44,383548.84,383548.84,767097.7,575323.25,431492.44,383548.84,383548.84,767097.7,575323.25,431492.44,383548.84,383548.84,767097,575323,431492,383548,383548,767097,575323,431492,383548,383548,767097,575323,431492,383548,383548
1158,754921.5,754921.5,754921,754921,774278.5,580708.9,435531.66,387139.25,387139.25,774278.5,580708.9,435531.66,387139.25,387139.25,774278.5,580708.9,435531.66,387139.25,387139.25,774278,580708,435531,387139,387139,774278,580708,435531,387139,387139,774278,580708,435531,387139,387139
1159,761988.4,761988.4,761988,761988,781526.5,586144.9,439608.66,390763.25,390763.25,781526.5,586144.9,439608.66,390763.25,390763.25,781526.5,586144.9,439608.66,390763.25,390763.25,781526,586144,439608,390763,390763,781526,586144,439608,390763,390763,781526,586144,439608,390763,390763
1160,769121.3,769121.3,769121,769121,788842.4,591631.8,443723.84,394421.2,394421.2,788842.4,591631.8,443723.84,394421.2,394421.2,788842.4,591631.8,443723.84,394421.2,394421.2,788842,591631,443723,394421,394421,788842,591631,443723,394421,394421,788842,591631,443723,394421,394421
1161,776321.06,776321.06,776321,776321,796226.75,597170.06,447877.53,398113.38,398113.38,796226.75,597170.06,447877.53,398113.38,398113.38,796226.75,597170.06,447877.53,398113.38,398113.38,796226,597170,447877,398113,398113,796226,597170,447877,398113,398113,796226,597170,447877,398113,398113
1162,783588.2,783588.2,783588,783588,803680.25,602760.2,452070.12,401840.12,401840.12,803680.25,602760.2,452070.12,401840.12,401840.12,803680.25,602760.2,452070.12,401840.12,401840.12,803680,602760,452070,401840,401840,803680,602760,452070,401840,401840,803680,602760,452070,401840,401840
1163,790923.4,790923.4,790923,790923,811203.5,608402.6,456301.97,405601.75,405601.75,811203.5,608402.6,456301.97,405601.75,405601.75,811203.5,608402.6,456301.97,405601.75,405601.75,811203,608402,456301,405601,405601,811203,608402,456301,405601,405601,811203,608402,456301,405601,405601
1164,798327.25,798327.25,798327,798327,818797.2,614097.9,460573.4,409398.6,409398.6,818797.2,614097.9,460573.4,409398.6,409398.6,818797.2,614097.9,460573.4,409398.6,409398.6,818797,614097,460573,409398,409398,818797,614097,460573,409398,409398,818797,614097,460573,409398,409398
1165,805800.4,805800.4,805800,805800,826461.94,619846.44,464884.84,413230.97,413230.97,826461.94,619846.44,464884.84,413230.97,413230.97,826461.94,619846.44,464884.84,413230.97,413230.97,826461,619846,464884,413230,413230,826461,619846,464884,413230,413230,826461,619846,464884,413230,413230
1166,813343.5,813343.5,813343,813343,834198.44,625648.8,469236.62,417099.22,417099.22,834198.44,625648.8,469236.62,417099.22,417099.22,834198.44,625648.8,469236.62,417099.22,417099.22,834198,625648,469236,417099,417099,834198,625648,469236,417099,417099,834198,625648,469236,417099,417099
