ID,Description_lang,Type,Amount,ObjectID,OrderIndex,Flags,StorageIndex,QuestID
407041,Manifestations of Pride slain,0,15,156364,1,0,1,61967
407047,Speak to Voitha,0,1,156327,2,2,2,61967
407051,,1,5,182477,3,2,3,61967
407083,Gormling in a Bag acquired,0,1,173520,0,32,0,62051
407084,Wayward Gormlings knocked down and bagged,0,8,173521,1,0,2,62051
407126,Select a Centurion,0,1,173541,0,0,0,62058
407141,Fae Flute acquired,0,1,158969,0,32,0,62068
407142,Burrowing Gormlings coaxed and bagged,0,8,173561,1,0,2,62068
407143,,1,1,182611,2,28,1,62068
407144,Pilot your Centurion,0,1,173553,1,2,1,62058
407147,Repel the Forsworn Threat,15,1,0,2,2,0,62058
407148,,0,25,160357,3,92,2,62058
407149,,0,34,160355,4,92,3,62058
407150,,0,34,160359,5,92,4,62058
407151,,0,34,160356,6,92,5,62058
407152,Ride Grimshadow to the Flayedwing Nesting Grounds,0,1,160917,0,0,0,61708
407187,,0,1,173575,7,0,6,62058
407258,,0,1,172781,0,16,5,62110
407259,,0,1,172754,0,16,5,62111
407260,,0,1,172755,0,16,5,62112
407261,,0,1,172782,0,16,5,62113
407262,,0,1,172756,0,16,5,62114
407263,,0,1,172783,0,16,5,62115
407264,,0,1,172757,0,16,5,62116
407265,,0,1,172784,0,16,5,62117
407266,,0,1,172763,0,16,5,62118
407267,,0,1,172762,0,16,5,62119
407268,,0,1,172761,0,16,5,62120
407269,,0,1,172760,0,16,5,62121
407270,,0,1,172758,0,16,5,62122
407271,,0,1,172759,0,16,5,62123
407272,,0,1,172743,0,16,5,62124
407273,,0,1,172741,0,16,5,62125
407274,,0,1,172745,0,16,5,62126
407279,,0,1,172744,0,16,5,62127
407280,,0,1,172746,0,16,5,62128
407281,,0,1,172747,0,16,5,62129
407282,,0,1,172748,0,16,5,62130
407284,,0,1,172750,0,16,5,62132
407285,,0,1,172751,0,16,5,62133
407286,,0,1,172753,0,16,5,62134
407287,,0,1,172752,0,16,5,62135
407288,,0,1,172764,0,16,5,62136
407289,,0,1,172765,0,16,5,62137
407290,,0,1,172766,0,16,5,62138
407291,,0,1,172767,0,16,5,62139
407292,,0,1,172768,0,16,5,62140
407293,,0,1,172769,0,16,5,62141
407294,,0,1,172770,0,16,5,62142
407295,,0,1,172771,0,16,5,62143
407296,,0,1,172772,0,16,5,62144
407297,,0,1,172773,0,16,5,62145
407298,,0,1,172774,0,16,5,62146
407299,,0,1,172775,0,16,5,62147
407300,,0,1,172776,0,16,5,62148
407301,,0,1,172777,0,16,5,62149
407302,,0,1,172778,0,16,5,62150
407319,,0,1,172749,0,16,5,62171
407326,,0,1,173658,6,28,7,59855
407327,,0,1,173659,7,28,8,59855
407328,,0,1,173660,8,28,9,59855
407329,,0,1,173661,9,28,10,59855
407330,,0,1,173662,10,28,11,59855
407331,,0,1,173663,11,28,12,59855
407332,,0,1,173664,12,28,13,59855
407333,,0,1,173665,13,28,14,59855
407334,,0,1,173666,14,28,15,59855
407374,Reach the end of the maze,0,1,166454,0,0,0,62203
407375,,0,1,166546,1,24,2,62203
407376,,0,1,166547,2,24,3,62203
407377,,0,1,166548,3,24,4,62203
407378,,0,1,166549,4,24,5,62203
407379,,0,1,166550,5,24,6,62203
407380,,0,1,173658,6,28,7,62203
407381,,0,1,173659,7,28,8,62203
407382,,0,1,173660,8,28,9,62203
407383,,0,1,173661,9,28,10,62203
407384,,0,1,173662,10,28,11,62203
407385,,0,1,173663,11,28,12,62203
407386,,0,1,173664,12,28,13,62203
407387,,0,1,173665,13,28,14,62203
407388,,0,1,173666,14,28,15,62203
407389,,0,1,163921,15,3,1,62203
407406,Reach the end of the maze,0,1,166454,0,0,0,62204
407407,,0,1,166546,1,24,2,62204
407408,,0,1,166547,2,24,3,62204
407409,,0,1,166548,3,24,4,62204
407410,,0,1,166549,4,24,5,62204
407411,,0,1,166550,5,24,6,62204
407412,,0,1,173658,6,28,7,62204
407413,,0,1,173659,7,28,8,62204
407414,,0,1,173660,8,28,9,62204
407415,,0,1,173661,9,28,10,62204
407416,,0,1,173662,10,28,11,62204
407417,,0,1,173663,11,28,12,62204
407418,,0,1,173664,12,28,13,62204
407419,,0,1,173665,13,28,14,62204
407420,,0,1,173666,14,28,15,62204
407421,,0,1,163921,15,3,1,62204
407425,,0,1,172523,0,0,0,62209
407428,,0,1,172521,0,0,0,62210
407429,,0,1,172524,0,0,0,62211
407492,,0,1,170692,0,0,0,60903
407493,,0,1,170787,0,0,0,60920
407506,Korinna's Allaying Crook,0,1,175556,0,0,0,62235
407507,Allaying Crook charged,0,1,173763,1,2,1,62235
407508,Wildlife absorbed,0,20,173762,2,28,2,62235
407513,Allaying Ritual completed,0,1,173773,4,2,3,62235
407521,Gatamatos retrieved,14,1,87409,0,0,0,62241
407522,First formation complete,0,1,159878,5,2,1,62241
407536,Second formation complete,0,1,159888,6,2,2,62241
407545,Third formation complete,0,1,159889,7,2,3,62241
407546,Gatamatos placed,0,1,159686,8,2,4,62241
407553,,0,8,159610,1,2,5,62241
407554,,1,6,183121,2,0,6,62241
407555,,0,10,173886,3,28,7,62241
407556,Speak to Pelodis,0,1,158765,4,2,8,62241
407567,,0,13,160427,7,92,7,61520
407568,,0,17,160426,8,92,8,61520
407569,,0,7,160460,9,92,9,61520
407571,Andira mounted,0,1,160255,2,2,0,62258
407572,Fly through the rings,15,1,0,3,2,0,62258
407575,Enter the large cave,0,1,173917,3,28,0,61593
407577,,0,13,173913,4,92,2,62258
407591,,1,4,183140,0,0,1,62258
407592,Antlers placed,0,1,173946,1,2,3,62258
407593,Aspirants Defeated,0,4,173947,1,24,0,59578
407624,First soul assessed,0,1,174007,0,0,0,62280
407625,Second soul assessed,0,1,174008,1,2,1,62280
407641,Third soul assessed,0,1,174029,2,2,2,62280
407664,,0,20,174119,3,92,2,59585
407753,Take the Colossal Core,0,1,174303,0,0,0,62451
407754,Charge the Colossal Core,0,1,174304,1,2,1,62451
407755,Charge the Colossal Core,15,1,0,2,24,0,62451
407756,,0,20,165313,3,92,2,62451
407757,,0,20,165312,4,92,3,62451
407758,,0,20,165311,5,92,4,62451
407759,,0,10,165314,6,92,5,62451
407760,,0,7,165310,7,92,6,62451
407761,,0,5,165315,8,92,7,62451
407762,Insert the Colossal Core,0,1,174305,9,2,8,62451
407763,Push the Button,0,1,174306,10,2,9,62451
407764,,0,1,174307,11,2,10,62451
407808,Phylactery of Arin'gore destroyed,0,1,161292,2,2,3,61708
407909,,0,1,156203,0,0,0,62539
407943,Flayedwing ridden,0,1,172871,0,0,2,61540
408059,,0,1,172207,0,0,0,62618
408060,,1,1,180810,2,28,2,61141
408061,Drust Forces Slain,0,15,174729,0,0,0,61631
408062,,0,1,174732,1,0,1,61631
408123,Kel'Thuzad's Forces disrupted,15,1,0,0,0,0,61539
408124,,0,10,172604,1,92,1,61539
408125,,0,34,172557,2,92,2,61539
408126,,0,50,172627,3,92,3,61539
408127,,0,34,172589,4,92,4,61539
408128,,0,34,172601,5,92,5,61539
408184,Defend the temple,15,1,0,0,0,0,62705
408185,,0,15,157558,1,92,0,62705
408186,,0,25,157560,2,92,1,62705
408187,,0,20,157599,3,92,2,62705
408188,,0,25,157557,4,92,3,62705
408189,Terrified Steward rescued,0,13,174875,5,92,4,62705
408190,,0,4,157660,6,92,5,62705
408191,Vesper of Purity cleansed,0,7,157622,7,92,6,62705
408192,Vesper of Harmony cleansed,0,7,157625,8,92,7,62705
408193,,0,7,160721,9,92,8,62705
408194,Forsworn Axiom destroyed,0,20,174876,10,92,9,62705
408208,Wear down the enemy Forces,15,1,0,0,0,0,62712
408209,,0,17,157669,1,92,0,62712
408210,,0,17,174906,2,92,1,62712
408211,,0,9,174898,3,92,2,62712
408212,,0,25,160474,4,92,3,62712
408214,,0,10,156591,5,92,5,62712
408215,,0,5,160479,6,92,6,62712
408216,,0,5,161016,7,92,7,62712
408217,,2,13,361391,8,92,8,62712
408218,,0,5,160095,9,92,9,62712
408228,Tirna Noch reclaimed,15,1,0,0,0,0,62720
408229,,0,20,166111,1,92,0,62720
408240,Construct House Operations Disrupted,15,1,0,0,0,0,62721
408241,,0,13,174929,1,92,0,62721
408242,,0,9,169341,2,92,1,62721
408243,,0,10,165337,3,92,2,62721
408244,,0,25,164963,4,92,3,62721
408245,,0,17,165349,5,92,5,62721
408246,,0,10,165044,6,92,6,62721
408247,,0,5,169312,7,92,7,62721
408248,,0,5,169315,8,92,8,62721
408249,,0,5,159707,9,92,9,62721
408250,,0,17,161456,2,92,1,62720
408251,,0,7,161455,3,92,2,62720
408316,,0,7,161484,4,92,3,62720
408317,,1,10,184015,5,92,4,62720
408318,,0,7,171451,6,92,5,62720
408319,,2,13,363824,7,92,6,62720
408321,Defend the Mnemonic Locus,15,1,0,0,0,0,62732
408322,,0,13,166863,1,92,0,62732
408325,,0,20,166866,2,92,3,62732
408329,,0,17,166867,3,92,7,62732
408330,,0,10,166869,4,92,8,62732
408331,,0,10,174934,5,92,9,62732
408335,Soul Mirror Repaired,0,10,174935,6,92,10,62732
408336,,0,15,169574,10,92,4,62721
408337,,0,17,165208,11,92,10,62721
408338,,0,25,165084,12,92,11,62721
408339,Repel the Forsworn threat,15,1,0,0,0,0,62735
408340,,0,10,166863,1,92,0,62735
408341,,0,5,166875,2,92,1,62735
408342,,0,7,166872,3,92,2,62735
408343,,0,17,166866,4,92,3,62735
408344,,0,12,166873,5,92,4,62735
408345,,0,9,176380,6,92,5,62735
408346,,0,7,167366,7,92,6,62735
408348,Repel the Maldraxxi threat,15,1,0,0,0,0,62736
408349,,0,15,166941,1,92,10,62736
408350,Aid the aspirants,15,1,0,0,0,0,62737
408351,,0,25,157274,1,92,10,62737
408352,,0,15,157277,2,92,0,62737
408353,,0,15,159504,3,92,1,62737
408354,,0,15,159505,4,92,2,62737
408355,,0,15,161279,5,92,3,62737
408356,,0,5,158867,6,92,4,62737
408357,,0,5,158869,7,92,5,62737
408358,,0,5,158870,8,92,6,62737
408360,,2,13,363846,8,92,7,62720
408371,House of the Chosen attacked,15,1,0,0,0,0,62741
408372,,0,17,170929,1,92,0,62741
408391,Aid House of Plagues survivors,15,1,0,0,0,0,62742
408392,,0,17,160048,1,92,0,62742
408393,,0,5,167948,2,92,1,62742
408399,,2,13,364043,3,92,8,62742
408411,Glutharn's Decay Secured,15,1,0,0,0,0,62743
408412,,0,4,171381,1,92,0,62743
408431,,2,20,363965,2,92,1,62741
408432,,2,20,363911,3,92,2,62741
408433,,2,20,363963,4,92,3,62741
408487,Seat Start,2,1,355924,1,28,6,61477
408496,,2,20,363966,5,92,4,62741
408497,,0,10,173943,6,92,5,62741
408498,,0,15,167817,7,92,6,62741
408499,,0,8,164831,8,92,7,62741
408500,,0,4,173944,9,92,8,62741
408501,,0,10,174958,9,92,7,62737
408502,,0,4,158794,10,92,9,62741
408503,,0,4,170969,11,92,10,62741
408504,,1,13,172518,10,92,8,62737
408505,Lost Library Scrolls returned,0,13,174959,11,92,9,62737
408506,,0,5,161530,12,92,11,62737
408507,,0,5,161527,13,92,12,62737
408508,,0,5,161529,14,92,13,62737
408509,,0,5,161528,15,92,14,62737
408510,,0,20,167151,2,92,0,62736
408511,,0,25,166925,3,92,1,62736
408512,,0,17,166930,4,92,2,62736
408513,,0,20,166928,5,92,3,62736
408514,,0,13,166931,6,92,4,62736
408515,,0,5,166932,7,92,5,62736
408516,,2,13,363995,9,92,6,62736
408517,,2,13,363994,10,92,7,62736
408518,,2,10,363996,11,92,8,62736
408519,,2,10,363997,12,92,9,62736
408520,,2,10,363998,13,92,11,62736
408521,,2,10,363999,9,92,8,62720
408522,,2,13,364041,8,92,12,62736
408523,,0,9,166937,14,92,13,62736
408524,,0,100,166942,15,92,14,62736
408525,,0,25,166926,16,92,15,62736
408526,,0,17,166936,17,92,16,62736
408527,,0,17,166935,18,92,17,62736
408532,,0,10,167310,19,92,18,62736
408533,,0,17,167949,4,92,2,62742
408534,,0,13,174964,5,92,3,62742
408546,Hibernal Hollow defended,15,1,0,0,0,0,62773
408566,Tranquil Pools aided,15,1,0,0,0,0,62774
408586,Heartwood Grove preserved,15,1,0,0,0,0,62775
408600,,0,4,168266,2,92,1,62743
408602,,0,17,164273,3,92,2,62743
408603,,0,5,171092,4,92,3,62743
408604,,0,15,169129,5,92,4,62743
408605,,0,13,165024,6,92,5,62743
408606,,0,15,163414,7,92,6,62743
408607,,0,17,168453,8,92,7,62743
408631,,0,13,174993,9,92,8,62743
408645,,0,20,169049,1,92,9,62774
408647,,0,20,169050,2,92,11,62774
408649,,0,7,167726,3,92,0,62774
408650,,0,25,169205,4,92,1,62774
408651,,0,17,169209,5,92,2,62774
408652,,0,10,169206,6,92,3,62774
408653,,1,20,172948,7,92,4,62774
408654,,2,10,364330,8,92,5,62774
408656,Dredhollow threats eliminated,15,1,0,0,0,0,62783
408657,,0,17,168319,1,92,0,62783
408658,,0,17,155795,2,92,1,62783
408659,,0,9,168321,3,92,2,62783
408660,,0,10,168345,4,92,3,62783
408661,,0,20,168374,5,92,4,62783
408662,,0,13,168456,6,92,5,62783
408664,,1,13,184101,1,92,0,62775
408666,Hunting grounds cleared,15,1,0,0,0,0,62782
408667,,0,17,156636,1,92,0,62782
408668,,0,7,168862,2,92,1,62782
408669,,0,13,168855,3,92,2,62782
408670,,0,25,168850,4,92,3,62782
408671,,0,9,163960,5,92,4,62782
408672,,0,25,163961,6,92,5,62782
408677,,0,13,175037,7,92,6,62782
408679,,0,13,157948,2,92,2,62775
408681,,0,25,164802,3,92,4,62775
408687,Desiccation decimated,15,1,0,0,0,0,62781
408688,,0,17,157733,1,92,0,62781
408689,,0,17,157726,2,92,1,62781
408690,,0,17,157732,3,92,2,62781
408691,,0,13,175040,4,92,3,62781
408692,,0,7,158155,4,92,1,62775
408693,,0,17,157731,5,92,4,62781
408694,,0,20,169227,1,92,9,62773
408695,,0,7,169229,2,92,10,62773
408696,,0,7,170739,3,92,11,62773
408697,,0,7,169175,4,92,0,62773
408698,,2,13,364346,5,92,1,62773
408699,,0,10,175052,6,92,5,62781
408700,,2,13,364348,7,92,6,62781
408701,,0,20,175059,6,92,2,62773
408702,,0,17,169270,7,92,3,62773
408703,,0,25,169277,8,92,4,62773
408704,,0,34,169276,9,92,5,62773
408705,,0,20,175061,10,92,6,62773
408706,Endmire horrors eliminated,15,1,0,0,0,0,62780
408707,,0,25,160477,1,92,0,62780
408708,,0,15,156061,2,92,1,62780
408709,,0,25,160454,3,92,2,62780
408710,,0,15,160455,4,92,3,62780
408711,,0,4,157698,5,92,4,62780
408712,,0,5,165206,6,92,5,62780
408713,,0,15,175077,7,92,6,62780
408714,,0,13,175076,8,92,7,62780
408734,,0,13,157885,5,92,5,62775
408735,,0,20,157883,6,92,6,62775
408736,,0,20,169803,7,92,7,62775
408737,,0,13,169812,8,92,8,62775
408738,Depravity purged,15,1,0,0,0,0,62784
408739,,0,17,159715,1,92,0,62784
408740,,0,17,159721,2,92,1,62784
408741,,0,17,159723,3,92,2,62784
408742,,0,17,159709,4,92,3,62784
408743,,0,17,156888,5,92,4,62784
408744,,0,5,159724,6,92,5,62784
408745,,0,5,159711,7,92,6,62784
408746,,0,25,159728,8,92,7,62784
408747,,0,25,159726,9,92,8,62784
408748,,0,25,159725,10,92,9,62784
408749,,0,25,159722,11,92,10,62784
408750,,0,25,159713,12,92,11,62784
408751,,2,20,344755,13,92,12,62784
408752,,0,10,175106,14,92,13,62784
408754,,2,13,364421,15,92,14,62784
408755,,0,5,174828,16,92,15,62784
408767,,2,17,364444,12,92,11,62741
408768,,2,17,364447,13,92,12,62741
408769,,0,100,169051,9,92,6,62774
408770,,0,100,169052,10,92,7,62774
408771,,0,25,170737,11,92,7,62773
408772,,2,20,364478,13,92,12,62721
408773,,0,5,175162,10,92,9,62743
408818,,0,17,157785,8,92,7,62781
408826,,2,10,364490,8,92,7,62782
408832,,0,13,175270,9,92,8,62780
408863,,0,7,168724,9,92,8,62782
408864,,0,17,159459,17,92,16,62784
408865,,0,17,163222,18,92,17,62784
408866,,0,17,159070,19,92,18,62784
408885,,0,100,167055,12,92,11,60958
408886,,0,100,167033,13,92,12,60958
408887,,0,50,167022,14,92,13,60958
408888,,0,100,166952,15,92,14,60958
408918,,0,10,175422,3,28,4,62235
408941,,0,34,171386,2,92,1,60659
408942,,0,10,173544,3,92,2,60659
408943,,0,20,173518,4,92,3,60659
408962,,0,4,162669,4,92,1,61353
408963,,0,10,166728,5,92,4,61353
408966,Resonating Anima Core created from motes,0,1,175539,1,4,0,60609
408970,,1,100000,171249,9,92,8,57328
408971,,1,100000,171310,10,92,9,57328
408984,,0,25,161388,5,92,4,58490
408985,,0,10,175605,6,92,5,58490
408986,,0,25,161390,7,92,6,58490
409045,,0,100,175800,0,24,0,63042
409050,,0,1,175821,0,0,0,63044
409054,Collectors rescued,0,6,175808,2,0,2,61352
409075,,0,67,175844,6,92,5,61353
409083,,0,40,175864,7,92,6,61353
409097,,0,34,173509,6,92,0,61539
409098,,0,34,173503,7,92,6,61539
409099,,0,50,172556,8,92,7,61539
409100,,0,34,172590,9,92,8,61539
409101,,0,10,174377,10,92,9,61539
409102,,0,10,173751,11,92,10,61539
409103,,0,10,173505,12,92,11,61539
409104,,0,10,173507,13,92,12,61539
409105,,0,10,174376,14,92,13,61539
409106,,0,10,172833,15,92,14,61539
409108,,1,1,184560,18,28,15,61539
409114,,0,1,157510,2,2,0,61342
409115,,0,1,161531,2,2,0,61343
409116,,0,1,161537,2,2,2,59836
409120,,0,10,162690,16,92,16,61539
409124,,0,40,175913,17,92,17,61539
409125,,0,34,174679,19,92,18,61539
409126,,0,34,168267,20,92,19,61539
409127,,0,34,164458,21,92,20,61539
409133,,0,50,175931,22,92,21,61539
409135,,0,50,175937,23,92,22,61539
409162,,1,15,184576,1,0,1,58221
409171,Oozing Ingredients thrown into Pool of Mixed Monstrosities,0,3,164541,1,0,0,59234
409209,Very rude ash ghouls slain,0,5,160744,3,0,4,59848
409240,,0,34,161211,6,92,5,59581
409276,,1,50,184043,16,60,15,62737
409277,,1,50,184759,8,60,7,62735
409278,,1,50,178150,8,60,7,59015
409280,,0,20,176393,12,28,10,62743
409281,,0,15,170456,11,92,11,62743
409283,,0,100,166942,16,92,15,60958
411596,,0,20,172192,9,92,3,62775
411597,,0,20,172193,10,92,9,62775
411598,,0,7,172191,11,92,10,62775
411608,Disenchant the Antique Stalker's Bow,14,1,90596,1,2,2,61440
411609,Disenchant the Antique Kyrian Javelin,14,1,90598,1,2,2,61629
411610,Disenchant the Antique Duelist's Rapier,14,1,90600,1,2,2,61630
411611,Disenchant the Antique Necromancer's Staff,14,1,90602,1,2,2,61608
419447,Help Maldraxxi forces assault Perdition Hold,14,1,92362,1,2,0,63543
419452,,0,1,177529,6,1,3,63543
419617,Advance to the Altar of Domination,0,1,177532,3,2,1,63543
419665,,0,1,177551,4,3,2,63543
419666,,0,1,177573,5,1,4,63543
419729,Report to Draka at the gates of Perdition Hold,0,1,177674,0,0,5,63543
419746,Use Draka's Battlehorn to signal the advance,0,1,177290,2,2,6,63543
419882,Report to Lord Herne,0,1,178847,0,0,5,63823
419883,Help Night Fae forces assault Crucible of the Damned,14,1,92329,1,2,0,63823
419898,Fly with Xandria to attack Zovaal's Cauldron,0,1,178411,2,2,6,63824
419899,,0,20,178395,4,92,1,63824
419900,Summoning Ritual disrupted,15,1,0,3,3,0,63824
419901,,0,50,178657,5,92,4,63824
419902,,0,50,178417,7,93,3,63824
419913,Report to Prince Renathal on top of the Tremaculum wall,0,1,177926,1,0,7,63822
419962,,0,999,178046,0,24,0,63850
419997,Ask Burly Hurly to throw you,0,1,178164,0,4,0,63822
419998,Help Venthyr and Night Fae forces assault the Tremaculum,14,1,92340,2,2,1,63822
420021,Help Draven secure the upper platform,0,1,178242,3,2,2,63822
420022,Travel through a Maw Mirror,0,1,178243,4,2,3,63822
420024,Mirror 1,0,1,178245,6,28,5,63822
420025,Mirror 2,0,1,178246,7,28,6,63822
420026,Mirror 3,0,1,178247,8,28,8,63822
420027,Mirror 4,0,1,178248,9,28,9,63822
420028,Gothra the Trembler slain,0,1,178249,10,2,10,63822
420032,Light directed into Maw Mirrors,0,4,178244,5,0,11,63822
420122,,0,1,178443,8,3,2,63824
420138,Return to Cocyrus with Xandria,0,1,178460,9,2,7,63824
420298,Listen to Lord Herne's plan,0,1,178848,2,2,7,63823
420307,Ask Lady Moonberry for help,0,1,178872,3,2,1,63823
420308,Bonesmith Heirmir rescued,0,1,178947,7,0,2,63823
420309,Lord Herne rescued,0,1,178983,6,2,3,63823
420310,Margrave Sin'dane rescued,0,1,178984,8,0,4,63823
420311,Thiernax rescued,0,1,178985,9,0,6,63823
420312,,0,1,178877,10,2,8,63823
420427,Use Distracting Illusion to turn the guard away from you,0,1,179118,4,2,9,63823
420428,Sneak past the distracted guard into the darkness,0,1,179119,5,2,10,63823
420676,Report to Xandria in Cocyrus,0,1,177901,0,0,8,63824
420677,Help Kyrian forces in Cocyrus and Zovaal's Cauldron,14,1,92351,1,2,5,63824
420830,Desmotaeron disrupted,15,1,0,0,0,0,64273
420831,T4,0,13,179866,1,92,0,64273
420832,T3,0,25,179865,2,92,1,64273
420833,T2,0,50,179864,3,92,2,64273
420841,,0,10,179868,0,24,0,64274
420842,,0,1,179887,1,24,1,64274
420876,,0,13,177938,6,92,0,63824
420920,,0,10,180066,0,24,0,64376
420945,,14,1,91977,0,0,0,63953
420969,Click game object #1,2,1,369604,0,0,0,64510
420970,Click game object #2,2,1,369605,1,0,1,64510
421032,,0,1,178958,0,1,0,64531
421094,Ask Burly Hurly to throw you,0,1,178164,0,4,0,64554
421095,Report to Prince Renathal on top of the Tremaculum wall,0,1,177926,1,0,7,64554
421096,Help Venthyr and Night Fae forces assault the Tremaculum,0,4,177524,2,2,1,64554
421097,Help Draven secure the upper platform,0,1,178242,3,2,2,64554
421098,Travel through a Maw Mirror,0,1,178243,4,2,3,64554
421099,Light directed into Maw Mirrors,0,4,178244,5,0,11,64554
421100,Mirror 1,0,1,178245,6,28,5,64554
421101,Mirror 2,0,1,178246,7,28,6,64554
421102,Mirror 3,0,1,178247,8,28,8,64554
421103,Mirror 4,0,1,178248,9,28,9,64554
421104,Gothra the Trembler slain,0,1,178249,10,2,10,64554
421105,NEVER COMPLETE,0,1,180519,11,2,4,64554
421377,Find a handhold on the cliff,0,1,198001,1,2,1,64768
421726,,1,1,187816,0,0,1,64960
421727,Hungry Annelid fed with Mawsworn,0,10,181703,2,2,2,64960
421850,Plain of Actualization cleared,15,1,0,0,0,0,64974
421851,,0,9,181839,1,92,0,64974
421852,,0,20,181834,2,92,1,64974
421853,,0,25,181862,3,92,2,64974
421855,,0,1,181870,10,0,3,64974
421860,,0,50,181837,4,92,4,64974
421862,,0,50,178135,6,92,5,64974
421863,,0,25,181838,7,92,6,64974
421864,,0,50,178134,8,92,7,64974
421865,,0,50,181905,5,92,8,64974
421868,,0,13,181870,9,92,9,64974
421994,,0,1,182306,0,16,5,65053
421995,,0,8,182309,0,16,5,65054
421996,,0,1,182307,0,16,5,65055
421997,,0,1,182308,0,16,5,65056
422063,,1,12,187949,1,0,7,65081
422073,Attack Crispin to dislodge apples,0,1,182409,0,5,0,65081
422082,Bounding Bufonid mounted,0,1,182444,0,1,7,65089
422083,Stolen Amocite Symbols recovered,0,30,181052,1,2,0,65089
422101,,0,1,182690,2,1,1,65102
422102,,0,6,182686,1,0,0,65102
422115,Use Fishing Portal to capture Souldrinker,0,1,182701,0,4,2,65102
422121,Enigmatic Scrolls,1,8,188118,0,0,2,65115
422128,Warped Creatures slain,0,12,182710,1,0,0,65115
422138,,0,1,182728,2,1,3,65115
422147,Injured Enlightened rescued,0,8,182719,1,0,1,65117
422149,Warped Anima Sample,1,20,188121,0,0,4,65117
422151,Sample Container recovered,0,1,182774,2,0,0,65117
422162,Meet up with Rana,0,1,182850,0,1,0,65119
422170,Targeting Relic obtained,1,1,188137,1,3,2,65119
422173,Mawsworn forces destroyed,15,1,0,2,2,0,65119
422174,Elite Value,0,17,182858,3,92,1,65119
422177,Eric's Area,0,40,181063,5,92,4,65119
422178,,0,15,181064,4,92,5,65119
422179,1/1,0,40,182858,6,92,6,65119
422180,,0,10,181412,7,92,3,65119
422181,,0,17,181625,8,92,7,65119
422182,,0,17,181626,9,92,8,65119
422187,,0,100,182860,10,92,9,65119
422236,,0,1,182466,0,1,0,65143
422437,Vine-Choked or Overgrown creatures slain,0,12,183537,0,0,2,65230
422438,,0,4,182326,1,0,3,65230
422440,Ancient Archives rescued,1,12,188522,0,0,2,65231
422444,Annelid culled,0,12,183558,0,0,2,65232
422450,,1,40,188529,0,0,2,65234
422488,Devourers slain,0,15,183765,0,0,0,65244
422509,Fissures closed,0,8,183790,0,0,0,65252
422614,Vombata Cubs saved,0,8,183838,0,0,0,65262
422648,,0,13,175150,13,92,12,62743
422819,,0,1,184402,0,24,0,65356
422863,,0,15,182392,11,92,10,65119
422869,Toccatian Cache unlocked,0,1,184489,0,0,7,65402
422872,Mezzonic Cache unlocked,0,1,184489,0,0,7,65403
422874,Glissandian Cache unlocked,0,1,184489,0,0,7,65404
422876,Fugueal Cache unlocked,0,1,184489,0,0,7,65405
422878,Cantaric Cache unlocked,0,1,184489,0,0,7,65406
422880,Toccatian Cache unlocked,0,1,184489,0,0,7,65407
422882,Toccatian Cache completed.,0,1,184489,0,1,7,65408
422885,Mezzonic Cache unlocked,0,1,184489,0,0,7,65410
422887,Mezzonic Cache unlocked,0,1,184489,0,0,7,65411
422889,Glissandian Cache unlocked,0,1,184489,0,0,7,65412
422891,Glissandian Cache unlocked,0,1,184489,0,0,7,65413
422893,Fugueal Cache unlocked,0,1,184489,0,0,7,65414
422895,Fugueal Cache unlocked,0,1,184489,0,0,7,65415
422897,Cantaric Cache unlocked,0,1,184489,0,0,7,65416
422899,Cantaric Cache unlocked,0,1,184489,0,0,7,65417
423137,,0,1,185323,0,1,1,65599
423233,Excavate Artifact Fragments in the cliff face,0,6,185743,2,2,0,64768
423461,Climbing Gear acquired,0,1,197989,0,0,2,64768
423473,Brackenhide decay spread contained,15,1,0,0,0,0,65841
423513,Relic Fragments,0,8,186302,0,0,0,65889
423554,,0,34,186359,1,92,0,65841
423555,,0,50,186374,2,92,1,65841
423556,,0,100,188689,3,92,2,65841
423603,,0,1,186505,0,1,0,65941
423679,,0,1,185381,0,1,0,66004
423843,,0,1,187038,1,28,0,64960
423861,Climbing Gear acquired,0,1,197988,0,0,2,66070
423862,Find a handhold on the cliff,0,1,198000,1,2,1,66070
423863,Excavate Dragon Bones in the cliff face,0,6,187094,2,2,0,66070
423871,,0,1,184853,0,1,0,66074
423876,,0,1,187111,0,1,0,66076
423949,Greater Obsidian Key delivered to Wrathion,0,1,198585,1,0,0,66133
424019,Clear the area of dangers,15,1,0,0,0,0,66192
424020,,0,17,186788,1,92,0,66192
424022,Recover the Missing Researchers,0,8,85488,0,0,0,66194
424032,,1,20,191247,0,0,0,66200
424041,Surging Torrent summoned,0,1,187624,0,0,0,66203
424048,,0,50,188649,2,92,1,66203
424061,Relic Fragments,0,8,186302,0,0,0,66220
426823,,0,1,188124,0,0,0,66356
426888,Show support to Wrathion or Sabellian,0,1,188452,0,0,0,66419
426894,,0,34,188542,4,92,3,65841
426897,Eliminate enemy forces,15,1,0,0,0,0,66421
426898,,0,100,191259,3,92,0,66421
426915,Elemental attackers extinguished,15,1,0,1,2,0,66203
426918,,0,15,188672,3,92,2,66203
427035,Rescue Cymre's pet marmoset,14,1,140727,3,4,3,66070
427221,Investigate Enchanted Lake,15,1,0,0,0,0,66574
427222,,0,7,188413,1,92,0,66574
427223,,0,4,188691,2,92,1,66574
