ID,Name_lang,CreatureID,PortraitFileDataID,UiTextureKitID,UiAnimScale,UiAnimHeight,Flags,AutoCombatantID
1377,Felskorn Subduer,91759,1416253,0,1.6,0.4,0,0
1378,Mal'Dreth the Corruptor,110024,1416400,0,1.4,0.4,0,0
1379,Fel Crystal,111348,1416168,0,1.2,0.5,0,0
1380,Fel Tear,111349,1416168,0,1.2,0.5,0,0
1381,Ana-Mouz,109943,1416399,0,1.1,0.4,0,0
1382,Fel Cannon,111348,1416168,0,1.2,0.5,0,0
1383,Mother's Embrace,111349,1416168,0,1.2,0.5,0,0
1384,Razelikh the Defiler's Soul,111378,1416299,0,1.1,0.4,0,0
1385,Flames of Chaos,111349,1416168,0,1.2,0.5,0,0
1386,Lady Rivantas,106526,1452384,0,1.5,0.4,0,0
1387,Sinister Shrieker,107722,1416292,0,1.4,0.35,0,0
1388,Soul Harvester,111348,1416168,0,1.2,0.5,0,0
1389,Fel Hammer Soulmatrix,111373,1416233,0,1.4,0.5,0,0
1390,Core Breach,111348,1416168,0,1.2,0.5,0,0
1391,Escaped Soulvoid,111375,1416320,0,1.6,0.4,0,0
1392,Fel Lord Oblivion,111368,1416352,0,0.9,0.4,0,0
1393,Zzeszuline the Unrepentant,111369,1416242,0,1.8,0.45,0,0
1394,Demon Trap,111348,1416168,0,1.2,0.5,0,0
1395,Aranasi Princess Satine,111382,1416305,0,1.3,0.4,0,0
1396,Lady Elosar,99556,1416310,0,1.3,0.4,0,0
1397,Izir the Lidless Eye,99587,1416336,0,1.4,0.45,0,0
1398,Dark Mistress Repentia,99552,1416309,0,1.3,0.4,0,0
1399,Sister Lilith,108393,1416356,0,1.8,0.4,0,0
1400,Wrathbringer Nez'ma,111482,1416174,0,1.2,0.45,0,0
1401,Felflame Minion,107548,1416367,0,3,0.4,0,0
1402,Defiler Kardilos,111512,1416401,0,1.7,0.4,0,0
1403,Noxious Clouds,111348,1416168,0,1.2,0.5,0,0
1404,Vilethorn Blossom,99360,1416357,0,1.2,0.4,0,0
1405,Sea Skrog,108521,1416326,0,1.6,0.4,0,0
1406,Vilethorn Blossom,99360,1416357,0,1.4,0.35,0,0
1407,Xannifrax the Terror,111515,1416276,0,1,0.4,0,0
1408,Savage Felbat,93556,1416292,0,1.2,0.4,0,0
1409,Ringmaster Saulton,111520,1416344,0,1.4,0.4,0,0
1410,High Tide,111348,1416168,0,1.2,0.5,0,0
1411,Cove Skrog,89097,1416313,0,2.5,0.4,0,0
1412,Nest Matron Subonn,111525,1416280,0,1.2,0.4,0,0
1413,Deafening Screech,111349,1416168,0,1.2,0.5,0,0
1414,Coven Bloodscreamer,95308,1396625,0,1.3,0.4,0,0
1415,Draketamer Rulfgar,111526,1416385,0,1.3,0.4,0,0
1416,Ragged Cliffs,111348,1416168,0,1.2,0.5,0,0
1417,Juvenile Stormwing,91799,1416377,0,1.2,0.4,0,0
1418,Stavvius the Cutthrat,111532,1416384,0,1.3,0.4,0,0
1419,Hungering Manastalker,104447,1416259,0,4.4,0.4,0,0
1420,Binding Trap,111349,1416168,0,1.2,0.5,0,0
1421,Hellbringer Xaroth,111538,1416275,0,0.9,0.4,0,0
1422,Quicksand,111348,1416168,0,1.2,0.5,0,0
1423,Darkfiend Raider,105897,1416387,0,1.2,0.4,0,0
1424,Banehoof,112107,1416257,0,1.4,0.4,0,0
1425,Avoid Entangling Vines,111348,1416168,0,1.2,0.5,0,0
1426,Corrupting Influence,111349,1416168,0,1.2,0.5,0,0
1427,Xinthoss the Spear,111542,1416386,0,1.7,0.4,0,0
1428,Darkfiend Corruptor,92222,1416176,0,1.2,0.4,0,0
1429,Rethazar the Fallen,111545,1416200,0,0.8,0.4,0,0
1430,Bleakheart Hellcaller,3771,1416175,0,1.3,0.4,0,0
1431,Felblade Strike,111349,1416168,0,1.2,0.5,0,0
1432,Metreon,111552,1416172,0,1.3,0.4,0,0
1433,Avoid Debris,111348,1416168,0,1.2,0.5,0,0
1434,Jadefire Felsworn,7109,1416164,0,1.3,0.4,0,0
1435,Rydyllia the Shattered,111555,1416393,0,2.2,0.4,0,0
1436,Corrupted Sister,102167,1416330,0,0.9,0.4,0,0
1437,Oracle Tidecress,111559,1416214,0,1.3,0.4,0,0
1438,Hatecoil Myrmidon,89006,1416207,0,1.3,0.4,0,0
1439,Whirling Sea Spray,111349,1416168,0,1.2,0.5,0,0
1440,Nightmarish Visions,111349,1416168,0,1.2,0.5,0,0
1441,Dreadhoof,111654,1360245,0,1.2,0.4,0,0
1442,Rancidus the Sewer Monster,111655,1138415,0,1,0.4,0,0
1443,Raging Waters,111348,1416168,0,1.2,0.5,0,0
1444,Flammus,111656,1416243,0,1.2,0.4,0,0
1445,Infernal,83170,1067195,0,1.4,0.4,0,0
1446,Undalog,111658,1416346,0,1.1,0.4,0,0
1447,Poisoned Bite,111349,1416168,0,1.2,0.5,0,0
1448,Infectious Worm,94687,1416342,0,2,0.4,0,0
1449,Fel-Lord Xarimus,111659,1416272,0,1.2,0.45,0,0
1450,Crumbling Cliffside,111348,1416168,0,1.2,0.5,0,0
1451,Wrathblade Servitor,90634,1416338,0,1.4,0.4,0,0
1452,Imp Mother Gothol,111660,1416303,0,1,0.45,0,0
1453,Shadowflame Imp,104505,1416335,0,2.5,0.4,0,0
1454,Booming Voice,111349,1416168,0,1.2,0.5,0,0
1455,Lady Missra,111661,1416327,0,1.2,0.45,0,0
1456,Whirlpools,111348,1416168,0,1.2,0.5,0,0
1457,Hatecoil Riptail,88086,1416206,0,1.6,0.45,0,0
1458,Aughild the Bitter,111662,1416355,0,1,0.4,0,0
1459,Gaze of the Unworthy,111349,1416168,0,1.2,0.5,0,0
1460,Harlia the Bejeweled,111663,1360238,0,1.1,0.4,0,0
1461,Crawliac Skywitch,94983,1416268,0,1.4,0.4,0,0
1462,Blind Corners,111348,1416168,0,1.2,0.5,0,0
1463,Velkar the Thief,111666,1416276,0,0.9,0.45,0,0
1464,Defiled Grovewalker,109932,1416396,0,1.5,0.4,0,0
1465,Nightmare Thorns,111348,1416168,0,1.2,0.5,0,0
1466,"Emmoris, Mistress of Light",111668,1416337,0,1.4,0.4,0,0
1467,Arcane Implosion,111349,1416168,0,1.2,0.5,0,0
1468,Timeless Leymage,108446,1416376,0,1.6,0.45,0,0
1469,Archmage Omniara,106377,1416390,0,1,0.4,0,0
1470,Aquious the Tidebreaker,111676,1108831,0,1,0.4,0,0
1471,Arkantus,111677,1416349,0,1.1,0.45,0,0
1472,Misplaced Portal,111348,1416168,0,1.2,0.5,0,0
1473,Legion Endbringer,99762,1416173,0,2.5,0.4,0,0
1474,Ravikus the Vile,112457,1452348,0,1.4,0.4,0,0
1475,Hatecoil Stormcaller,88087,1416203,0,2.5,0.4,0,0
1476,Crumbling Masonry,111348,1416168,0,1.2,0.5,0,0
1477,Wavecaller Tidrus,111681,1416333,0,1.4,0.4,0,0
1478,Disturbed Apparition,97729,1341758,0,2.5,0.4,0,0
1479,Krandarr the Insatiable,111683,1416340,0,1.2,0.4,0,0
1480,Mana Drain,111349,1416168,0,1.2,0.5,0,0
1481,Ghostpaw Runner,3823,1416406,0,2.5,0.4,0,0
1482,Maragog,111686,1984887,0,1.2,0.3,0,0
1483,Displaced Razorleaf,80103,1416232,0,2.5,0.4,0,0
1484,Pod-King Hazzad,111688,1416231,0,1.4,0.4,0,0
1485,Spiny Roots,111349,1416168,0,1.2,0.5,0,0
1486,Defiler Hexius,111689,1416257,0,1.4,0.4,0,0
1487,Darkfiend Assassin,106026,1416288,0,2.5,0.4,0,0
1488,Thick Underbrush,111348,1416168,0,1.2,0.5,0,0
1489,Commander Racontear,111692,1416368,0,1.1,0.45,0,0
1490,Broadcast Distortion,111349,1416168,0,1.2,0.5,0,0
1491,Fel Flames,111348,1416168,0,1.2,0.5,0,0
1492,Nightfallen Overseer,90616,1416317,0,2.5,0.4,0,0
1493,Ley-Guardian Traketron,111695,1416319,0,1.2,0.4,0,0
1494,Crystal Warp,111349,1416168,0,1.2,0.5,0,0
1495,Hatebringer Glaudion,111678,1416211,0,1,0.45,0,0
1496,Felbat Shrieker,105271,1360247,0,2.5,0.4,0,0
1497,Empowered Dragon Shackles,111349,1416168,0,1.2,0.5,0,0
1498,Immobius,111698,1401835,0,1.2,0.4,0,0
1499,Adolescent Storm Drake,90903,1416377,0,2.5,0.4,0,0
1500,Stormy Skies,111348,1416168,0,1.2,0.5,0,0
1501,Deepdweller Kaidju,111703,1416325,0,1.5,0.4,0,0
1502,Shadowy Tormentor,26966,1416165,0,2.5,0.4,0,0
1503,Shadowstalker Arachnar,111707,1416374,0,1.1,0.4,0,0
1504,Chill of Icecrown,111348,1416168,0,1.2,0.5,0,0
1505,Citadel Watcher,31787,1416405,0,2.5,0.4,0,0
1506,Permafrost Worm,111708,1522910,0,1.2,0.4,0,0
1507,Patchwork Horror,10414,1416169,0,2.5,0.4,0,0
1508,Vivian's Lament,111711,1416162,0,1.5,0.4,0,0
1509,Ever-Burning Flames,111349,1416168,0,1.2,0.5,0,0
1510,Frenzied Spirit,60033,1416189,0,2.5,0.4,0,0
1511,Open Graves,111348,1416168,0,1.2,0.5,0,0
1512,Faralis the Fanatic,111713,1416219,0,1.6,0.4,0,0
1513,Spectral Stallion,15548,1416167,0,2.5,0.4,0,0
1514,Run Away,111349,1416168,0,1.2,0.5,0,0
1515,The Concertmaster,111715,1416171,0,1.5,0.4,0,0
1516,Dark Rider Ghrave,111717,1416195,0,1.4,0.4,0,0
1517,Crimson Deathcharger,39046,1416193,0,2.5,0.4,0,0
1518,Death Grip,111349,1416168,0,1.2,0.5,0,0
1519,Soul of Grand Apothecary Putress,31530,1416201,0,1.6,0.4,0,0
1520,Haze of Death,111348,1416168,0,1.2,0.5,0,0
1521,Plague Barrel,111349,1416168,0,1.2,0.5,0,0
1522,Soul of Grand Empress Shek'zeer,62837,1416224,0,1.1,0.4,0,0
1523,Cry of Terror,111349,1416168,0,1.2,0.5,0,0
1524,Kor'thik Reaver,63591,1416225,0,2.5,0.4,0,0
1525,Soul of Soulbinder Nyami,76177,1067261,0,1.3,0.4,0,0
1526,Mind Spike,111349,1416168,0,1.2,0.5,0,0
1527,Auchenai Vigilant,77819,1416234,0,2.5,0.4,0,0
1528,Soul of Archmage Arugal,4275,1416186,0,1.5,0.4,0,0
1529,Fenrus the Devourer,4274,1416177,0,2.5,0.4,0,0
1530,Tainted Blood,111348,1416168,0,1.2,0.5,0,0
1531,Soul of Zul'jin,23944,1416184,0,1.4,0.4,0,0
1532,Aura of Insanity,111348,1416168,0,1.2,0.5,0,0
1533,One-Armed Chop,111349,1416168,0,1.2,0.5,0,0
1534,Soul of Daelin Proudmoore,96202,1416287,0,1.5,0.4,0,0
1535,Cutlass Strike,111349,1416168,0,1.2,0.5,0,0
1536,Unending Hatred,111348,1416168,0,1.2,0.5,0,0
1537,Riftweaver Daevas,111759,1341749,0,1.2,0.5,0,0
1538,Valitos,109606,1396634,0,1.2,0.5,0,0
1539,Fel Surge,92622,135800,0,1,0.4,1,0
1540,Fel Lava,92622,135793,0,1,0.4,1,0
1541,Felguard Invader,104796,1341729,0,1.3,0.5,0,0
1542,Riftweaver Daevas,111759,1341749,0,1.2,0.5,0,0
1543,Valitos,109606,1396634,0,1.2,0.5,0,0
1544,Felguard Invader,104796,1341729,0,1.3,0.5,0,0
1545,Riftweaver Daevas,111759,1341749,0,1.2,0.5,0,0
1546,Frozen Blast,92622,236801,0,1,0.4,1,0
1547,Riftweaver Daevas,111759,1341749,0,1.2,0.5,0,0
1548,Dread Charge,92622,1378282,0,1,0.4,1,0
1549,Vykrul Captain,109595,1396617,0,1.2,0.5,0,0
1550,Valitos,109606,1396634,0,1.2,0.5,0,0
1551,Felguard Invader,104796,1341729,0,1.3,0.5,0,0
1552,Riftweaver Daevas,111759,1341749,0,1.2,0.5,0,0
1553,Valitos,109606,1396634,0,1.2,0.5,0,0
1554,Felguard Invader,104796,1341729,0,1.3,0.5,0,0
1555,Riftweaver Daevas,111759,1341749,0,1.2,0.5,0,0
1556,Fel Flame,92622,135800,0,1,0.4,1,0
1557,Riftweaver Daevas,111759,1341749,0,1.3,0.4,0,0
1558,Valitos,109606,1396634,0,1.3,0.4,0,0
1559,Fel Lava,92622,135793,0,1,0.4,1,0
1560,Riftweaver Daevas,111759,1341749,0,1.2,0.5,0,0
1561,Valitos,109606,1396634,0,1.2,0.5,0,0
1562,Felguard Invader,104796,1341729,0,1.3,0.5,0,0
1563,Riftweaver Daevas,111759,1341749,0,1.2,0.5,0,0
1564,Deepdweller Kaidju,111703,1416325,0,1.5,0.4,0,0
1565,Frozen Wave,92622,348288,0,1,0.4,1,0
1566,Pitlord Argamemm,111840,1452366,0,1.3,0.45,0,0
1567,Virulent Imp,91775,1067256,0,2.5,0.4,0,0
1568,Temptress Salacia,111841,1452346,0,1.6,0.45,0,0
1569,Manastalker,107135,1416259,0,2.5,0.4,0,0
1571,Summoner Djobi,111842,1452405,0,1.4,0.4,0,0
1572,Compelling Presence,111349,1416168,0,1.2,0.5,0,0
1573,Raidmaster Sorthol,111843,1452551,0,1.4,0.4,0,0
1574,Sudden Rockslides,111348,1416168,0,1.2,0.5,0,0
1575,Cleaver Northamel,111844,1452440,0,1.2,0.4,0,0
1576,Felskorn Chosen,97851,1452401,0,2.5,0.4,0,0
1577,Fel Cauldrons,111348,1416168,0,1.2,0.5,0,0
1578,Illbringer Zizzifrax,111845,1452423,0,0.9,0.4,0,0
1579,Darkfiend Dreamtwister,92788,1396644,0,2.5,0.4,0,0
1580,Spread the Nightmare,111349,1416168,0,1.2,0.5,0,0
1581,Despoiler Egrothar,111846,1452419,0,1.4,0.4,0,0
1582,Feltotem Demonkindre,101793,1522939,0,2.5,0.4,0,0
1583,Fel Bite,111349,1416168,0,1.2,0.5,0,0
1584,Felbreeder Argnotha,111847,1452442,0,1.1,0.4,0,0
1585,Burning Felhound,10261,1067196,0,2.5,0.4,0,0
1586,Fel Rivers,111348,1416168,0,1.2,0.5,0,0
1587,Fel Spreaders,111348,1416168,0,1.2,0.5,0,0
1588,Sinister Shrieker,107722,1416292,0,2.5,0.4,0,0
1589,Incineranth,111848,1452399,0,1.1,0.4,0,0
1590,Spearslinger Thistlefoot,111849,1452547,0,1.4,0.4,0,0
1591,Thistleleaf Menace,91472,1452545,0,2.5,0.4,0,0
1592,Rain of Tiny Spears,111349,1416168,0,1.2,0.5,0,0
1593,Soulstealer Tirant,111850,1452434,0,1.5,0.4,0,0
1594,Eredar Supplicant,90661,1452505,0,2.5,0.4,0,0
1595,Melt Armor,111349,1416168,0,1.2,0.5,0,0
1596,Suramar Protector,111618,1489339,0,2.5,0.4,0,0
1597,Warden Jor'al,111851,1452538,0,1.2,0.4,0,0
1599,Low Light,111348,1416168,0,1.2,0.5,0,0
1600,Plunderer Jurval,111853,1452480,0,1.1,0.4,0,0
1601,Tideskorn Huntress,100446,1416196,0,2.5,0.4,0,0
1602,Call Lightning,111349,1416168,0,1.2,0.5,0,0
1603,Borris,111854,1452389,0,1.1,0.4,0,0
1604,Wrathguard Fury,99581,1452420,0,2.5,0.4,0,0
1605,Fel Lava,111348,1416168,0,1.2,0.5,0,0
1606,Deepsiren Saffsis,111855,1452461,0,1.4,0.4,0,0
1607,Conscripted Sea Giant,111179,1416331,0,2.5,0.4,0,0
1608,Riptide,111348,1416168,0,1.2,0.5,0,0
1609,Anax,111197,1452390,0,0.8,0.4,0,0
1610,Ambervale Darters,111216,1067273,0,3.2,0.35,0,0
1611,Felsoul Crushers,99764,1452403,0,3.2,0.35,0,0
1613,Megafurnal,111868,1416243,0,1.1,0.4,0,0
1614,Vile Weavers,107811,1452445,0,3.2,0.35,0,0
1615,Vebinax the Many-Legged,111873,1452490,0,1.2,0.4,0,0
1616,Sticky Spiderwebs,92622,136113,0,1,0.4,1,0
1617,Shal'an,109054,1452543,0,1.3,0.4,0,0
1618,Withered Husks,100014,1452482,0,3.2,0.35,0,0
1619,Slatecrusher Raiders,99007,1452424,0,3.2,0.35,0,0
1620,Siegemaster Aedrin,110438,1452500,0,1.3,0.4,0,0
1621,Arcane Siege Weapons,110440,252187,0,3.2,0.35,0,0
1622,Arcane Siege Weapons,110440,252187,0,3.2,0.35,0,0
1623,Hertha Grimdottir,103223,1416391,0,1,0.4,0,0
1624,Arcane Siege Weapons,110440,252187,0,3.2,0.35,0,0
1625,Deathcaller Mystics,111393,1452504,0,1.4,0.4,0,0
1626,Reef-Lord Raj'his,103575,1452483,0,1.4,0.45,0,0
1627,Sashj'tar Scaleguards,111178,1452485,0,3.2,0.35,0,0
1628,Feltotem Bloodbinders,104328,1360246,0,1.1,0.35,0,0
1629,Elfbane,99792,1452451,0,1.1,0.4,0,0
1630,Koralune Ettin,99791,1401850,0,3.2,0.35,0,0
1631,Tideskorn Longaxe,91204,1416248,0,0.9,0.4,0,0
1632,Tideclaw,110824,1452531,0,1.1,0.3,0,0
1633,Leyscar Scuttlers,109803,1452368,0,3.2,0.35,0,0
1634,Flinx the Fouler,111905,1452459,0,1.6,0.4,0,0
1635,Creeping Sludge,12222,1452344,0,3.2,0.35,0,0
1636,Cadraeus,110726,1452498,0,1.2,0.4,0,0
1637,Experiment 525,111916,1452350,0,1.7,0.4,0,0
1638,Tormented Dryad,93155,1452494,0,1.3,0.4,0,0
1639,Guardian Thor'el,110944,1452471,0,1.2,0.4,0,0
1640,Vineyard Wardens,108871,1522935,0,3.2,0.35,0,0
1641,Shapechanged Inquisitor,111983,1452432,0,1.3,0.5,0,0
1642,SI:7 Agent,46113,1452373,0,2.5,0.4,0,0
1643,"Spotted by Officers Brady, Jaxon, or Pomeroy",111348,1416168,0,1.2,0.5,0,0
1644,The Leviathan,111985,1341753,0,8,0.25,0,0
1645,Brashtide Crewman,43717,1452371,0,2.5,0.4,0,0
1646,Giant Whirlpool,111348,1416168,0,1.2,0.5,0,0
1647,Investigator Vought,111986,1452363,0,1.4,0.4,0,0
1648,Kirin Tor Guardian,104091,1452486,0,2.5,0.4,0,0
1649,Khadgar's Omniscient Ocular,111349,1416168,0,1.2,0.5,0,0
1650,Deathguard Adams,92626,1452406,0,1.4,0.4,0,0
1651,Royal Dreadguard,109589,1452410,0,2.5,0.4,0,0
1652,Volatile Waste,111348,1416168,0,1.2,0.5,0,0
1653,The Muscle,108136,1452526,0,1.3,0.4,0,0
1654,Blacksail Salvor,108133,1452525,0,2.5,0.4,0,0
1655,Brulworms,111348,1416168,0,1.2,0.5,0,0
1657,Siren's Call,111349,1416168,0,1.2,0.5,0,0
1658,Shara Felbreath,97093,1452439,0,1.3,0.4,0,0
1659,Mountain Prowler,96268,1452429,0,2.5,0.4,0,0
1660,Artificer Lothaire,106351,1452454,0,1.2,0.4,0,0
1661,Arcane Orb,111349,1416168,0,1.2,0.5,0,0
1662,Exposed Leyline,111348,1416168,0,1.2,0.5,0,0
1663,Belazius,111540,1452352,0,1.2,0.4,0,0
1664,Felguard Legionnaire,109604,1452532,0,2.5,0.4,0,0
1665,Spire of Woe,111348,1416168,0,1.2,0.5,0,0
1666,Dantalionax,111079,1452477,0,1.3,0.4,0,0
1667,Dreadlord's Guile,111349,1416168,0,1.2,0.5,0,0
1668,Boulder,111348,1416168,0,1.2,0.5,0,0
1669,Commander Sorvax,111991,1416174,0,1.2,0.4,0,0
1670,Bladestorm,111349,1416168,0,1.2,0.5,0,0
1671,Inquisitor Tivos,107269,1452493,0,2.5,0.4,0,0
1672,Lochaber,108663,1452541,0,0.9,0.4,0,0
1673,Servant of Skovald,105084,1360234,0,2.5,0.4,0,0
1674,Fel Blood Cauldron,111348,1416168,0,1.2,0.5,0,0
1675,Sloan McCoy,86442,1452392,0,1.4,0.4,0,0
1676,Stormwind City Patroller,108058,1452365,0,2.5,0.4,0,0
1677,Noticed by Detheroc,111348,1416168,0,1.2,0.5,0,0
1678,Scavenger Felios,111540,1452352,0,1.8,0.4,0,0
1679,Lingering Plague,111348,1416168,0,1.2,0.5,0,0
1680,Blighthound,45453,1452372,0,2.5,0.4,0,0
1681,Fel Claw,111349,1416168,0,1.2,0.5,0,0
1682,Plaguemonger Pustulus,112023,1416202,0,1.1,0.4,0,0
1683,Crystalbreaker Niika,112024,1452484,0,1.3,0.4,0,0
1684,Shivarra Assassin,23220,1452353,0,2.5,0.4,0,0
1685,Bound Tongue,111349,1416168,0,1.2,0.5,0,0
1686,Sanctus the Unforgiving,112030,1452340,0,1.3,0.45,0,0
1687,Chill of the Grave,111348,1416168,0,1.2,0.5,0,0
1688,Lifedrain,111349,1416168,0,1.2,0.5,0,0
1689,Idra the Crazed,112036,1452385,0,1.2,0.4,0,0
1690,Auchenai Zealot,78093,1452393,0,2.5,0.4,0,0
1691,Soul Shackle,111349,1416168,0,1.2,0.5,0,0
1692,Maag the Ravenous,112040,1067196,0,2.2,0.4,0,0
1693,Pack of Felhounds,83169,1067196,0,2.5,0.4,0,0
1695,Felsmith Haldoor,112043,1452476,0,1.3,0.4,0,0
1696,Chattering Devil,107323,1416254,0,2.5,0.4,0,0
1697,Molten Fel Furnace,111348,1416168,0,1.2,0.5,0,0
1698,Laraelor the Enlightened,112044,1452460,0,1.3,0.4,0,0
1699,Eye of the Legion,54747,236407,0,2.5,0.4,0,0
1700,Animate Tome,111349,1416168,0,1.2,0.5,0,0
1701,Rothbarg the Night Flyer,112045,1452540,0,1.2,0.4,0,0
1702,Storm Drake,97068,1452463,0,2.5,0.4,0,0
1703,Rocky Roads,111348,1416168,0,1.2,0.5,0,0
1704,Felforged Sentinel,112047,1452354,0,1.2,0.4,0,0
1705,Fel Pools,111348,1416168,0,1.2,0.5,0,0
1706,Smashing Strike,111349,1416168,0,1.2,0.5,0,0
1707,Zarathiss the Plunderer,112048,1452364,0,1.4,0.4,0,0
1708,Zithreenai Wavecaster,111176,1452382,0,2.5,0.4,0,0
1709,Drowning Grasp,111349,1416168,0,1.2,0.5,0,0
1710,Counselor Troki,112049,1452339,0,1.5,0.4,0,0
1711,Avoid Detection,111348,1416168,0,1.2,0.5,0,0
1712,Bitestone Rockbeaters,94261,1452433,0,3.6,0.35,0,0
1713,Razor-Edged Crystals,92622,133448,0,1.2,0.5,1,0
1714,Rauren,105547,1416351,0,1.5,0.4,0,0
1715,Enthralling Song,92622,237573,0,1,0.4,1,0
1717,Normantis the Deposed,90217,1416185,0,1.4,0.4,0,0
1718,Arcane Missiles,92622,1041233,0,1,0.4,1,0
1719,Stray Energies,111348,1416168,0,1.2,0.5,0,0
1720,Shieldbreaker Murdonn,112070,1452539,0,1.2,0.4,0,0
1721,Fangs,112071,1452438,0,3.2,0.35,0,0
1722,Populated Area,92622,237509,0,1,0.4,1,0
1723,Legion Portals,92622,255348,0,1,0.4,1,0
1724,Helarjar Priests,111326,1452370,0,1.4,0.4,0,0
1725,The Restless Dead,92622,236548,0,1,0.4,1,0
1726,Helarjar Soulkeepers,107673,1416353,0,1.4,0.4,0,0
1727,Helarjar Berserkers,111332,1452362,0,1.4,0.4,0,0
1728,Cleaving Axe,92622,517163,0,1,0.4,1,0
1729,Magistrix Pince,112106,1452411,0,1.3,0.4,0,0
1730,Felsoul Magi,104426,1452491,0,3.2,0.35,0,0
1731,Falling Books,92622,442732,0,1,0.4,1,0
1732,Knockout Punch,92622,135906,0,1,0.4,1,0
1733,Dirty Fighting,92622,132309,0,1,0.4,1,0
1734,Watchful Step,111348,1416168,0,1.2,0.5,0,0
1735,Felbough,112108,1452436,0,1.4,0.4,0,0
1736,Rotten Fruit,92622,236549,0,1,0.4,1,0
1737,Thorns,92622,134213,0,1.2,0.5,1,0
1738,Razor-Sharp Bite,92622,133707,0,1,0.4,1,0
1739,Stampede,92622,132368,0,1,0.4,1,0
1740,Feathered Prowlers,106920,1416332,0,2,0.4,0,0
1741,Go For the Throat,92622,1392547,0,1,0.4,1,0
1742,Valakar the Thirsty,109575,1452515,0,1.2,0.4,0,0
1743,Errant Ley Energies,92622,135728,0,1,0.4,1,0
1744,Energy Drain,92622,571321,0,1,0.4,1,0
1745,Thistleleaf Rascal,92104,1452376,0,1.7,0.35,0,0
1746,Thistleleaf Ruffians,91474,1452546,0,1.8,0.4,0,0
1747,Dazzling Sparkles,92622,236168,0,1,0.4,1,0
1748,Slavemaster Anthiss,112110,1452361,0,1.3,0.4,0,0
1749,Hatecoil Slavemasters,90109,1452397,0,1.8,0.4,0,0
1750,Mak'rana Pinchlord,112112,1452359,0,0.8,0.4,0,0
1751,Mak'rana Warriors,104816,1341741,0,1.8,0.4,0,0
1752,Death Pinch,92622,615361,0,1,0.4,1,0
1753,Myonix,110340,1452549,0,1.3,0.45,0,0
1754,Manasabers,98021,1452441,0,3.2,0.35,0,0
1755,Mana Claw,92622,136170,0,1.2,0.5,1,0
1756,Imperial Conjurers,111669,1452503,0,3.2,0.35,0,0
1757,Mana Behemoth,112113,1452421,0,0.8,0.4,0,0
1758,Nightborne Infiltrators,105266,1360248,0,3.2,0.35,0,0
1759,Analys Featherfall,112115,1452499,0,1.3,0.4,0,0
1760,Eggs Underfoot,92622,132832,0,1,0.4,1,0
1761,Manascale Basilisks,105267,1396630,0,3.2,0.35,0,0
1762,Manascale Patriarch,112116,1396630,0,1.4,0.4,0,0
1763,Petrifying Gaze,92622,1117880,0,1,0.4,1,0
1764,Taintheart Befouler,111354,1452458,0,0.9,0.4,0,0
1765,Corrupted Ancient,112122,1341755,0,0.7,0.4,0,0
1766,Sister Lilythwen,112125,1452494,0,1.4,0.4,0,0
1767,Corrupted Wisp,106304,1452347,0,0.9,0.4,0,0
1768,Shadowstalker Ezrekius,112126,1416276,0,1,0.4,0,0
1769,Nightmare Amalgamation,111398,1452514,0,0.9,0.4,0,0
1770,Consuming Darkness,92622,463284,0,1.2,0.5,1,0
1771,Kalu'el,112131,1452462,0,1.2,0.4,0,0
1772,Chaotoid,111075,1452553,0,0.9,0.4,0,0
1773,Crumbling Catacombs,111348,1416168,0,1.2,0.5,0,0
1774,Suramar Protector,111618,1489339,0,0.9,0.4,0,0
1775,Captain Ghrail,112138,1452467,0,1.2,0.4,0,0
1776,Avoid Detection,111348,1416168,0,1.2,0.5,0,0
1777,Spell Seeker Construct,102243,1452414,0,0.9,0.4,0,0
1778,"Rah, Lord of the Manasabers",112139,1452398,0,1.2,0.45,0,0
1779,Disembowl,92622,970833,0,1.2,0.5,1,0
1780,Eye of Gul'dan,77563,1396621,0,0.9,0.4,0,0
1781,Dark Vindicator Stavros,112141,1452402,0,1.3,0.4,0,0
1782,Felsteel Shield Wall,92622,1107167,0,1.2,0.5,1,0
1783,Portal-Keeper Lazoros,112148,1452413,0,1.3,0.4,0,0
1784,Doomguard Infiltrator,102273,1452360,0,3.2,0.35,0,0
1785,Crumbling Ceiling,92622,1385913,0,1,0.4,1,0
1786,Dreadsoul Ruiner,95771,1452428,0,3.2,0.35,0,0
1787,Gloomper,112155,1452495,0,1.2,0.4,0,0
1788,Nightmare Clouds,92622,135867,0,1,0.4,1,0
1789,Withered Manawraith,105952,1452515,0,3.2,0.35,0,0
1790,Ley-Addict Xaltun,112156,1416340,0,1.3,0.4,0,0
1791,Crystal Web,111349,1416168,0,1.2,0.5,0,0
1792,Soul-Torn Champion,98243,1452444,0,3.2,0.35,0,0
1793,"Doomra, the Ever-Living",112157,1452394,0,1.2,0.4,0,0
1794,Suffocating Wraps,111349,1416168,0,1.2,0.5,0,0
1795,Nightwatch Arcanist,104247,1452536,0,3.2,0.35,0,0
1796,Avoid Guards,92622,132303,0,1,0.4,1,0
1797,"Papris, Second-In-Command",112158,1452454,0,1.2,0.4,0,0
1798,Hatecoil Wavebinder,97170,1452351,0,3.2,0.35,0,0
1799,Unstable Shipwrecks,92622,1126431,0,1,0.4,1,0
