ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
131161,Chewy Fel Taffy,130975,0,0,8722,0,2
131162,Dwarven Mild,130975,0,0,7314,0,2
131163,Succulent Pork Ribs,130975,0,0,7090,0,2
131164,Buttermilk Delight,130975,0,0,8705,0,2
131165,Dark Desire,130975,0,0,8706,0,2
131166,Tasty Summer Treat,130975,0,0,8709,0,2
131167,Toasted Smorc,130975,0,0,8710,0,2
131168,Fire-toasted Bun,130975,0,0,8712,0,2
131169,Goblin Gumbo,130975,0,0,8717,0,2
131170,Baked Salmon,130975,0,0,7312,0,2
131171,Darkmoon Dog,130975,0,0,7313,0,2
131172,Pickled Egg,130975,0,0,6901,0,2
131173,Poached Northern Sculpin,130975,0,0,6907,0,2
131174,Roasted Clefthoof,130975,0,0,6925,0,2
131175,Bellara's Nutterbar,130975,0,0,6457,0,2
131176,Conjured Cinnamon Roll,130975,0,0,6530,0,2
131177,Crusader's Rations,130975,0,0,6555,0,2
131178,Cuttlesteak,130975,0,0,6559,0,2
131179,Fillet of Icefin,130975,0,0,6678,0,2
131180,Haunted Herring,130975,0,0,6715,0,2
131181,Blackened Sporefish,130975,0,0,6464,0,2
131182,Luminous Bluetail,130975,1,0,7961,0,2
131183,Raw Brilliant Smallfish,130975,1,0,7965,0,2
131184,Raw Longjaw Mud Snapper,130975,1,0,7970,0,2
131185,Lollipop,130975,0,0,6867,0,2
131186,Poached Bluefish,130975,0,0,6904,0,2
131187,Poached Emperor Salmon,130975,0,0,6905,0,2
131188,Rhinolicious Wyrmsteak,130975,0,0,6921,0,2
131189,Salted Venison,130975,0,0,6969,0,2
131190,Shinsollo,130975,0,0,6990,0,2
131191,Spiced Wolf Meat,130975,0,0,7027,0,2
131192,Stormwind Brie,130975,0,0,7047,0,2
131193,Styleen's Sour Suckerpop,130975,0,0,7088,0,2
131194,Un'Goro Etherfruit,130975,0,0,7099,0,2
131195,Wild Ricecake,130975,0,0,7113,0,2
131196,Fish Feast,130975,0,0,6681,0,2
131197,Fresh Eagle Meat,130975,0,0,6685,0,2
131198,Garadar Sharp,130975,0,0,6690,0,2
131199,Giant Clam Scorcho,130975,0,0,6691,0,2
131200,Gingerbread Cookie,130975,0,0,6693,0,2
131201,Goretusk Liver Pie,130975,0,0,6698,0,2
131202,Grilled Mudfish,130975,0,0,6704,0,2
131203,Grim Guzzler Boar,130975,0,0,6708,0,2
131204,Dry Pork Ribs,130975,0,0,6582,0,2
131205,Enriched Manna Biscuit,130975,0,0,6583,0,2
131206,Sporeling Snack,130975,0,0,7039,0,2
131207,Smoked Sagefish,130975,0,0,7006,0,2
131208,Snapvine Watermelon,130975,0,0,7010,0,2
131209,Hot Lion Chops,130975,0,0,6729,0,2
131210,Sour Goat Cheese,130975,0,0,7013,0,2
131211,Spice Bread,130975,0,0,7016,0,2
131212,Spiced Mammoth Treats,130975,0,0,7019,0,2
131213,Succulent Orca Stew,130975,0,0,7089,0,2
131214,Sweet Potato Bread,130975,0,0,7091,0,2
131215,Tasty Cupcake,130975,0,0,7093,0,2
131216,Charred Wolf Meat,130975,0,0,6521,0,2
131217,Dragonbreath Chili,130975,0,0,6577,0,2
131218,Mag'har Grainbread,130975,0,0,6872,0,2
131219,Mighty Rhino Dogs,130975,0,0,6879,0,2
131220,Moonbrook Riot Taffy,130975,0,0,6887,0,2
131221,Warsong Gulch Iron Ration,130975,0,0,8689,0,2
131222,Defiler's Enriched Ration,130975,0,0,8694,0,2
131223,Clefthoof Ribs,130975,0,0,6528,0,2
131224,Conjured Mana Biscuit,130975,0,0,4670,0,2
131225,Carrot Cupcake,130975,0,0,6519,0,2
131226,Charred Bear Kabobs,130975,0,0,6520,0,2
131227,Crusty Flatbread,130975,0,0,6556,0,2
131228,Forest Mushroom Cap,130975,0,0,6684,0,2
131229,Freshly Baked Bread,130975,0,0,6686,0,2
131230,Friendship Bread,130975,0,0,6687,0,2
131231,Frostberries,130975,0,0,6689,0,2
131232,Gigantic Feast,130975,0,0,6692,0,2
131233,Goblin Deviled Clams,130975,0,0,6694,0,2
131234,Gooey Spider Cake,130975,0,0,6697,0,2
131235,Great Feast,130975,0,0,6701,0,2
131236,Deeprun Rat Kabob,130975,0,0,6569,0,2
131237,Delicious Baked Ham,130975,0,0,6570,0,2
131238,Dried Mushroom Rations,130975,0,0,6581,0,2
131239,Jungle Stew,130975,0,0,6735,0,2
131240,Kibler's Bits,130975,0,0,6737,0,2
131241,Lean Venison,130975,0,0,6739,0,2
131242,Leg Meat,130975,0,0,6741,0,2
131243,Loch Frenzy Delight,130975,0,0,6743,0,2
131244,Clamlette Surprise,130975,0,0,6526,0,2
131245,Conjured Croissant,130975,0,0,6531,0,2
131246,Conjured Pumpernickel,130975,0,0,6536,0,2
131247,Cooked Crab Claw,130975,0,0,6540,0,2
131248,Crisp Dalaran Apple,130975,0,0,6546,0,2
131249,Baked Manta Ray,130975,0,0,6451,0,2
131250,Blackened Basilisk,130975,0,0,6462,0,2
131251,Bonestripper Buzzard Hotwings,130975,0,0,6473,0,2
131252,Clam Chowder,130975,0,0,6525,0,2
131253,Clamlette Surprise,130975,0,0,6527,0,2
131254,Conjured Bread,130975,0,0,6529,0,2
131255,Conjured Mana Strudel,130975,0,0,13257,0,2
131256,Conjured Muffin,130975,0,0,6535,0,2
131257,Conjured Rye,130975,0,0,6537,0,2
131258,Conjured Sourdough,130975,0,0,6538,0,2
131259,Cookie's Jumbo Gumbo,130975,0,0,6543,0,2
131260,Crab Cake,130975,0,0,6545,0,2
131261,Crispy Bat Wing,130975,0,0,6547,0,2
131262,Crispy Lizard Tail,130975,0,0,6548,0,2
131263,Crocolisk Gumbo,130975,0,0,6550,0,2
131264,Cured Ham Steak,130975,0,0,6557,0,2
131265,Dalaran Brownie,130975,0,0,6560,0,2
131266,Beer Basted Boar Ribs,130975,0,0,6456,0,2
131267,Big Bear Steak,130975,0,0,6459,0,2
131268,Blackened Dragonfin,130975,0,0,6463,0,2
131269,Blood Sausage,130975,0,0,6469,0,2
131270,Bloodbelly Fish,130975,0,0,6470,0,2
131271,Slitherskin Mackerel,130975,0,0,6999,0,2
131272,Small Feast,130975,0,0,7000,0,2
131273,Small Pumpkin,130975,0,0,7001,0,2
131274,Spicy Beefstick,130975,0,0,7030,0,2
131275,Spicy Hot Talbuk,130975,0,0,7034,0,2
131276,Spongy Morel,130975,0,0,7037,0,2
131277,Sporeggar Mushroom,130975,0,0,7038,0,2
131278,Springpaw Appetizer,130975,0,0,7040,0,2
131279,Steamed Mandu,130975,0,0,7041,0,2
131280,Stewed Drakeflesh,130975,0,0,7043,0,2
131281,Stormchops,130975,0,0,7046,0,2
131282,Dalaran Doughnut,130975,0,0,6562,0,2
131283,Dalaran Sharp,130975,0,0,6563,0,2
131284,Darnassian Bleu,130975,0,0,6565,0,2
131285,Deep Fried Plantains,130975,0,0,6568,0,2
131286,Delicious Cave Mold,130975,0,0,6571,0,2
131287,Deviate Fish,130975,0,0,6573,0,2
131288,Diamond Berries,130975,0,0,6574,0,2
131289,Dig Rat Stew,130975,0,0,6575,0,2
131290,Dragonfin Filet,130975,0,0,6578,0,2
131291,Feltail Delight,130975,0,0,6586,0,2
131292,Grizzleberries,130975,0,0,6709,0,2
131293,Harvest Bread,130975,0,0,6711,0,2
131294,Harvest Fish,130975,0,0,6712,0,2
131295,Haunch of Meat,130975,0,0,6714,0,2
131296,Healing Herb,130975,0,0,6716,0,2
131297,Heavy Crocolisk Stew,130975,0,0,6719,0,2
131298,Heavy Kodo Stew,130975,0,0,6720,0,2
131299,Hellfire Spineleaf,130975,0,0,6722,0,2
131300,Herb Baked Egg,130975,0,0,6723,0,2
131301,Homemade Cherry Pie,130975,0,0,6725,0,2
131302,Honey Bread,130975,0,0,6726,0,2
131303,Juicy Bear Burger,130975,0,0,6734,0,2
131304,Crunchy Frog,130975,0,0,6552,0,2
131305,Savory Snowplum,130975,0,0,6985,0,2
131306,Scorpid Surprise,130975,0,0,6987,0,2
131307,Bean Soup,130975,0,0,6455,0,2
131308,Seasoned Wolf Kabob,130975,0,0,6988,0,2
131309,Shoveltusk Soup,130975,0,0,6992,0,2
131310,Skullfish Soup,130975,0,0,6997,0,2
131311,Marsh Lichen,130975,0,0,6875,0,2
131312,Mega Mammoth Meal,130975,0,0,6877,0,2
131313,Mightfish Steak,130975,0,0,6878,0,2
131314,Mixed Berries,130975,0,0,6882,0,2
131315,Mon'Nathal Shortribs,130975,0,0,6884,0,2
131316,Monster Omelet,130975,0,0,6885,0,2
131317,Mutton Chop,130975,0,0,6891,0,2
131318,Naaru Ration,130975,0,0,6893,0,2
131319,Ogri'la Chicken Fingers,130975,0,0,6896,0,2
131320,Pickled Fangtooth,130975,0,0,6902,0,2
131321,Poached Nettlefish,130975,0,0,6906,0,2
131322,Radish Kimchi,130975,0,0,6909,0,2
131323,Chocolate Square,130975,0,0,6523,0,2
131324,Conjured Mana Pie,130975,0,0,6533,0,2
131325,Dried King Bolete,130975,0,0,6580,0,2
131326,Boiled Clams,130975,0,0,6472,0,2
131327,Bristly Whisker Catfish,130975,0,0,6477,0,2
131328,Candy Cane,130975,0,0,6483,0,2
131329,Darnassus Kimchi Pie,130975,0,0,6566,0,2
131330,Delicious Chocolate Cake,130975,0,0,6572,0,2
131331,Dried Fruit Rations,130975,0,0,6579,0,2
131332,Essence Mango,130975,0,0,6584,0,2
131333,Alterac Manna Biscuit,130975,0,0,6448,0,2
131334,Berry Pie Slice,130975,0,0,6458,0,2
131335,Bowels 'n' Brains,130975,0,0,6474,0,2
131336,Brilliant Smallfish,130975,0,0,6475,0,2
131337,Briny Hardcheese,130975,0,0,6476,0,2
131338,Broiled Bloodfin,130975,0,0,6478,0,2
131339,Buzzard Bites,130975,0,0,6479,0,2
131340,Cabbage Kimchi,130975,0,0,6480,0,2
131341,Cactus Apple Surprise,130975,0,0,6481,0,2
131342,Candy Bar,130975,0,0,6482,0,2
131343,Carrion Surprise,130975,0,0,6484,0,2
131344,Rainbow Fin Albacore,130975,0,0,6910,0,2
131345,Ravager Dog,130975,0,0,6911,0,2
131346,Red Hot Wings,130975,0,0,6915,0,2
131347,Red Velvet Cupcake,130975,0,0,6916,0,2
131348,Refreshing Red Apple,130975,0,0,6919,0,2
131349,Ripe Watermelon,130975,0,0,6922,0,2
131350,Roast Raptor,130975,0,0,6923,0,2
131351,Roasted Quail,130975,0,0,6928,0,2
131352,Roasted Worg,130975,0,0,6929,0,2
131353,Rock-Salted Pretzel,130975,0,0,6930,0,2
131354,Tender Shovelsteak Steak,130975,0,0,7103,0,2
131355,Zangar Trout,130975,0,0,7104,0,2
131356,Zangar Caps,130975,0,0,7105,0,2
131357,Bladespire Bagel,130975,0,0,6467,0,2
131358,Filet of Redgill,130975,0,0,6676,0,2
131359,Fillet of Frenzy,130975,0,0,6677,0,2
131360,Fine Aged Cheddar,130975,0,0,6679,0,2
131361,Firecracker Salmon,130975,0,0,6680,0,2
131362,Fisherman's Feast,130975,0,0,6682,0,2
131363,Fissure Plant,130975,0,0,6683,0,2
131364,Grilled Sculpin,130975,0,0,6705,0,2
131365,Kaldorei Spider Kabob,130975,0,0,6736,0,2
131366,Lobster Stew,130975,0,0,6742,0,2
131367,Smoked Salmon,130975,0,0,7007,0,2
131368,Smoked Talbuk Venison,130975,0,0,7008,0,2
131369,Soft Banana Bread,130975,0,0,7011,0,2
131370,Soothing Turtle Bisque,130975,0,0,7012,0,2
131371,Sparkling Frostcap,130975,0,0,7014,0,2
131372,Special Chicken Feed,130975,0,0,7015,0,2
131373,Talbuk Steak,130975,0,0,7092,0,2
131374,Very Burnt Worg,130975,0,0,7095,0,2
131375,Underspore Pod,130975,0,0,7097,0,2
131376,Mammoth Meal,130975,0,0,6874,0,2
131377,Winter Veil Loaf,130975,0,0,7108,0,2
131378,Winter Veil Candy,130975,0,0,7110,0,2
131379,Winter Squid,130975,0,0,7111,0,2
131380,Wild Hog Shank,130975,0,0,7114,0,2
131381,Striped Yellowtail,130975,0,0,7115,0,2
131382,Whipper Root Tuber,130975,0,0,7116,0,2
131383,Warp Burger,130975,0,0,7118,0,2
131384,Tasty Lion Steak,130975,0,0,7121,0,2
131385,Black Jelly,130975,0,0,10658,0,2
131386,Lean Wolf Steak,130975,0,0,6740,0,2
131387,Fatty Bluefin,130975,0,0,6585,0,2
131388,Goldenbark Apple,130975,0,0,6696,0,2
131389,Graccu's Homemade Meat Pie,130975,0,0,6699,0,2
131390,Tender Wolf Steak,130975,0,0,7094,0,2
131391,Senggin Root,130975,0,0,6989,0,2
131392,Sizzling Grizzly Flank,130975,0,0,6995,0,2
131393,Skyguard Rations,130975,0,0,6998,0,2
131394,Smoked Bear Meat,130975,0,0,7002,0,2
131395,Stolen Ribs,130975,0,0,7045,0,2
131396,Crunchy Serpent,130975,0,0,6553,0,2
131397,Mag'har Mild Cheese,130975,0,0,6873,0,2
131398,,0,30,8,0,0,0
131399,Spiced Worm Burger,131398,1,0,6594,0,0
131400,Shoveltusk Steak,131398,1,0,6501,0,0
131401,Smoked Salmon,131398,1,0,6503,0,0
131402,Roasted Worg,131398,1,0,6498,0,0
131403,Blackened Worg Steak,131398,1,0,6510,0,0
131404,Gigantic Feast,131398,1,0,6516,0,0
131405,Great Feast,131398,1,0,6507,0,0
131406,Baked Manta Ray,131398,1,0,6487,0,0
131407,Mighty Rhino Dogs,131398,1,0,6588,0,0
131408,Tender Shoveltusk Steak,131398,1,0,6597,0,0
131409,Spicy Blue Nettlefish,131398,1,0,6595,0,0
131410,Imperial Manta Steak,131398,1,0,6518,0,0
131411,Small Feast,131398,1,0,6591,0,0
131412,Dalaran Clam Chowder,131398,1,0,6488,0,0
131413,Tasty Cupcake,131398,1,0,6505,0,0
131414,Snapper Extreme,131398,1,0,6592,0,0
131415,Last Week's Mammoth,131398,1,0,6492,0,0
131416,Grilled Sculpin,131398,1,0,6490,0,0
131417,Mammoth Meal,131398,1,0,6493,0,0
131418,Cuttlesteak,131398,1,0,6512,0,0
131419,Firecracker Salmon,131398,1,0,6514,0,0
131420,Mega Mammoth Meal,131398,1,0,6587,0,0
131421,Poached Northern Sculpin,131398,1,0,6589,0,0
131422,Spicy Fried Herring,131398,1,0,6596,0,0
131423,Rhinolicious Wormsteak,131398,1,0,6590,0,0
131424,Very Burnt Worg,131398,1,0,6599,0,0
131425,Grilled Bonescale,131398,1,0,6489,0,0
131426,Fish Feast,131398,1,0,6515,0,0
131427,Hearty Rhino,131398,1,0,6517,0,0
131428,Kungaloosh,131398,1,0,6508,0,0
131429,Blackened Dragonfin,131398,1,0,6509,0,0
131430,Critter Bites,131398,1,0,6511,0,0
131431,Tracker Snacks,131398,1,0,6598,0,0
131432,Haunted Herring,131398,1,0,6491,0,0
131433,Worm Delight,131398,1,0,6506,0,0
131434,Dragonfin Filet,131398,1,0,6513,0,0
131435,Bad Clams,131398,1,0,6486,0,0
131436,Northern Stew,131398,1,0,6494,0,0
131437,Pickled Fangtooth,131398,1,0,6495,0,0
131438,Poached Nettlefish,131398,1,0,6496,0,0
131439,Rhino Dogs,131398,1,0,6497,0,0
131440,Sauteed Goby,131398,1,0,6499,0,0
131441,Smoked Rockfin,131398,1,0,6502,0,0
131442,Worg Tartare,131398,1,0,9421,0,0
131443,Spiced Mammoth Treats,131398,1,0,6593,0,0
131444,,0,0,4,0,0,0
131445,Nefarian,131444,1,0,3273,0,0
131446,,0,0,4,0,0,0
131447,Dalaran Jewelcrafter's Tokens gained,131446,0,0,7263,0,0
131448,,0,0,4,0,0,0
131449,Onyxia,131448,1,0,12567,0,2
131450,,0,0,4,0,0,0
131451,Leviathan Turret,131450,1,0,10619,0,2
131452,,0,1,8,0,0,0
131453,Allow Necrotic Plague to stack to 30 before defeating the Lich King in 10-player mode.,131452,1,0,13246,0,2
131454,Allow Necrotic Plague to stack to 30 before defeating the Lich King in 10-player mode.,131452,1,0,13247,0,2
131455,,0,0,4,0,0,0
131456,Leatherworking Patterns known,131455,0,0,6391,0,0
131457,Leatherworking Patterns known,131455,0,0,7229,0,0
131458,,0,0,4,0,0,0
131459,Yogg-Saron,131458,1,0,10291,0,2
131460,,0,0,4,0,0,0
131461,Assault Bot Destroyed,131460,1,0,10406,0,2
131462,,0,0,4,0,0,0
131463,Yogg-Saron,131462,1,0,10388,0,2
131464,,0,1,8,0,0,0
131465,,131464,1,0,9698,0,2
131466,,131464,1,0,9699,0,2
131467,,0,0,4,0,0,0
131468,Boned,131467,0,0,12917,0,0
131469,Full House,131467,0,0,12918,0,0
131470,I'm on a Boat,131467,0,0,12919,0,0
131471,I've Gone and Made a Mess,131467,0,0,12920,0,0
131472,Dances with Oozes,131467,0,0,12921,0,0
131473,Flu Shot Shortage,131467,0,0,12922,0,0
131474,"Nausea, Heartburn, Indigestion",131467,0,0,12923,0,0
131475,The Orb Whisperer,131467,0,0,12924,0,0
131476,"Once Bitten, Twice Shy",131467,0,0,12925,0,0
131477,Portal Jockey,131467,0,0,12926,0,0
131478,All You Can Eat,131467,0,0,12927,0,0
131479,Been Waiting a Long Time for This,131467,0,0,12928,0,0
131480,Heroic: Storming the Citadel (10 player),131467,0,0,13071,0,0
131481,Heroic: The Plagueworks (10 player),131467,0,0,13072,0,0
131482,Heroic: The Crimson Hall (10 player),131467,0,0,13073,0,0
131483,Heroic: The Frostwing Halls (10 player),131467,0,0,13074,0,0
131484,,0,0,4,0,0,0
131485,Heroic: Storming the Citadel (25 player),131484,0,0,13075,0,0
131486,Heroic: The Plagueworks (25 player),131484,0,0,13076,0,0
131487,Heroic: The Crimson Hall (25 player),131484,0,0,13077,0,0
131488,Heroic: The Frostwing Halls (25 player),131484,0,0,13078,0,0
131489,Boned,131484,0,0,13016,0,0
131490,Full House,131484,0,0,13017,0,0
131491,I'm on a Boat,131484,0,0,13018,0,0
131492,I've Gone and Made a Mess,131484,0,0,13019,0,0
131493,Dances with Oozes,131484,0,0,13020,0,0
131494,Flu Shot Shortage,131484,0,0,13021,0,0
131495,"Nausea, Heartburn, Indigestion...",131484,0,0,13022,0,0
131496,The Orb Whisperer,131484,0,0,13023,0,0
131497,"Once Bitten, Twice Shy",131484,0,0,13024,0,0
131498,Portal Jockey,131484,0,0,13025,0,0
131499,All You Can Eat,131484,0,0,13026,0,0
131500,Been Waiting a Long Time for This,131484,0,0,13027,0,0
131501,Neck-Deep in Vile,131484,0,0,13028,0,0
131502,,0,1,8,0,0,0
131503,Old Crafty,131502,1,0,6980,0,2
131504,Old Crafty,131502,1,0,6981,0,2
131505,,0,0,4,0,0,0
131506,Kill Anub'arak in 4 minutes or less.,131505,1,0,7130,0,2
131507,,0,0,4,0,0,0
131508,Malygos,131507,1,0,7183,0,2
131509,,0,50,8,0,0,0
131510,Stormgarde Muenster,131509,0,0,7087,0,2
131511,Steaming Chicken Soup,131509,0,0,7042,0,2
131512,Spiced Wolf Ribs,131509,0,0,7028,0,2
131513,Spicy Blue Nettlefish,131509,0,0,7031,0,2
131514,Spicy Crawdad,131509,0,0,7032,0,2
131515,Runn Tub Tuber,131509,0,0,6932,0,2
131516,Savory Deviate Delight,131509,0,0,6973,0,2
131517,Spicy Fried Herring,131509,0,0,7033,0,2
131518,Stewed Trout,131509,0,0,7044,0,2
131519,Winter Veil Roast,131509,0,0,7107,0,2
131520,Telaari Grapes,131509,0,0,7119,0,2
131521,Oronok's Tuber of Spell Power,131509,0,0,6899,0,2
131522,Raw Black Truffle,131509,0,0,6913,0,2
131523,Raw Tallhorn Chunk,131509,0,0,6914,0,2
131524,Roasted Kodo Meat,131509,0,0,6926,0,2
131525,Highlander's Iron Ration,131509,0,0,8699,0,2
131526,Warsong Gulch Enriched Ration,131509,0,0,8688,0,2
131527,Raw Rockscale Cod,131509,1,0,7975,0,2
131528,Raw Summer Bass,131509,1,0,7980,0,2
131529,Spotted Yellowtail,131509,1,0,7986,0,2
131530,Slow-Roasted Eel,131509,1,0,8004,0,2
131531,Afrazi Forest Strider Drumstick,131509,1,0,8030,0,2
131532,Moser's Magnificent Muffin,131509,0,0,6888,0,2
131533,Oronok's Tuber of Agility,131509,0,0,6898,0,2
131534,Redridge Goulash,131509,0,0,6918,0,2
131535,Roasted Moongraze Tenderloin,131509,0,0,6927,0,2
131536,Grilled King Crawler Legs,131509,0,0,6703,0,2
131537,Grilled Shadowmoon Tuber,131509,0,0,6706,0,2
131538,Grilled Squid,131509,0,0,6707,0,2
131539,Wyrm Delight,131509,0,0,7106,0,2
131540,Shiny Red Apple,131509,0,0,6991,0,2
131541,Sickly Looking Fish,131509,0,0,6994,0,2
131542,Sunspring Carp,131509,0,0,7122,0,2
131543,Rockscale Cod,131509,0,0,6931,0,2
131544,Sand Pear Pie,131509,0,0,6970,0,2
131545,Tigule and Foror's Strawberry Ice Cream,131509,0,0,7124,0,2
131546,Sweet Surprise,131509,0,0,8708,0,2
131547,Elderberry Pie,131509,0,0,8713,0,2
131548,Edible Fern,131509,0,0,8716,0,2
131549,Nagrand Cherry,131509,0,0,8715,0,2
131550,Warsong Gulch Field Ration,131509,0,0,8690,0,2
131551,Festival Dumplings,131509,0,0,8704,0,2
131552,Midsummer Sausage,131509,0,0,8711,0,2
131553,Sewer Carp,131509,0,0,9518,0,2
131554,Conjured Sweet Roll,131509,0,0,6539,0,2
131555,Dirge's Kickin' Chimaerok Chops,131509,0,0,6576,0,2
131556,Strider Stew,131509,0,0,7123,0,2
131557,Mingo's Fortune Giblets,131509,0,0,6880,0,2
131558,Ravager Egg Omelet,131509,0,0,6912,0,2
131559,Sagefish Delight,131509,0,0,6934,0,2
131560,Hot Wolf Ribs,131509,0,0,6731,0,2
131561,Sauteed Goby,131509,0,0,6971,0,2
131562,Chocolate Cake Slice,131509,0,0,6522,0,2
131563,Harvest Fruit,131509,0,0,6713,0,2
131564,Helboar Bacon,131509,0,0,6721,0,2
131565,Holiday Cheesewheel,131509,0,0,6724,0,2
131566,Honey-Spiced Liichen,131509,0,0,6727,0,2
131567,Dalaran Clam Chowder,131509,0,0,6561,0,2
131568,Frog Leg Stew,131509,0,0,6688,0,2
131569,Golden Fish Sticks,131509,0,0,6695,0,2
131570,Hallow's End Pumpink Treat,131509,0,0,8703,0,2
131571,Bat Bites,131509,0,0,6454,0,2
131572,Blackened Worg Steak,131509,0,0,6466,0,2
131573,Crocolisk Steak,131509,0,0,6551,0,2
131574,Curiously Tasty Omelet,131509,0,0,6558,0,2
131575,Moon Harvest Pumpkin,131509,0,0,6886,0,2
131576,Mulgore Spice Bread,131509,0,0,6889,0,2
131577,Mystery Stew,131509,0,0,6892,0,2
131578,Oronok's Tuber of Agility,131509,0,0,6897,0,2
131579,Oronok's Tuber of Strength,131509,0,0,6900,0,2
131580,Roasted Boar Meat,131509,0,0,6924,0,2
131581,Defiler's Iron Ration,131509,0,0,8696,0,2
131582,Lollipop,131509,0,0,8700,0,2
131583,Enriched Terocone Juice,131509,1,0,4683,0,2
131584,Freshly-Speared Emperor Salmon,131509,1,0,7956,0,2
131585,Funnel Cake,131509,1,0,7957,0,2
131586,Giant Sunfish,131509,1,0,7958,0,2
131587,Magic Eater,131509,1,0,7962,0,2
131588,Hot Smoked Bass,131509,0,0,6730,0,2
131589,Last Weeks Mammoth,131509,0,0,6738,0,2
131590,Imperial Manta Steak,131509,0,0,6732,0,2
131591,Northern Stew,131509,0,0,6895,0,2
131592,Rhino Dogs,131509,0,0,6920,0,2
131593,Cooked Glossy Mightfish,131509,0,0,6541,0,2
131594,Cooked Northrend Fish 12 PH,131509,0,0,6542,0,2
131595,Critter Bites,131509,0,0,6549,0,2
131596,Longjaw Mud Snapper,131509,0,0,6868,0,2
131597,Murloc Fin Soup,131509,0,0,6890,0,2
131598,Nightfin Soup,131509,0,0,6894,0,2
131599,Raw Greater Sagefish,131509,1,0,7968,0,2
131600,Raw Loch Frenzy,131509,1,0,7969,0,2
131601,Raw Raindbow Fin Albacore,131509,1,0,7973,0,2
131602,Alterac Swiss,131509,0,0,6449,0,2
131603,Black Mushroom,131509,0,0,6460,0,2
131604,Blackened Trout,131509,0,0,6465,0,2
131605,Bobbing Apple,131509,0,0,6471,0,2
131606,Lovely Cake Slice,131509,0,0,6869,0,2
131607,Lynx Steak,131509,0,0,6870,0,2
131608,Lyribread,131509,0,0,6871,0,2
131609,Mead Basted Caribou,131509,0,0,6876,0,2
131610,Mithril Head Trout,131509,0,0,6881,0,2
131611,Moist Cornbread,131509,0,0,6883,0,2
131612,Raw Slitherskin Mackerel,131509,1,0,7977,0,2
131613,Roasted Mystery Beast,131509,1,0,7983,0,2
131614,The Essential Brewfest Pretzel,131509,1,0,7987,0,2
131615,Undermine Clam Chowder,131509,0,0,7098,0,2
131616,Tracker Snacks,131509,0,0,7101,0,2
131617,Tough Jerky,131509,0,0,7102,0,2
131618,Blessed Sunfruit,131509,0,0,6468,0,2
131619,Coyote Steak,131509,0,0,6544,0,2
131620,Lily Root,131509,0,0,8687,0,2
131621,Highlander's Field Ration,131509,0,0,8698,0,2
131622,Very Berry Cream,131509,0,0,8707,0,2
131623,Shoveltusk Steak,131509,0,0,6993,0,2
131624,Spinefin Halibut,131509,0,0,7036,0,2
131625,Darkclaw Lobster,131509,1,0,7953,0,2
131626,Defiler's Field Ration,131509,0,0,8695,0,2
131627,Highlander's Enriched Ration,131509,0,0,8697,0,2
131628,Edible Stalks,131509,0,0,8714,0,2
131629,Arathi Basin Field Ration,131509,0,0,8691,0,2
131630,Arathi Basin Enriched Ration,131509,0,0,8692,0,2
131631,Arathi Basin Iron Ration,131509,0,0,8693,0,2
131632,Bag of Popcorn,131509,0,0,8723,0,2
131633,Bag of Peanuts,131509,0,0,8724,0,2
131634,Crunchy Spider Surprise,131509,0,0,6554,0,2
131635,Sauteed Sunfish,131509,0,0,6972,0,2
131636,Harvest Boar,131509,0,0,6710,0,2
131637,Jessen's Special Slop,131509,0,0,6733,0,2
131638,Night Dragon's Breath,131509,1,0,7963,0,2
131639,Oil Covered Fish,131509,1,0,7964,0,2
131640,Raw Bristle Whisker Catfish,131509,1,0,7966,0,2
131641,Raw Glossy Mightfish,131509,1,0,7967,0,2
131642,Egg Nog,131509,1,0,4681,0,2
131643,Candy Corn,131509,0,0,8701,0,2
131644,Deep Fried Candybar,131509,0,0,6567,0,2
131645,Bad Egg Nog,131509,1,0,6452,0,2
131646,Honeyed Holiday Ham,131509,1,0,7959,0,2
131647,Scooby Snack,131509,0,0,6986,0,2
131648,Skethyl Berries,131509,0,0,6996,0,2
131649,Snapper Extreme,131509,0,0,7009,0,2
131650,Spiced Chili Crab,131509,0,0,7018,0,2
131651,Spiced Wyrm Burger,131509,0,0,7029,0,2
131652,Raw Nightfin Snapper,131509,1,0,7972,0,2
131653,Raw Redgill,131509,1,0,7974,0,2
131654,Raw Sagefish,131509,1,0,7976,0,2
131655,Raw Spinefin Halibut,131509,1,0,7978,0,2
131656,Raw Sunscale Salmon,131509,1,0,7981,0,2
131657,Raw Whitescale Salmon,131509,1,0,7982,0,2
131658,Shimmering Minnow,131509,1,0,7984,0,2
131659,Underwater Mushroom Cap,131509,1,0,7988,0,2
131660,Windblossom Berries,131509,1,0,7989,0,2
131661,Dalaran Apple Bowl,131509,1,0,7952,0,2
131662,Poached Sunscale Salmon,131509,0,0,6908,0,2
131663,Pickled Kodo Foot,131509,0,0,6903,0,2
131664,Red-speckled Mushroom,131509,0,0,6917,0,2
131665,Runn Tum Tuber Suprise,131509,0,0,6933,0,2
131666,Darkshore Grouper,131509,0,0,6564,0,2
131667,Graccu's Mince Meat Fruitcake,131509,0,0,6700,0,2
131668,Grilled Bonescale,131509,0,0,6702,0,2
131669,Heaven Peach,131509,0,0,6718,0,2
131670,Hot Buttered Trout,131509,0,0,6728,0,2
