ID,Description_lang,Display3_lang,Display2_lang,Display1_lang,Display_lang,ExpansionID,DmgVariance,LimitCategory,DurationInInventory,QualityModifier,BagFamily,StartQuestID,LanguageID,ItemRange,StatPercentageOfSocket[0],StatPercentageOfSocket[1],StatPercentageOfSocket[2],StatPercentageOfSocket[3],StatPercentageOfSocket[4],StatPercentageOfSocket[5],StatPercentageOfSocket[6],StatPercentageOfSocket[7],StatPercentageOfSocket[8],StatPercentageOfSocket[9],StatPercentEditor[0],StatPercentEditor[1],StatPercentEditor[2],StatPercentEditor[3],StatPercentEditor[4],StatPercentEditor[5],StatPercentEditor[6],StatPercentEditor[7],StatPercentEditor[8],StatPercentEditor[9],StatModifier_bonusStat[0],StatModifier_bonusStat[1],StatModifier_bonusStat[2],StatModifier_bonusStat[3],StatModifier_bonusStat[4],StatModifier_bonusStat[5],StatModifier_bonusStat[6],StatModifier_bonusStat[7],StatModifier_bonusStat[8],StatModifier_bonusStat[9],Stackable,MaxCount,MinReputation,RequiredAbility,AllowableRace[0],AllowableRace[1],SellPrice,BuyPrice,VendorStackCount,PriceVariance,PriceRandomValue,Flags[0],Flags[1],Flags[2],Flags[3],Flags[4],OppositeFactionItemID,ModifiedCraftingReagentItemID,ContentTuningID,PlayerLevelToItemLevelCurveID,ItemLevelOffsetCurveID,ItemLevelOffsetItemLevel,ItemSquishEraID,ItemNameDescriptionID,RequiredTransmogHoliday,RequiredHoliday,Gem_properties,Socket_match_enchantment_ID,TotemCategoryID,InstanceBound,ZoneBound[0],ZoneBound[1],ItemSet,LockID,PageID,ItemDelay,MinFactionID,RequiredSkillRank,RequiredSkill,ItemLevel,AllowableClass,ArtifactID,SpellWeight,SpellWeightCategory,SocketType[0],SocketType[1],SocketType[2],SheatheType,Material,PageMaterialID,Bonding,DamageType,ContainerSlots,RequiredPVPMedal,RequiredPVPRank,RequiredLevel,InventoryType,OverallQualityID,AmmunitionType
263183,,,,,Sharp Ursera Tooth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,0,0,0,-1,-1,47,190,1,1,0.953,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263184,,,,,Chipped Ursera Bone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,0,0,0,-1,-1,18,75,1,1,0.9567,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263227,,,,,Thorn Seed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,0,0,0,-1,-1,0,0,1,1,0.9939,0,24576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,-1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
263305,,,,,Windshaped Shield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,94,473,1,1,1.0126,0,8196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,14,2,0
263306,,,,,Nightclaw Gloves,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,47,236,1,1,1.0163,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,10,2,0
263307,,,,,Shadowgale Pants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11700,0,0,0,0,0,0,0,0,0,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,119,597,1,1,1.0199,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,7,2,0
263308,,,,,Cult Hunter's Boots,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,87,436,1,1,1.0236,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,8,2,0
263309,,,,,Freedom Walkers,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,70,351,1,1,1.0273,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,8,2,0
263310,,,,,Sorrowsong Gloves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,35,179,1,1,1.0309,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,10,2,0
263311,,,,,Scuffed Cuffs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,54,271,1,1,1.0346,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,9,2,0
263312,,,,,Planting Shovel,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,68,343,1,1,1.0383,0,8196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,10,-1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,17,2,0
263313,,,,,Trusty Wrench,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,3,17,1,1,1.042,0,8196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,10,-1,0,0,0,0,0,0,7,1,0,1,0,0,0,0,0,13,2,0
263314,,,,,Roofing Hammer,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,25,128,1,1,1.0455999,0,8196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,10,-1,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,13,2,0
263329,,,,,Flutterfly Swatter,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,3,17,1,1,1.0271,0,8196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,9,-1,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,13,2,0
263330,,,,,Tracker's Pants,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,162,814,1,1,1.0308,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,7,2,0
263332,,,,,Elder's Tunic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11700,0,0,0,0,0,0,0,0,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,121,608,1,1,1.0382,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,20,2,0
263333,,,,,Peacekeeper's Mail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,189,948,1,1,1.0418,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,5,2,0
263335,,,,,Hunter's Cord,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,47,237,1,1,1.0492,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,6,2,0
263336,,,,,Windsong Bangles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11700,0,0,0,0,0,0,0,0,0,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,36,182,1,1,0.9793,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,9,2,0
263337,,,,,Breaker's Gauntlets,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,56,280,1,1,0.9829,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,10,2,0
263338,,,,,Defender's Bracers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,32,162,1,1,0.9866,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,9,2,0
263339,,,,,Windswept Slippers,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,57,288,1,1,0.9903,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,8,2,0
263340,,,,,Peacekeeper's Legguards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,115,578,1,1,0.9939,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,-1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,7,2,0
263401,,,,,Martyr's Armor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,59,299,1,1,1.0237,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,5,2,0
263402,,,,,Sash of Sorrow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,29,145,1,1,1.0274,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,6,2,0
263403,,,,,Cilice of Regret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,56,282,1,1,1.0311,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,6,2,0
263404,,,,,Bow of Hours,0,0.6,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,141,708,1,1,1.0347,0,8196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2300,0,0,0,13,-1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,15,2,2
263405,,,,,Belt of Blades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6666,6666,0,0,0,0,0,0,0,0,3,4,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,57,288,1,1,1.0384,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,6,2,0
263406,,,,,Empyrean Shoes,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7777,6666,0,0,0,0,0,0,0,0,45,6,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,67,335,1,1,1.0421,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,8,2,0
263407,,,,,Empyrean Greatsword,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,495,2479,1,1,1.0458,0,8196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,15,-1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,17,2,0
263408,,,,,Exterminator's Vest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,12,60,1,1,1.0494,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,2,5,1,0
263409,,,,,Gardening Pants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,1,9,1,1,0.953,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,7,1,0
263410,,,,,Watcher's Mail Chest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,14,72,1,1,0.9567,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,5,1,0
263411,,,,,Windcharged Leaf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,0,50000,1,1,0.9604,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1024,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,28,1,0
263412,,,,,Windcarved Effigy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,0,50000,1,1,0.964,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,28,1,0
263414,,,,,Traveler's Wraps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,20,100,1,1,0.9714,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,10,1,0
263415,,,,,Raani's Lucky Feather,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,-1,-1,0,0,1,1,0.9751,2048,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
263417,,,,,Adventurer's Cloak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,24,121,1,1,1.0089,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,16,1,0
263418,,,,,Shadowsong Family Signet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,-1,-1,0,0,1,1,1.0126,2048,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
263420,,,,,Hiking Boots,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,34,171,1,1,1.0199,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,8,1,0
263421,,,,,Bandit's Jerkin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,37,188,1,1,1.0236,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,5,1,0
263422,,,,,Patchwork Leggings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,23,117,1,1,1.0273,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,7,1,0
263423,,,,,Highlands Mail Legguards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,23,117,1,1,1.0309,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,7,1,0
263424,,,,,Wolfhide Belt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,19,99,1,1,1.0346,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,6,1,0
263425,,,,,Elegant Cuffs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,15,78,1,1,1.0383,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,9,1,0
263426,,,,,Ex-Commander's Gauntlets,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,23,117,1,1,1.042,0,8196,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,10,1,0
263428,,,,,Dowsing Rod,0,0.6,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,1,237,1,1,1.0493,0,8196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,6,-1,0,0,0,0,0,0,0,2,0,1,6,0,0,0,0,26,1,0
263430,,,,,Windbough Wand,0,0.6,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,1,237,1,1,0.9566,0,8196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,0,0,0,10,-1,0,0,0,0,0,0,0,2,0,1,6,0,0,0,0,26,2,0
263431,,,,,Defender's Aegis,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,89,446,1,1,0.9602,0,8196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,14,2,0
263432,,,,,Skulker's Shiv,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,142,713,1,1,0.9904,0,8196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,10,-1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,13,2,0
263434,,,,,Winged Beast Staff,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,302,1510,1,1,0.9978,0,8196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,0,0,0,10,-1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,17,2,0
263435,,,,,Mark of Urs'endris,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,0,50000,1,1,1.0014,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1024,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,28,2,0
263436,,,,,Firestorm Totem,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,0,50000,1,1,1.0051,0,8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,64,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,28,2,0
263439,These may be collected for the Barkskin furbolgs to earn their trust.,,,,Deadwood Tribal Beads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,250,0,0,0,-1,-1,200,800,1,1,1.0161,2048,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32767,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
263491,,,,,Shadowsong Family Signet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,-1,-1,0,0,1,1,0.9863,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
263493,,,,,Hippogryph Down,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,0,0,-1,-1,0,0,1,1,0.9937,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,1,0
