ID,Title_lang,BodyText_lang,JournalEncounterID,OrderIndex,ParentSectionID,FirstChildSectionID,NextSiblingSectionID,Type,IconCreatureDisplayInfoID,UiModelSceneID,SpellID,IconFileDataID,Flags,IconFlags,DifficultyMask
24117,Section 29,,2460,55,23972,0,24118,2,0,0,361305,0,0,0,-1
24118,Section 30,,2460,56,23972,24398,24354,2,0,0,361568,0,0,36,-1
24119,Stage Two: Sin and Seed,"If the Prototype of Absolution or the Prototype of Renewal reaches 40% health remaining, both Pantheon members retreat to the Progenitor Forge. All members of the Pantheon of Death then continue the assault upon players for a final showdown.",2460,22,0,24538,23891,0,0,0,0,0,1,0,-1
24120,Prototype of Duty,,2460,47,23891,24124,23972,1,102177,0,0,0,0,0,-1
24121,Spell Name,,2460,53,24120,0,0,2,0,0,365272,0,0,5,-1
24122,Section 23,,2460,51,24120,24123,24121,2,0,0,361066,0,2,32,0
24123,Section 24,,2460,52,24122,0,0,2,0,0,361067,0,2,0,0
24124,Section 25,,2460,48,24120,24383,24122,2,0,0,361278,0,0,0,-1
24125,Prototype of War,,2460,7,23963,24127,24130,1,102179,0,0,0,0,0,-1
24126,Spell Name,,2460,10,24125,0,0,2,0,0,360259,0,0,64,-1
24127,Section 20,,2460,8,24125,0,24128,2,0,0,360295,0,0,34,-1
24128,Section 21,,2460,9,24125,0,24126,2,0,0,360687,0,2,144,0
24130,Prototype of Duty,,2460,11,23963,24134,24526,1,102177,0,0,0,0,0,-1
24131,Spell Name,,2460,17,24130,0,0,2,0,0,365272,0,0,5,-1
24132,Section 23,,2460,15,24130,24133,24131,2,0,0,361066,0,2,32,0
24133,Section 24,,2460,16,24132,0,0,2,0,0,361067,0,2,0,0
24134,Section 25,,2460,12,24130,24609,24132,2,0,0,361278,0,0,0,-1
24135,Prototype of Renewal,,2460,24,24119,24137,24139,1,102193,0,0,0,0,0,-1
24136,Spell Name,,2460,30,24135,0,0,2,0,0,362383,0,0,64,-1
24137,Section 29,,2460,25,24135,0,24138,2,0,0,361305,0,0,0,-1
24138,Section 30,,2460,26,24135,24381,24382,2,0,0,361568,0,0,36,-1
24139,Prototype of Absolution,,2460,31,24119,24143,0,1,102178,0,0,0,0,0,-1
24140,Spell Name,,2460,35,24139,0,24535,2,0,0,361608,0,0,4,-1
24141,Section 26,,2460,34,24139,0,24140,2,0,0,361689,0,0,1,-1
24143,Section 28,,2460,32,24139,0,24352,2,0,0,361788,0,0,32,-1
24160,Section 19,,2467,25,24245,24114,24539,2,104546,0,362390,0,2,0,0
24161,Section 17,,2464,16,24087,24283,24177,2,0,0,363893,0,0,1,-1
24162,Section 20,,2467,62,24116,0,0,2,0,0,364386,0,0,1,-1
24171,Section 64,,2440,8,22884,0,23460,2,0,0,362494,0,2,4096,0
24172,Intermission: March of the Damned,,2469,65,0,24395,24417,1,23682,0,0,0,1,0,-1
24173,Section 18,,2469,68,24172,0,24200,2,0,0,362543,0,0,0,-1
24175,Section 18,,2464,43,24252,24176,24337,2,0,0,365151,0,1,0,-1
24176,Section 19,,2464,44,24175,24385,0,2,0,0,365153,0,1,0,-1
24177,Section 20,,2464,22,24087,0,24088,2,0,0,362415,0,0,0,-1
24180,Section 23,,2464,11,24087,24632,24210,2,0,0,362058,0,1,48,-1
24193,Overview,"Xy'mox fights players with old tricks and newfound powers alike as he attempts to plunder the Genesis Relic.

At 75% and 50% health remaining, Xy'mox will call in Xy reinforcements to assault players as he unlocks more of the artifact's power with |cFF2959D3|Hspell:363139|h[Decipher Relic]|h|r.

Once the Xy reinforcements are defeated, the relic begins to radiate |cFF2959D3|Hspell:363413|h[Genesis Rings]|h|r in new combinations.",2470,1,0,24194,24215,3,0,0,0,0,0,0,-1
24194,Tanks,"$bullet;|cFF2959D3|Hspell:363413|h[Genesis Rings]|h|r inflict massive damage to players who pass through them.
$bullet;Wormholes created with |cFF2959D3|Hspell:362721|h[Dimensional Tear]|h|r can move players instantly between two locations.
$bullet;|cFF2959D3|Hspell:362801|h[Glyph of Relocation]|h|r pulls all raid members to the target's current location when it expires.",2470,2,24193,0,24196,3,0,0,0,0,0,1,-1
24195,Damage Dealers,"$bullet;|cFF2959D3|Hspell:363413|h[Genesis Rings]|h|r inflict massive damage to players who pass through them.
$bullet;Wormholes created with |cFF2959D3|Hspell:362721|h[Dimensional Tear]|h|r can move players instantly between two locations.
$bullet;|cFF2959D3|Hspell:363114|h[Genesis Supernova]|h|r inflicts increasing damage until all Xy Reinforcements are slain.",2470,4,24193,0,0,3,0,0,0,0,0,2,-1
24196,Healers,"$bullet;|cFF2959D3|Hspell:363413|h[Genesis Rings]|h|r inflict massive damage to players who pass through them.
$bullet;Wormholes created with |cFF2959D3|Hspell:362721|h[Dimensional Tear]|h|r can move players instantly between two locations.
$bullet;|cFF2959D3|Hspell:363114|h[Genesis Supernova]|h|r inflicts increasing damage until all Xy Reinforcements are slain.",2470,3,24193,0,24195,3,0,0,0,0,0,4,-1
24197,Section 5,,2470,9,24588,0,24448,2,0,0,362721,0,0,32,-1
24200,Section 19,,2469,69,24172,0,24217,2,0,0,362771,0,0,1,-1
24206,Section 8,,2470,19,24588,24207,24214,2,0,0,362801,0,0,1,-1
24207,Section 9,,2470,20,24206,0,0,2,0,0,362837,0,0,0,-1
24209,Section 11,,2470,24,24588,0,24598,2,0,0,362849,0,0,4,-1
24210,Section 26,,2464,14,24087,24559,24161,2,0,0,362631,0,0,0,-1
24214,Section 12,,2470,21,24588,0,24605,2,0,0,362885,0,2,0,0
24215,Genesis Relic,A mysterious Progenitor relic hidden deep within the Sepulcher of the First Ones.,2470,5,0,24249,24588,1,104718,0,0,0,1,32,-1
24217,Section 25,,2469,70,24172,24220,24713,2,0,0,362862,0,0,0,-1
24220,Monstrous Soul,,2469,71,24217,24221,24222,1,1061,0,0,0,2,8,0
24221,Section 29,,2469,72,24220,0,24224,2,0,0,363024,0,1,34,-1
24222,Fiendish Soul,,2469,74,24217,24223,0,1,24993,0,0,0,0,0,-1
24223,Section 29,,2469,75,24222,0,24225,2,0,0,363020,0,1,0,-1
24224,Section 30,,2469,73,24220,0,0,2,0,0,363028,0,1,0,-1
24225,Section 31,,2469,76,24222,0,0,2,0,0,363031,0,3,8,0
24227,Section 22,,2467,31,24245,0,24243,2,0,0,363109,0,0,0,-1
24232,Section 22,,2467,44,0,24113,0,2,0,0,362207,0,0,0,-1
24235,Section 33,,2457,11,23927,0,24546,2,0,0,363184,0,2,4096,0
24236,Section 34,,2457,36,23929,0,23937,2,0,0,363191,0,2,4096,0
24242,Section 23,,2467,54,24350,24290,0,2,104862,0,363598,0,1,0,-1
24243,Section 24,,2467,32,24245,0,24642,2,0,0,363533,0,0,16,-1
24244,Section 23,"$[!17

On this difficulty, |5Unstable Matter cannot be attacked and instead explodes at the start of each Massive Bang.$]",2467,34,0,24440,24441,2,105416,0,363518,0,2,32,0
24245,Rygelon,,2467,5,0,24606,24244,1,102060,0,0,0,1,0,-1
24246,Rygelon,,2467,46,24232,24086,24293,1,102060,0,0,0,1,0,-1
24249,Section 20,,2470,6,24215,0,24275,2,0,0,363413,0,0,16,-1
24252,Stage Three: Eternity's End,,2464,38,0,24569,0,0,0,0,0,0,1,0,-1
24254,Section 22,,2463,33,23916,0,0,2,0,0,362129,0,0,4,-1
24255,Section 11,,2467,29,24245,24256,24227,2,0,0,362184,0,0,1,-1
24256,Section 12,,2467,30,24255,0,0,2,0,0,362172,0,1,0,-1
24259,Cosmic Shift,,2461,14,0,0,24668,2,0,0,363088,4038100,2,0,0
24260,Deconstructing Energy,,2461,11,0,24586,24667,2,0,0,363676,4287471,0,32,-1
24261,Protoform Cascade,,2461,26,0,0,24320,2,0,0,363018,4038105,0,0,-1
24262,Unstable Mote,,2461,9,0,24754,24260,2,0,0,362624,4038107,0,0,-1
24266,Section 32,,2467,20,24017,0,0,2,0,0,361463,0,2,0,0
24270,Xy Acolyte,,2470,31,24288,24272,24271,1,101490,0,0,0,1,0,-1
24271,Xy Spellslinger,,2470,34,24288,24273,0,1,101797,0,0,0,0,0,-1
24272,Section 16,,2470,32,24270,0,24634,2,0,0,364040,0,0,18,-1
24273,Section 17,,2470,35,24271,0,0,2,0,0,364030,0,0,64,-1
24274,Section 18,,2470,27,24589,24603,24288,2,0,0,363139,0,0,32,-1
24275,Section 19,,2470,7,24215,0,0,2,0,0,363114,0,0,4,-1
24283,Section 32,,2464,17,24161,0,24284,2,0,0,363886,0,1,0,-1
24284,Section 33,,2464,18,24161,0,24436,2,0,0,363952,0,0,0,-1
24285,Section 16,,2459,16,0,24506,24102,2,0,0,361643,0,0,2,-1
24286,Section 17,,2459,18,24506,0,0,2,0,0,362432,0,0,0,-1
24287,Section 18,,2459,9,24510,0,0,2,0,0,363607,0,0,64,-1
24288,Xy Reinforcements,Xy'mox calls in the might of Cartel Xy as he attempts to unlock the secrets of the relic.,2470,30,24589,24270,24289,1,104905,0,0,0,0,0,-1
24289,Section 20,,2470,36,24589,0,0,2,0,0,364373,0,0,0,-1
24290,Section 32,,2467,55,24242,0,0,2,0,0,364432,0,1,16,-1
24292,Unstable Core,"Corrupted remnants of previous Cosmic Cores.

Upon destruction the Unstable Core casts Gravitational Collapse.",2467,60,24232,24116,0,1,104708,0,0,0,3,32,0
24293,Unstable Core,"Corrupted remnants of previous Cosmic Cores.

Upon destruction the Unstable Core casts Gravitational Collapse.",2467,57,24232,24294,24292,1,104708,0,0,0,2,40,0
24294,Section 18,,2467,58,24293,24295,0,2,0,0,364381,0,1,0,-1
24295,Section 20,,2467,59,24294,0,0,2,0,0,364386,0,1,1,-1
24296,Overview,"As combat unfolds, Lihuvim accumulates protoform energy.  Upon reaching 100 energy, Lihuvim casts |cFF2959D3|Hspell:363130|h[Synthesize]|h|r which allows nearby protoform lattices to be destroyed.  Any remaining lattices are transformed into Protoform Automa when the synthesis completes.",2461,1,0,24297,24262,3,0,0,0,0,1,0,-1
24297,Damage Dealers,"$bullet; |cFF2959D3|Hspell:363681|h[Deconstructing Blast]|h|r destroys Unstable Motes in its area of effect.
$bullet; Guardian Automa will repeatedly attempt to |cFF2959D3|Hspell:365257|h[Form Sentry Automa]|h|r while they remain on the battlefield.",2461,2,24296,0,24755,3,0,0,0,0,3,2,16
24301,Healers,"$bullet; |cFF2959D3|Hspell:363681|h[Deconstructing Blast]|h|r destroys Unstable Motes in its area of effect.
$bullet; |cFF2959D3|Hspell:363538|h[Protoform Radiance]|h|r inflicts ramping Cosmic damage over its duration.
$bullet; |cFF2959D3|Hspell:364092|h[Degenerate]|h|r inflicts heavy periodic damage over time.",2461,6,24296,0,24758,3,0,0,0,0,3,4,0
24305,Tanks,"$bullet; |cFF2959D3|Hspell:363681|h[Deconstructing Blast]|h|r destroys Genesis Motes in its area of effect, and increases the target's Physical damage taken.
$bullet; |cFF2959D3|Hspell:363018|h[Protoform Cascade]|h|r inflicts damage to all players in a circle around Lihuvim.
$bullet; |cFF2959D3|Hspell:368027|h[Resonance]|h|r inflicts heavy damage and applies vulnerabillities to all players hit by the blast.",2461,8,24296,0,0,3,0,0,0,0,3,1,0
24309,Guardian Automa,,2461,39,24318,24674,24665,1,98796,0,0,0,0,0,-1
24310,Section 24,,2461,42,24309,24542,0,2,0,0,365257,0,2,4096,0
24311,Acquisitions Automa,,2461,35,24318,24585,24309,1,98822,0,0,0,0,0,-1
24313,Section 26,,2461,37,24585,0,0,2,0,0,364330,0,0,32,-1
24314,Degeneration Automa,,2461,31,24318,24315,24311,1,105363,0,0,0,0,0,-1
24315,Section 27,,2461,32,24314,0,24540,2,0,0,364073,0,0,0,-1
24316,Defense Matrix Automa,,2461,46,24318,24317,0,1,101051,0,0,0,2,0,0
24317,Section 28,,2461,47,24316,0,24573,2,0,0,364312,0,0,0,-1
24318,Synthesized Automa,These automa are the result of Lihuvim's frantic iteration on designs originally intended to aid with Protoform creation.,2461,30,24320,24314,0,1,98796,0,0,0,1,0,-1
24320,Synthesize Protoform Automa,,2461,27,0,24761,0,2,0,0,363130,4038101,1,48,-1
24324,Section 9,,2467,10,24245,24325,24016,2,104477,0,362275,0,3,0,0
24325,Section 13,,2467,11,24324,0,24326,2,0,0,362273,0,2,16,0
24326,Section 7,,2467,12,24324,24327,0,2,0,0,361462,0,0,0,-1
24327,Section 14,,2467,13,24326,0,24328,2,0,0,362206,0,0,0,-1
24328,Section 32,,2467,14,24326,0,0,2,0,0,361463,0,1,0,-1
24329,Section 19,,2467,23,24245,24330,24160,2,105414,0,362390,0,3,8,0
24330,Section 16,,2467,24,24329,0,0,2,0,0,362081,0,0,0,-1
24336,Section 36,,2464,42,24252,0,24175,2,0,0,365033,0,2,32,0
24337,Section 35,,2464,46,24252,24406,24411,2,0,0,365219,0,0,0,-1
24338,Section 37,,2464,36,23925,24407,0,2,0,0,362415,0,0,0,-1
24350,Section 46,,2467,53,24246,24242,24643,2,0,0,364114,0,2,0,0
24351,Section 17,,2465,30,0,0,0,2,0,0,364778,0,0,16,-1
24352,Section 64,,2460,33,24139,0,24141,2,0,0,364865,0,2,0,0
24353,Section 65,,2460,63,23964,0,24110,2,0,0,364867,0,2,0,0
24354,Section 66,,2460,59,23972,0,23973,2,0,0,366234,0,2,0,0
24357,Automated Defense Matrix,"The Automated Defense Matrix creates a Force Field when powered up.

Drops Unstable Cores on death.",2458,9,24374,23996,24365,1,104830,0,0,0,0,32,-1
24358,Volatile Materium,The Vigilant Guardian periodically awakens Volatile Materium to assist itself.,2458,22,24374,24582,0,1,102595,0,0,0,0,0,-1
24361,Pre-Fabricated Sentry,The Vigilant Guardian periodically awakens Pre-Fabricated Sentries to assist itself.,2458,19,24374,24362,24358,1,103101,0,0,0,0,1,-1
24362,Section 19,,2458,20,24361,0,24363,2,0,0,361001,0,0,0,-1
24363,Section 20,,2458,21,24361,0,0,2,0,0,364447,0,0,0,-1
24365,Point Defense Drone,Targets enemies at random with its Blast ability once powered up.,2458,15,24374,24366,24361,1,103105,0,0,0,0,0,-1
24366,Section 23,,2458,16,24365,0,24659,2,0,0,360176,0,0,0,-1
24369,Spell Name,"$[!16

On Mythic Raid Difficulty, a Spike of Creation is created with the impact of Refracted Blast.$]",2458,29,23875,24566,23994,2,0,0,366692,0,0,0,-1
24371,Section 27,,2458,36,23877,0,24372,2,0,0,360162,0,0,1,-1
24372,Section 28,,2458,37,23877,0,24584,2,0,0,364843,0,0,4,-1
24373,Section 29,,2458,34,23877,24583,24371,2,0,0,364881,0,0,0,-1
24374,Automa,The Vigilant Guardian is aided by various automa.  Automa are |cFF2959D3|Hspell:363447|h[Powered Down]|h|r until restored to full power.  When Automa are defeated their power is redistributed to the next largest automa nearby that is still |cFF2959D3|Hspell:363447|h[Powered Down]|h|r.,2458,7,0,24375,23875,0,0,0,0,0,1,0,-1
24375,Section 31,,2458,8,24374,0,24357,2,0,0,363447,0,0,0,-1
24376,Stage Three: Self-Destruct Sequence,"At 15% health remaining, the Vigilant Guardian activates its self-destruct sequence.",2458,39,0,24377,0,0,0,0,0,0,1,0,-1
24377,Section 33,,2458,40,24376,0,0,2,0,0,364962,0,1,16,-1
24380,Section 11,,2465,11,23950,0,0,2,0,0,359778,0,0,0,-1
24381,Section 51,,2460,27,24138,0,24397,2,0,0,365306,0,0,0,-1
24382,Section 52,,2460,29,24135,0,24136,2,0,0,366234,0,2,0,0
24383,Section 51,,2460,49,24124,0,24384,2,0,0,365041,0,0,4,-1
24384,Section 52,,2460,50,24124,0,0,2,0,0,362352,0,0,2,-1
24385,Section 48,,2464,45,24176,0,0,2,0,0,362075,0,1,0,-1
24395,Section 33,,2469,66,24172,0,24621,2,0,0,365216,0,1,32,-1
24397,Section 52,,2460,28,24138,0,0,2,0,0,361579,0,0,0,-1
24398,Section 53,,2460,57,24118,0,24399,2,0,0,365306,0,0,0,-1
24399,Section 54,,2460,58,24118,0,0,2,0,0,361579,0,0,0,-1
24400,Spell Name,,2463,29,24650,0,0,2,0,0,361916,0,2,0,0
24405,Section 13,,2464,35,23925,0,24338,2,0,0,360565,0,0,0,-1
24406,Section 52,,2464,47,24337,0,0,2,0,0,365224,0,0,0,-1
24407,Section 38,,2464,37,24338,0,0,2,0,0,365371,0,3,0,0
24410,Section 53,"$[!16

On Mythic difficulty, the size of Defile grows slowly over time.$]",2464,54,24252,0,24568,2,0,0,365174,0,0,0,-1
24411,Section 37,,2464,48,24252,24412,23980,2,0,0,362415,0,0,0,-1
24412,Section 38,,2464,49,24411,0,24413,2,0,0,365371,0,3,0,0
24413,Section 38,,2464,50,24411,24414,0,2,0,0,365419,0,3,0,0
24414,Incarnation of Torment,,2464,51,24413,24415,0,1,93157,0,0,0,1,0,-1
24415,Section 51,,2464,52,24414,0,0,2,0,0,365385,0,1,0,-1
24417,Stage Three: A Moment of Clarity,,2469,78,0,24461,0,0,0,0,0,0,1,0,-1
24426,Section 9,,2469,82,24417,0,24460,2,0,0,365958,0,0,16,-1
24430,Section 42,,2469,84,24417,0,24613,2,0,0,365030,0,2,0,0
24434,Section 39,,2469,86,24417,0,0,2,0,0,364247,0,0,1,-1
24435,Section 56,"$[!16

On Mythic difficulty, players hit by Misery are afflicted by Relentless Misery.$]",2464,20,24161,24548,0,2,0,0,362189,0,3,0,0
24436,Section 57,,2464,19,24161,0,24435,2,0,0,362194,0,1,0,-1
24437,Section 23,,2467,39,0,24443,24232,2,105416,0,363518,0,3,0,0
24439,Section 30,,2467,42,24437,24523,0,2,0,0,363115,0,1,32,-1
24440,Section 30,,2467,35,24244,0,0,2,0,0,363115,0,1,0,-1
24441,Section 23,,2467,36,0,24802,24437,2,105416,0,363518,0,2,32,0
24442,Section 30,,2467,38,24441,0,0,2,0,0,363115,0,1,0,-1
24443,Section 30,,2467,40,24437,0,24803,2,0,0,365667,0,1,4096,-1
24444,Section 46,,2467,50,24246,24445,24350,2,0,0,364114,0,3,0,0
24445,Section 23,,2467,51,24444,24446,0,2,104862,0,363598,0,1,0,-1
24446,Section 32,,2467,52,24445,0,0,2,0,0,364432,0,3,24,0
24448,Section 21,,2470,10,24588,24449,24206,2,0,0,363485,0,2,4096,0
24449,Cartel Plunderer,,2470,11,24448,24454,24450,1,101797,0,0,0,0,0,-1
24450,Cartel Overseer,,2470,15,24448,24451,24457,1,98516,0,0,0,0,0,-1
24451,Section 24,,2470,16,24450,0,24453,2,0,0,365681,0,0,1,-1
24453,Section 26,,2470,17,24450,0,0,2,0,0,365745,0,0,2,-1
24454,Section 27,,2470,12,24449,0,24455,2,0,0,365577,0,0,16,-1
24455,Section 28,,2470,13,24449,0,24456,2,0,0,365752,0,0,4,-1
24456,Section 29,,2470,14,24449,0,0,2,0,0,365801,0,0,0,-1
24457,Section 30,,2470,18,24448,0,0,2,0,0,362841,0,2,0,0
24460,Section 35,,2469,83,24417,0,24430,2,0,0,365805,0,0,0,-1
24461,Section 36,"$[!16 

In Mythic difficulty, Beacon of Hope has a reduced number of charges, but expels a Fragment of Hope whenever a player enters the area.$]",2469,79,24417,24648,24426,2,0,0,362702,0,0,32,-1
24462,Stage One: Kingsmourne Hungers,,2469,5,0,24463,24494,0,0,0,0,0,1,0,-1
24463,Section 28,,2469,6,24462,24709,24560,2,0,0,365177,0,3,32,0
24464,Section 10,"$[!16 

In Mythic difficulty, players struck by Kingsmourne Hungers leave behind a Severed Soul.$]",2469,10,24462,24465,24471,2,0,0,362405,0,2,32,0
24465,Section 13,,2469,11,24464,24611,24616,2,0,0,362055,0,0,0,-1
24466,Anduin's Despair,Defeating Anduin's Despair grants Anduin $365228s1 willpower.,2469,15,24464,24467,24468,1,101592,0,0,0,0,1,-1
24467,Section 32,,2469,16,24466,0,0,2,0,0,362391,0,1,0,-1
24468,Anduin's Hope,Restoring Anduin's Hope grants Anduin $365217s1 willpower.,2469,17,24464,24469,24470,1,82047,0,0,0,0,4,-1
24469,Section 33,,2469,18,24468,0,0,2,0,0,364031,0,2,136,0
24470,Anduin's Doubt,Defeating Anduin's Doubt grants Anduin $365217s1 willpower.,2469,19,24464,0,24615,1,82047,0,0,0,0,2,-1
24471,Section 9,,2469,22,24462,0,24472,2,0,0,361989,0,0,16,-1
24472,Section 34,,2469,23,24462,0,24651,2,0,0,365293,0,0,4,-1
24476,Section 7,,2469,26,24462,0,24562,2,0,0,361815,0,0,0,-1
24477,Section 39,,2469,28,24462,0,0,2,0,0,364247,0,0,1,-1
24478,Stage Two: Grim Reflections,,2469,41,0,24479,24172,0,0,0,0,0,1,0,-1
24479,Section 28,,2469,42,24478,24710,24561,2,0,0,365177,0,3,32,0
24480,Section 10,"$[!16 

In Mythic difficulty, players struck by Kingsmourne Hungers leave behind a Severed Soul.$]",2469,49,24478,24481,24488,2,0,0,362405,0,2,32,0
24481,Section 13,,2469,50,24480,24612,24618,2,0,0,362055,0,0,0,-1
24482,Anduin's Despair,Defeating a Anduin's Despair restores $365228s1 energy to Anduin.,2469,54,24480,24483,24484,1,101592,0,0,0,0,1,-1
24483,Section 32,,2469,55,24482,0,0,2,0,0,362391,0,1,0,-1
24484,Anduin's Hope,Restoring Anduin's Hope grants Anduin $365217s1 energy.,2469,56,24480,24485,24486,1,82047,0,0,0,0,4,-1
24485,Section 33,,2469,57,24484,0,0,2,0,0,364031,0,2,136,0
24486,Anduin's Doubt,Defeating Anduin's Doubt grants Anduin $365217s1 energy.,2469,58,24480,0,0,1,82047,0,0,0,0,2,-1
24488,Section 34,,2469,59,24478,0,24489,2,0,0,365293,0,0,4,-1
24489,Section 42,,2469,60,24478,0,24653,2,0,0,365030,0,2,0,0
24490,Section 40,,2469,46,24478,24491,24480,2,0,0,365120,0,0,0,-1
24491,Grim Reflection,,2469,47,24490,0,24629,2,0,0,365008,0,1,64,-1
24492,Section 7,,2469,62,24478,0,24563,2,0,0,361815,0,0,0,-1
24493,Section 39,,2469,64,24478,0,0,2,0,0,364247,0,0,1,-1
24494,Intermission: A Fallen King,,2469,29,0,24495,24478,0,0,0,0,0,1,0,-1
24495,Section 33,,2469,30,24494,0,24775,2,0,0,365216,0,1,32,-1
24496,Section 18,,2469,32,24494,0,24497,2,0,0,362543,0,0,0,-1
24497,Section 19,,2469,33,24494,0,24498,2,0,0,362771,0,0,1,-1
24498,Section 25,,2469,34,24494,24499,0,2,0,0,362862,0,0,0,-1
24499,Monstrous Soul,,2469,35,24498,24500,24502,1,1061,0,0,0,2,8,0
24500,Section 29,,2469,36,24499,0,24501,2,0,0,363024,0,1,34,-1
24501,Section 30,,2469,37,24499,0,0,2,0,0,363028,0,1,0,-1
24502,Fiendish Soul,,2469,38,24498,24503,0,1,24993,0,0,0,0,0,-1
24503,Section 29,,2469,39,24502,0,24504,2,0,0,363020,0,1,0,-1
24504,Section 31,,2469,40,24502,0,0,2,0,0,363031,0,3,8,0
24506,Section 19,,2459,17,24285,24286,0,2,0,0,361651,0,0,0,-1
24507,Section 7,,2459,12,0,0,24100,2,0,0,360959,0,2,32,0
24508,Section 21,,2459,20,0,0,0,2,0,0,365418,0,0,16,-1
24509,Section 22,,2459,5,0,0,24101,2,0,0,365373,0,3,4096,0
24510,Domination Core,,2459,7,0,24090,24575,1,104824,0,0,0,1,0,-1
24511,Section 65,,2469,81,24461,0,0,2,0,0,365816,0,3,4096,0
24514,Section 20,,2465,8,23961,0,0,2,0,0,366070,0,2,4096,0
24517,Section 5,"$[!16

On Mythic difficulty, Retch leaves behind pools of Volatile Residue.$]",2465,18,0,24518,24676,2,0,0,360448,0,0,0,-1
24518,Section 12,,2465,19,24517,0,24519,2,0,0,360098,0,0,0,-1
24519,Section 19,,2465,20,24517,0,0,2,0,0,366070,0,2,4096,0
24520,Section 16,"$[!16

On Mythic difficulty, Devouring Blood cannot be dispelled and will leave behind a pool of Volatile Residue if it hits a player.$]",2465,22,0,24521,24596,2,0,0,364522,0,2,4096,0
24521,Section 21,,2465,23,24520,0,0,2,0,0,366070,0,2,4096,0
24523,Section 52,,2467,43,24439,0,0,2,0,0,362798,0,1,4096,-1
24524,Section 54,,2460,66,23964,24528,0,2,0,0,361783,0,2,4096,0
24525,Section 45,"$[!16

On Mythic difficulty, players who gain 3 applications of Tyranny are afflicted with Domination.$]",2464,13,24180,0,0,2,0,0,366030,0,3,8,0
24526,Prototype of Absolution,,2460,18,23963,24532,0,1,102178,0,0,0,2,4096,0
24528,Section 57,,2460,67,24524,0,24529,2,0,0,361784,0,2,0,0
24529,Section 58,,2460,68,24524,0,0,2,0,0,361741,0,2,0,0
24530,Section 55,,2460,6,23963,0,24125,2,0,0,366159,0,2,4096,0
24531,Section 59,,2460,42,23891,0,23968,2,0,0,366159,0,2,4096,0
24532,Section 54,,2460,19,24526,24533,0,2,0,0,361783,0,2,0,0
24533,Section 57,,2460,20,24532,0,24534,2,0,0,361784,0,2,0,0
24534,Section 58,,2460,21,24532,0,0,2,0,0,361741,0,2,0,0
24535,Section 54,,2460,36,24139,24536,0,2,0,0,361783,0,2,4096,0
24536,Section 57,,2460,37,24535,0,24537,2,0,0,361784,0,2,0,0
24537,Section 58,,2460,38,24535,0,0,2,0,0,361741,0,2,0,0
24538,Section 59,,2460,23,24119,0,24135,2,0,0,366159,0,2,4096,0
24539,Section 53,,2467,28,24245,0,24255,2,0,0,366379,0,2,4100,0
24540,Section 29,,2461,33,24314,24587,0,2,0,0,366012,0,2,4096,0
24541,Section 28,,2461,38,24311,0,0,2,0,0,366001,0,2,4096,0
24542,Section 30,,2461,43,24310,0,0,2,0,0,365307,0,0,0,-1
24543,Section 44,,2464,6,24087,24630,24180,2,0,0,366377,0,3,4096,0
24544,Section 45,,2464,8,24543,24545,0,2,0,0,366401,0,3,0,0
24545,Section 46,,2464,9,24544,24631,0,2,0,0,366408,0,3,0,0
24546,Cloud of Carrion,,2457,12,23927,24547,24622,2,0,0,360006,0,0,0,-1
24547,Section 35,,2457,13,24546,0,0,2,0,0,364985,0,0,0,-1
24548,Section 47,,2464,21,24435,0,0,2,0,0,362192,0,3,1,0
24552,Section 33,,2470,23,24588,0,24209,2,0,0,366752,0,2,0,0
24554,Section 49,,2464,32,23976,0,0,2,0,0,366777,0,2,4096,0
24555,Section 50,,2464,25,23925,24556,23976,2,0,0,366776,0,2,4096,0
24556,Section 51,,2464,26,24555,24557,0,2,0,0,366401,0,0,0,-1
24557,Section 52,,2464,27,24556,0,24558,2,0,0,366408,0,0,0,-1
24558,Section 53,,2464,28,24556,0,0,2,0,0,366782,0,2,0,0
24559,Section 54,,2464,15,24210,0,0,2,0,0,362617,0,0,0,-1
24560,Section 64,,2469,8,24462,24711,24464,2,0,0,366848,0,3,32,0
24561,Section 65,,2469,44,24478,24712,24490,2,0,0,366848,0,3,32,0
24562,Section 66,,2469,27,24462,0,24477,2,0,0,366849,0,0,4,-1
24563,Section 67,,2469,63,24478,0,24493,2,0,0,366849,0,0,4,-1
24566,Section 28,"$[!16

Spikes of Creation are also triggered by |cFF2959D3|Hspell:359608|h[Deresolution]|h|r and |cFF2959D3|Hspell:360162|h[Split Resolution]|h|r.$]",2458,30,24369,0,0,2,0,0,360202,0,3,4096,0
24567,Section 67,,2460,41,23891,0,24531,2,0,0,366062,0,2,34,0
24568,Section 55,,2464,55,24252,0,0,2,0,0,365810,0,2,4096,0
24569,Section 56,,2464,39,24252,24636,24336,2,0,0,367053,0,2,4096,0
24571,Section 30,,2457,9,23957,0,24084,2,0,0,362158,0,2,8,0
24572,Section 31,,2457,32,23938,0,24085,2,0,0,362152,0,2,8,0
24573,Section 31,,2461,48,24316,0,0,2,0,0,366021,0,0,4096,-1
24574,Section 7,,2459,11,0,0,24507,2,0,0,360959,0,2,40,0
24575,Section 7,,2459,10,0,0,24574,2,0,0,360959,0,2,32,0
24576,Section 54,,2467,21,24016,0,24741,2,0,0,366992,0,3,4096,0
