CommittedName,ID,UiTextureAtlasID,Width,Height,CommittedLeft,CommittedRight,CommittedTop,CommittedBottom,UiTextureAtlasElementID,OverrideWidth,OverrideHeight,CommittedFlags,UiCanvasID
classic-burningcrusadetransition-choice-logo-current-zhcn,12102,1766,588,404,1,589,760,1164,16996,294,202,0,0
classic-burningcrusadetransition-choice-logo-current-zhtw,12103,1766,588,404,1,589,1166,1570,16997,294,202,0,0
classic-burningcrusadetransition-choice-logo-current,12104,1766,588,404,1319,1907,1,405,16995,294,202,0,0
classic-burningcrusadetransition-choice-logo-other-zhcn,12105,1766,588,404,591,1179,760,1164,16999,294,202,0,0
classic-burningcrusadetransition-choice-logo-other-zhtw,12106,1766,588,404,1181,1769,760,1164,17000,294,202,0,0
classic-burningcrusadetransition-choice-logo-other,12107,1766,588,404,1,589,1572,1976,16998,294,202,0,0
ui-paidcharactercustomization-button-activatecharacter,12109,1768,64,64,1,65,1,65,16882,0,0,0,0
cosmic-azeroth-highlight,12185,1773,512,512,1260,1772,981,1493,16943,0,0,0,0
cosmic-outland-highlight,12186,1773,512,512,1302,1814,1,513,16944,0,0,0,0
cosmic-outland-highlight_resize,12260,1773,1257,947,1,1258,981,1928,17029,0,0,0,0
cosmic-azeroth-highlight_resize,12261,1773,1299,978,1,1300,1,979,17030,0,0,0,0
ui-frame-diamondmetal-header-cornerleft-2x,12437,1505,64,78,1,65,81,159,17140,0,0,0,0
ui-frame-diamondmetal-header-cornerright-2x,12438,1505,64,78,1,65,161,239,17141,0,0,0,0
_ui-frame-diamondmetal-header-tile-2x,12439,1505,64,78,0,64,1,79,17139,0,0,4,0
creditsscreen-highlight,12440,1689,480,63,1,481,181,244,17136,0,0,0,0
creditsscreen-selected,12441,1689,480,63,1,481,246,309,17137,0,0,0,0
_creditsscreen-gradient-tile,12442,1689,16,178,0,16,1,179,17138,0,0,4,0
auctionhouse-icon-checkmark,12450,1495,18,22,1002,1020,259,281,17151,9,11,0,0
auctionhouse-icon-clock,12451,1495,24,24,953,977,347,371,17152,0,0,0,0
auctionhouse-icon-coin-copper,12452,1495,24,28,999,1023,49,77,17153,0,0,0,0
auctionhouse-icon-coin-gold,12453,1495,24,28,999,1023,79,107,17154,0,0,0,0
auctionhouse-icon-coin-silver,12454,1495,24,28,999,1023,109,137,17155,0,0,0,0
auctionhouse-icon-favorite-off,12455,1495,26,26,953,979,303,329,17156,0,0,0,0
auctionhouse-icon-favorite,12456,1495,26,26,981,1007,303,329,17157,0,0,0,0
auctionhouse-icon-socket,12457,1495,14,14,411,425,491,505,17158,0,0,0,0
auctionhouse-itemheaderframe,12458,1495,684,144,1,685,1,145,17159,342,72,0,0
auctionhouse-itemicon-border-account,12459,1495,136,136,687,823,1,137,17160,0,0,0,0
auctionhouse-itemicon-border-artifact,12460,1495,136,136,825,961,1,137,17161,0,0,0,0
auctionhouse-itemicon-border-blue,12461,1495,136,136,293,429,215,351,17162,0,0,0,0
auctionhouse-itemicon-border-gray,12462,1495,136,136,293,429,353,489,17163,0,0,0,0
auctionhouse-itemicon-border-green,12463,1495,136,136,431,567,215,351,17164,0,0,0,0
auctionhouse-itemicon-border-orange,12464,1495,136,136,431,567,353,489,17165,0,0,0,0
auctionhouse-itemicon-border-purple,12465,1495,136,136,569,705,215,351,17166,0,0,0,0
auctionhouse-itemicon-border-white,12466,1495,136,136,569,705,353,489,17167,0,0,0,0
auctionhouse-itemicon-cover,12467,1495,64,64,919,983,147,211,17168,0,0,0,0
auctionhouse-itemicon-empty,12468,1495,100,100,707,807,391,491,17169,0,0,0,0
auctionhouse-itemicon-small-border,12469,1495,32,32,985,1017,147,179,17170,0,0,0,0
auctionhouse-nav-button-highlight,12470,1495,264,42,707,971,215,257,17171,0,0,0,0
auctionhouse-nav-button-secondary-highlight,12471,1495,244,42,707,951,303,345,17172,0,0,0,0
auctionhouse-nav-button-secondary-select,12472,1495,244,42,707,951,347,389,17173,0,0,0,0
auctionhouse-nav-button-secondary,12473,1495,266,64,651,917,147,211,17174,0,0,0,0
auctionhouse-nav-button-select,12474,1495,264,42,707,971,259,301,17175,0,0,0,0
auctionhouse-nav-button-tertiary-filterline,12475,1495,5,11,286,291,475,486,17176,0,0,0,0
auctionhouse-nav-button,12476,1495,272,64,1,273,439,503,17177,0,0,0,0
auctionhouse-rowstripe-1,12477,1495,16,18,963,979,117,135,17178,0,0,0,0
auctionhouse-rowstripe-2,12478,1495,16,18,981,997,117,135,17179,0,0,0,0
auctionhouse-selltab-left,12479,1495,9,23,1011,1020,1,24,17180,0,0,0,0
auctionhouse-selltab-middle,12480,1495,95,23,894,989,391,414,17181,0,0,0,0
auctionhouse-selltab-right,12481,1495,9,23,275,284,475,498,17182,0,0,0,0
auctionhouse-ui-dropdown-arrow-disabled,12482,1495,27,26,985,1012,181,207,17183,0,0,0,0
auctionhouse-ui-dropdown-arrow-down,12483,1495,27,26,973,1000,215,241,17184,0,0,0,0
auctionhouse-ui-dropdown-arrow-up,12484,1495,27,26,973,1000,259,285,17185,0,0,0,0
auctionhouse-ui-dropdown-left,12485,1495,14,34,275,289,439,473,17186,0,0,0,0
auctionhouse-ui-dropdown-middle,12486,1495,83,34,809,892,391,425,17187,0,0,0,0
auctionhouse-ui-dropdown-right,12487,1495,14,34,1002,1016,215,249,17188,0,0,0,0
auctionhouse-ui-filter-redx,12488,1495,46,46,963,1009,1,47,17189,0,0,0,0
auctionhouse-ui-inputfield-left,12489,1495,16,66,963,979,49,115,17190,8,33,0,0
auctionhouse-ui-inputfield-middle,12490,1495,356,66,293,649,147,213,17191,178,33,0,0
auctionhouse-ui-inputfield-right,12491,1495,16,66,981,997,49,115,17192,8,33,0,0
auctionhouse-ui-loadingspinner,12492,1495,290,290,1,291,147,437,17193,0,0,0,0
auctionhouse-ui-row-highlight,12493,1495,116,18,293,409,491,509,17194,0,0,0,0
auctionhouse-ui-row-select,12494,1495,116,18,431,547,491,509,17195,0,0,0,0
auctionhouse-ui-sortarrow,12495,1495,9,9,1011,1020,26,35,17196,0,0,0,0
shop-card-full-bcc-darkportalpassupgrade,12519,1821,568,463,1,569,1,464,17203,0,0,0,0
shop-card-half-bcc-darkportalpass,12520,1821,286,471,1,287,466,937,17204,0,0,0,0
shop-card-half-bcc-darkportalpassdeluxe,12521,1821,286,471,289,575,466,937,17205,0,0,0,0
classicon-druid,12522,897,128,128,1,129,1,129,17208,0,0,0,0
classicon-hunter,12523,897,128,128,1,129,131,259,17209,0,0,0,0
classicon-mage,12524,897,128,128,1,129,261,389,17210,0,0,0,0
classicon-paladin,12525,897,128,128,131,259,1,129,17211,0,0,0,0
classicon-priest,12526,897,128,128,131,259,131,259,17212,0,0,0,0
classicon-rogue,12527,897,128,128,131,259,261,389,17213,0,0,0,0
classicon-shaman,12528,897,128,128,261,389,1,129,17214,0,0,0,0
classicon-warlock,12529,897,128,128,261,389,131,259,17215,0,0,0,0
classicon-warrior,12530,897,128,128,261,389,261,389,17216,0,0,0,0
ui-scrollbar-button-overlay-horizontal,12531,1769,25,27,35,60,1,28,17217,0,0,0,0
ui-scrollbar-button-overlay,12532,1769,27,25,62,89,1,26,17218,0,0,0,0
ui-scrollbar-endcap-bottom,12533,1769,25,31,1,26,62,93,17219,0,0,0,0
ui-scrollbar-endcap-left,12534,1769,31,25,1,32,95,120,17220,0,0,0,0
ui-scrollbar-endcap-right,12535,1769,32,25,1,33,1,26,17221,0,0,0,0
ui-scrollbar-endcap-top,12536,1769,25,32,1,26,28,60,17222,0,0,0,0
ui-scrollbar-knob-endcap-bottom-disabled,12537,1769,18,21,35,53,30,51,17223,0,0,0,0
ui-scrollbar-knob-endcap-bottom,12538,1769,18,21,35,53,53,74,17224,0,0,0,0
ui-scrollbar-knob-endcap-left-disabled,12539,1769,21,18,35,56,76,94,17225,0,0,0,0
ui-scrollbar-knob-endcap-left,12540,1769,21,18,35,56,96,114,17226,0,0,0,0
ui-scrollbar-knob-endcap-right-disabled,12541,1769,21,18,62,83,28,46,17227,0,0,0,0
ui-scrollbar-knob-endcap-right,12542,1769,21,18,62,83,48,66,17228,0,0,0,0
ui-scrollbar-knob-endcap-top-disabled,12543,1769,18,21,62,80,68,89,17229,0,0,0,0
ui-scrollbar-knob-endcap-top,12544,1769,18,21,62,80,91,112,17230,0,0,0,0
ui-scrollbar-knob-mouseover-endcap-bottom,12545,1769,18,21,91,109,1,22,17231,0,0,0,0
ui-scrollbar-knob-mouseover-endcap-left,12546,1769,21,18,111,132,1,19,17232,0,0,0,0
ui-scrollbar-knob-mouseover-endcap-right,12547,1769,21,18,134,155,1,19,17233,0,0,0,0
ui-scrollbar-knob-mouseover-endcap-top,12548,1769,18,21,91,109,24,45,17234,0,0,0,0
ui-scrollbar-scrolldownbutton-disabled,12549,1769,18,16,91,109,47,63,17235,0,0,0,0
ui-scrollbar-scrolldownbutton-down,12550,1769,18,16,91,109,65,81,17236,0,0,0,0
ui-scrollbar-scrolldownbutton-highlight,12551,1769,18,16,91,109,83,99,17237,0,0,0,0
ui-scrollbar-scrolldownbutton-up,12552,1769,18,16,91,109,101,117,17238,0,0,0,0
ui-scrollbar-scrollleftbutton-disabled,12553,1769,16,18,157,173,1,19,17239,0,0,0,0
ui-scrollbar-scrollleftbutton-down,12554,1769,16,18,175,191,1,19,17240,0,0,0,0
ui-scrollbar-scrollleftbutton-highlight,12555,1769,16,18,193,209,1,19,17241,0,0,0,0
ui-scrollbar-scrollleftbutton-up,12556,1769,16,18,211,227,1,19,17242,0,0,0,0
ui-scrollbar-scrollrightbutton-disabled,12557,1769,16,18,229,245,1,19,17243,0,0,0,0
ui-scrollbar-scrollrightbutton-down,12558,1769,16,18,111,127,21,39,17244,0,0,0,0
ui-scrollbar-scrollrightbutton-highlight,12559,1769,16,18,111,127,41,59,17245,0,0,0,0
ui-scrollbar-scrollrightbutton-up,12560,1769,16,18,111,127,61,79,17246,0,0,0,0
ui-scrollbar-scrollupbutton-disabled,12561,1769,18,16,129,147,21,37,17247,0,0,0,0
ui-scrollbar-scrollupbutton-down,12562,1769,18,16,129,147,39,55,17248,0,0,0,0
ui-scrollbar-scrollupbutton-highlight,12563,1769,18,16,129,147,57,73,17249,0,0,0,0
ui-scrollbar-scrollupbutton-up,12564,1769,18,16,129,147,75,91,17250,0,0,0,0
ui-scrollbar-center,12565,1763,25,32,34,59,0,32,17251,0,0,2,0
ui-scrollbar-knob-center-disabled,12566,1763,18,1022,81,99,1,1023,17252,0,0,0,0
ui-scrollbar-knob-center,12567,1763,18,1022,61,79,1,1023,17253,0,0,0,0
ui-scrollbar-knob-mouseover-center,12568,1763,18,1022,101,119,1,1023,17254,0,0,0,0
ui-scrollbar-knob-center-disabled-horizontal,12569,1770,1022,18,1,1023,28,46,17255,0,0,0,0
ui-scrollbar-knob-center-horizontal,12570,1770,1022,18,1,1023,48,66,17256,0,0,0,0
ui-scrollbar-knob-mouseover-center-horizontal,12571,1770,1022,18,1,1023,68,86,17257,0,0,0,0
_ui-scrollbar-center,12572,1770,32,25,0,32,1,26,17258,0,0,4,0
circlemaskscalable,12573,1641,64,64,0,64,0,64,17259,0,0,16,0
coin-copper-20x20,12587,898,20,20,175,195,1,21,17562,0,0,0,0
coin-gold-20x20,12588,898,20,20,197,217,1,21,17563,0,0,0,0
coin-silver-20x20,12589,898,20,20,219,239,1,21,17564,0,0,0,0
metal-bar-battlegrounds,12592,1637,239,80,1,240,266,346,17299,0,0,0,0
tooltip-nineslice-cornerbottomleft,12716,1825,7,7,1,8,15,22,17433,0,0,0,0
tooltip-nineslice-cornerbottomright,12717,1825,7,7,1,8,24,31,17434,0,0,0,0
tooltip-nineslice-cornertopleft,12718,1825,7,7,1,8,33,40,17435,0,0,0,0
tooltip-nineslice-cornertopright,12719,1825,7,7,1,8,42,49,17436,0,0,0,0
_tooltip-nineslice-edgebottom,12720,1825,8,5,0,8,1,6,17437,0,0,4,0
_tooltip-nineslice-edgetop,12721,1825,8,5,0,8,8,13,17438,0,0,4,0
!tooltip-nineslice-edgeleft,12723,1827,5,16,1,6,0,16,17440,0,0,2,0
!tooltip-nineslice-edgeright,12724,1827,5,16,8,13,0,16,17441,0,0,2,0
tooltip-glues-nineslice-cornerbottomleft,12725,1828,18,16,1,19,30,46,17442,0,0,0,0
tooltip-glues-nineslice-cornerbottomright,12726,1828,14,16,1,15,66,82,17443,0,0,0,0
tooltip-glues-nineslice-cornertopleft,12727,1828,18,16,1,19,48,64,17444,0,0,0,0
tooltip-glues-nineslice-cornertopright,12728,1828,14,16,17,31,66,82,17445,0,0,0,0
_tooltip-glues-nineslice-edgebottom,12729,1828,16,12,0,16,16,28,17446,0,0,4,0
_tooltip-glues-nineslice-edgetop,12730,1828,16,13,0,16,1,14,17447,0,0,4,0
!tooltip-glues-nineslice-edgeleft,12731,1829,13,16,1,14,0,16,17448,0,0,2,0
!tooltip-glues-nineslice-edgeright,12732,1829,13,16,16,29,0,16,17449,0,0,2,0
tooltip-glues-nineslice-center,12733,1830,64,64,0,64,0,64,17610,0,0,6,0
ui-frame-dialogbox-backgroundtile,12808,1849,64,64,0,64,0,64,17514,0,0,6,0
tooltip-nineslice-center,12873,1826,64,64,0,64,0,64,17582,0,0,6,0
store-card-transmog,13224,1460,286,433,579,865,1,434,17913,0,0,0,0
clickcastlist-buttonbackground,13264,117,393,46,1,394,1,47,17942,0,0,0,0
clickcastlist-buttonhighlight,13265,117,393,46,1,394,49,95,17943,0,0,0,0
clickcastlist-buttonnew,13266,117,393,46,1,394,97,143,17944,0,0,0,0
gmchat-icon-alert,13377,1904,20,20,1,21,192,212,18020,0,0,0,0
gmchat-icon-blizz,13378,1904,20,20,1,21,214,234,18021,0,0,0,0
gmchat-icon-wow,13379,1904,20,20,23,43,192,212,18022,0,0,0,0
gmchat-nineslice-cornerbottomleft,13380,1904,7,7,1,8,236,243,18023,0,0,0,0
gmchat-nineslice-cornerbottomright,13381,1904,7,7,1,8,245,252,18024,0,0,0,0
gmchat-nineslice-cornertopleft,13382,1904,7,7,10,17,236,243,18025,0,0,0,0
gmchat-nineslice-cornertopright,13383,1904,7,7,10,17,245,252,18026,0,0,0,0
gmchat-watermark-blizzard,13384,1904,305,161,1,306,29,190,18027,0,0,0,0
gmglow-nineslice-cornerbottomleft,13385,1904,7,7,23,30,214,221,18028,0,0,0,0
gmglow-nineslice-cornerbottomright,13386,1904,7,7,32,39,214,221,18029,0,0,0,0
gmglow-nineslice-cornertopleft,13387,1904,7,7,23,30,223,230,18030,0,0,0,0
gmglow-nineslice-cornertopright,13388,1904,7,7,32,39,223,230,18031,0,0,0,0
_gmchat-nineslice-edgebottom,13389,1904,8,5,0,8,1,6,18032,0,0,4,0
_gmchat-nineslice-edgetop,13390,1904,8,5,0,8,8,13,18033,0,0,4,0
_gmglow-nineslice-edgebottom,13391,1904,8,5,0,8,15,20,18034,0,0,4,0
_gmglow-nineslice-edgetop,13392,1904,8,5,0,8,22,27,18035,0,0,4,0
minimal-scrollbar-arrow-bottom,13636,1921,17,11,31,48,52,63,18211,0,0,0,0
minimal-scrollbar-arrow-top,13637,1921,17,11,88,105,1,12,18212,0,0,0,0
minimal-scrollbar-thumb-bottom,13638,1921,8,36,1,9,1,37,18213,0,0,0,0
minimal-scrollbar-thumb-top,13639,1921,8,8,1,9,39,47,18214,0,0,0,0
minimal-scrollbar-track-bottom,13640,1921,8,8,11,19,49,57,18215,0,0,0,0
minimal-scrollbar-track-top,13641,1921,8,8,21,29,39,47,18216,0,0,0,0
!minimal-scrollbar-track-middle,13642,1922,8,1,1,9,0,1,18217,0,0,2,0
minimal-scrollbar-arrow-bottom-down,13651,1921,17,11,50,67,1,12,18226,0,0,0,0
minimal-scrollbar-arrow-bottom-over,13652,1921,17,11,69,86,1,12,18227,0,0,0,0
minimal-scrollbar-arrow-top-down,13653,1921,17,11,107,124,1,12,18228,0,0,0,0
minimal-scrollbar-arrow-top-over,13654,1921,17,11,50,67,14,25,18229,0,0,0,0
minimal-scrollbar-thumb-bottom-down,13655,1921,8,36,11,19,1,37,18230,0,0,0,0
minimal-scrollbar-thumb-bottom-over,13656,1921,8,36,21,29,1,37,18231,0,0,0,0
minimal-scrollbar-thumb-top-down,13657,1921,8,8,1,9,49,57,18232,0,0,0,0
minimal-scrollbar-thumb-top-over,13658,1921,8,8,11,19,39,47,18233,0,0,0,0
chatframe-button-icon-tts,13837,924,29,29,68,97,63,92,18288,0,0,0,0
friendslist-invitebutton-alliance-disabled,13857,869,24,32,1,25,29,61,18297,0,0,0,0
friendslist-invitebutton-alliance-normal,13858,869,24,32,27,51,29,61,18298,0,0,0,0
friendslist-invitebutton-alliance-pressed,13859,869,24,32,53,77,29,61,18299,0,0,0,0
friendslist-invitebutton-default-disabled,13860,869,24,32,79,103,29,61,18300,0,0,0,0
friendslist-invitebutton-default-normal,13861,869,24,32,105,129,29,61,18301,0,0,0,0
friendslist-invitebutton-default-pressed,13862,869,24,32,131,155,29,61,18302,0,0,0,0
friendslist-invitebutton-highlight,13863,869,24,32,157,181,29,61,18303,0,0,0,0
friendslist-invitebutton-horde-disabled,13864,869,24,32,183,207,29,61,18304,0,0,0,0
friendslist-invitebutton-horde-normal,13865,869,24,32,209,233,29,61,18305,0,0,0,0
friendslist-invitebutton-horde-pressed,13866,869,24,32,235,259,29,61,18306,0,0,0,0
common-search-border-left,13869,1931,16,40,227,243,1,41,18309,0,0,0,0
common-search-border-middle,13870,1931,224,40,1,225,1,41,18310,0,0,0,0
common-search-border-right,13871,1931,16,40,1,17,43,83,18311,0,0,0,0
common-search-clearbutton,13872,1931,20,20,19,39,69,89,18312,0,0,0,0
common-search-magnifyingglass,13873,1931,24,24,19,43,43,67,18313,0,0,0,0
voicechat-channellist-icon-stt-off,14056,1442,42,42,219,261,135,177,18367,0,0,0,0
voicechat-channellist-icon-stt-on,14057,1442,42,42,219,261,179,221,18368,0,0,0,0
voicechat-icon-stt,14058,1442,32,32,353,385,69,101,18369,0,0,0,0
reportlist-buttonselect,14184,117,393,46,1,394,145,191,18388,0,0,0,0
ui-scrollbar-classicscrolldownbutton-disabled,14204,1940,19,17,34,53,1,18,18408,0,0,0,0
ui-scrollbar-classicscrolldownbutton-down,14205,1940,19,17,34,53,20,37,18409,0,0,0,0
ui-scrollbar-classicscrolldownbutton-highlight,14206,1940,19,17,55,74,1,18,18410,0,0,0,0
ui-scrollbar-classicscrolldownbutton-up,14207,1940,19,17,34,53,39,56,18411,0,0,0,0
ui-scrollbar-classicscrollupbutton-disabled,14208,1940,19,17,55,74,20,37,18412,0,0,0,0
ui-scrollbar-classicscrollupbutton-down,14209,1940,19,17,76,95,31,48,18413,0,0,0,0
ui-scrollbar-classicscrollupbutton-highlight,14210,1940,19,17,97,116,31,48,18414,0,0,0,0
ui-scrollbar-classicscrollupbutton-up,14211,1940,19,17,55,74,39,56,18415,0,0,0,0
ui-classicscrollbar-endcap-bottom-rounded,14214,1940,31,28,1,32,1,29,18418,0,0,0,0
ui-classicscrollbar-endcap-bottom,14215,1940,31,28,1,32,31,59,18419,0,0,0,0
ui-classicscrollbar-endcap-top,14216,1940,31,28,76,107,1,29,18420,0,0,0,0
ui-classicscrollbar-center,14217,1763,31,28,1,32,0,28,18417,0,0,2,0
minimal-scrollbar-thumb-middle-down,14377,1922,8,715,11,19,1,716,18234,0,0,0,0
minimal-scrollbar-thumb-middle-over,14378,1922,8,715,21,29,1,716,18235,0,0,0,0
minimal-scrollbar-thumb-middle,14379,1922,8,715,31,39,1,716,18218,0,0,0,0
ui-chaticon-app,14410,1971,32,32,1,33,1,33,18622,0,0,0,0
ui-chaticon-blizzardarcadecollection,14411,1971,32,32,1,33,205,237,18603,0,0,0,0
ui-chaticon-vipr,14412,1971,32,32,103,135,35,67,18604,0,0,0,0
ui-chaticon-callofdutyblackopscoldwaricon,14413,1971,32,32,35,67,103,135,18605,0,0,0,0
ui-chaticon-callofdutymw2icon,14414,1971,32,32,1,33,69,101,18606,0,0,0,0
ui-chaticon-callofdutymwicon,14415,1971,32,32,35,67,1,33,18607,0,0,0,0
ui-chaticon-callofdutyvanguard,14416,1971,32,32,171,203,1,33,18608,0,0,0,0
ui-chaticon-crashbandicoot4,14417,1971,32,32,171,203,35,67,18609,0,0,0,0
ui-chaticon-d3,14418,1971,32,32,69,101,1,33,18610,0,0,0,0
ui-chaticon-dst2,14419,1971,32,32,137,169,1,33,18611,0,0,0,0
ui-chaticon-diabloiiresurrected,14420,1971,32,32,1,33,103,135,18612,0,0,0,0
ui-chaticon-diabloimmortal,14421,1971,32,32,103,135,1,33,18613,0,0,0,0
ui-chaticon-hero,14422,1971,32,32,1,33,35,67,18614,0,0,0,0
ui-chaticon-s1,14424,1971,32,32,35,67,35,67,18616,0,0,0,0
ui-chaticon-s2,14425,1971,32,32,69,101,35,67,18617,0,0,0,0
ui-chaticon-warcraft3reforged,14426,1971,32,32,137,169,35,67,18618,0,0,0,0
ui-chaticon-warcraftarclightrumble,14427,1971,32,32,205,237,1,33,18619,0,0,0,0
ui-chaticon-wow,14428,1971,32,32,205,237,35,67,18620,0,0,0,0
ui-chaticon-wtcg,14429,1971,32,32,35,67,69,101,18621,0,0,0,0
battlenet-clienticon-app,14430,1972,32,32,69,101,1,33,18623,0,0,0,0
battlenet-blizzardarcadecollectionicon,14431,1972,32,32,1,33,171,203,18624,0,0,0,0
battlenet-clienticon-vipr,14432,1972,32,32,69,101,35,67,18625,0,0,0,0
battlenet-callofdutyblackopscoldwaricon,14433,1972,32,32,205,237,35,67,18626,0,0,0,0
battlenet-callofdutymw2icon,14434,1972,32,32,1,33,35,67,18627,0,0,0,0
battlenet-callofdutymwicon,14435,1972,32,32,1,33,1,33,18628,0,0,0,0
battlenet-callofdutyvanguardicon,14436,1972,32,32,35,67,1,33,18629,0,0,0,0
battlenet-crashbandicoot4icon,14437,1972,32,32,103,135,35,67,18630,0,0,0,0
battlenet-clienticon-d3,14438,1972,32,32,103,135,1,33,18631,0,0,0,0
battlenet-clienticon-dst2,14439,1972,32,32,137,169,1,33,18632,0,0,0,0
battlenet-diabloiiresurrectedicon,14440,1972,32,32,1,33,69,101,18633,0,0,0,0
battlenet-diabloimmortalicon,14441,1972,32,32,35,67,69,101,18634,0,0,0,0
battlenet-clienticon-hero,14442,1972,32,32,205,237,1,33,18635,0,0,0,0
battlenet-clienticon-s2,14444,1972,32,32,35,67,35,67,18637,0,0,0,0
battlenet-clienticon-s1,14445,1972,32,32,1,33,205,237,18638,0,0,0,0
battlenet-warcraft3reforged,14446,1972,32,32,35,67,103,135,18639,0,0,0,0
battlenet-warcraftarclightrumbleicon,14447,1972,32,32,171,203,1,33,18640,0,0,0,0
battlenet-clienticon-wow,14448,1972,32,32,137,169,35,67,18641,0,0,0,0
battlenet-clienticon-wtcg,14449,1972,32,32,171,203,35,67,18642,0,0,0,0
groupfinder-background-classic,14478,236,324,282,1,325,137,419,18663,0,0,0,0
newplayerchat-chaticon-guide,16708,924,30,26,99,129,1,27,20220,15,13,0,0
newplayerchat-chaticon-newcomer,16709,924,30,30,1,31,35,65,20221,15,15,0,0
classicon-deathknight,16860,897,128,128,391,519,1,129,20357,0,0,0,0
squaremask,17654,2200,64,64,0,64,0,64,21007,0,0,16,0
battlenet-clienticon-pro,17740,1972,32,32,1,33,103,135,18636,0,0,0,0
battlenet-clienticon-pro-zhcn,17741,1972,32,32,1,33,137,169,21062,0,0,0,0
ui-chaticon-pro,17742,1971,32,32,1,33,137,169,18615,0,0,0,0
ui-chaticon-pro-zhcn,17743,1971,32,32,1,33,171,203,21061,0,0,0,0
gamepad_gen_1_64,18461,2244,64,64,1,65,1,65,21419,0,0,0,0
gamepad_gen_2_64,18462,2244,64,64,67,131,1,65,21420,0,0,0,0
gamepad_gen_3_64,18463,2244,64,64,133,197,1,65,21421,0,0,0,0
gamepad_gen_4_64,18464,2244,64,64,199,263,1,65,21422,0,0,0,0
gamepad_gen_5_64,18465,2244,64,64,265,329,1,65,21423,0,0,0,0
gamepad_gen_6_64,18466,2244,64,64,331,395,1,65,21424,0,0,0,0
gamepad_gen_back_64,18467,2244,64,64,397,461,1,65,21425,0,0,0,0
gamepad_gen_down_64,18468,2244,64,64,1,65,67,131,21426,0,0,0,0
gamepad_gen_forward_64,18469,2244,64,64,1,65,133,197,21427,0,0,0,0
gamepad_gen_left_64,18470,2244,64,64,1,65,199,263,21428,0,0,0,0
gamepad_gen_lshoulder_64,18471,2244,64,64,1,65,265,329,21429,0,0,0,0
gamepad_gen_lstickdown_64,18472,2244,64,64,1,65,331,395,21430,0,0,0,0
gamepad_gen_lstickin_64,18473,2244,64,64,1,65,397,461,21431,0,0,0,0
gamepad_gen_lstickleft_64,18474,2244,64,64,67,131,67,131,21432,0,0,0,0
gamepad_gen_lstickright_64,18475,2244,64,64,133,197,67,131,21433,0,0,0,0
gamepad_gen_lstickup_64,18476,2244,64,64,199,263,67,131,21434,0,0,0,0
gamepad_gen_ltrigger_64,18477,2244,64,64,265,329,67,131,21435,0,0,0,0
gamepad_gen_paddle1_64,18478,2244,64,64,331,395,67,131,21436,0,0,0,0
gamepad_gen_paddle2_64,18479,2244,64,64,397,461,67,131,21437,0,0,0,0
gamepad_gen_paddle3_64,18480,2244,64,64,67,131,133,197,21438,0,0,0,0
gamepad_gen_paddle4_64,18481,2244,64,64,67,131,199,263,21439,0,0,0,0
gamepad_gen_right_64,18482,2244,64,64,67,131,265,329,21440,0,0,0,0
gamepad_gen_rshoulder_64,18483,2244,64,64,67,131,331,395,21441,0,0,0,0
gamepad_gen_rstickdown_64,18484,2244,64,64,67,131,397,461,21442,0,0,0,0
gamepad_gen_rstickin_64,18485,2244,64,64,133,197,133,197,21443,0,0,0,0
gamepad_gen_rstickleft_64,18486,2244,64,64,199,263,133,197,21444,0,0,0,0
gamepad_gen_rstickright_64,18487,2244,64,64,265,329,133,197,21445,0,0,0,0
gamepad_gen_rstickup_64,18488,2244,64,64,331,395,133,197,21446,0,0,0,0
gamepad_gen_rtrigger_64,18489,2244,64,64,397,461,133,197,21447,0,0,0,0
gamepad_gen_share_64,18490,2244,64,64,133,197,199,263,21448,0,0,0,0
gamepad_gen_system_64,18491,2244,64,64,133,197,265,329,21449,0,0,0,0
gamepad_gen_up_64,18492,2244,64,64,133,197,331,395,21450,0,0,0,0
gamepad_ltr_a_64,18493,2245,64,64,1,65,1,65,21451,0,0,0,0
gamepad_ltr_b_64,18494,2245,64,64,1,65,67,131,21452,0,0,0,0
gamepad_ltr_down_64,18495,2245,64,64,1,65,133,197,21453,0,0,0,0
gamepad_ltr_left_64,18496,2245,64,64,67,131,1,65,21454,0,0,0,0
gamepad_ltr_lshoulder_64,18497,2245,64,64,67,131,67,131,21455,0,0,0,0
gamepad_ltr_ltrigger_64,18498,2245,64,64,67,131,133,197,21456,0,0,0,0
gamepad_ltr_menu_64,18499,2245,64,64,133,197,1,65,21457,0,0,0,0
gamepad_ltr_right_64,18500,2245,64,64,133,197,67,131,21458,0,0,0,0
gamepad_ltr_rshoulder_64,18501,2245,64,64,133,197,133,197,21459,0,0,0,0
gamepad_ltr_rtrigger_64,18502,2245,64,64,199,263,1,65,21460,0,0,0,0
gamepad_ltr_share_64,18503,2245,64,64,199,263,67,131,21461,0,0,0,0
gamepad_ltr_system_64,18504,2245,64,64,199,263,133,197,21462,0,0,0,0
gamepad_ltr_up_64,18505,2245,64,64,265,329,1,65,21463,0,0,0,0
gamepad_ltr_view_64,18506,2245,64,64,331,395,1,65,21464,0,0,0,0
gamepad_ltr_x_64,18507,2245,64,64,397,461,1,65,21465,0,0,0,0
gamepad_ltr_y_64,18508,2245,64,64,265,329,67,131,21466,0,0,0,0
gamepad_rev_a_64,18509,2246,64,64,1,65,1,65,21467,0,0,0,0
