ID,RankIndex,SpellID,AuraPointsOverride,SoulbindConduitID
3338,5,341272,45,227
3339,6,341272,48,227
3340,7,341272,51,227
3341,8,341272,54,227
3342,9,341272,57,227
3343,10,341272,60,227
3344,11,341272,63,227
3345,12,341272,66,227
3346,13,341272,67,227
3347,14,341272,70,227
3348,1,341309,132,228
3349,2,341309,144,228
3350,3,341309,156,228
3351,4,341309,168,228
3352,5,341309,180,228
3353,6,341309,192,228
3354,7,341309,204,228
3355,8,341309,216,228
3356,9,341309,228,228
3357,10,341309,240,228
3358,11,341309,252,228
3359,12,341309,264,228
3360,13,341309,276,228
3361,14,341309,288,228
3362,1,341310,55,229
3363,2,341310,60,229
3364,3,341310,65,229
3365,4,341310,70,229
3366,5,341310,75,229
3367,6,341310,80,229
3368,7,341310,85,229
3369,8,341310,90,229
3370,9,341310,95,229
3371,10,341310,100,229
3372,11,341310,105,229
3373,12,341310,110,229
3374,13,341310,115,229
3375,14,341310,120,229
3376,1,341311,-6,230
3377,2,341311,-7,230
3378,3,341311,-8,230
3379,4,341311,-9,230
3380,5,341311,-10,230
3381,6,341311,-11,230
3382,7,341311,-12,230
3383,8,341311,-13,230
3384,9,341311,-14,230
3385,10,341311,-15,230
3386,11,341311,-16,230
3387,12,341311,-17,230
3388,13,341311,-18,230
3389,14,341311,-19,230
3390,0,341325,4,249
3391,1,341325,4.4,249
3392,2,341325,4.8,249
3393,3,341325,5.2,249
3394,4,341325,5.6,249
3395,5,341325,6,249
3396,6,341325,6.4,249
3397,7,341325,6.8,249
3398,8,341325,7.2,249
3399,9,341325,7.6,249
3400,10,341325,8,249
3401,11,341325,8.4,249
3402,12,341325,8.8,249
3403,13,341325,9.2,249
3404,14,341325,9.6,249
3405,0,341344,75,250
3406,1,341344,82.5,250
3407,2,341344,90,250
3408,3,341344,97.5,250
3409,4,341344,105,250
3410,5,341344,112.5,250
3411,6,341344,120,250
3412,7,341344,127.5,250
3413,8,341344,135,250
3414,9,341344,142.5,250
3415,10,341344,150,250
3416,11,341344,157.5,250
3417,12,341344,165,250
3418,13,341344,172.5,250
3419,14,341344,180,250
3420,0,341350,4000,251
3421,1,341350,4500,251
3422,2,341350,5000,251
3423,3,341350,5500,251
3424,4,341350,6000,251
3425,5,341350,6500,251
3426,6,341350,7000,251
3427,7,341350,7500,251
3428,8,341350,8000,251
3429,9,341350,8500,251
3430,10,341350,9000,251
3431,11,341350,9500,251
3432,12,341350,10000,251
3433,13,341350,10500,251
3434,14,341350,11000,251
3438,0,341399,5,252
3439,1,341399,5.33,252
3440,2,341399,5.66,252
3441,3,341399,6,252
3442,4,341399,6.33,252
3443,5,341399,6.66,252
3444,6,341399,7,252
3445,7,341399,7.33,252
3446,8,341399,8.66,252
3447,9,341399,9,252
3448,10,341399,9.33,252
3449,11,341399,9.66,252
3450,12,341399,10,252
3451,13,341399,10.33,252
3452,14,341399,10.66,252
3454,0,341440,5,253
3455,1,341440,5.5,253
3456,2,341440,6,253
3457,3,341440,6.5,253
3458,4,341440,7,253
3459,5,341440,7.5,253
3460,6,341440,8,253
3461,7,341440,8.5,253
3462,8,341440,9,253
3463,9,341440,9.5,253
3464,10,341440,10,253
3465,11,341440,10.5,253
3466,12,341440,11,253
3467,13,341440,11.5,253
3468,14,341440,12,253
3471,1,341529,16,232
3472,2,341529,17,232
3473,3,341529,18,232
3474,4,341529,19,232
3475,5,341529,20,232
3476,6,341529,21,232
3477,7,341529,22,232
3478,8,341529,23,232
3479,9,341529,24,232
3480,10,341529,25,232
3481,11,341529,26,232
3482,12,341529,27,232
3483,13,341529,28,232
3484,14,341529,29,232
3485,1,341531,14,233
3486,2,341531,16,233
3487,3,341531,18,233
3488,4,341531,20,233
3489,5,341531,22,233
3490,6,341531,24,233
3491,7,341531,26,233
3492,8,341531,28,233
3493,9,341531,30,233
3494,10,341531,32,233
3495,11,341531,34,233
3496,12,341531,36,233
3497,13,341531,38,233
3498,14,341531,40,233
3499,1,341532,11,234
3500,2,341532,12,234
3501,3,341532,13,234
3502,4,341532,14,234
3503,5,341532,15,234
3504,6,341532,16,234
3505,7,341532,17,234
3506,8,341532,18,234
3507,9,341532,19,234
3508,10,341532,20,234
3509,11,341532,21,234
3510,12,341532,22,234
3511,13,341532,23,234
3512,14,341532,25,234
3513,1,341534,-22,235
3514,2,341534,-24,235
3515,3,341534,-26,235
3516,4,341534,-28,235
3517,5,341534,-30,235
3518,6,341534,-32,235
3519,7,341534,-34,235
3520,8,341534,-36,235
3521,9,341534,-38,235
3522,10,341534,-40,235
3523,11,341534,-42,235
3524,12,341534,-44,235
3525,13,341534,-46,235
3526,14,341534,-48,235
3527,1,341535,2.2,236
3528,2,341535,2.4,236
3529,3,341535,2.6,236
3530,4,341535,2.8,236
3531,5,341535,3,236
3532,6,341535,3.2,236
3533,7,341535,3.4,236
3534,8,341535,3.6,236
3535,9,341535,3.8,236
3536,10,341535,4,236
3537,11,341535,4.2,236
3538,12,341535,4.4,236
3539,13,341535,4.6,236
3540,14,341535,4.8,236
3541,1,341536,8,237
3542,2,341536,9,237
3543,3,341536,10,237
3544,4,341536,11,237
3545,5,341536,12,237
3546,6,341536,13,237
3547,7,341536,14,237
3548,8,341536,15,237
3549,9,341536,16,237
3550,10,341536,17,237
3551,11,341536,18,237
3552,12,341536,19,237
3553,13,341536,20,237
3554,14,341536,21,237
3555,1,341537,11,238
3556,2,341537,12,238
3557,3,341537,13,238
3558,4,341537,14,238
3559,5,341537,15,238
3560,6,341537,16,238
3561,7,341537,17,238
3562,8,341537,18,238
3563,9,341537,19,238
3564,10,341537,20,238
3565,11,341537,21,238
3566,12,341537,22,238
3567,13,341537,23,238
3568,14,341537,24,238
3570,1,341538,10,239
3571,2,341538,11,239
3572,3,341538,12,239
3573,4,341538,13,239
3574,5,341538,14,239
3575,6,341538,15,239
3576,7,341538,16,239
3577,8,341538,17,239
3578,9,341538,18,239
3579,10,341538,19,239
3580,11,341538,20,239
3581,12,341538,21,239
3582,13,341538,22,239
3583,14,341538,23,239
3584,1,341539,11,240
3585,2,341539,12,240
3586,3,341539,13,240
3587,4,341539,14,240
3588,5,341539,15,240
3589,6,341539,16,240
3590,7,341539,17,240
3591,8,341539,18,240
3592,9,341539,19,240
3593,10,341539,20,240
3594,11,341539,21,240
3595,12,341539,22,240
3596,13,341539,23,240
3597,14,341539,24,240
3598,1,341540,10,241
3599,2,341540,11,241
3600,3,341540,12,241
3601,4,341540,13,241
3602,5,341540,14,241
3603,6,341540,15,241
3604,7,341540,16,241
3605,8,341540,17,241
3606,9,341540,18,241
3607,10,341540,19,241
3608,11,341540,20,241
3609,12,341540,21,241
3610,13,341540,22,241
3611,14,341540,23,241
3612,1,341542,3.3,242
3613,2,341542,3.6,242
3614,3,341542,3.9,242
3615,4,341542,4.2,242
3616,5,341542,4.5,242
3617,6,341542,4.8,242
3618,7,341542,5.1,242
3619,8,341542,5.4,242
3620,9,341542,5.7,242
3621,10,341542,6,242
3622,11,341542,6.3,242
3623,12,341542,6.6,242
3624,13,341542,6.9,242
3625,14,341542,7.2,242
3626,1,341543,11,243
3627,2,341543,12,243
3628,3,341543,13,243
3629,4,341543,14,243
3630,5,341543,15,243
3631,6,341543,16,243
3632,7,341543,17,243
3633,8,341543,18,243
3634,9,341543,19,243
3635,10,341543,20,243
3636,11,341543,21,243
3637,12,341543,22,243
3638,13,341543,23,243
3639,14,341543,24,243
3640,1,341546,16.5,244
3641,2,341546,18,244
3642,3,341546,19.5,244
3643,4,341546,21,244
3644,5,341546,22.5,244
3645,6,341546,24,244
3646,7,341546,25.5,244
3647,8,341546,27,244
3648,9,341546,28.5,244
3649,10,341546,30,244
3650,11,341546,31.5,244
3651,12,341546,33,244
3652,13,341546,34.5,244
3653,14,341546,36,244
3654,1,341549,8.8,245
3655,2,341549,9.6,245
3656,3,341549,10.4,245
3657,4,341549,11.2,245
3658,5,341549,12,245
3659,6,341549,12.8,245
3660,7,341549,13.6,245
3661,8,341549,14.4,245
3662,9,341549,15.2,245
3663,10,341549,16,245
3664,11,341549,16.8,245
3665,12,341549,17.6,245
3666,13,341549,18.4,245
3667,14,341549,19.2,245
3669,1,341556,4.4,246
3670,2,341556,4.8,246
3671,3,341556,5.2,246
3672,4,341556,5.6,246
3673,5,341556,6,246
3674,6,341556,6.4,246
3675,7,341556,6.8,246
3676,8,341556,7.2,246
3677,9,341556,7.6,246
3678,10,341556,8,246
3679,11,341556,8.4,246
3680,12,341556,8.8,246
3681,13,341556,9.2,246
3682,14,341556,9.6,246
3683,1,341559,1.1,247
3684,2,341559,1.2,247
3685,3,341559,1.3,247
3686,4,341559,1.4,247
3687,5,341559,1.5,247
3688,6,341559,1.6,247
3689,7,341559,1.7,247
3690,8,341559,1.8,247
3691,9,341559,1.9,247
3692,10,341559,2,247
3693,11,341559,2.1,247
3694,12,341559,2.2,247
3695,13,341559,2.3,247
3696,14,341559,2.4,247
3697,1,341567,20,248
3698,2,341567,22,248
3699,3,341567,24,248
3700,4,341567,26,248
3701,5,341567,28,248
3702,6,341567,30,248
3703,7,341567,32,248
3704,8,341567,34,248
3705,9,341567,36,248
3706,10,341567,38,248
3707,11,341567,40,248
3708,12,341567,42,248
3709,13,341567,44,248
3710,14,341567,46,248
3711,0,340529,-10,254
3712,1,340529,-11,254
3713,2,340529,-12,254
3714,3,340529,-13,254
3715,4,340529,-14,254
3716,5,340529,-15,254
3717,6,340529,-16,254
3718,7,340529,-17,254
3719,8,340529,-18,254
3720,9,340529,-19,254
3721,10,340529,-20,254
3722,11,340529,-21,254
3723,12,340529,-22,254
3724,13,340529,-23,254
3725,14,340529,-24,254
3726,0,340540,12,255
3727,1,340540,13.2,255
3728,2,340540,14.4,255
3729,3,340540,15.6,255
3730,4,340540,16.8,255
3731,5,340540,18,255
3732,6,340540,19.2,255
3733,7,340540,20.4,255
3734,8,340540,21.6,255
3735,9,340540,22.8,255
3736,10,340540,24,255
3737,11,340540,25.2,255
3738,12,340540,26.4,255
3739,13,340540,27.6,255
3740,14,340540,28.8,255
3741,0,340543,12,256
3742,1,340543,13.2,256
3743,2,340543,14.4,256
3744,3,340543,15.6,256
3745,4,340543,16.8,256
3746,5,340543,18,256
3747,6,340543,19.2,256
3748,7,340543,20.4,256
3749,8,340543,21.6,256
3750,9,340543,22.8,256
3751,10,340543,24,256
3752,11,340543,25.2,256
3753,12,340543,26.4,256
3754,13,340543,27.6,256
3755,14,340543,28.8,256
3756,0,340545,3000,257
3757,1,340545,3300,257
3758,2,340545,3600,257
3759,3,340545,3900,257
3760,4,340545,4200,257
3761,5,340545,4500,257
3762,6,340545,4800,257
3763,7,340545,5100,257
3764,8,340545,5400,257
3765,9,340545,5700,257
3766,10,340545,6000,257
3767,11,340545,6300,257
3768,12,340545,6600,257
3769,13,340545,6900,257
3770,14,340545,7200,257
3771,0,341280,20,258
3772,1,341280,22,258
3773,2,341280,24,258
3774,3,341280,26,258
3775,4,341280,28,258
3776,5,341280,30,258
3777,6,341280,32,258
3778,7,341280,34,258
3779,8,341280,36,258
3780,9,341280,38,258
3781,10,341280,40,258
3782,11,341280,42,258
3783,12,341280,44,258
3784,13,341280,46,258
3785,14,341280,48,258
3786,0,341450,15,259
3787,1,341450,16.5,259
3788,2,341450,18,259
3789,3,341450,19.5,259
3790,4,341450,21,259
3791,5,341450,22.5,259
3792,6,341450,24,259
3793,7,341450,25.5,259
3794,8,341450,27,259
3795,9,341450,28.5,259
3796,10,341450,30,259
3797,11,341450,31.5,259
3798,12,341450,33,259
3799,13,341450,34.5,259
3800,14,341450,36,259
3801,0,341451,-10,260
3802,1,341451,-11,260
3803,2,341451,-12,260
3804,3,341451,-13,260
3805,4,341451,-14,260
3806,5,341451,-15,260
3807,6,341451,-16,260
3808,7,341451,-17,260
3809,8,341451,-18,260
3810,9,341451,-19,260
3811,10,341451,-20,260
3812,11,341451,-21,260
3813,12,341451,-22,260
3814,13,341451,-23,260
3815,14,341451,-24,260
3817,0,340720,20,261
3818,1,340720,22,261
3819,2,340720,24,261
3820,3,340720,26,261
3821,4,340720,28,261
3822,5,340720,30,261
3823,6,340720,32,261
3824,7,340720,34,261
3825,8,340720,36,261
3826,9,340720,38,261
3827,10,340720,40,261
3828,11,340720,42,261
3829,12,340720,44,261
3830,13,340720,46,261
3831,14,340720,48,261
3832,0,340706,5000,262
3833,1,340706,5500,262
3834,2,340706,6000,262
3835,3,340706,6500,262
3836,4,340706,7000,262
3837,5,340706,7500,262
3838,6,340706,8000,262
3839,7,340706,8500,262
3840,8,340706,9000,262
3841,9,340706,9500,262
3842,10,340706,10000,262
3843,11,340706,10500,262
3844,12,340706,11000,262
3845,13,340706,11500,262
3846,14,340706,12000,262
3847,0,340708,1,263
3848,1,340708,1.1,263
3849,2,340708,1.2,263
3850,3,340708,1.3,263
3851,4,340708,1.4,263
3852,5,340708,1.5,263
3853,6,340708,1.6,263
3854,7,340708,1.7,263
3855,8,340708,1.8,263
3856,9,340708,1.9,263
3857,10,340708,2,263
3858,11,340708,2.1,263
3859,12,340708,2.2,263
3860,13,340708,2.3,263
3861,14,340708,2.4,263
3862,0,340719,30,264
3863,1,340719,33,264
3864,2,340719,36,264
3865,3,340719,39,264
3866,4,340719,42,264
3867,5,340719,45,264
3868,6,340719,48,264
3869,7,340719,51,264
3870,8,340719,54,264
3871,9,340719,57,264
3872,10,340719,60,264
3873,11,340719,63,264
3874,12,340719,66,264
3875,13,340719,69,264
3876,14,340719,72,264
3877,0,340682,2,265
3878,1,340682,2.2,265
3879,2,340682,2.4,265
3880,3,340682,2.6,265
3881,4,340682,2.8,265
3882,5,340682,3,265
3883,6,340682,3.2,265
3884,7,340682,3.4,265
3885,8,340682,3.6,265
3886,9,340682,3.8,265
3887,10,340682,4,265
3888,11,340682,4.2,265
3889,12,340682,4.4,265
3890,13,340682,4.6,265
3891,14,340682,4.8,265
3892,0,340686,10,266
3893,1,340686,11,266
3894,2,340686,12,266
3895,3,340686,13,266
3896,4,340686,14,266
3897,5,340686,15,266
3898,6,340686,16,266
3899,7,340686,17,266
3900,8,340686,18,266
3901,9,340686,19,266
3902,10,340686,20,266
3903,11,340686,21,266
3904,12,340686,22,266
3905,13,340686,23,266
3906,14,340686,24,266
3907,0,340694,3,267
3908,1,340694,3.3,267
3909,2,340694,3.6,267
3910,3,340694,3.9,267
3911,4,340694,4.2,267
3912,5,340694,4.5,267
3913,6,340694,4.8,267
3914,7,340694,5.1,267
3915,8,340694,5.4,267
3916,9,340694,5.7,267
3917,10,340694,6,267
3918,11,340694,6.3,267
3919,12,340694,6.6,267
3920,13,340694,6.9,267
3921,14,340694,7.2,267
3922,0,340705,3,268
3923,1,340705,3.3,268
3924,2,340705,3.6,268
3925,3,340705,3.9,268
3926,4,340705,4.2,268
3927,5,340705,4.5,268
3928,6,340705,4.8,268
3929,7,340705,5.1,268
3930,8,340705,5.4,268
3931,9,340705,5.7,268
3932,10,340705,6,268
3933,11,340705,6.3,268
3934,12,340705,6.6,268
3935,13,340705,6.9,268
3936,14,340705,7.2,268
3937,1,341312,1.1,231
3938,2,341312,1.2,231
3939,3,341312,1.3,231
3940,4,341312,1.4,231
3941,5,341312,1.5,231
3942,6,341312,1.6,231
3943,7,341312,1.7,231
3944,8,341312,1.8,231
3945,9,341312,1.9,231
3946,10,341312,2,231
3947,11,341312,2.1,231
3948,12,341312,2.2,231
3949,13,341312,2.3,231
3950,14,341312,2.4,231
3952,0,340552,15,269
3953,1,340552,16.5,269
3954,2,340552,18,269
3955,3,340552,19.5,269
3956,4,340552,21,269
3957,5,340552,22.5,269
3958,6,340552,24,269
3959,7,340552,25.5,269
3960,8,340552,27,269
3961,9,340552,28.5,269
3962,10,340552,30,269
3963,11,340552,31.5,269
3964,12,340552,33,269
3965,13,340552,34.5,269
3966,14,340552,36,269
3981,0,340609,15,270
3982,1,340609,16.5,270
3983,2,340609,18,270
3984,3,340609,19.5,270
3985,4,340609,21,270
3986,5,340609,22.5,270
3987,6,340609,24,270
3988,7,340609,25.5,270
3989,8,340609,27,270
3990,9,340609,28.5,270
3991,10,340609,30,270
3992,11,340609,31.5,270
3993,12,340609,33,270
3994,13,340609,34.5,270
3995,14,340609,36,270
3996,0,340553,135,271
3997,1,340553,123,271
3998,2,340553,113,271
3999,3,340553,104,271
4000,4,340553,97,271
4001,5,340553,90,271
4002,6,340553,84,271
4003,7,340553,79,271
4004,8,340553,75,271
4005,9,340553,71,271
4006,10,340553,67,271
4007,11,340553,64,271
4008,12,340553,61,271
4009,13,340553,58,271
4010,14,340553,56,271
4011,0,340605,8,272
4012,1,340605,8.8,272
4013,2,340605,9.6,272
4014,3,340605,10.4,272
4015,4,340605,11.2,272
4016,5,340605,12,272
4017,6,340605,12.8,272
4018,7,340605,13.6,272
4019,8,340605,14.4,272
4020,9,340605,15.2,272
4021,10,340605,16,272
4022,11,340605,16.8,272
4023,12,340605,17.6,272
4024,13,340605,18.4,272
4025,14,340605,19.2,272
4026,0,340549,20,273
4027,1,340549,22,273
4028,2,340549,24,273
4029,3,340549,26,273
4030,4,340549,28,273
4031,5,340549,30,273
4032,6,340549,32,273
4033,7,340549,34,273
4034,8,340549,36,273
4035,9,340549,38,273
4036,10,340549,40,273
4037,11,340549,42,273
4038,12,340549,44,273
4039,13,340549,46,273
4040,14,340549,48,273
4041,0,340616,20,274
4042,1,340616,22,274
4043,2,340616,24,274
4044,3,340616,26,274
4045,4,340616,28,274
4046,5,340616,30,274
4047,6,340616,32,274
4048,7,340616,34,274
4049,8,340616,36,274
4050,9,340616,38,274
4051,10,340616,40,274
4052,11,340616,42,274
4053,12,340616,44,274
4054,13,340616,46,274
4055,14,340616,48,274
4056,0,340621,40,275
4057,1,340621,44,275
4058,2,340621,48,275
4059,3,340621,52,275
4060,4,340621,56,275
4061,5,340621,60,275
4062,6,340621,64,275
4063,7,340621,68,275
4064,8,340621,72,275
4065,9,340621,76,275
4066,10,340621,80,275
4067,11,340621,84,275
4068,12,340621,88,275
4069,13,340621,92,275
4070,14,340621,96,275
4071,0,340550,-10,276
4072,1,340550,-11,276
4073,2,340550,-12,276
4074,3,340550,-13,276
4075,4,340550,-14,276
4076,5,340550,-15,276
4077,6,340550,-16,276
4078,7,340550,-17,276
4079,8,340550,-18,276
4080,9,340550,-19,276
4081,10,340550,-20,276
4082,11,340550,-21,276
4083,12,340550,-22,276
4084,13,340550,-23,276
4085,14,340550,-24,276
4086,0,341378,-10,277
4087,1,341378,-11,277
4088,2,341378,-12,277
4089,3,341378,-13,277
4090,4,341378,-14,277
4091,5,341378,-15,277
4092,6,341378,-16,277
4093,7,341378,-17,277
4094,8,341378,-18,277
4095,9,341378,-19,277
4096,10,341378,-20,277
4097,11,341378,-21,277
4098,12,341378,-22,277
4099,13,341378,-23,277
4100,14,341378,-24,277
4101,0,341447,6,278
4102,1,341447,6.6,278
4103,2,341447,7.2,278
4104,3,341447,7.8,278
4105,4,341447,8.4,278
4106,5,341447,9,278
4107,6,341447,9.6,278
4108,7,341447,10.2,278
4109,8,341447,10.8,278
4110,9,341447,11.4,278
4111,10,341447,12,278
4112,11,341447,12.6,278
4113,12,341447,13.2,278
4114,13,341447,13.8,278
4115,14,341447,14.4,278
4116,0,341446,15,279
4117,1,341446,16.5,279
4118,2,341446,18,279
4119,3,341446,19.5,279
4120,4,341446,21,279
4121,5,341446,22.5,279
4122,6,341446,24,279
4123,7,341446,25.5,279
4124,8,341446,27,279
4125,9,341446,28.5,279
4126,10,341446,30,279
4127,11,341446,31.5,279
4128,12,341446,33,279
4129,13,341446,34.5,279
4130,14,341446,36,279
4131,0,341383,8,280
4132,1,341383,8.8,280
4133,2,341383,9.6,280
4134,3,341383,10.4,280
4135,4,341383,11.2,280
4136,5,341383,12,280
4137,6,341383,12.8,280
4138,7,341383,13.6,280
4139,8,341383,14.4,280
4140,9,341383,15.2,280
4141,10,341383,16,280
4142,11,341383,16.8,280
4143,12,341383,17.6,280
4144,13,341383,18.4,280
4145,14,341383,19.2,280
4146,14,339576,12,203
4147,0,344358,25,281
4148,1,344358,27.5,281
4149,2,344358,30,281
4150,3,344358,32.5,281
4151,4,344358,35,281
4152,5,344358,37.5,281
4153,6,344358,40,281
4154,7,344358,42.5,281
4155,8,344358,45,281
4156,9,344358,47.5,281
4157,10,344358,50,281
4158,11,344358,52.5,281
4159,12,344358,55,281
4160,13,344358,57.5,281
4161,14,344358,60,281
4162,0,346747,1000,282
4163,1,346747,1100,282
4164,2,346747,1200,282
4165,3,346747,1300,282
4166,4,346747,1400,282
4167,5,346747,1500,282
4168,6,346747,1600,282
4169,7,346747,1700,282
4170,8,346747,1800,282
4171,9,346747,1900,282
4172,10,346747,2000,282
4173,11,346747,2100,282
4174,12,346747,2200,282
4175,13,346747,2300,282
4176,14,346747,2400,282
4177,12,338682,-12,131
4178,13,338682,-12.5,131
4179,14,338682,-13,131
4180,0,357888,25,283
4181,1,357888,27.5,283
4182,2,357888,30,283
4183,3,357888,32.5,283
4184,4,357888,35,283
4185,5,357888,37.5,283
4186,6,357888,40,283
4187,7,357888,42.5,283
4188,8,357888,45,283
4189,9,357888,47.5,283
4190,10,357888,50,283
4191,11,357888,52.5,283
4192,12,357888,55,283
4193,13,357888,57.5,283
4194,14,357888,60,283
4195,0,357902,2,284
4196,1,357902,2.1,284
4197,2,357902,2.4,284
4198,3,357902,2.6,284
4199,4,357902,2.8,284
4200,5,357902,3,284
4201,6,357902,3.2,284
4202,7,357902,3.4,284
4203,8,357902,3.6,284
4204,9,357902,3.8,284
4205,10,357902,4,284
4206,11,357902,4.2,284
4207,12,357902,4.4,284
4208,13,357902,4.6,284
4209,14,357902,4.8,284
4210,0,387270,1000,285
4211,1,387270,1200,285
4212,2,387270,1400,285
4213,3,387270,1600,285
4214,4,387270,1800,285
4215,5,387270,2000,285
4216,6,387270,2200,285
4217,7,387270,2400,285
4218,8,387270,2600,285
4219,9,387270,2800,285
4220,10,387270,3000,285
4221,11,387270,3200,285
4222,12,387270,3400,285
4223,13,387270,3600,285
4224,14,387270,3800,285
4225,0,387240,3,286
4226,1,387240,3.3,286
4227,2,387240,3.6,286
4228,3,387240,3.9,286
4229,4,387240,4.2,286
4230,5,387240,4.5,286
4231,6,387240,4.8,286
4232,7,387240,5.1,286
4233,8,387240,5.4,286
4234,9,387240,5.7,286
4235,10,387240,6,286
4236,11,387240,6.3,286
4237,12,387240,6.6,286
4238,13,387240,6.9,286
4239,14,387240,7.2,286
4240,0,387267,-6000,287
4241,1,387267,-7000,287
4242,2,387267,-8000,287
4243,3,387267,-9000,287
4244,4,387267,-10000,287
4245,5,387267,-11000,287
4246,6,387267,-12000,287
4247,7,387267,-13000,287
4248,8,387267,-14000,287
4249,9,387267,-15000,287
4250,10,387267,-16000,287
4251,11,387267,-17000,287
4252,12,387267,-18000,287
4253,13,387267,-19000,287
4254,14,387267,-20000,287
4255,0,387228,2,288
4256,1,387228,2.2,288
4257,2,387228,2.4,288
4258,3,387228,2.6,288
4259,4,387228,2.8,288
4260,5,387228,3,288
4261,6,387228,3.2,288
4262,7,387228,3.4,288
4263,8,387228,3.6,288
4264,9,387228,3.8,288
4265,10,387228,4,288
4266,11,387228,4.2,288
4267,12,387228,4.4,288
4268,13,387228,4.6,288
4269,14,387228,4.8,288
4270,0,387227,-2,289
4271,1,387227,-2.2,289
4272,2,387227,-2.4,289
4273,3,387227,-2.6,289
4274,4,387227,-2.8,289
4275,5,387227,-3,289
4276,6,387227,-3.2,289
4277,7,387227,-3.4,289
4278,8,387227,-3.6,289
4279,9,387227,-3.8,289
4280,10,387227,-4,289
4281,11,387227,-4.2,289
4282,12,387227,-4.4,289
4283,13,387227,-4.6,289
4284,14,387227,-4.8,289
4285,0,387225,4,290
4286,1,387225,4.4,290
4287,2,387225,4.8,290
4288,3,387225,5.2,290
4289,4,387225,5.6,290
4290,5,387225,6,290
4291,6,387225,6.4,290
4292,7,387225,6.8,290
4293,8,387225,7.2,290
4294,9,387225,7.6,290
4295,10,387225,8,290
4296,11,387225,8.4,290
4297,12,387225,8.8,290
4298,13,387225,9.2,290
4299,14,387225,9.6,290
4300,0,387201,1.6,291
4301,1,387201,1.7,291
4302,2,387201,1.8,291
4303,3,387201,1.9,291
4304,4,387201,2,291
4305,5,387201,2.1,291
4306,6,387201,2.2,291
4307,7,387201,2.3,291
4308,8,387201,2.4,291
4309,9,387201,2.5,291
4310,10,387201,2.6,291
4311,11,387201,2.7,291
4312,12,387201,2.8,291
4313,13,387201,2.9,291
4314,14,387201,3,291
4315,0,387222,1.6,292
4316,1,387222,1.7,292
4317,2,387222,1.8,292
4318,3,387222,1.9,292
4319,4,387222,2,292
4320,5,387222,2.1,292
4321,6,387222,2.2,292
4322,7,387222,2.3,292
4323,8,387222,2.4,292
4324,9,387222,2.5,292
4325,10,387222,2.6,292
4326,11,387222,2.7,292
4327,12,387222,2.8,292
4328,13,387222,2.9,292
4329,14,387222,3,292
4330,0,387202,1.6,293
4331,1,387202,1.7,293
4332,2,387202,1.8,293
4333,3,387202,1.9,293
4334,4,387202,2,293
4335,5,387202,2.1,293
4336,6,387202,2.2,293
4337,7,387202,2.3,293
4338,8,387202,2.4,293
4339,9,387202,2.5,293
4340,10,387202,2.6,293
4341,11,387202,2.7,293
4342,12,387202,2.8,293
4343,13,387202,2.9,293
4344,14,387202,3,293
4345,0,387198,1.2,294
4346,1,387198,1.3,294
4347,2,387198,1.4,294
4348,3,387198,1.5,294
4349,4,387198,1.6,294
4350,5,387198,1.7,294
4351,6,387198,1.8,294
4352,7,387198,1.9,294
4353,8,387198,2,294
4354,9,387198,2.1,294
4355,10,387198,2.2,294
4356,11,387198,2.3,294
4357,12,387198,2.4,294
4358,13,387198,2.5,294
4359,14,387198,2.6,294
