ID,BattlePetAbilityID,RequiredLevel,SlotEnum,BattlePetSpeciesID
7759,377,1,0,1189
7760,493,2,1,1189
7761,347,4,2,1189
7762,563,1,0,1190
7763,576,2,1,1190
7764,252,4,2,1190
7765,419,1,0,1191
7766,297,2,1,1191
7767,310,4,2,1191
7768,412,1,0,1192
7769,376,2,1,1192
7770,364,4,2,1192
7771,782,1,0,1193
7772,513,2,1,1193
7773,123,4,2,1193
7774,492,1,0,1194
7775,536,2,1,1194
7776,802,4,2,1194
7777,626,1,0,1195
7778,118,2,1,1195
7779,360,4,2,1195
7780,507,1,0,1129
7781,631,2,1,1129
7782,541,4,2,1129
7783,110,1,0,1196
7784,247,2,1,1196
7785,404,4,2,1196
7786,119,10,0,1196
7787,905,15,1,1196
7788,165,20,2,1196
7789,110,1,0,1197
7790,905,2,1,1197
7791,165,4,2,1197
7792,477,10,0,1197
7793,206,15,1,1197
7794,479,20,2,1197
7795,110,1,0,1198
7796,905,2,1,1198
7797,159,4,2,1198
7798,119,10,0,1198
7799,628,15,1,1198
7800,572,20,2,1198
7807,958,1,0,1200
7808,571,2,1,1200
7809,920,4,2,1200
7810,377,10,0,1200
7811,163,15,1,1200
7812,960,20,2,1200
7819,420,1,0,1202
7820,514,2,1,1202
7821,581,4,2,1202
7822,112,10,0,1202
7823,369,15,1,1202
7824,936,20,2,1202
7831,943,1,0,1204
7832,527,2,1,1204
7833,941,4,2,1204
7837,958,1,0,1205
7838,571,2,1,1205
7839,920,4,2,1205
7840,377,10,0,1205
7841,163,15,1,1205
7842,960,20,2,1205
7843,118,1,0,1206
7844,230,2,1,1206
7845,513,4,2,1206
7846,380,10,0,1206
7847,922,15,1,1206
7848,315,20,2,1206
7849,509,1,0,1207
7850,922,2,1,1207
7851,297,4,2,1207
7852,483,10,0,1207
7853,592,15,1,1207
7854,489,20,2,1207
7855,118,1,0,1208
7856,230,2,1,1208
7857,513,4,2,1208
7858,509,10,0,1208
7859,922,15,1,1208
7860,259,20,2,1208
7861,118,1,0,1209
7862,230,2,1,1209
7863,564,4,2,1209
7864,509,10,0,1209
7865,123,15,1,1209
7866,922,20,2,1209
7871,110,1,0,1211
7872,364,2,1,1211
7873,538,4,2,1211
7874,921,10,0,1211
7875,920,15,1,1211
7876,919,20,2,1211
7877,110,1,0,1212
7878,364,2,1,1212
7879,917,4,2,1212
7880,921,10,0,1212
7881,920,15,1,1212
7882,305,20,2,1212
7883,110,1,0,1213
7884,364,2,1,1213
7885,917,4,2,1213
7886,193,10,0,1213
7887,920,15,1,1213
7888,919,20,2,1213
7889,906,15,1,1175
7890,325,20,2,1175
7892,165,2,1,1176
7893,576,4,2,1176
7894,119,10,0,1176
7895,905,15,1,1176
7896,247,20,2,1176
7897,276,1,0,1201
7898,564,2,1,1201
7899,779,4,2,1201
7900,908,10,0,1201
7901,906,15,1,1201
7902,909,20,2,1201
7903,436,2,1,1177
7904,621,4,2,1177
7905,910,10,0,1177
7906,453,15,1,1177
7907,912,20,2,1177
7908,914,15,1,1185
7909,913,20,2,1185
7910,942,10,0,1204
7911,945,15,1,1204
7912,580,20,2,1204
7934,429,1,0,1226
7935,314,2,1,1226
7936,362,4,2,1226
7937,158,10,0,1226
7938,312,15,1,1226
7939,535,20,2,1226
8006,210,1,0,1238
8007,212,2,1,1238
8008,652,4,2,1238
8009,422,10,0,1238
8010,218,15,1,1238
8011,321,20,2,1238
8016,445,1,0,1243
8017,447,2,1,1243
8018,450,4,2,1243
8019,449,10,0,1243
8020,369,15,1,1243
8021,957,20,2,1243
8022,445,1,0,1244
8023,447,2,1,1244
8024,450,4,2,1244
8025,449,10,0,1244
8026,657,15,1,1244
8027,957,20,2,1244
8028,668,1,0,1245
8029,527,2,1,1245
8030,447,4,2,1245
8031,449,10,0,1245
8032,450,15,1,1245
8033,448,20,2,1245
8034,116,1,0,1227
8035,646,2,1,1227
8036,301,4,2,1227
8037,389,10,0,1227
8038,390,15,1,1227
8039,209,20,2,1227
8040,406,1,0,1228
8041,409,2,1,1228
8042,407,4,2,1228
8043,178,10,0,1228
8044,282,15,1,1228
8045,466,20,2,1228
8046,113,1,0,1229
8047,409,2,1,1229
8048,567,4,2,1229
8049,763,10,0,1229
8050,503,15,1,1229
8051,466,20,2,1229
8052,406,1,0,1230
8053,419,2,1,1230
8054,350,4,2,1230
8055,249,10,0,1230
8056,532,15,1,1230
8057,418,20,2,1230
8058,445,1,0,1231
8059,369,2,1,1231
8060,123,4,2,1231
8061,380,10,0,1231
8062,447,15,1,1231
8063,448,20,2,1231
8064,110,1,0,1237
8065,538,2,1,1237
8066,513,4,2,1237
8067,424,10,0,1237
8068,276,15,1,1237
8069,418,20,2,1237
8070,110,1,0,1236
8071,800,2,1,1236
8072,190,4,2,1236
8073,355,10,0,1236
8074,362,15,1,1236
8075,578,20,2,1236
8076,429,1,0,1235
8077,492,2,1,1235
8078,501,4,2,1235
8079,184,10,0,1235
8080,515,15,1,1235
8081,170,20,2,1235
8082,422,1,0,1234
8083,212,2,1,1234
8084,218,4,2,1234
8085,608,10,0,1234
8086,444,15,1,1234
8087,486,20,2,1234
8088,482,1,0,1232
8089,323,2,1,1232
8090,593,4,2,1232
8091,473,10,0,1232
8092,465,15,1,1232
8093,488,20,2,1232
8094,384,1,0,1233
8095,278,2,1,1233
8096,901,4,2,1233
8097,202,10,0,1233
8098,644,15,1,1233
8099,208,20,2,1233
8100,575,1,0,1247
8101,413,2,1,1247
8102,624,4,2,1247
8103,630,1,0,1248
8104,964,2,1,1248
8105,402,4,2,1248
8106,962,10,0,1248
8107,268,15,1,1248
8108,404,20,2,1248
8121,111,1,0,1255
8122,800,2,1,1255
8123,760,4,2,1255
8124,532,10,0,1255
8125,158,15,1,1255
8126,350,20,2,1255
8127,1021,1,0,1256
8128,1020,2,1,1256
8129,1025,4,2,1256
8130,1022,10,0,1256
8131,1026,15,1,1256
8132,1024,20,2,1256
8133,253,1,0,1257
8134,476,2,1,1257
8141,971,1,0,1258
8142,117,2,1,1258
8143,124,4,2,1258
8144,110,1,0,1259
8145,380,1,0,1259
8146,382,1,1,1259
8147,917,1,1,1259
8148,250,1,2,1259
8155,974,1,0,1266
8156,1016,2,1,1266
8157,997,4,2,1266
8161,974,1,0,1267
8162,595,2,1,1267
8163,1016,4,2,1267
8164,110,1,0,1268
8165,162,2,1,1268
8166,571,4,2,1268
8167,504,1,0,1269
8168,568,2,1,1269
8169,170,4,2,1269
8173,975,1,0,1271
8174,977,2,1,1271
8175,609,4,2,1271
8200,978,1,0,1276
8201,362,2,1,1276
8202,979,4,2,1276
8203,110,10,0,1276
8204,165,15,1,1276
8205,980,20,2,1276
8206,983,1,0,1277
8207,392,2,1,1277
8209,1004,1,0,1278
8210,1005,2,1,1278
8211,1003,4,2,1278
8212,985,1,0,1279
8215,1008,1,0,1280
8216,354,2,1,1280
8217,1010,4,2,1280
8218,193,1,0,1281
8219,996,2,1,1281
8221,110,1,0,1282
8222,376,2,1,1282
8223,541,4,2,1282
8224,122,1,0,1283
8225,488,2,1,1283
8226,753,4,2,1283
8227,452,1,0,1284
8230,112,1,0,1285
8231,592,2,1,1285
8232,803,4,2,1285
8233,110,1,0,1286
8234,312,2,1,1286
8235,536,4,2,1286
8236,455,1,0,1287
8237,204,2,1,1287
8238,710,4,2,1287
8239,1088,1,0,1288
8240,1013,2,1,1288
8241,1012,4,2,1288
8242,849,1,0,1289
8243,851,2,1,1289
8244,159,4,2,1289
8245,412,1,0,1290
8246,905,2,1,1290
8247,917,4,2,1290
8248,429,1,0,1291
8249,117,2,1,1291
8250,321,4,2,1291
8251,111,1,0,1292
8252,1015,2,1,1292
8253,124,4,2,1292
8254,355,1,0,1293
8255,1078,2,1,1293
8256,1077,4,2,1293
8260,253,1,0,1295
8261,227,2,1,1295
8262,568,4,2,1295
8263,249,1,0,1296
8264,230,2,1,1296
8265,668,4,2,1296
8266,513,1,0,1297
8267,297,2,1,1297
8268,564,4,2,1297
8269,421,1,0,1298
8270,123,2,1,1298
8271,751,4,2,1298
8272,499,1,0,1299
8273,786,2,1,1299
8274,624,4,2,1299
8275,393,1,0,1300
8276,809,2,1,1300
8277,606,4,2,1300
8278,115,1,0,1301
8279,611,2,1,1301
8280,503,4,2,1301
8283,252,2,1,1279
8284,578,4,2,1279
8285,989,4,2,1277
8286,1027,1,0,1303
8292,115,1,0,1304
8293,597,2,1,1304
8294,170,4,2,1304
8295,1031,10,0,1304
8296,1032,15,1,1304
8297,277,20,2,1304
8298,377,1,0,1305
8299,376,2,1,1305
8300,1019,4,2,1305
8301,1095,10,0,1305
8302,273,15,1,1305
8303,1029,20,2,1305
8306,1007,4,2,1281
8307,1027,1,0,1311
8308,998,2,1,1311
8309,254,4,2,1311
8310,254,2,1,1284
8311,456,4,2,1284
8322,1082,1,0,1317
8323,597,2,1,1317
8324,170,4,2,1317
8328,377,1,0,1319
8329,1019,2,1,1319
8330,273,4,2,1319
8331,254,2,1,1303
8332,998,4,2,1303
8333,504,10,0,1303
8334,592,15,1,1303
8335,568,20,2,1303
8336,110,10,0,1266
8337,595,15,1,1266
8338,536,20,2,1266
8342,983,1,0,1320
8343,989,2,1,1320
8344,985,4,2,1320
8345,1002,10,0,1320
8346,392,15,1,1320
8347,293,20,2,1320
8348,184,1,0,1321
8349,230,2,1,1321
8350,186,4,2,1321
8351,581,10,0,1321
8352,922,15,1,1321
8353,509,20,2,1321
8354,113,1,0,1322
8355,647,2,1,1322
8356,282,4,2,1322
8357,116,10,0,1322
8358,1041,15,1,1322
8359,1025,20,2,1322
8360,630,1,0,1323
8361,753,2,1,1323
8362,400,4,2,1323
8363,111,10,0,1323
8364,592,15,1,1323
8365,318,20,2,1323
8366,504,1,0,1324
8367,1040,2,1,1324
8368,507,4,2,1324
8369,514,10,0,1324
8370,506,15,1,1324
8371,508,20,2,1324
8372,113,1,0,1325
8373,506,2,1,1325
8374,1040,4,2,1325
8375,504,10,0,1325
8376,168,15,1,1325
8377,508,20,2,1325
8378,420,1,0,1326
8379,506,2,1,1326
8380,508,4,2,1326
8381,186,10,0,1326
8382,308,15,1,1326
8383,204,20,2,1326
8390,756,1,0,1328
8391,564,2,1,1328
8392,657,4,2,1328
8393,449,10,0,1328
8394,934,15,1,1328
8395,1043,20,2,1328
8396,119,1,0,1329
8397,1047,2,1,1329
8398,307,4,2,1329
8399,110,10,0,1329
8400,1045,15,1,1329
8402,152,1,0,1330
8403,1050,2,1,1330
8404,159,4,2,1330
8405,156,10,0,1330
8406,165,15,1,1330
8407,1049,20,2,1330
8408,447,1,0,1331
8409,1051,2,1,1331
8410,668,4,2,1331
8411,276,10,0,1331
8412,450,15,1,1331
8413,218,20,2,1331
8414,1056,1,0,1332
8415,256,2,1,1332
8416,468,4,2,1332
8417,448,10,0,1332
8418,1055,15,1,1332
8420,1060,1,0,1333
8421,431,2,1,1333
8422,1051,4,2,1333
8423,432,10,0,1333
8424,1062,15,1,1333
8425,418,20,2,1333
8426,152,1,0,1334
8427,1063,2,1,1334
8428,919,4,2,1334
8429,532,10,0,1334
8430,1065,15,1,1334
8431,1050,20,2,1334
8432,113,1,0,1335
8433,1040,2,1,1335
8434,179,4,2,1335
8435,1066,10,0,1335
8436,172,15,1,1335
8437,1068,20,2,1335
8438,1008,1,0,1336
8439,572,2,1,1336
8440,1010,4,2,1336
8441,354,10,0,1336
8442,1070,15,1,1336
8443,1072,20,2,1336
8444,803,1,0,1337
8445,1073,2,1,1337
8446,513,4,2,1337
8447,355,10,0,1337
8448,123,15,1,1337
8449,423,20,2,1337
8450,118,1,0,1338
8451,572,2,1,1338
8452,706,4,2,1338
8453,233,10,0,1338
8454,1087,15,1,1338
8456,1035,1,0,1339
8457,1036,2,1,1339
8458,406,4,2,1339
8462,366,20,2,1329
8463,219,1,0,1343
8464,1054,2,1,1343
8465,762,4,2,1343
8466,110,10,0,1343
8467,312,15,1,1343
8468,1052,20,2,1343
8469,214,20,2,1332
8470,110,1,0,1344
8471,914,2,1,1344
8472,193,4,2,1344
8473,566,10,0,1344
8474,283,15,1,1344
8476,663,20,2,1338
8477,367,1,0,1345
8478,369,2,1,1345
8479,160,4,2,1345
8480,706,10,0,1345
8481,541,15,1,1345
8482,159,20,2,1345
8483,119,1,0,1346
8484,1032,2,1,1346
8485,247,4,2,1346
8486,429,10,0,1346
8487,595,15,1,1346
8488,254,20,2,1346
8495,1082,1,0,1348
8496,597,2,1,1348
8497,168,4,2,1348
8498,432,10,0,1348
8499,178,15,1,1348
8500,1084,20,2,1348
8502,1079,1,0,1349
8503,1080,2,1,1349
8504,1076,4,2,1349
8505,413,10,0,1349
8506,624,15,1,1349
8507,206,20,2,1349
8508,997,20,2,1344
8509,1094,1,0,1351
8510,214,2,1,1351
8511,1093,4,2,1351
8515,648,10,0,1351
8516,212,15,1,1351
8517,1091,20,2,1351
8518,123,1,0,1352
8519,922,2,1,1352
8520,539,4,2,1352
8524,1060,1,0,1354
8525,916,2,1,1354
8526,386,4,2,1354
8532,110,1,0,1363
8533,1109,2,1,1363
8534,1110,4,2,1363
8535,1108,10,0,1363
8538,1099,1,0,1364
8539,1106,2,1,1364
8540,1103,4,2,1364
8541,1100,10,0,1364
8542,1105,15,1,1364
8543,1101,20,2,1364
8544,1121,1,0,1365
8545,592,2,1,1365
8546,312,4,2,1365
8547,1085,10,0,1365
8548,763,15,1,1365
8550,380,4,2,1257
8551,1112,15,1,1363
8552,1116,20,2,1363
8561,1125,20,2,1365
8594,112,1,0,1386
8595,256,2,1,1386
8596,517,4,2,1386
8597,1238,10,0,1386
8598,665,15,1,1386
8599,1232,20,2,1386
24404,648,1,0,4329
24405,2530,2,1,4329
24406,2531,4,2,4329
24407,2532,10,0,4329
24408,624,15,1,4329
24409,2533,20,2,4329
24486,2534,1,0,4532
24487,1121,2,1,4532
24488,934,4,2,4532
24489,2535,10,0,4532
24490,2536,15,1,4532
24491,310,20,2,4532
