ID,Name_lang,Location_lang,Description_lang,MapPos[0],MapPos[1],WorldPos[0],WorldPos[1],GarrTypeID,GarrMissionTypeID,GarrFollowerTypeID,MaxFollowers,MissionCost,MissionCostCurrencyTypesID,OfferedGarrMissionTextureID,UiTextureKitID,EnvGarrMechanicID,EnvGarrMechanicTypeID,PlayerConditionID,GarrMissionSetID,TargetLevel,TargetItemLevel,MissionDuration,TravelDuration,OfferDuration,BaseCompletionChance,BaseFollowerXP,OvermaxRewardPackID,FollowerDeathChance,AreaID,Flags,AutoMissionScalar,AutoMissionScalarCurveID,AutoCombatantEnvCasterID
1667,Time Tested,Azsuna,,356,397,-210.65234,6394.5005,3,71,4,3,250,1220,0,246,0,0,0,233,110,885,28800,0,129600,0,3000,672,0,8625,0,1,0,0
1668,Never Again,Stormheim,,592,219,3142.1494,1961.9912,3,71,4,3,150,1220,0,250,0,0,0,234,110,900,32400,0,129600,0,3000,672,0,8596,0,1,0,0
1669,Traitors Below,Highmountain,,504,151,4420.7695,3609.9814,3,71,4,3,250,1220,0,248,0,0,0,233,110,885,21600,0,129600,0,3000,672,0,8646,0,1,0,0
1670,Sooner Than We Thought,Suramar,,460,303,1550.9893,4433.9707,3,71,4,3,300,1220,0,251,0,0,0,233,110,885,43200,0,129600,0,3000,304,0,7637,0,1,0,0
1671,Deliverance,Broken Shore,,542,459,-1375.6104,2899.6387,3,71,4,3,150,1220,0,249,0,0,0,234,110,900,43200,0,129600,0,3000,255,0,7796,0,1,0,0
1672,Prisoners of Value,Val'sharah,,341,217,3170.5696,6678.64,3,71,4,3,250,1220,0,252,0,0,0,233,110,890,25200,0,129600,0,3000,672,0,7558,0,1,0,0
1673,Stained Visions,Azsuna,,338,379,130.31055,6735.4707,3,71,4,3,100,1220,0,246,0,0,0,234,110,900,10800,0,129600,0,3000,299,0,8625,0,1,0,0
1674,Great Steaks,Highmountain,,482,154,4363.9395,4036.1797,3,71,4,3,250,1220,0,248,0,0,0,233,110,890,28800,0,129600,0,3000,672,0,8646,0,1,0,0
1675,Mead Indeed,Stormheim,,618,220,3113.7393,1478.96,3,71,4,3,250,1220,0,250,0,0,0,233,110,890,28800,0,129600,0,3000,672,0,8596,0,1,0,0
1676,Don't Spill a Drop,Suramar,,447,306,1494.1694,4689.6904,3,71,4,3,250,1220,0,251,0,0,0,233,110,890,43200,0,129600,0,3000,672,0,7637,0,1,0,0
1680,The Tomb of Sargeras,Broken Shore,,575,417,-580.0303,2274.54,3,76,4,3,500,1220,0,249,125,0,49056,235,110,900,57600,0,864000,0,3000,111,0,7796,259,1,0,0
1681,The Tomb of Sargeras,Broken Shore,,575,417,-580.0303,2274.54,3,76,4,3,500,1220,0,249,125,0,49076,235,110,900,57600,0,864000,0,3000,111,0,7796,259,1,0,0
1682,The Tomb of Sargeras,Broken Shore,,575,417,-580.0303,2274.54,3,76,4,3,500,1220,0,249,125,0,49077,235,110,900,57600,0,864000,0,3000,111,0,7796,259,1,0,0
1683,The Tomb of Sargeras,Broken Shore,,575,417,-580.0303,2274.54,3,76,4,3,500,1220,0,249,125,0,49078,235,110,900,57600,0,864000,0,3000,111,0,7796,259,1,0,0
1687,Friends In High Places,Highmountain,,473,166,4136.63,4206.66,3,71,4,3,150,1220,0,248,0,0,0,26,110,900,50400,0,129600,0,3000,91,0,8646,0,1,0,0
1697,Elite Strike: The Sentinax,Broken Shore,The Command Center has provided us with time-sensitive intel on the Sentinax. Only your most elite champions and troops will have a fighting chance for this opportunity.,578,430,-835.75195,2217.71,3,71,4,3,1000,1220,0,249,123,0,48703,230,110,900,259200,0,259200,0,10000,0,0,7543,1,1,0,0
1698,Elite Strike: Legion Supply Cache,Broken Shore,"A cache of Legion supplies has been discovered, due to information received from the Command Center. Only your most elite champions and troops will have a chance to take advantage of this opportunity.",578,430,-835.75195,2217.71,3,71,4,3,1000,1220,0,249,123,0,48703,230,110,900,259200,0,259200,0,10000,0,0,7543,1,1,0,0
1699,Elite Strike: Lost Temple,Broken Shore,The Command Center reports a library of ancient scrolls hidden beneath the The Lost Temple. Only your most elite champions and troops will have a chance to take advantage of this opportunity.,578,430,-835.75195,2217.71,3,71,4,3,1000,1220,0,249,123,0,48703,230,110,900,259200,0,259200,0,10000,0,0,7543,1,1,0,0
1704,"Antorus, the Burning Throne",Antoran Wastes,"Antorus, the Legion's seat of power, is within reach. Before marching on the Burning Throne, send our forces to investigate.",696,386,0,0,3,76,4,3,500,1220,0,259,125,0,51414,247,110,950,57600,0,864000,0,3000,401,0,8899,259,1,0,0
1708,"Antorus, the Burning Throne",Antoran Wastes,"Antorus, the Legion's seat of power, is within reach. Before marching on the Burning Throne, send our forces to investigate.",696,386,0,0,3,76,4,3,500,1220,0,259,125,0,51415,247,110,950,57600,0,864000,0,3000,401,0,8899,259,1,0,0
1709,"Antorus, the Burning Throne",Antoran Wastes,"Antorus, the Legion's seat of power, is within reach. Before marching on the Burning Throne, send our forces to investigate.",696,386,0,0,3,76,4,3,500,1220,0,259,125,0,51416,247,110,950,57600,0,864000,0,3000,401,0,8899,259,1,0,0
1710,"Antorus, the Burning Throne",Antoran Wastes,"Antorus, the Legion's seat of power, is within reach. Before marching on the Burning Throne, send our forces to investigate.",696,386,0,0,3,76,4,3,500,1220,0,259,125,0,51417,247,110,950,57600,0,864000,0,3000,401,0,8899,259,1,0,0
1711,Crystallized Fel,Krokuun,Nath'raxas Hold contains a cache of fel crystals we could use to power our defenses. Infiltrate the Legion's base and recover them.,696,386,0,0,3,71,4,3,300,1220,0,259,0,0,0,237,110,900,21600,0,21600,0,3000,674,0,8574,0,1,0,0
1712,Cull Their Numbers,Krokuun,"The panthara in the Grove of Naroua are too numerous, and threaten the cragscaler population. Thin their numbers.",696,386,0,0,3,71,4,3,400,1220,0,259,0,0,0,237,110,900,25200,0,21600,0,3000,674,0,8574,0,1,0,0
1713,Foul Machinations,Krokuun,"The Legion is building a weapon in Nath'raxas Hold. Send our champions to discover what it is, and how to destroy it.",696,386,0,0,3,71,4,3,250,1220,0,259,0,0,61243,237,110,900,28800,0,21600,0,3000,253,0,8574,0,1,0,0
1714,Justice Has Come,Krokuun,The Army of the Light requires aid defending the Xenedar's wreckage. Help them hold the line.,696,386,0,0,3,71,4,3,250,1220,0,259,0,0,61243,237,110,900,21600,0,21600,0,3000,253,0,8574,0,1,0,0
1715,Calamitous Consequences,Krokuun,Powerful weaponry must be removed from the Xenedar before the Legion finds a way past the Army of the Light.,696,386,0,0,3,71,4,3,300,1220,0,259,0,0,0,237,110,900,25200,0,21600,0,3000,304,0,8574,0,1,0,0
1716,Spirit of the Vengeful,Krokuun,An enraged pit lord is leading a battalion of demons to retake the Annihilan Pits. Set a trap to welcome them home.,696,386,0,0,3,71,4,3,300,1220,0,259,0,0,0,237,110,900,28800,0,21600,0,3000,389,0,8574,0,1,0,0
1717,Fate of the Fallen,Krokuun,Annihilan Fanatics are attempting to recover Aggonar's remains to hasten his reconstruction. Disrupt their efforts.,696,386,0,0,3,71,4,3,1200,1220,0,259,0,0,0,237,110,900,21600,0,21600,0,3000,357,0,8574,0,1,0,0
1718,Fire At Will,Krokuun,The Legion is fortifying the Deceiver's Scar with Fel Devastators. Sabotage these cannons before they are operational.,696,386,0,0,3,71,4,3,300,1220,0,259,0,0,0,237,110,900,25200,0,21600,0,3000,304,0,8574,0,1,0,0
1719,Legion Jailbreak,Krokuun,Several Lightforged Battlesuit pilots are trapped behind enemy lines on the Shattered Fields. They must be saved.,696,386,0,0,3,71,4,3,500,1220,0,259,0,0,0,237,110,900,28800,0,21600,0,3000,674,0,8574,0,1,0,0
1720,Felbound,Krokuun,Eredar Soulshapers are creating monstrous ur'zul in the Petrified Forest. They must be stopped.,696,386,0,0,3,71,4,3,300,1220,0,259,0,0,0,237,110,900,25200,0,21600,0,3000,360,0,8574,0,1,0,0
1721,Pierce the Heart,Krokuun,The fighting is fiercest on the Shattered Fields. Turn the battle in our favor.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,0,238,110,900,43200,0,21600,0,6000,674,0,8574,0,1,0,0
1722,Fel Machinery,Krokuun,The Garothi Obliterator roaming the Argus Wastes poses a severe threat to any troop movements. It must be destroyed.,696,386,0,0,3,71,4,2,200,1220,0,259,0,0,0,238,110,900,64800,0,21600,0,6000,674,0,8574,0,1,0,0
1723,Step into the Abyss,Krokuun,Our champions can hold against an army of Legion in the Black Gorge. Do not allow the Legion access to the pass.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,61243,238,110,900,86400,0,21600,0,6000,253,0,8574,0,1,0,0
1724,Scaling the Crags,Krokuun,"There is wealth in the Argus Wastes, and the wyrmtongue know how to find it. Track one of these scavengers to their trove.",696,386,0,0,3,71,4,2,200,1220,0,259,0,0,61243,238,110,900,43200,0,21600,0,6000,253,0,8574,0,1,0,0
1725,End the Siege,Krokuun,Siegemaster Voraan is launching a new assault on Darkfall Ridge. Defend the Vindicaar against his attacks.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,0,238,110,900,64800,0,21600,0,6000,304,0,8574,0,1,0,0
1726,No Retreat,Krokuun,Tereck the Selector is capturing Krokul Wranglers in the Petrified Forest. Put an end to him.,696,386,0,0,3,71,4,2,200,1220,0,259,0,0,0,238,110,900,86400,0,21600,0,6000,390,0,8574,0,1,0,0
1727,The Big Guns,Krokuun,The Legion sends supplies from Nath'raxas Hold through the Black Gorge to the Shattered Fields. Confiscate or destroy their next shipment.,696,386,0,0,3,71,4,2,1200,1220,0,259,0,0,0,238,110,900,43200,0,21600,0,6000,357,0,8574,0,1,0,0
1728,Dashed Defenses,Krokuun,Life continues to flourish in the Grove of Naroua. It must be protected from Legion patrols.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,0,238,110,900,64800,0,21600,0,6000,304,0,8574,0,1,0,0
1729,Buried,Krokuun,The krokul want to recover lost artifacts from the ruins of Darkfall Ridge. Guard against Legion attacks while they work.,696,386,0,0,3,71,4,2,200,1220,0,259,0,0,0,238,110,900,86400,0,21600,0,6000,674,0,8574,0,1,0,0
1730,Chaos Theorem,Krokuun,Kil'jaeden's vessel contains powerful artifacts. Send our champions into the wreckage to recover what they can.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,0,238,110,900,64800,0,21600,0,6000,360,0,8574,0,1,0,0
1731,Their Emancipation,Eredath,Shadow-touched Krokul have enslaved their brethren in the Ruins of Oronaar. Liberate them from the maddening whispers of the void.,696,386,0,0,3,71,4,3,400,1220,0,259,0,0,0,239,110,925,21600,0,21600,0,3000,674,0,8701,0,1,0,0
1732,Preserving Memory,Eredath,Spirits of the distant past relive their final nightmares in Triumvirate's End. Set them to rest.,696,386,0,0,3,71,4,3,300,1220,0,259,127,0,0,239,110,925,25200,0,21600,0,3000,674,0,8701,0,1,0,0
1733,Invasive Doubts,Eredath,Void begins to encroach on the Circle of the Aspirants. Do not allow the void to control any more of Eredath.,696,386,0,0,3,71,4,3,250,1220,0,259,127,0,61243,239,110,925,28800,0,21600,0,3000,253,0,8701,0,1,0,0
1734,Make Haste,Eredath,The Azurelight Bazaar once contained all manner of ancient treasure. Comb through the wreckage.,696,386,0,0,3,71,4,3,250,1220,0,259,0,0,61243,239,110,925,21600,0,21600,0,3000,253,0,8701,0,1,0,0
1735,Far from Home,Eredath,Reinforce the Shadow's Concourse so the ethereals cannot move freely between the Umbra Hollows and Shadowguard Incursion.,696,386,0,0,3,71,4,3,300,1220,0,259,0,0,0,239,110,925,25200,0,21600,0,3000,304,0,8701,0,1,0,0
1736,Foreshadowing,Eredath,"Legion hunters overrun the Arinor Gardens. Determine their mission, and prevent its conclusion.",696,386,0,0,3,71,4,3,300,1220,0,259,0,0,0,239,110,925,28800,0,21600,0,3000,389,0,8701,0,1,0,0
1737,Entreat the Fallen,Eredath,"Before they turned to fel, the eredar were masters of the arcane. Explore the Praetorium in search of lost magic.",696,386,0,0,3,71,4,3,1800,1220,0,259,0,0,0,239,110,925,21600,0,21600,0,3000,358,0,8701,0,1,0,0
1738,Evasive Species,Eredath,Void aberrations are spilling out of the Umbra Hollows. Cull their numbers before they overrun Eredath.,696,386,0,0,3,71,4,3,300,1220,0,259,127,0,0,239,110,925,25200,0,21600,0,3000,304,0,8701,0,1,0,0
1739,Delusional,Eredath,The voidscarred of Oronaar Collapse are beyond reaching. End their suffering.,696,386,0,0,3,71,4,3,300,1220,0,259,0,0,0,239,110,925,28800,0,21600,0,3000,361,0,8701,0,1,0,0
1740,Encroaching Gloom,Eredath,The veil between Eredath and the void is fragile within Isolon. Prevent the shadowguard from exploiting this weakness.,696,386,0,0,3,71,4,3,500,1220,0,259,0,0,0,239,110,925,25200,0,21600,0,3000,674,0,8701,0,1,0,0
1741,Coalescing Void,Eredath,The waters flowing in the Prophet's Reflection are free of fel and void corruption. Discover how this has come to pass.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,0,240,110,925,43200,0,21600,0,6000,674,0,8701,0,1,0,0
1742,Memories of the Lost,Eredath,Vigilants endlessly patrol Azurelight Square. Recover any vigilants that can be purified. Destroy those that cannot.,696,386,0,0,3,71,4,2,200,1220,0,259,0,0,0,240,110,925,64800,0,21600,0,6000,674,0,8701,0,1,0,0
1743,Unravelling the Madness,Eredath,The shadowguard within the Umbra Hollows must be stopped. Send our champions to halt their rituals.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,61243,240,110,925,86400,0,21600,0,6000,253,0,8701,0,1,0,0
1744,Argus Antiquities,Eredath,"Millennia ago, Azurelight Bazaar was a thriving marketplace. Lost treasures of the eredar may still remain.",696,386,0,0,3,71,4,2,200,1220,0,259,0,0,61243,240,110,925,43200,0,21600,0,6000,253,0,8701,0,1,0,0
1745,Nether or Not,Eredath,Roving voidcallers are increasing the shadow's influence in the Shadowguard Incursion. Destroy them.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,0,240,110,925,72000,0,21600,0,6000,304,0,8701,0,1,0,0
1746,Wretched Echoes,Eredath,"Power flows through the Conservatory of the Arcane. Augari Wakeners practice their craft in death, and must be purged.",696,386,0,0,3,71,4,2,200,1220,0,259,0,0,0,240,110,925,86400,0,21600,0,6000,390,0,8701,0,1,0,0
1747,Dark Premonition,Eredath,The Talgathi vessel above Kil'jaeden's Terrace ensures the Legion's control over the area. Find a way to dismantle it.,696,386,0,0,3,71,4,2,1800,1220,0,259,0,0,0,240,110,925,43200,0,21600,0,6000,358,0,8701,0,1,0,0
1748,Disorderly Conduct,Eredath,The knowledge to create more vigilants rests within the Wakener's Enclave. Send your champions to retrieve it.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,0,240,110,925,64800,0,21600,0,6000,304,0,8701,0,1,0,0
1749,Calming the Nether,Eredath,Shadowguard Abyss Callers  attempt to summon another void lord through the Umbral Locus. Prevent their ritual from succeeding.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,0,240,110,925,86400,0,21600,0,6000,361,0,8701,0,1,0,0
1750,Fabric of Reality,Eredath,Void Harvesters are collecting a tremendous amount of void energy in the Shadowguard Incursion. They must be destroyed!,696,386,0,0,3,71,4,2,200,1220,0,259,0,0,0,240,110,925,64800,0,21600,0,6000,674,0,8701,0,1,0,0
1751,Go to Fel,Antoran Wastes,The Defiled Path leads straight to the Burning Breach. Scout ahead for a path across.,696,386,0,0,3,71,4,3,300,1220,0,259,128,0,0,241,110,950,21600,0,21600,0,3000,674,0,8899,0,1,0,0
1752,Return Fire,Antoran Wastes,Infernals blaze across Keeper's Juncture. Banish them back into the Nether.,696,386,0,0,3,71,4,3,400,1220,0,259,0,0,0,241,110,950,25200,0,21600,0,3000,674,0,8899,0,1,0,0
1753,Tech Advantage,Antoran Wastes,The Legion's explosive munitions are crafted in Felfire Armory. Steal as many as you can.,696,386,0,0,3,71,4,3,250,1220,0,259,127,0,61243,241,110,950,28800,0,21600,0,3000,402,0,8899,0,1,0,0
1754,The Wait Has Ended,Antoran Wastes,Venture near the Burning Breach. Measure the Legion's defenses.,696,386,0,0,3,71,4,3,250,1220,0,259,128,0,61243,241,110,950,21600,0,21600,0,3000,402,0,8899,0,1,0,0
1755,The Legion's Vanguard,Antoran Wastes,"Legion vessels dock at Terminus, taking on soldiers and supplies for their assaults against Azeroth. Bring those vessels down.",696,386,0,0,3,71,4,3,300,1220,0,259,0,0,0,241,110,950,25200,0,21600,0,3000,304,0,8899,0,1,0,0
1756,Portal Keepers,Antoran Wastes,Eredar summoners call massive infernals from the Nether. Disrupt their portals.,696,386,0,0,3,71,4,3,300,1220,0,259,0,0,0,241,110,950,28800,0,21600,0,3000,389,0,8899,0,1,0,0
1757,Overwhelming Odds,Antoran Wastes,Two massive fel cannons are wearing down the Vindicaar's shields. Disable them!,696,386,0,0,3,71,4,3,2400,1220,0,259,0,0,0,241,110,950,21600,0,21600,0,3000,359,0,8899,0,1,0,0
1758,Prevent Apocalypse,Antoran Wastes,Admiral Rel'var coordinates Legion movements from Terminus. Destroy him.,696,386,0,0,3,71,4,3,300,1220,0,259,128,0,0,241,110,950,25200,0,21600,0,3000,304,0,8899,0,1,0,0
1759,Chink in the Armor,Antoran Wastes,Wyrmtongue engineers working in Felfire Armory are easily lured by riches. Exploit this weakness.,696,386,0,0,3,71,4,3,300,1220,0,259,127,0,0,241,110,950,28800,0,21600,0,3000,674,0,8899,0,1,0,0
1760,Chance Meeting,Antoran Wastes,Numerous krokul slaves are working Scavenger's Post. Free as many as you can.,696,386,0,0,3,71,4,3,500,1220,0,259,0,0,0,241,110,950,25200,0,21600,0,3000,362,0,8899,0,1,0,0
1761,Resist the Tide,Antoran Wastes,An endless stream of Legion demons parade across the Defiled Path toward our footholds. Resist the Tide.,696,386,0,0,3,71,4,2,100,1220,0,259,127,0,0,242,110,950,43200,0,21600,0,6000,674,0,8899,0,1,0,0
1762,Demon Exterminators,Antoran Wastes,Scores of demon arachnids infest Ven'orn's Lair. Exterminate them.,696,386,0,0,3,71,4,2,200,1220,0,259,0,0,0,242,110,950,64800,0,21600,0,6000,674,0,8899,0,1,0,0
1763,Foul Riches,Antoran Wastes,Many fallen litter the Boneyard. Scour the area for implements of power.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,61243,242,110,950,86400,0,21600,0,6000,402,0,8899,0,1,0,0
1764,Woe of the Wyrmtongue,Antoran Wastes,Scavenger's Post is crawling with wyrmtongue looking for valuable salvage. Beat them to it.,696,386,0,0,3,71,4,2,200,1220,0,259,127,0,61243,242,110,950,43200,0,21600,0,6000,402,0,8899,0,1,0,0
1765,Reinforce Our Defenses,Antoran Wastes,We can't allow the demons to circumvent our defenses on Fiend's Run. Reinforce the flanks.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,0,242,110,950,64800,0,21600,0,6000,304,0,8899,0,1,0,0
1766,Entrench Our Position,Antoran Wastes,Scores of Legion forces threaten to push the Vindicaar out of the Antoran Wastes permanently. Don't allow it.,696,386,0,0,3,71,4,2,200,1220,0,259,0,0,0,242,110,950,86400,0,21600,0,6000,390,0,8899,0,1,0,0
1767,Bleed Them Dry,Antoran Wastes,Legion sorcerers use demon blood in their foul rituals. Relieve them of their supply.,696,386,0,0,3,71,4,2,2400,1220,0,259,0,0,0,242,110,950,43200,0,21600,0,6000,359,0,8899,0,1,0,0
1768,Heralds of War,Antoran Wastes,Powerful demon lords form the Vanguard of the Legion assault across Fiend's Run. We must take one down.,696,386,0,0,3,71,4,2,100,1220,0,259,127,0,0,242,110,950,64800,0,21600,0,6000,304,0,8899,0,1,0,0
1769,Free the Imprisoned,Antoran Wastes,Lightforged have been wrapped in webs in Ven'orn's Lair. Free them.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,0,242,110,950,86400,0,21600,0,6000,362,0,8899,0,1,0,0
1770,Augmenting Our Assault,Antoran Wastes,The enemy is targeting our Lightforged Battlesuits. Protect them from the Legion's shriekers.,696,386,0,0,3,71,4,2,200,1220,0,259,0,0,0,242,110,950,64800,0,21600,0,6000,674,0,8899,0,1,0,0
1771,Tools of Defiance,Krokuun,Krokul armaments were abandoned in the Petrified Forest. Seek them out.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,51468,243,110,760,21600,0,129600,0,4500,394,0,8574,1,1,0,0
1772,Armor of the Eredar,Eredath,Ancient eredar weapons and armor lay within Eredath. Scour the ruins.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,51469,243,110,900,36000,0,129600,0,4500,395,0,8701,1,1,0,0
1773,Consecrated Armaments,Antoran Wastes,Weapons liberated from the Legion can be melted down and reforged into implements of the Light. Raid the enemy's armories.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,51470,243,110,925,57600,0,129600,0,4500,396,0,8899,1,1,0,0
1774,Provisioning Resistance,Krokuun,Darkfall Ridge was a stable settlement for decades. Tools and provisions can be found if the Legion is removed.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,50765,243,110,900,25200,0,21600,0,4500,394,0,8574,0,1,0,0
1775,Instruments of War,Krokuun,Krokul supply caches litter the Argus Wastes. Track them down.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,50765,243,110,900,72000,0,21600,0,4500,394,0,8574,0,1,0,0
1776,Relics of Ascendancy,Eredath,The shadowguard imbue their weaponry with the shadow. Understanding their techniques could yield potent defenses.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,51511,243,110,900,43200,0,21600,0,4500,395,0,8701,0,1,0,0
1777,Ancestral Arms,Eredath,The Seat of the Triumvirate was a site of miracles. Strip the ruined husk of any marvels that remain.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,51511,243,110,900,28800,0,21600,0,4500,395,0,8701,0,1,0,0
1778,Sanctified Munitions,Antoran Wastes,Intercept shipments of raw materials headed for Felfire Armory. Bring it back to the Vindicaar for processing.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,51512,243,110,900,86400,0,21600,0,4500,396,0,8899,0,1,0,0
1779,Blessed Protection,Antoran Wastes,Bring the Light to the Spirit Crucible. Do not allow any more souls to be consumed by the Legion's engines.,696,386,0,0,3,71,4,2,100,1220,0,259,0,0,51512,243,110,900,50400,0,21600,0,4500,396,0,8899,0,1,0,0
1780,Darkfall Ridge Supplies,Krokuun,"Chieftain Hatuun has requested that you recover supplies hidden in Darkfall Ridge. In return, Krokul Ridgestalkers will help your forces navigate Argus' desolate landscape.",696,386,0,0,3,74,4,3,100,1220,0,259,0,0,51462,252,110,760,57600,0,0,0,10000,0,0,8574,0,1,0,0
1781,Nath'raxas Breakout,Krokuun,"The krokul wish to rescue their brethren from Nath'raxas Hold before they are turned by the fel. Should you succeed, the Legion's influence in this region will diminish.",696,386,0,0,3,74,4,3,100,1220,0,259,128,0,51463,252,110,900,57600,0,0,0,10000,0,0,8574,0,1,0,0
1782,Inches From Madness,Eredath,Alleria has asked you to search the Ruins of Oronaar for any krokul not yet consumed by the Shadow.,696,386,0,0,3,74,4,3,100,1220,0,259,0,0,51464,252,110,900,57600,0,0,0,10000,0,0,8701,0,1,0,0
1783,Shadowguard Dispersion,Eredath,Wresting Argus from the Legion's control will be for naught if the void prevails. Expel the shadowguard from Eredath.,696,386,0,0,3,74,4,3,100,1220,0,259,129,0,51465,252,110,925,57600,0,0,0,10000,0,0,8701,0,1,0,0
1784,Gambit in the Wastes,Antoran Wastes,High Exarch Turalyon has requested your assistance for an audacious assault against the Legion war machine.,696,386,0,0,3,74,4,3,100,1220,0,259,0,0,51466,252,110,925,57600,0,0,0,10000,0,0,8899,0,1,0,0
1785,Assault on Felfire Armory,Antoran Wastes,The Army of the Light will delay Legion reinforcements while Felfire Armory is destroyed by your forces.,696,386,0,0,3,74,4,3,100,1220,0,259,130,0,51467,252,110,950,57600,0,0,0,10000,0,0,8899,0,1,0,0
1786,zzThe Demon Hoard,Antoran Wastes,[PH],696,386,0,0,3,71,4,3,1000,1220,0,259,130,0,51174,244,110,950,172800,0,129600,0,6000,0,0,8899,1,1,0,0
1787,zzRaiding the Ruins,Antoran Wastes,[PH],696,386,0,0,3,71,4,3,1000,1220,0,259,130,0,51174,244,110,950,216000,0,129600,0,6000,0,0,8899,1,1,0,0
1788,zzA Citadel's Plunder,Antoran Wastes,[PH],696,386,0,0,3,71,4,3,1000,1220,0,259,130,0,51174,244,110,950,259200,0,129600,0,6000,0,0,8899,1,1,0,0
1789,zzA Relic of Argus,Antoran Wastes,[PH],696,386,0,0,3,71,4,3,1000,1220,0,259,128,0,51223,245,110,950,172800,0,129600,0,6000,348,0,8899,1,1,0,0
1790,zzMemory of a Lost City,Antoran Wastes,[PH],696,386,0,0,3,71,4,3,1000,1220,0,259,128,0,51223,245,110,950,216000,0,129600,0,6000,349,0,8899,1,1,0,0
1791,zzJourney to the Core,Antoran Wastes,[PH],696,386,0,0,3,71,4,3,1000,1220,0,259,128,0,51223,245,110,950,259200,0,129600,0,6000,350,0,8899,1,1,0,0
1792,Power of a Titan,Krokuun,"Lady Heretica saturates the infernals of Nath'raxas Hold with Sargerite, dramatically increasing their destructive potential. Put an end to these rituals.",696,386,-0.0009765625,0,3,71,4,3,300,1220,0,259,0,0,0,237,110,900,21600,0,129600,0,3000,376,0,8574,0,1,0,0
1793,Blood of the Destroyer,Krokuun,The Legion's Pit Lords siphon Primal Sargerite from the Annihilan Pits. Destroy them and collect this Sargerite for our order.,696,386,0,0,3,71,4,2,200,1220,0,259,0,0,0,238,110,900,43200,0,129600,0,6000,376,0,8574,0,1,0,0
1794,One Way Trip,Eredath,The Portal Keepers beneath Kil'jaeden's Terrace are necessary for the Legion to quickly reinforce Eredath. Send the Portal Keepers back into the Nether.,696,386,0,0,3,71,4,3,300,1220,0,259,0,0,0,239,110,925,25200,0,129600,0,3000,377,0,8701,0,1,0,0
1795,Tapping into the Fel,Eredath,Fel corrupters in the Arinor Gardens thrum with sargerite. Dismantle them.,696,386,0,0,3,71,4,2,200,1220,0,259,0,0,0,240,110,925,64800,0,129600,0,6000,377,0,8701,0,1,0,0
1796,Essence of the Evil One,Antoran Wastes,Foul experiments breed stronger demons in the Putrid Laboratory. Eliminating the Antoran Soulshapers would halt their progress.,696,386,0,0,3,71,4,3,300,1220,0,259,127,0,0,241,110,950,28800,0,129600,0,3000,379,0,8899,0,1,0,0
1797,The Underbelly of the Legion,Antoran Wastes,The Scavenger's Boneyard lay beneath the Legion's garrisons in the Antoran Wastes. Send your champions to waylay Legion patrols traveling between them.,696,386,0,0,3,71,4,2,200,1220,0,259,0,0,0,242,110,950,86400,0,129600,0,6000,379,0,8899,0,1,0,0
1798,A Dying World,Krokuun,There are remote regions of the Argus Wastes with little Legion presence. Scout the Wastes for any resources untouched by fel corruption.,696,386,0,0,3,71,4,3,300,1220,0,259,0,0,0,237,110,900,21600,0,129600,0,3000,380,0,8574,0,1,0,0
1799,Secret Tunnel,Krokuun,"When Kil'jaeden's ship crashed into Argus, it uncovered a cave network rich with minerals. We have a day to explore nine caverns before the Legion arrives.",696,386,0,0,3,71,4,2,200,1220,0,259,0,0,0,238,110,900,43200,0,129600,0,6000,380,0,8574,0,1,0,0
1800,Meteor Mining,Eredath,Many fragments of Argus floating near Eredath appear untouched by fel corruption. Send your champions to investigate.`,696,386,0,0,3,71,4,3,300,1220,0,259,127,0,0,239,110,925,25200,0,129600,0,3000,381,0,8701,0,1,0,0
1801,Guiding Whispers,Eredath,Voidscarred Krokul hoard Argunite in the Ruins of Oranaar for some dark purpose. Uncover their troves.,696,386,0,0,3,71,4,2,200,1220,0,259,127,0,0,240,110,925,64800,0,129600,0,6000,381,0,8701,0,1,0,0
1815,Sully the Circle,Antoran Wastes,A great summoning circle calls demons from  the Twisting Nether back to Argus. Dismantle the circle; slow the Legion's reinforcements.,696,386,0,0,3,71,4,3,300,1220,0,259,128,0,0,241,110,950,28800,0,129600,0,3000,382,0,8899,0,1,0,0
