SourceText_lang,ID,ItemID,PvpFaction,SourceTypeEnum,SpellID
|cFFFFD200Vendor: |rJocenna|n|cFFFFD200Zone: |rSuramar|n|cFFFFD200Cost: |r600|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h,22448,247842,-1,2,1245601
|cFFFFD200Achievement: |rInsurrection|n|cFFFFD200Category: |rLegion|n|cFFFFD200Vendor: |rJocenna|n|cFFFFD200Zone: |rSuramar|n|cFFFFD200Cost: |r1200|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h,22449,247843,-1,2,1245603
|cFFFFD200Vendor: |rJocenna|n|cFFFFD200Zone: |rSuramar|n|cFFFFD200Cost: |r100|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h,22450,247911,-1,2,1245897
|cFFFFD200Quest: |rDecor Treasure Hunt|n|cFFFFD200Zone: |rRazorwind Shores,22451,245266,-1,1,1238349
|cFFFFD200World Quest: |rHonor of the Goddess|n|cFFFFD200Zone: |rFelwood|n|cFFFFD200Zone: |rStormwind City,22452,248401,-1,1,1247069
|cFFFFD200Vendor: |rGigi Gigavoid|n|cFFFFD200Zone: |rDreadscar Rift|n|cFFFFD200Cost: |r1000|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h,22453,248943,-1,2,1248047
"|cFFFFD200Vendor: |rFalara Nightsong|n|cFFFFD200Zone: |rMardum, the Shattered Abyss|n|cFFFFD200Cost: |r500|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h",22454,249463,-1,2,1249089
"|cFFFFD200Vendor: |r""Len"" Splinthoof|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r150|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rFaarden the Builder|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r150|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",22455,245357,-1,2,1238479
|cFFFFD200World Quest: |rOn New Wings|n|cFFFFD200Zone: |rThe Azure Span,22456,250912,-1,1,1251637
|cFFFFD200Achievement: |rPaku'ai|n|cFFFFD200Category: |rBattle for Azeroth|n|cFFFFD200Vendor: |rT'lama|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r200|Hcurrency:1560|h|TInterface\ICONS\INV__Faction_WarResources.BLP:0|t|h,22457,245494,-1,2,1238639
"|cFFFFD200Vendor: |r""High Tides"" Ren|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r2|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t|n|n|cFFFFD200Vendor: |r""High Tides"" Ren|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r2|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t",22458,244778,-1,2,1237896
|cFFFFD200Vendor: |rMyria Glenbrook|n|cFFFFD200Zone: |rVal'sharah|n|cFFFFD200Cost: |r800|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h,22459,245258,-1,2,1238339
|cFFFFD200Vendor: |rSelfira Ambergrove|n|cFFFFD200Zone: |rVal'sharah|n|cFFFFD200Faction: |rDreamweavers - Revered|n|cFFFFD200Cost: |r1000|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h 700|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rSylvia Hartshorn|n|cFFFFD200Zone: |rVal'sharah|n|cFFFFD200Faction: |rDreamweavers - Revered|n|cFFFFD200Cost: |r1000|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h 700|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,22460,245261,-1,2,1238343
|cFFFFD200World Quest: |rThe Source of the Problem|n|cFFFFD200Zone: |rVol'dun,22461,245263,-1,1,1238345
"|cFFFFD200Vendor: |r""High Tides"" Ren|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rXiao Dan|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",22462,245267,-1,2,1238350
"|cFFFFD200Vendor: |r""High Tides"" Ren|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rXiao Dan|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",22463,245268,-1,2,1238351
|cFFFFD200Vendor: |rRansa Greyfeather|n|cFFFFD200Zone: |rHighmountain|n|cFFFFD200Faction: |rHighmountain Tribe - Revered|n|cFFFFD200Cost: |r1000|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h 700|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,22464,245270,-1,2,1238352
|cFFFFD200Vendor: |rOutfitter Reynolds|n|cFFFFD200Zone: |rTrueshot Lodge|n|cFFFFD200Cost: |r500|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h,22465,245549,-1,2,1238938
|cFFFFD200Quest: |rDecor Treasure Hunt|n|cFFFFD200Zone: |rFounder's Point,22466,245556,-1,1,1239013
|cFFFFD200Vendor: |rAuditor Balwurz|n|cFFFFD200Zone: |rDornogal|n|cFFFFD200Cost: |r650|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h,22467,245561,-1,2,1239018
|cFFFFD200Quest: |rDecor Treasure Hunt|n|cFFFFD200Zone: |rFounder's Point,22468,245575,-1,1,1239159
|cFFFFD200Quest: |rDecor Treasure Hunt|n|cFFFFD200Zone: |rFounder's Point,22469,245576,-1,1,1239160
|cFFFFD200Quest: |rDecor Treasure Hunt|n|cFFFFD200Zone: |rFounder's Point,22470,245578,-1,1,1239161
|cFFFFD200Vendor: |rBalen Starfinder|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r75|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rJehzar Starfall|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r75|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,22471,245579,-1,2,1239162
|cFFFFD200Quest: |rDecor Treasure Hunt|n|cFFFFD200Zone: |rRazorwind Shores,22472,245581,-1,1,1239185
|cFFFFD200Vendor: |rBalen Starfinder|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r75|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rJehzar Starfall|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r75|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,22473,245582,-1,2,1239192
|cFFFFD200Quest: |rDecor Treasure Hunt|n|cFFFFD200Zone: |rRazorwind Shores,22474,245583,-1,1,1239193
|cFFFFD200Vendor: |rLord Candren|n|cFFFFD200Zone: |rDarnassus|n|cFFFFD200Faction: |rGilneas - Revered|n|cFFFFD200Cost: |r350|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rRipley Kiefer|n|cFFFFD200Zone: |rTeldrassil|n|cFFFFD200Faction: |rGilneas - Revered|n|cFFFFD200Cost: |r350|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,22475,245603,1,2,1239340
|cFFFFD200Vendor: |rMarie Allen|n|cFFFFD200Zone: |rRuins of Gilneas|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rSamantha Buckley|n|cFFFFD200Zone: |rRuins of Gilneas|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,22476,245604,-1,2,1239342
|cFFFFD200Vendor: |rLord Candren|n|cFFFFD200Zone: |rDarnassus|n|cFFFFD200Faction: |rGilneas - Honored|n|cFFFFD200Cost: |r300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rRipley Kiefer|n|cFFFFD200Zone: |rTeldrassil|n|cFFFFD200Faction: |rGilneas - Honored|n|cFFFFD200Cost: |r300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,22477,245605,1,2,1239343
|cFFFFD200World Quest: |rReady to Go|n|cFFFFD200Zone: |rRuins of Gilneas|n|cFFFFD200Zone: |rGilneas,22478,245620,-1,1,1239433
|cFFFFD200World Quest: |rCry For The Moon|n|cFFFFD200Zone: |rDuskwood,22479,245624,-1,1,1239437
|cFFFFD200Vendor: |rEllandrieth|n|cFFFFD200Zone: |rAmirdrassil|n|cFFFFD200Cost: |r350|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h,22480,245625,-1,2,1239438
|cFFFFD200Quest: |rDecor Treasure Hunt|n|cFFFFD200Zone: |rRazorwind Shores,22481,245649,-1,1,1239527
"|cFFFFD200Vendor: |r""Len"" Splinthoof|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r150|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rFaarden the Builder|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r150|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",22482,245656,-1,2,1239614
"|cFFFFD200Vendor: |r""Yen"" Malone|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrevor Grenner|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",22483,245658,-1,2,1239616
|cFFFFD200Quest: |rDecor Treasure Hunt|n|cFFFFD200Zone: |rFounder's Point,22484,245662,-1,1,1239623
|cFFFFD200Achievement: |rThat's Val'sharah Folks!|n|cFFFFD200Category: |rLegion|n|cFFFFD200Vendor: |rSelfira Ambergrove|n|cFFFFD200Zone: |rVal'sharah|n|cFFFFD200Cost: |r950|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h,22485,245697,-1,2,1239813
|cFFFFD200Vendor: |rMyria Glenbrook|n|cFFFFD200Zone: |rVal'sharah|n|cFFFFD200Cost: |r75|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h,22486,245699,-1,2,1239815
|cFFFFD200Vendor: |rSelfira Ambergrove|n|cFFFFD200Zone: |rVal'sharah|n|cFFFFD200Cost: |r250|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h,22487,245700,-1,2,1239816
|cFFFFD200Vendor: |rSelfira Ambergrove|n|cFFFFD200Zone: |rVal'sharah|n|cFFFFD200Cost: |r450|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h,22488,245702,-1,2,1239818
|cFFFFD200Achievement: |rTreasures of Val'sharah|n|cFFFFD200Category: |rLegion|n|cFFFFD200Vendor: |rSelfira Ambergrove|n|cFFFFD200Zone: |rVal'sharah|n|cFFFFD200Cost: |r750|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h,22489,245703,-1,2,1239819
|cFFFFD200Vendor: |rEllandrieth|n|cFFFFD200Zone: |rAmirdrassil|n|cFFFFD200Cost: |r250|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h,22490,245704,-1,2,1239820
|cFFFFD200Vendor: |rSelfira Ambergrove|n|cFFFFD200Zone: |rVal'sharah|n|cFFFFD200Cost: |r600|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h,22491,245739,-1,2,1239827
|cFFFFD200World Quest: |rThe Abyssal Council|n|cFFFFD200Zone: |rStormsong Valley,22492,245984,-1,1,1240268
|cFFFFD200Vendor: |rSundries Merchant|n|cFFFFD200Zone: |rSuramar|n|cFFFFD200Faction: |rThe Nightfallen - Honored|n|cFFFFD200Cost: |r200|Hcurrency:1155|h|TInterface\ICONS\INV_Misc_ancient_mana.BLP:0|t|h,22493,246001,-1,2,1240354
|cFFFFD200Vendor: |rSundries Merchant|n|cFFFFD200Zone: |rSuramar|n|cFFFFD200Faction: |rThe Nightfallen - Revered|n|cFFFFD200Cost: |r300|Hcurrency:1155|h|TInterface\ICONS\INV_Misc_ancient_mana.BLP:0|t|h,22494,246002,-1,2,1240355
|cFFFFD200Quest: |rDecor Treasure Hunt|n|cFFFFD200Zone: |rRazorwind Shores,22495,246036,-1,1,1240463
"|cFFFFD200Vendor: |r""High Tides"" Ren|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r75|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rGronthul|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r75|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",22496,246037,-1,2,1240464
"|cFFFFD200Vendor: |r""High Tides"" Ren|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r75|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rGronthul|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r75|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",22497,246038,-1,2,1240465
|cFFFFD200Vendor: |rEllandrieth|n|cFFFFD200Zone: |rAmirdrassil|n|cFFFFD200Cost: |r350|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h,22498,246089,-1,2,1240743
|cFFFFD200Vendor: |rMythrin'dir|n|cFFFFD200Zone: |rAmirdrassil|n|cFFFFD200Cost: |r500|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h,22499,246091,-1,2,1240746
|cFFFFD200Vendor: |rEllandrieth|n|cFFFFD200Zone: |rAmirdrassil|n|cFFFFD200Cost: |r500|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h,22500,246100,-1,2,1240787
|cFFFFD200Quest: |rDecor Treasure Hunt|n|cFFFFD200Zone: |rFounder's Point,22501,246101,-1,1,1240788
|cFFFFD200Quest: |rDecor Treasure Hunt|n|cFFFFD200Zone: |rFounder's Point,22502,246102,-1,1,1240789
|cFFFFD200Quest: |rDecor Treasure Hunt|n|cFFFFD200Zone: |rFounder's Point,22503,246104,-1,1,1240791
"|cFFFFD200Vendor: |r""Len"" Splinthoof|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r25|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rFaarden the Builder|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r25|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",22504,246109,-1,2,1240796
|cFFFFD200Drop: |r8.1 Darkshore Outdoor Final Phase,22505,246110,-1,0,1240797
"|cFFFFD200Vendor: |r""Len"" Splinthoof|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r125|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rShon'ja|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r125|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",22506,246220,-1,2,1241186
|cFFFFD200Quest: |rDecor Treasure Hunt|n|cFFFFD200Zone: |rRazorwind Shores,22507,246224,-1,1,1241204
"|cFFFFD200Vendor: |r""High Tides"" Ren|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rGronthul|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",22508,246225,-1,2,1241205
|cFFFFD200World Quest: |rWelcome to the Brotherhood|n|cFFFFD200Zone: |rSearing Gorge,22509,246409,-1,1,1242063
|cFFFFD200Vendor: |rInge Brightview|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r700|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,22510,246411,-1,2,1242065
|cFFFFD200World Quest: |rEstablish Your Garrison|n|cFFFFD200Zone: |rFrostfire Ridge|n|cFFFFD200Zone: |rFrostwall,22511,245443,-1,1,1238576
|cFFFFD200Vendor: |rDraenor World Vendors|n|cFFFFD200Cost: |r150|Hcurrency:824|h|Tinterface\ICONS\INV_Garrison_Resource.blp:0|t|h,22512,245445,-1,2,1238578
|cFFFFD200World Quest: |rMy Very Own Fortress|n|cFFFFD200Zone: |rFrostfire Ridge|n|cFFFFD200Zone: |rFrostwall,22513,244315,-1,1,1236856
|cFFFFD200Vendor: |rDraenor World Vendors|n|cFFFFD200Cost: |r100|Hcurrency:824|h|Tinterface\ICONS\INV_Garrison_Resource.blp:0|t|h,22514,244322,-1,2,1236863
|cFFFFD200Achievement: |rThe Zandalari Menu|n|cFFFFD200Category: |rCooking|n|cFFFFD200Vendor: |rT'lama|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r400|Hcurrency:1560|h|TInterface\ICONS\INV__Faction_WarResources.BLP:0|t|h,22515,244325,-1,2,1236866
|cFFFFD200Achievement: |rDune Rider|n|cFFFFD200Category: |rBattle for Azeroth|n|cFFFFD200Vendor: |rT'lama|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r150|Hcurrency:1560|h|TInterface\ICONS\INV__Faction_WarResources.BLP:0|t|h,22516,244326,-1,2,1236867
"|cFFFFD200Vendor: |r""High Tides"" Ren|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r75|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rXiao Dan|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r75|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",22517,244530,-1,2,1237678
|cFFFFD200Quest: |rDecor Treasure Hunt|n|cFFFFD200Zone: |rFounder's Point,22518,244531,-1,1,1237679
|cFFFFD200Quest: |rDecor Treasure Hunt|n|cFFFFD200Zone: |rRazorwind Shores,22519,244534,-1,1,1237682
|cFFFFD200World Quest: |rBigger is Better|n|cFFFFD200Zone: |rFrostfire Ridge|n|cFFFFD200Zone: |rFrostwall,22520,244653,-1,1,1237782
|cFFFFD200Vendor: |rSundries Merchant|n|cFFFFD200Zone: |rSuramar|n|cFFFFD200Faction: |rThe Nightfallen - Friendly|n|cFFFFD200Cost: |r100|Hcurrency:1155|h|TInterface\ICONS\INV_Misc_ancient_mana.BLP:0|t|h,22521,244654,-1,2,1237783
"|cFFFFD200Vendor: |r""High Tides"" Ren|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rGronthul|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",22522,244661,-1,2,1237791
"|cFFFFD200Vendor: |r""High Tides"" Ren|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rGronthul|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",22523,244662,-1,2,1237792
"|cFFFFD200Vendor: |r""High Tides"" Ren|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rXiao Dan|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",22524,244664,-1,2,1237794
"|cFFFFD200Vendor: |r""High Tides"" Ren|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rXiao Dan|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",22525,244665,-1,2,1237795
"|cFFFFD200Vendor: |r""Len"" Splinthoof|n|cFFFFD200Zone: |rRazorwind Shores|n|cFFFFD200Cost: |r125|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rFaarden the Builder|n|cFFFFD200Zone: |rFounder's Point|n|cFFFFD200Cost: |r125|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t",22526,244667,-1,2,1237797
|cFFFFD200Vendor: |rSundries Merchant|n|cFFFFD200Zone: |rSuramar|n|cFFFFD200Faction: |rThe Nightfallen - Friendly|n|cFFFFD200Cost: |r100|Hcurrency:1155|h|TInterface\ICONS\INV_Misc_ancient_mana.BLP:0|t|h,22527,244678,-1,2,1237811
|cFFFFD200World Quest: |rThe Downfall of Marl Wormthorn|n|cFFFFD200Zone: |rBlasted Lands|n|n|cFFFFD200World Quest: |rThe Downfall of Marl Wormthorn|n|cFFFFD200Zone: |rBlasted Lands,22528,244777,-1,1,1237895
|cFFFFD200Vendor: |rGina Mudclaw|n|cFFFFD200Zone: |rTimeless Isle|n|cFFFFD200Faction: |rJogu the Drunk - Friendly|n|cFFFFD200Cost: |r300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rGina Mudclaw|n|cFFFFD200Zone: |rValley of the Four Winds|n|cFFFFD200Faction: |rJogu the Drunk - Friendly|n|cFFFFD200Cost: |r300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,22529,247737,-1,2,1245222
|cFFFFD200Vendor: |rFirst Arcanist Thalyssra|n|cFFFFD200Zone: |rSuramar|n|cFFFFD200Faction: |rThe Nightfallen - Revered|n|cFFFFD200Cost: |r1000|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h 700|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,22530,247847,-1,2,1245607
|cFFFFD200Vendor: |rTan Shin Tiao|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Faction: |rThe Lorewalkers - Honored|n|cFFFFD200Cost: |r300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,22531,247855,-1,2,1245655
|cFFFFD200Vendor: |rJocenna|n|cFFFFD200Zone: |rSuramar|n|cFFFFD200Cost: |r200|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h,22532,247917,-1,2,1245903
|cFFFFD200Vendor: |rLeyweaver Inondra|n|cFFFFD200Zone: |rSuramar|n|cFFFFD200Cost: |r150|Hcurrency:1155|h|TInterface\ICONS\INV_Misc_ancient_mana.BLP:0|t|h,22533,247919,-1,2,1245905
|cFFFFD200Vendor: |rFirst Arcanist Thalyssra|n|cFFFFD200Zone: |rSuramar|n|cFFFFD200Faction: |rThe Nightfallen - Friendly|n|cFFFFD200Cost: |r500|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h 300|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,22534,247921,-1,2,1245907
|cFFFFD200Vendor: |rFirst Arcanist Thalyssra|n|cFFFFD200Zone: |rSuramar|n|cFFFFD200Faction: |rThe Nightfallen - Revered|n|cFFFFD200Cost: |r1000|Hcurrency:1220|h|TInterface\ICONS\INV_OrderHall_OrderResources.BLP:0|t|h 700|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,22535,247924,-1,2,1245910
|cFFFFD200Vendor: |rSilvrath|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Faction: |rValdrakken Accord - Renown 14|n|cFFFFD200Cost: |r300|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h|n|n|cFFFFD200Vendor: |rUnatos|n|cFFFFD200Zone: |rValdrakken|n|cFFFFD200Faction: |rValdrakken Accord - Renown 14|n|cFFFFD200Cost: |r300|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h,22536,248103,-1,2,1246267
|cFFFFD200Quest: |rDraconic Decor|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Zone: |rDornogal,22537,248116,-1,1,1246280
|cFFFFD200Vendor: |rProvisioner Aristta|n|cFFFFD200Zone: |rThe Azure Span|n|cFFFFD200Zone: |rThaldraszus|n|cFFFFD200Cost: |r7000|Hcurrency:2657|h|TInterface\ICONS\INV_7_0Raid_Trinket_05A.BLP:0|t|h,22538,248117,-1,2,1246281
|cFFFFD200Achievement: |rBack from the Beyond|n|cFFFFD200Category: |rExpansion Features|n|cFFFFD200Vendor: |rVe'nari|n|cFFFFD200Zone: |rThe Maw|n|cFFFFD200Zone: |rThe Maw|n|cFFFFD200Cost: |r10000|Hcurrency:1767|h|TInterface\ICONS\INV_Stygia.BLP:0|t|h,22539,248125,-1,2,1246289
|cFFFFD200Drop: |rDeadmines,22540,248332,-1,0,1246969
|cFFFFD200Vendor: |rCaptain Lancy Revshon|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Faction: |rStormwind - Honored|n|cFFFFD200Cost: |r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,22541,248333,-1,2,1246970
|cFFFFD200World Quest: |rClearing the Garden|n|cFFFFD200Zone: |rLunarfall,22542,248334,-1,1,1246971
|cFFFFD200World Quest: |rAnglin' In Our Garrison|n|cFFFFD200Zone: |rShadowmoon Valley,22543,248335,-1,1,1246972
|cFFFFD200Vendor: |rCaptain Lancy Revshon|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Faction: |rStormwind - Revered|n|cFFFFD200Cost: |r150|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,22544,248617,-1,2,1247323
|cFFFFD200World Quest: |rYou Have Our Thanks|n|cFFFFD200Zone: |rWestfall,22545,248618,-1,1,1247324
|cFFFFD200World Quest: |rEnding the Invasion!|n|cFFFFD200Zone: |rElwynn Forest|n|cFFFFD200Zone: |rBlackrock Depths|n|cFFFFD200Zone: |rNorthshire,22546,248621,-1,1,1247327
