ID,EffectType,Effect,ParentSpellVisualKitID
629672,5,191247,223296
629674,5,276584,220176
629675,5,276586,221246
629677,6,415077,223297
629678,6,415078,223298
629679,2,560772,223263
629681,2,560774,223299
629685,6,415079,223300
629686,2,560778,223263
629687,2,560779,223256
629688,2,560780,223299
629689,2,560781,223299
629690,2,560782,223299
629691,2,560783,212110
629692,2,560784,212110
629693,2,560785,212110
629694,2,560786,212110
629696,5,23225,223302
629697,2,560788,223302
629698,2,560789,223302
629699,2,560790,223302
629700,2,560791,223303
629701,5,27199,223303
629702,2,560792,223304
629703,11,877,223305
629704,2,560793,223305
629705,12,6257,223263
629706,12,6258,223304
629707,2,560794,223306
629708,2,560795,221011
629709,6,415080,223307
629711,2,560797,223308
629712,6,415081,223263
629714,2,560798,223309
629715,2,560799,223309
629716,2,560800,223310
629717,2,560801,223311
629720,6,415083,223263
629721,6,415084,223304
629722,6,415085,223304
629723,2,560803,223312
629724,2,560804,223312
629725,2,560805,223312
629726,1,372291,223313
629727,6,415086,223314
629728,2,560806,223314
629729,2,560807,223315
629730,2,560808,223316
629731,2,560809,223317
629732,2,560810,223318
629733,6,415087,223319
629734,2,560811,223319
629735,5,213079,223319
629736,5,213080,223319
629737,5,58609,223320
629738,5,40010,223320
629739,6,415088,223320
629740,1,372292,223321
629741,2,560812,223322
629742,2,560813,223323
629743,2,560814,223324
629744,6,415089,223325
629745,2,560815,223326
629746,2,560816,223326
629747,2,560817,223326
629748,2,560818,223326
629749,12,6260,214799
629751,2,560820,220222
629752,5,276654,223327
629753,6,415090,223328
629754,6,415091,223329
629755,6,415092,223330
629756,6,415093,220350
629757,6,415094,223331
629758,6,415095,223332
629759,6,415096,223333
629760,6,415097,223334
629761,6,415098,223335
629762,6,415099,223336
629763,6,415100,223337
629764,6,415101,223338
629765,6,415102,223339
629766,6,415103,223340
629767,6,415104,223341
629768,13,6952,223342
629769,2,560821,223343
629770,5,279075,223342
629771,5,279074,223344
629772,6,415105,210706
629773,6,415106,223345
629774,5,289404,223345
629775,2,560822,223345
629776,2,560823,223345
629778,10,2,223345
629779,2,560824,223345
629781,2,560826,223346
629782,2,560827,223347
629783,2,560828,223347
629784,5,276667,220300
629785,5,276667,220301
629786,5,276668,220297
629787,5,276668,220302
629788,2,560829,223348
629789,13,6953,223348
629790,2,560830,223349
629791,13,6954,223350
629795,5,276669,223352
629796,2,560833,211824
629797,5,276673,212414
629798,5,276674,212416
629799,5,276675,223197
629800,5,276677,223197
629801,2,560834,223353
629802,12,6261,223353
629804,2,560836,223354
629805,6,415107,223355
629806,5,276678,212411
629807,5,276679,212411
629808,2,560837,223356
629810,2,560838,223355
629813,5,276671,208048
629815,5,276683,222419
629817,5,276684,222421
629818,5,276685,222421
629819,5,276687,222420
629820,5,276686,222420
629821,5,276688,222102
629822,5,276689,222110
629823,2,560843,223359
629826,5,280935,218742
629827,5,280938,223360
629828,5,280937,218741
629829,2,560846,223361
629830,2,560847,223361
629831,2,560848,223361
629832,2,560849,223361
629833,2,560850,223361
629834,2,560851,223361
629835,2,560852,223361
629836,2,560853,223361
629837,2,560854,223361
629838,2,560855,223361
629839,5,123705,223362
629840,12,6262,223363
629841,6,415108,223363
629842,2,560856,223363
629843,5,190287,223363
629844,5,276694,223364
629845,2,560857,223365
629847,5,276695,220313
629849,2,560860,223335
629851,2,560862,223335
629852,2,560863,223335
629853,2,560864,223334
629854,2,560865,223334
629855,2,560866,223334
629856,2,560867,223332
629857,2,560868,223332
629858,2,560869,223332
629859,2,560870,223367
629860,2,560871,223367
629862,2,560873,223368
629863,2,560874,223368
629865,2,560876,223341
629866,2,560877,223341
629867,2,560878,223341
629868,2,560879,223340
629869,2,560880,223340
629870,2,560881,223340
629871,2,560882,223339
629872,2,560883,223339
629873,2,560884,223339
629876,6,415109,223369
629877,2,560887,223369
629878,2,560888,223370
629879,12,6263,223370
629880,6,415110,223370
629881,13,6955,223370
629884,5,276698,222158
629885,5,276699,223371
629887,5,276700,222139
629888,5,276701,223373
629889,5,276702,222188
629890,5,276703,222207
629891,2,560892,131280
629892,2,560893,223374
629893,2,560894,223374
629895,5,275983,223374
629896,2,560896,223374
629897,2,560897,223374
629898,5,275881,223374
629899,12,6264,223375
629900,2,560898,223375
629901,5,276705,211586
629902,5,276706,211586
629903,5,276707,211587
629905,5,276710,211590
629906,5,276712,211640
629907,5,233568,223376
629908,13,6956,220038
629909,2,560900,220038
629910,5,276717,211641
629911,6,415111,223377
629912,12,6265,223377
629914,5,276720,211643
629915,5,276721,211645
629916,2,560902,223378
629917,5,190331,223378
629918,5,190332,223378
629919,13,6957,223379
629920,5,276722,222300
629921,13,6958,223379
629922,13,6959,223379
629924,5,276726,222302
629926,2,560905,223380
629927,5,276729,222241
629928,5,276730,219391
629929,5,276731,223356
629930,2,560906,223381
629931,5,279068,223381
629932,2,560907,223382
629933,5,279071,223382
629935,5,276737,223359
629936,5,276738,221705
629937,5,276739,221706
629938,5,276740,221708
629939,5,276741,221707
629940,6,415112,223383
629941,13,6960,223384
629942,13,6961,223385
629943,6,415113,223386
629944,2,560908,223387
629945,2,560909,223387
629946,2,560910,223387
629947,2,560911,223387
629948,2,560912,223387
629950,13,6962,223085
629951,13,6963,223384
629953,13,6964,223385
629954,2,560915,223389
629957,5,272531,223391
629958,5,279087,223392
629959,5,276789,220752
629960,5,276791,220762
629962,5,276845,220755
629964,5,276846,220755
629965,5,276848,220759
629966,5,276847,223394
629967,5,227686,223395
629968,5,272533,223395
629969,5,272531,218631
629971,5,276849,218631
629972,5,272531,218633
629973,5,231779,218633
629974,2,560917,223396
629976,2,560918,223397
629977,5,276853,220765
629979,5,276854,220752
629981,2,560920,223399
629985,12,6267,223399
629987,2,560923,223400
629988,6,415114,223401
629989,2,560924,223401
629992,5,276857,222594
629993,6,415115,223402
629994,2,560927,223402
629995,5,276858,221824
629996,6,415116,223403
629998,5,278899,223403
629999,5,278900,223403
630000,6,415117,223404
630001,2,560928,223404
630002,11,1189,223405
630003,5,131843,223406
630004,5,131846,223406
630005,5,131873,223406
630006,5,276859,221826
630007,2,560929,223407
630008,2,560930,223408
630009,6,415118,223409
630010,2,560931,223409
630011,6,415119,223410
630012,2,560932,223410
630013,6,415120,223411
630014,2,560933,223411
630015,6,415121,223412
630016,2,560934,223412
630017,6,415122,223413
630018,2,560935,223413
630019,6,415123,223414
630020,2,560936,223414
630021,6,415124,223415
630022,2,560937,223415
630024,2,560939,223416
630025,6,415125,223417
630026,2,560940,223417
630027,2,560941,223418
630028,5,276862,221816
630029,5,276865,222321
630030,5,276866,222320
630033,5,276869,214555
630034,2,560942,223389
630035,2,560943,223389
630040,5,276867,223419
630041,5,276868,223419
630043,5,276868,221714
630044,6,415126,223420
630045,2,560944,223420
630051,2,560950,223421
630052,2,560951,223421
630053,2,560952,223421
630054,6,415127,223422
630055,2,560953,223422
630056,2,560954,223423
630057,6,415128,223424
630059,2,560956,223425
630060,12,6268,223422
630062,2,560957,223424
630063,12,6270,223424
630066,2,560959,223427
630069,2,560962,223422
630070,2,560963,223424
630073,2,560966,223423
630074,2,560967,223425
630075,6,415129,223428
630076,2,560968,223428
630077,12,6271,223428
630078,2,560969,223428
630079,2,560970,223429
630080,2,560971,223429
630081,6,415130,223430
630082,2,560972,223430
630083,2,560973,223403
630084,5,278909,223416
630085,5,278911,223416
630086,5,278913,223416
630087,6,415131,223431
630088,6,415132,223432
630089,6,415133,223433
630090,6,415134,223434
630091,2,560974,223174
630092,2,560975,223435
630093,6,415135,223435
630094,6,415136,223436
630095,2,560976,223436
630096,2,560977,223437
630098,2,560978,223438
630100,5,276875,208498
630101,5,276877,216061
630104,6,415139,223440
630107,5,276884,223441
630108,5,276885,221935
630110,5,276887,221934
630112,5,276890,221836
630115,5,276892,221946
630118,5,276893,221972
630119,2,560983,223437
630120,3,84,223437
630121,5,276894,221973
630122,2,560984,223443
630123,2,560985,223437
630125,2,560986,223443
630126,2,560987,223443
630127,5,276897,221978
630128,5,276898,222643
630129,2,560988,223444
630130,5,276899,221961
630131,5,276900,221961
630132,5,276901,212681
630133,5,276902,221757
630134,5,276903,221758
630135,5,276902,212534
630136,5,276903,212537
630137,5,276906,212529
630138,5,276906,221721
630139,6,415140,223445
630140,5,9129,223445
630141,2,560989,223445
630142,2,560990,223445
630149,2,560993,223448
630156,2,561000,223420
630157,2,561001,223420
630158,2,561002,223420
630159,2,561003,223420
630160,2,561004,223420
630161,2,561005,223420
630162,2,561006,223420
630163,2,561007,223420
630164,2,561008,223420
630165,2,561009,223420
630166,2,561010,223420
630169,5,276910,212530
630170,5,276910,221761
630174,2,561014,223437
630175,5,276911,221809
630176,5,276912,221809
630179,5,276914,221808
630183,5,276915,217191
630184,5,276917,217192
630185,2,561019,223451
630186,2,561020,223451
630187,2,561021,223451
630188,6,415144,223452
630189,6,415145,223453
630190,2,561022,223454
630191,5,276919,220271
630192,5,276920,220272
630193,5,276921,214495
630194,5,276922,223132
630195,5,276924,223133
630196,5,276925,215134
630198,6,415146,223456
630199,5,322747,223456
630200,3,3,223456
630202,2,561024,223110
630204,5,276886,223457
630206,11,2230,223458
630207,5,276929,212916
630208,2,561025,223459
630209,6,415147,223459
630210,2,561026,223459
630211,2,561027,223459
630212,2,561028,223459
630213,12,6272,223459
630215,2,561029,223460
630216,2,561030,223461
630217,2,561031,217186
630218,6,415148,212208
630219,6,415149,223462
630220,2,561032,223462
630221,2,561033,223462
630222,6,415150,223463
630228,5,289076,223396
630230,2,561040,212239
630233,2,561041,223467
630234,2,561042,223467
630240,2,561047,208509
630241,2,561048,216932
630244,5,276932,223469
630247,2,561052,223470
630249,5,262866,194446
630250,5,225391,223471
630251,2,561053,223472
630252,16,1056,223079
630257,2,561054,223473
630258,5,276847,223474
630261,2,561056,223476
630262,5,276847,223477
630263,5,272567,218671
630264,2,561057,223478
630265,5,276951,219258
630268,6,415154,223480
630271,5,232145,219261
630273,2,561060,223481
630274,5,171861,219301
630275,5,276956,219302
630278,5,278228,223480
630279,5,215598,223481
630280,5,231779,219307
630281,6,415155,223482
630282,2,561063,223482
630285,5,272532,219317
630286,5,276966,219315
630287,6,415157,223475
630288,6,415158,223479
630290,2,561065,223484
630291,2,561066,223485
630292,2,561067,223480
630293,5,99350,219429
630294,5,276968,219415
630295,5,225116,219414
630296,5,276969,219414
630297,5,276970,219410
630298,5,276971,219407
630299,2,561068,223480
630300,5,276972,219407
630301,2,561069,212201
630302,5,276973,219406
630303,5,233617,219405
630304,6,415159,223487
630305,2,561070,223486
630306,2,561071,223301
630309,5,276976,219567
630310,5,276977,219568
630312,5,276980,219569
630313,5,231803,219570
630314,6,415160,223489
630315,2,561074,223489
630316,2,561075,213511
630317,2,561076,213509
630318,5,276981,219566
630319,2,561077,223491
630320,2,561078,216859
630322,6,415161,223492
630323,2,561079,223493
630324,2,561080,216949
630325,2,561081,216949
630326,2,561082,223490
630327,2,561083,223489
630330,5,276986,219586
630332,5,276987,219587
630333,5,276988,219589
630334,5,276990,219430
630336,6,415162,223496
630337,2,561086,223496
630340,2,561089,223497
630341,2,561090,223497
630342,6,415163,223498
630343,2,561091,223498
630345,2,561093,223499
630347,2,561095,223484
630348,2,561096,223484
630349,5,74936,219258
630350,2,561097,215243
630352,2,561099,223488
630353,2,561100,223488
630354,2,561101,223488
630356,6,415164,223488
630357,2,561103,223499
630358,2,561104,223488
630361,5,276991,219335
630364,2,561109,223488
630365,2,561110,223499
630367,2,561112,223488
630368,2,561113,223488
630369,2,561114,223488
630370,12,6273,223431
630371,2,561115,223431
630372,2,561116,223431
630377,2,561118,223501
630378,1,372297,223501
630379,1,372298,223501
630382,2,561119,211298
630395,2,561126,216178
630396,6,415168,216179
630397,2,561127,223507
630398,6,415169,223508
630399,2,561128,223509
630403,6,415170,223511
630404,5,1483,223511
630405,2,561130,223511
630406,1,372299,223511
630407,5,256729,223511
630408,5,275293,223510
630409,13,6968,223510
630410,5,275297,223510
630411,6,415171,223510
630412,2,561131,223512
630413,2,561132,223513
630414,6,415172,223512
630415,2,561133,223514
630416,2,561134,223515
630417,6,415173,223514
630418,2,561135,223516
630419,2,561136,223517
630420,12,6274,223518
630422,13,6969,223518
630423,2,561138,223519
630426,2,561140,219025
630427,2,561141,218859
630428,2,561142,218859
630429,2,561143,220688
630430,2,561144,220688
630431,5,320418,220741
630432,5,276997,220742
630433,2,561145,223522
630434,6,415174,223523
630435,2,561146,223524
630436,13,6971,223525
630437,5,119426,223524
630438,2,561147,223526
630439,6,415175,223526
630440,5,198122,219317
630441,5,277015,219305
630442,6,415176,223527
630443,5,144458,223527
630444,2,561148,223527
630445,2,561149,223527
630446,5,277023,219586
630447,6,415177,223528
630448,5,141435,223528
630449,3,118,223528
630450,2,561150,223528
630451,2,561151,223528
630452,6,415178,223529
630453,5,142098,223529
630454,2,561152,223529
630455,2,561153,223529
630456,6,415179,223530
630457,5,51283,223530
630458,2,561154,223530
630459,2,561155,223530
630460,6,415180,223531
630461,5,51283,223531
630462,3,120,223531
630463,2,561156,223531
630464,6,415181,223532
630465,2,561157,223533
630467,2,561159,223534
630468,2,561160,223535
630469,2,561161,223536
630470,2,561162,223537
630471,2,561163,223537
630472,6,415182,223538
630474,2,561164,223538
630477,5,277027,219867
630478,2,561166,223539
630479,5,277028,219870
630480,5,233617,219869
630481,2,561167,223540
630482,2,561168,223540
630483,5,233617,219871
630484,5,277030,223541
630485,5,277031,223541
630487,5,199313,218535
630488,5,199313,218533
630489,5,277032,218533
630490,6,415183,223542
630491,5,42146,223542
630492,2,561169,223542
630493,13,6972,223543
630495,6,415184,223544
630496,5,42148,223544
630497,2,561170,223544
630498,5,42147,223545
630500,5,232409,220018
630501,2,561171,223546
630502,5,277034,220011
630503,5,277035,220013
630504,5,277036,220018
630505,5,277037,220017
630506,2,561172,223547
630507,1,372300,223547
630508,1,372301,223547
630509,2,561173,223548
630510,5,279411,223549
630511,5,277038,219824
630512,2,561174,223550
630513,5,277039,223551
630514,5,277039,219865
630515,5,277040,219866
630516,5,233585,218605
630517,5,277041,218605
630518,5,198118,223541
630519,2,561175,223552
630520,5,277042,223543
630521,5,277034,223553
630522,5,277034,223554
630523,5,236961,219867
630524,5,196768,219867
630526,6,415185,223556
630527,2,561177,223556
630528,2,561178,223556
630529,6,415186,223557
630530,2,561179,223557
630531,2,561180,223557
630532,2,561181,223558
630535,5,277044,223559
630536,5,277046,210074
630537,5,277049,223560
630538,2,561184,223561
630539,2,561185,223561
630540,2,561186,223562
630541,2,561187,223563
630543,6,415187,223564
630544,2,561189,223565
630545,2,561190,223564
630547,2,561191,223561
630548,13,6973,211819
630549,1,372302,223567
630550,1,372303,223567
630551,1,372304,223567
630552,1,372305,223567
630553,6,415188,223547
630554,5,277057,219866
630555,2,561192,223564
630556,2,561193,223533
630557,2,561194,223533
630558,6,415189,223568
630559,6,415190,223569
630560,6,415191,223570
630561,2,561195,223570
630562,2,561196,223570
630563,2,561197,223571
630564,2,561198,223572
630565,2,561199,223572
630566,2,561200,223573
630567,2,561201,223573
630568,2,561202,223574
630569,2,561203,223575
630570,6,415192,223576
630571,5,123420,223576
630572,5,123421,223576
630573,5,123422,223576
630574,5,123423,223576
630575,5,123475,223576
630576,6,415193,223577
630577,2,561204,223577
630578,2,561205,223577
630579,5,272502,223578
630580,5,272195,223578
630583,5,272502,223579
630586,5,272195,223581
630588,2,561207,223582
630589,5,277150,218167
630590,6,415195,216673
630591,5,277152,218049
630592,6,415196,223583
630593,5,277153,218049
630597,2,561208,223586
630600,2,561209,223568
630601,5,123421,223584
630603,6,415197,223587
630604,2,561210,223587
630606,5,277154,223585
630607,2,561212,223569
630608,5,225122,218119
630609,5,277174,218168
630610,5,277175,223588
630611,2,561213,223303
630612,5,277179,223589
630613,5,277181,218168
630615,5,277182,218168
630616,6,415198,223590
630617,6,415199,223591
630618,6,415200,223592
630619,2,561214,223593
630620,2,561215,223590
630621,2,561216,223594
630622,5,27199,223594
630623,5,277183,220178
630624,5,277184,220178
630625,5,277185,212115
630626,5,277195,212115
630629,5,277186,220367
630632,5,277191,220366
630634,5,277193,220357
630636,5,277194,220368
630637,5,277196,212115
630638,5,277197,212117
630639,5,277198,220357
630640,5,272502,223574
630641,5,272195,223576
630642,5,272502,218260
630643,5,272195,218270
630644,5,277199,223595
630645,5,277189,223595
630646,5,277189,220369
630647,5,272502,223596
630648,5,272195,223597
630649,5,272282,220395
630650,5,272218,220395
630652,5,272251,220396
630653,5,273099,220397
630654,2,561217,212813
630655,6,415201,223598
630656,2,561218,223598
630657,5,279302,223598
630658,6,415202,223599
630659,2,561219,223599
630660,5,279305,223599
630661,2,561220,223600
630662,5,279063,223600
630670,2,561225,223604
630671,5,282178,223604
630673,2,561227,223607
630674,2,561228,223607
630675,2,561229,223606
630676,5,282302,223606
630677,5,282301,223607
630678,2,561230,223608
630679,6,415204,223609
630680,2,561231,223609
630681,2,561232,223609
630682,2,561233,223609
630683,5,282292,223609
630684,2,561234,223610
630685,5,282297,223610
630686,2,561235,223611
630687,6,415205,223611
630688,2,561236,221936
630695,2,561239,223613
630696,5,73080,223613
630697,5,227544,223613
630698,2,561240,223614
630699,2,561241,223615
630700,2,561242,223616
630701,2,561243,223617
630702,6,415207,223617
630703,5,277201,212920
630704,6,415208,223618
630705,5,277200,212920
630706,1,372307,222153
630707,1,372308,222153
630708,5,277204,216346
630711,2,561244,222153
630712,2,561245,222153
630713,5,277205,206692
630714,5,277206,206693
630715,2,561246,222155
630717,5,246864,216411
630718,5,246872,216412
630719,5,246582,216413
630720,5,243074,216409
630721,5,277210,206691
630722,5,207094,216413
630723,5,277213,210898
630724,5,277216,212922
630725,5,277213,210900
630726,5,277213,210903
630727,5,277219,210900
630728,2,561247,223619
630729,5,277220,212921
630730,5,277222,208619
630731,5,246872,210891
630732,5,246866,223620
630733,5,196600,223620
630734,5,246870,214448
630735,5,277224,208625
630736,5,277226,184927
630737,2,561248,223621
630739,2,561249,223622
630740,11,877,223622
630742,1,372309,223623
630743,5,246866,223624
630744,5,277232,223624
630745,2,561250,223625
630746,5,277233,222525
630747,5,277231,208455
630748,5,277236,208456
630749,5,277236,208455
630750,5,277228,208454
630751,5,232443,207050
630752,5,277239,210361
630753,5,235284,210360
630754,6,415209,223625
630755,5,277242,212190
630756,5,277243,212190
630760,2,561251,223616
630761,2,561252,223626
630762,5,277247,217587
630763,2,561253,223626
630764,2,561254,223627
630765,2,561255,223627
630766,5,233382,223627
630767,5,277248,217587
630768,2,561256,223627
630769,2,561257,223627
630770,2,561258,223627
630771,2,561259,223621
630772,3,85,223626
630773,5,277250,217588
630774,5,277253,210224
630775,2,561260,223628
630776,11,876,223628
630782,5,277254,208635
630783,5,277256,211744
630786,5,277258,218357
630790,5,277264,223633
630791,2,561264,217859
630792,5,277265,217604
630793,5,277262,210232
630794,5,277265,219711
630795,5,277269,223634
630796,6,415212,223635
630797,2,561265,223635
630801,2,561266,223636
630803,5,277270,223552
630804,5,277271,223636
630805,5,259241,210950
630806,5,277273,223637
630807,2,561267,223638
630808,11,2439,223639
630811,1,372311,218299
630813,5,277278,223640
630814,5,260794,208839
630815,1,372312,223641
630816,5,277275,208386
630817,1,372313,223642
630818,5,277281,220232
630819,5,277282,208386
630820,2,561269,221844
630821,2,561270,221844
630823,2,561271,221845
630824,2,561272,221845
630826,1,372314,223643
630827,5,277290,223540
630828,2,561273,221846
630829,2,561274,221846
630830,5,277291,223539
630831,2,561275,221848
630832,2,561276,221848
630833,5,277288,208425
630834,2,561277,223644
630835,6,415213,223644
630836,2,561278,221849
630837,2,561279,221849
630838,2,561280,221850
630839,2,561281,221850
630840,2,561282,221852
630841,2,561283,221852
630842,5,277294,220341
630843,2,561284,223638
630844,5,277292,208447
630846,2,561286,223645
630847,2,561287,222683
630848,2,561288,222683
630849,5,277297,220342
630850,5,277296,208708
630851,2,561289,221855
630852,2,561290,221855
630853,5,277301,220476
630854,2,561291,221856
630855,2,561292,221856
630856,6,415214,223646
630857,2,561293,221858
630858,2,561294,221858
630859,2,561295,221860
630860,2,561296,221860
630861,2,561297,221861
630862,2,561298,221861
630863,2,561299,221862
630864,2,561300,221862
630865,5,277305,221944
630866,2,561301,221863
630867,2,561302,221863
630868,2,561303,221865
630869,2,561304,221865
630870,2,561305,221868
630871,2,561306,221868
630872,2,561307,221869
630873,2,561308,221869
630875,2,561310,221871
630876,2,561311,221871
630877,2,561312,221872
630878,2,561313,221872
630879,5,277310,221927
630880,5,277310,221928
630881,2,561314,223648
630882,6,415215,223648
630883,6,415216,223645
630884,5,232813,221941
630885,5,232113,221943
630886,5,277314,221941
630887,5,277315,208202
630888,5,277317,217161
630889,5,277318,208203
630890,5,171861,217163
630891,5,277319,223649
630892,5,277320,192895
630893,2,561315,223650
630895,6,415217,223651
630898,5,277322,223652
630899,6,415218,223653
630900,5,276182,223653
630901,2,561316,223654
630902,5,273413,223654
630903,5,277324,211723
630904,2,561317,223655
630905,1,372315,223656
630906,12,6275,223656
630907,5,277328,218502
630909,2,561318,223657
630910,5,277331,218501
630911,6,415219,223658
630912,2,561319,223658
630913,6,415220,223659
630914,5,155392,223660
630915,6,415221,223660
630916,5,84923,223660
630917,2,561320,223660
630918,2,561321,223661
630919,5,155391,223661
630920,1,372316,223661
630922,5,277333,218501
630924,6,415223,223663
630925,2,561323,223663
630926,6,415224,223664
630927,5,277334,223664
630928,2,561324,223662
630930,5,277336,193081
630931,5,277337,193081
630932,2,561325,223662
630933,2,561326,223662
630934,5,277338,218519
630935,2,561327,223665
630936,6,415225,223665
630937,5,277339,218520
630939,2,561328,223666
630940,2,561329,223667
630941,5,176335,223668
630942,2,561330,223662
630943,6,415227,223669
630944,2,561331,223662
630945,5,176335,223670
630946,5,277341,220348
630947,2,561332,223662
630949,6,415228,223672
630950,6,415229,223673
630951,2,561334,223674
630952,6,415230,223674
630953,5,277343,223675
630954,6,415231,211972
630955,2,561335,223676
630956,2,561336,223677
630957,5,280603,223677
630958,5,277344,213881
630959,2,561337,223678
630960,5,277345,213882
630961,5,277348,213880
630962,6,415232,223679
630964,5,277349,213883
630965,5,277350,223679
630966,5,277351,213973
630968,5,277354,217280
630969,5,277355,217282
630970,5,277356,220381
630971,5,277357,212487
630972,5,277358,223680
630973,5,277359,220381
630976,5,277362,218559
630977,5,277358,218559
630978,5,277358,218798
630979,5,277362,218798
630980,1,372317,223662
630981,5,277363,220384
630982,5,277365,220384
630983,5,277367,220384
630985,2,561340,223672
630986,2,561341,223681
630987,2,561342,223681
630988,2,561343,223681
630991,5,277369,220384
630992,5,277371,220384
630993,5,277373,220384
630994,5,277375,220384
630995,5,243294,216875
630996,6,415233,223682
630997,5,277377,220384
630998,5,277380,219538
630999,5,277383,220384
631000,5,277385,220384
631001,2,561344,223647
631003,6,415234,223683
631004,2,561345,223683
631005,5,277387,220384
631006,5,277389,220384
631008,5,277391,220384
631009,2,561346,223684
631010,5,277393,220383
631011,2,561347,223685
631012,5,277394,223686
631013,5,277395,220382
631014,2,561348,223687
631015,6,415235,223687
631016,2,561349,221873
631017,2,561350,221873
631020,2,561352,223689
631022,2,561353,221874
631023,2,561354,221874
631024,5,272531,207352
631025,5,273413,207352
631026,5,198120,207352
631027,2,561355,223646
631028,2,561356,223646
631031,2,561357,223690
631032,2,561358,221876
631033,2,561359,221876
631035,12,6277,223688
631036,5,277398,211511
631037,5,277399,211511
631038,2,561361,221877
631039,2,561362,221877
631040,2,561363,221879
631041,2,561364,221879
631043,2,561366,223691
631044,12,6278,223691
631045,2,561367,221881
631046,2,561368,221881
631047,2,561369,221882
631048,2,561370,221882
631049,2,561371,223688
631050,2,561372,221885
631051,2,561373,221885
631056,2,561376,223692
631057,2,561377,223692
631058,2,561378,223692
631059,2,561379,223688
631061,2,561381,223688
631063,5,277403,211244
631064,5,277405,216301
631065,6,415236,223693
631066,2,561383,223693
631067,5,277407,221586
631068,2,561384,221887
631069,2,561385,221887
631070,2,561386,223688
631071,2,561387,223688
631073,12,6279,216933
631075,5,277411,216302
631079,5,277412,215624
631080,5,277413,222205
631081,5,277414,223694
631082,2,561389,223695
631083,5,277416,223240
631084,5,277415,218504
631086,6,415237,223696
631087,2,561391,223697
631088,2,561392,223697
631089,5,277418,223698
631090,2,561393,223699
631092,12,6280,223700
631093,2,561395,223700
631094,5,277420,223701
631095,5,277421,221021
631096,5,277423,221029
631097,2,561396,223662
631098,5,277425,221078
631099,2,561397,221867
631100,2,561398,221867
631101,2,561399,221866
631102,2,561400,221866
631103,5,277426,213524
631105,5,3373,223702
631106,2,561401,223702
631107,6,415238,223702
631108,5,277427,218356
631109,5,277427,218482
631110,5,279549,223699
631111,2,561402,223696
631112,2,561403,223696
631113,5,277429,223703
631114,6,415239,223704
631115,5,237219,223704
631116,2,561404,223704
631117,2,561405,223704
631118,2,561406,223704
631119,5,277430,218337
631121,2,561408,223705
631122,2,561409,223705
631125,5,277432,212484
631126,2,561411,223706
631127,6,415240,223706
631128,2,561412,222960
631129,2,561413,222960
631130,2,561414,222960
631131,2,561415,222960
631132,2,561416,222960
631133,2,561417,222960
631134,5,277434,220654
631135,6,415241,223580
631136,2,561418,223580
631137,2,561419,223580
631138,5,322569,223580
631139,2,561420,223707
631140,2,561421,223708
631141,2,561422,223709
631142,2,561423,223709
631144,3,84,223707
631145,2,561425,223710
631146,13,6982,223711
631147,13,6983,223712
631148,16,1061,223713
631149,2,561426,223713
631150,1,372318,223713
631151,2,561427,223713
631152,2,561428,223713
631153,2,561429,223713
631154,2,561430,223713
631155,2,561431,223713
631156,2,561432,223713
631157,2,561433,223713
631158,2,561434,223713
631159,2,561435,223713
631160,2,561436,223713
631161,2,561437,223714
631162,16,1062,223715
631163,2,561438,223715
631164,1,372319,223715
631165,2,561439,223715
631166,2,561440,223715
631169,2,561443,223715
631170,2,561444,223715
631171,2,561445,223715
631172,2,561446,223715
631173,2,561447,223715
631174,2,561448,223715
631175,2,561449,215961
631176,6,415242,223716
631177,16,1063,223717
631178,2,561450,223717
631179,1,372320,223717
631180,2,561451,223717
631181,2,561452,223717
631182,2,561453,223717
631183,2,561454,223717
631184,2,561455,223717
631185,2,561456,223717
631186,2,561457,223717
631187,2,561458,223717
631188,16,1064,223718
631189,2,561459,223718
631190,1,372321,223718
631191,2,561460,223718
631192,2,561461,223718
631193,2,561462,223718
631194,2,561463,223718
631195,2,561464,223718
631196,2,561465,223718
631197,5,277436,219960
631199,5,277437,220042
631202,5,277438,219990
631203,5,236790,219991
631204,5,236932,219992
631208,5,277443,220048
631209,5,200405,220048
631210,5,198118,220057
631211,5,277444,220047
631212,2,561468,223717
631213,2,561469,223717
631214,2,561470,223718
631215,2,561471,223718
631216,2,561472,223719
631217,2,561473,223719
631218,2,561474,223719
631219,2,561475,223719
631220,2,561476,223719
631221,2,561477,223719
631222,1,372322,223719
631224,12,6282,223720
631226,2,561479,223721
631227,5,277455,223722
631228,2,561480,223722
631229,6,415243,223722
631230,2,561481,220404
631231,2,561482,220404
631232,5,277456,223723
631233,5,277458,223724
631234,2,561483,223725
631235,2,561484,223726
631236,2,561485,223727
631237,5,277460,212485
631238,5,277462,215448
631239,5,277464,215457
631240,5,277465,215459
631241,5,277467,215460
631242,11,1135,223728
631243,6,415244,223729
631244,5,221086,223729
631245,12,6283,223730
631246,2,561486,223730
631247,5,200573,210518
631248,5,272923,210518
631249,5,196641,210519
631250,5,272715,210519
631251,5,272723,210520
631252,5,277472,207748
631253,5,277474,210548
631254,5,277476,210550
631255,5,277477,210550
631256,2,561487,223731
631257,5,277478,223732
631258,5,277479,212425
631259,5,146954,216388
631260,5,146938,216389
631261,6,415245,223733
631262,2,561488,223733
631265,5,146937,216433
631266,5,146938,216431
631267,5,232113,216431
631270,5,277480,223733
