ID,Name_lang,HordeName_lang,Charges,Effect[0],Effect[1],Effect[2],EffectPointsMin[0],EffectPointsMin[1],EffectPointsMin[2],EffectPointsMax[0],EffectPointsMax[1],EffectPointsMax[2],EffectArg[0],EffectArg[1],EffectArg[2],ItemVisual,Flags,Field_1_15_3_55112_009[0],Field_1_15_3_55112_009[1],Field_1_15_3_55112_009[2],Field_1_15_3_55112_010,ScalingClassRestricted,Field_1_15_3_55112_012,Field_1_15_3_55112_013,Field_1_15_3_55112_014,Field_1_15_3_55112_015,MinLevel,MaxLevel,Field_1_15_3_55112_018,ItemLevel,Field_1_15_3_55112_020,Field_1_15_3_55112_021
6918,Crimson Vial,,0,3,0,0,0,0,0,0,0,0,415727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6919,Blunderbuss,,0,3,0,0,0,0,0,0,0,0,436610,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6920,Recuperate,,0,3,0,0,0,0,0,0,0,0,415728,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6921,Spell Power,,0,3,3,0,0,0,0,0,0,0,415459,412322,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6922,Enlightenment,,0,3,3,0,0,0,0,0,0,0,415729,412324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6923,Living Bomb,,0,3,0,0,0,0,0,0,0,0,401731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6924,Ignition,,0,3,3,0,0,0,0,0,0,0,415730,412364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6925,Empowered Frostbolt,,0,3,3,0,0,0,0,0,0,0,415466,412429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6926,Summon Water Elemental,,0,3,0,0,0,0,0,0,0,0,412442,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6927,Mass Regeneration,,0,3,0,0,0,0,0,0,0,0,415467,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6928,Temporal Echoes,,0,3,3,0,0,0,0,0,0,0,415733,412516,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6929,Melt,,0,3,3,0,0,0,0,0,0,0,415470,412525,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6930,Spellfrost Bolt,,0,3,0,0,0,0,0,0,0,0,415734,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6931,Body and Soul,,0,3,3,0,0,0,0,0,0,0,415480,409070,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6932,Serendipity,,0,3,3,0,0,0,0,0,0,0,415737,413248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6933,Pain and Suffering,,0,3,3,0,0,0,0,0,0,0,415481,413251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6934,Mind Sear,,0,3,0,0,0,0,0,0,0,0,415738,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6935,Rapture,,0,3,3,0,0,0,0,0,0,0,415482,413286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6936,Strength of Soul,,0,3,3,0,0,0,0,0,0,0,415740,415739,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6937,Mastermind,,0,3,3,0,0,0,0,0,0,0,415483,409315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6938,Shadow and Light,,0,3,3,0,0,0,0,0,0,0,415741,413349,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6939,Dark Ritual,,0,3,0,0,0,0,0,0,0,0,415484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6940,Corpse Explosion,,0,3,0,0,0,0,0,0,0,0,415742,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6941,Blood Surge,,0,3,3,0,0,0,0,0,0,0,415743,413380,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6942,Two-Handed Specialist,,0,3,3,0,0,0,0,0,0,0,415593,412506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6943,Precise Timing,,0,3,3,0,0,0,0,0,0,0,415744,402922,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6944,Shield Mastery,,0,3,3,0,0,0,0,0,0,0,415596,409069,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6945,Focused Rage,,0,3,3,0,0,0,0,0,0,0,415745,29787,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6946,Gladiator Stance,,0,3,0,0,0,0,0,0,0,0,415598,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6947,Breakthrough,,0,3,3,0,0,0,0,0,0,0,415746,413405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6948,Single-Minded Fury,,0,3,3,0,0,0,0,0,0,0,415599,413404,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6949,Longbowman,,0,3,3,0,0,0,0,0,0,0,415747,413447,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6950,Everlasting Affliction,,0,3,3,0,0,0,0,0,0,0,415604,412689,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6951,Power Bargain,,0,3,3,0,0,0,0,0,0,0,415748,412722,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6952,Demonic Tactics,,0,3,3,0,0,0,0,0,0,0,415605,412727,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6953,Demonic Knowledge,,0,3,3,0,0,0,0,0,0,0,415749,412732,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6954,Fire and Brimstone,,0,3,3,0,0,0,0,0,0,0,415606,412751,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6955,Damaged Rune,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6956,Forbidden Knowledge,,0,3,3,0,0,0,0,0,0,0,415609,412793,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6957,Dance of the Wicked,,0,3,3,0,0,0,0,0,0,0,415751,412798,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6958,Font of Life,,0,3,0,0,0,0,0,0,0,0,415610,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6959,Soul Sacrifice,,0,3,0,0,0,0,0,0,0,0,415752,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6960,Sacred Shield,,0,3,0,0,0,0,0,0,0,0,415703,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6961,Divine Illumination,,0,3,3,0,0,0,0,0,0,0,415754,415029,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6962,Ardent Defender,,0,3,3,0,0,0,0,0,0,0,415704,415078,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6963,Guarded by the Light,,0,3,3,0,0,0,0,0,0,0,415755,415059,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6964,Augmented Seals,,0,3,3,0,0,0,0,0,0,0,415705,415077,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6965,Aura Mastery,,0,3,0,0,0,0,0,0,0,0,415756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6966,The Art of War,,0,3,3,0,0,0,0,0,0,0,415706,426157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6967,Fanaticism,,0,3,3,0,0,0,0,0,0,0,415757,429142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6968,Howling Blast,,0,3,0,0,0,0,0,0,0,0,415707,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6969,Horn of Winter,,0,3,0,0,0,0,0,0,0,0,415758,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6970,Swipe (Cat),,0,3,0,0,0,0,0,0,0,0,415708,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6971,Damaged Rune,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6972,Survival of the Fittest,,0,3,3,0,0,0,0,0,0,0,415709,411115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6973,Damaged Rune,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6974,Gift of the Earthmother,,0,3,3,0,0,0,0,0,0,0,415710,414673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6975,Living Seed,,0,3,3,0,0,0,0,0,0,0,415761,414677,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6976,Sunfire,,0,3,0,0,0,0,0,0,0,0,414692,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6977,Elune's Fires,,0,3,3,0,0,0,0,0,0,0,415762,414719,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6978,Predatory Swiftness,,0,3,3,0,0,0,0,0,0,0,415711,411141,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6979,Wild Charge,,0,3,3,0,0,0,0,0,0,0,415763,414801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6980,Power Surge,,0,3,3,0,0,0,0,0,0,0,415712,415100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6981,Empowered Flames,,0,3,3,0,0,0,0,0,0,0,415764,415135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6982,Mental Dexterity,,0,3,3,0,0,0,0,0,0,0,415713,415140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6983,Frozen Power,,0,3,3,0,0,0,0,0,0,0,415765,415159,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6984,Healing Rain,,0,3,0,0,0,0,0,0,0,0,415714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6985,Earthliving Weapon,,0,3,0,0,0,0,0,0,0,0,415767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6986,Resilient Earth,,0,3,3,0,0,0,0,0,0,0,415715,415230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6987,Burn,,0,3,3,0,0,0,0,0,0,0,415768,415231,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6988,Master of the Elements,,0,3,3,0,0,0,0,0,0,0,415716,415257,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6989,Ghost World,,0,3,3,0,0,0,0,0,0,0,415815,415813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6990,Catlike Reflexes,,0,3,3,0,0,0,0,0,0,0,415717,415428,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6991,Wyvern Strike,,0,3,3,0,0,0,0,0,0,0,415816,458479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6992,Aspect of the Viper,,0,3,0,0,0,0,0,0,0,0,415718,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6993,Rapid Killing,,0,3,3,0,0,0,0,0,0,0,415817,415405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6994,Lock and Load,,0,3,3,0,0,0,0,0,0,0,415719,415413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6995,Sniper Training,,0,3,3,0,0,0,0,0,0,0,415818,415399,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6996,Kill Shot,,0,3,0,0,0,0,0,0,0,0,415720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6997,Run and Gun,,0,3,3,0,0,0,0,0,0,0,415819,415391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6998,Melee Specialist,,0,3,3,0,0,0,0,0,0,0,415723,415352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6999,Raptor Fury,,0,3,3,0,0,0,0,0,0,0,415822,415358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7000,Coherence,,0,3,3,0,0,0,0,0,0,0,416081,415096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7004,Cyclone,,0,3,0,0,0,0,0,0,0,0,416212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7005,+7 Spirit,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7006,+7 Stamina,,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7007,+18 to all attributes,,0,3,3,3,18,18,20,18,18,20,14465,14371,14467,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,0,0
7008,-15 Fire Resistance,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,0,0
7011,Starsurge,,0,3,0,0,0,0,0,0,0,0,424715,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7012,Berserk,,0,3,0,0,0,0,0,0,0,0,424759,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7013,King of the Jungle,,0,3,3,0,0,0,0,0,0,0,424762,417046,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7014,Saber Slash,,0,3,0,0,0,0,0,0,0,0,424979,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7015,Cutthroat,,0,3,3,0,0,0,0,0,0,0,424980,462708,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7016,Main Gauche,,0,3,0,0,0,0,0,0,0,0,424982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7017,Slaughter from the Shadows,,0,3,3,0,0,0,0,0,0,0,424983,424925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7018,Poisoned Knife,,0,3,0,0,0,0,0,0,0,0,425100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7019,Master of Subtlety,,0,3,3,0,0,0,0,0,0,0,425101,425096,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7020,Icy Veins,,0,3,0,0,0,0,0,0,0,0,425169,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7021,Arcane Surge,,0,3,0,0,0,0,0,0,0,0,425168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7022,Chronostatic Preservation,,0,3,0,0,0,0,0,0,0,0,425187,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7023,Damaged Rune,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7024,Twisted Faith,,0,3,3,0,0,0,0,0,0,0,425210,425198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7025,Faded Rune,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7026,Empowered Renew,,0,3,3,0,0,0,0,0,0,0,425302,425266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7027,Renewed Hope,,0,3,3,0,0,0,0,0,0,0,425303,425280,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7028,Spirit of the Redeemer,,0,3,0,0,0,0,0,0,0,0,425304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7029,Dispersion,,0,3,0,0,0,0,0,0,0,0,425307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7030,Greater Ghost Wolf,,0,3,3,0,0,0,0,0,0,0,425341,415813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7031,Molten Blast,,0,3,0,0,0,0,0,0,0,0,425340,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7033,Quick Strike,,0,3,0,0,0,0,0,0,0,0,425428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7034,Raging Blow,,0,3,3,0,0,0,0,0,0,0,425429,462885,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7035,Warbringer,,0,3,3,0,0,0,0,0,0,0,425430,425421,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7036,Consumed by Rage,,0,3,3,0,0,0,0,0,0,0,425440,425418,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7037,Frenzied Assault,,0,3,3,0,0,0,0,0,0,0,425442,425412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7038,Demonic Pact,,0,3,3,0,0,0,0,0,0,0,425473,425464,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7039,Demonic Grace,,0,3,0,0,0,0,0,0,0,0,425474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7040,Hallowed Ground,,0,3,0,0,0,0,0,0,0,0,425614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7041,Aegis,,0,3,3,0,0,0,0,0,0,0,425615,425589,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7042,Rebuke,,0,3,0,0,0,0,0,0,0,0,425616,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7043,Carve,,0,3,0,0,0,0,0,0,0,0,425754,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7044,Cobra Strikes,,0,3,3,0,0,0,0,0,0,0,425755,425713,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7045,Serpent Spread,,0,3,3,0,0,0,0,0,0,0,425756,425738,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7046,Flanking Strike,,0,3,3,0,0,0,0,0,0,0,425757,415327,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7047,Decoy Totem,,0,3,0,0,0,0,0,0,0,0,425881,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7048,Ancestral Awakening,,0,3,3,0,0,0,0,0,0,0,425879,425858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7049,Malleable Protection,,0,3,3,0,0,0,0,0,0,0,426174,458318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7050,Sheath of Light,,0,3,3,0,0,0,0,0,0,0,426176,426158,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7051,Infusion of Light,,0,3,3,0,0,0,0,0,0,0,426179,426065,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7053,Invocation,,0,3,3,0,0,0,0,0,0,0,426442,426243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7054,Grimoire of Synergy,,0,3,0,0,0,0,0,0,0,0,426444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7056,Shadow and Flame,,0,3,3,0,0,0,0,0,0,0,426449,426316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7057,Shadowflame,,0,3,0,0,0,0,0,0,0,0,426454,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7058,Vengeance,,0,3,0,0,0,0,0,0,0,0,426469,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7059,Rallying Cry,,0,3,0,0,0,0,0,0,0,0,426492,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7065,Taste for Blood,,0,3,3,0,0,0,0,0,0,0,427067,426953,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7066,Vigilance,,0,3,0,0,0,0,0,0,0,0,427068,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7067,Shield Mastery,,0,3,3,0,0,0,0,0,0,0,427069,426980,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7068,Rampage,,0,3,3,0,0,0,0,0,0,0,427070,426945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7069,Sword and Board,,0,3,3,0,0,0,0,0,0,0,427073,426978,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7070,Wrecking Crew,,0,3,3,0,0,0,0,0,0,0,427074,427065,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7087,Damaged Rune,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7088,Fanaticism,,0,3,3,0,0,0,0,0,0,0,429250,429142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7089,Wrath,,0,3,3,0,0,0,0,0,0,0,429248,429139,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7090,Purifying Power,,0,3,3,0,0,0,0,0,0,0,429254,429144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7091,Improved Hammer of Wrath,,0,3,3,0,0,0,0,0,0,0,429259,429152,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7092,Improved Sanctuary,,0,3,3,0,0,0,0,0,0,0,429245,429133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7093,Deep Freeze,,0,3,3,0,0,0,0,0,0,0,429303,428920,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7094,Temporal Anomaly,,0,3,0,0,0,0,0,0,0,0,429305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7095,Molten Armor,,0,3,0,0,0,0,0,0,0,0,429307,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7096,Displacement,,0,3,0,0,0,0,0,0,0,0,428863,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7097,Balefire Bolt,,0,3,0,0,0,0,0,0,0,0,429310,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7098,Hit +2%,,0,3,0,0,0,0,0,0,0,0,430391,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7099,Blackfathom Mana Oil,,0,3,0,0,0,0,0,0,0,0,430406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7102,Gore,,0,3,3,0,0,0,0,0,0,0,431446,417145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7103,Improved Barkskin,,0,3,3,0,0,0,0,0,0,0,431448,431388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7104,Gale Winds,,0,3,3,0,0,0,0,0,0,0,431450,417135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7105,Efflorescence,,0,3,3,0,0,0,0,0,0,0,431466,417149,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7106,Eclipse,,0,3,3,0,0,0,0,0,0,0,409813,408248,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7107,Focus Fire,,0,3,0,0,0,0,0,0,0,0,431600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7108,T.N.T.,,0,3,3,0,0,0,0,0,0,0,431610,428717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7109,Divine Aegis,,0,3,3,0,0,0,0,0,0,0,431649,431622,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7110,Mind Spike,,0,3,0,0,0,0,0,0,0,0,431662,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7111,Surge of Light,,0,3,3,0,0,0,0,0,0,0,431668,431664,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7112,Despair,,0,3,3,0,0,0,0,0,0,0,431675,431670,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7113,Void Zone,,0,3,0,0,0,0,0,0,0,0,431704,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7114,Pandemic,,0,3,3,0,0,0,0,0,0,0,429283,427712,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7115,Backdraft,,0,3,3,0,0,0,0,0,0,0,431742,427713,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7116,Unstable Affliction,,0,3,0,0,0,0,0,0,0,0,431748,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7117,Summon Felguard,,0,3,0,0,0,0,0,0,0,0,431754,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7118,Immolation Aura,,0,3,0,0,0,0,0,0,0,0,431757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7123,Automatic Crowd Pummeler,,0,3,0,0,0,0,0,0,0,0,432137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7124,Wolfshead Trophy,,0,3,0,0,0,0,0,0,0,0,17768,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0
7125,Tidal Waves,,0,3,3,0,0,0,0,0,0,0,432233,432042,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7126,Rolling Thunder,,0,3,3,0,0,0,0,0,0,0,432235,432056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7127,Static Shock,,0,3,3,0,0,0,0,0,0,0,432237,432134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7128,Overcharged,,0,3,3,0,0,0,0,0,0,0,432240,432140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7129,Focused Attacks,,0,3,3,0,0,0,0,0,0,0,432290,432256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7130,Combat Potency,,0,3,3,0,0,0,0,0,0,0,432292,432259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7131,Honor Among Thieves,,0,3,3,0,0,0,0,0,0,0,432294,432264,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7132,Cut to the Chase,,0,3,3,0,0,0,0,0,0,0,432296,432271,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7133,Carnage,,0,3,3,0,0,0,0,0,0,0,432298,432276,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7134,Unfair Advantage,,0,3,3,0,0,0,0,0,0,0,432300,432273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7141,Wild Strikes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7210,Dismantle,,0,3,3,0,0,0,0,0,0,0,435467,442206,0,644,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7223,Retricutioner,,0,3,0,0,0,0,0,0,0,0,435901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7224,Two-Handed Mastery,,0,3,3,0,0,0,0,0,0,0,436367,436364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
