ID,ComponentSection,MaterialResourcesID,ItemDisplayInfoID
1325690,0,814698,681881
1325691,1,814676,681881
1325692,3,814686,681881
1325693,4,814636,681881
1325694,4,814635,681883
1325695,5,814620,681883
1325696,0,814699,681885
1325697,1,814679,681885
1325698,3,814687,681885
1325699,4,814638,681885
1325700,5,814625,681885
1325701,6,814661,681885
1325702,4,814637,681886
1325703,5,814623,681886
1325704,5,814624,681887
1325705,6,814660,681887
1325706,6,814659,681888
1325707,7,814645,681888
1325708,1,814677,681889
1325709,1,814678,681890
1325710,2,814693,681890
1325711,0,814699,681892
1325712,1,814679,681892
1325713,3,814687,681892
1325714,4,814638,681892
1325715,4,814637,681894
1325716,5,814623,681894
1325717,0,814700,681896
1325718,1,814682,681896
1325719,3,814688,681896
1325720,4,814640,681896
1325721,5,814628,681896
1325722,6,814664,681896
1325723,4,814639,681897
1325724,5,814626,681897
1325725,5,814627,681898
1325726,6,814663,681898
1325727,6,814662,681899
1325728,7,814646,681899
1325729,1,814680,681900
1325730,1,814681,681901
1325731,2,814694,681901
1325732,0,814700,681903
1325733,1,814682,681903
1325734,3,814688,681903
1325735,4,814640,681903
1325736,4,814639,681905
1325737,5,814626,681905
1325738,0,814695,681906
1325739,1,814667,681906
1325740,3,814683,681906
1325741,4,814630,681906
1325742,5,814613,681906
1325743,6,814649,681906
1325744,0,814696,681907
1325745,1,814670,681907
1325746,3,814684,681907
1325747,4,814632,681907
1325748,5,814616,681907
1325749,6,814652,681907
1325750,0,814697,681908
1325751,1,814673,681908
1325752,3,814685,681908
1325753,4,814634,681908
1325754,5,814619,681908
1325755,6,814655,681908
1325756,0,814698,681909
1325757,1,814676,681909
1325758,3,814686,681909
1325759,4,814636,681909
1325760,5,814622,681909
1325761,6,814658,681909
1325762,0,814699,681910
1325763,1,814679,681910
1325764,3,814687,681910
1325765,4,814638,681910
1325766,5,814625,681910
1325767,6,814661,681910
1325768,0,814700,681911
1325769,1,814682,681911
1325770,3,814688,681911
1325771,4,814640,681911
1325772,5,814628,681911
1325773,6,814664,681911
1325774,3,816859,681912
1325775,0,816864,681912
1325776,4,816858,681912
1325777,0,821885,681915
1325778,1,821851,681915
1325779,3,821867,681915
1325780,4,821861,681915
1325781,5,821879,681917
1325782,6,821835,681917
1325783,6,821834,681918
1325784,7,821825,681918
1325785,1,821849,681919
1325786,1,821850,681920
1325787,2,821873,681920
1325788,0,821886,681927
1325789,1,821854,681927
1325790,3,821868,681927
1325791,4,821862,681927
1325792,5,821880,681929
1325793,6,821837,681929
1325794,6,821836,681930
1325795,7,821826,681930
1325796,1,821852,681931
1325797,1,821853,681932
1325798,2,821874,681932
1325799,0,821887,681939
1325800,1,821857,681939
1325801,3,821869,681939
1325802,4,821863,681939
1325803,5,821881,681941
1325804,6,821839,681941
1325805,6,821838,681942
1325806,7,821827,681942
1325807,1,821855,681943
1325808,1,821856,681944
1325809,2,821875,681944
1325810,0,821882,681951
1325811,1,821842,681951
1325812,3,821864,681951
1325813,4,821858,681951
1325814,5,821876,681953
1325815,6,821829,681953
1325816,6,821828,681954
1325817,7,821822,681954
1325818,1,821840,681955
1325819,1,821841,681956
1325820,2,821870,681956
1325821,0,821883,681963
1325822,1,821845,681963
1325823,3,821865,681963
1325824,4,821859,681963
1325825,5,821877,681965
1325826,6,821831,681965
1325827,6,821830,681966
1325828,7,821823,681966
1325829,1,821843,681967
1325830,1,821844,681968
1325831,2,821871,681968
1325832,0,821884,681975
1325833,1,821848,681975
1325834,3,821866,681975
1325835,4,821860,681975
1325836,5,821878,681977
1325837,6,821833,681977
1325838,6,821832,681978
1325839,7,821824,681978
1325840,1,821846,681979
1325841,1,821847,681980
1325842,2,821872,681980
1325843,3,816866,681996
1325844,0,816867,681996
1325845,4,816865,681996
1325846,0,829186,682012
1325847,1,829160,682012
1325848,3,829175,682012
1325849,4,829128,682012
1325850,4,829127,682013
1325851,5,829115,682013
1325852,5,829116,682014
1325853,6,829146,682014
1325854,6,829145,682015
1325855,7,829139,682015
1325856,1,829158,682016
1325857,1,829159,682017
1325858,2,829181,682017
1325859,0,829187,682022
1325860,1,829163,682022
1325861,3,829176,682022
1325862,4,829130,682022
1325863,4,829129,682023
1325864,5,829117,682023
1325865,5,829118,682024
1325866,6,829148,682024
1325867,6,829147,682025
1325868,7,829140,682025
1325869,1,829161,682026
1325870,1,829162,682027
1325871,2,829182,682027
1325872,0,829188,682032
1325873,1,829166,682032
1325874,3,829177,682032
1325875,4,829132,682032
1325876,4,829131,682033
1325877,5,829119,682033
1325878,5,829120,682034
1325879,6,829150,682034
1325880,6,829149,682035
1325881,7,829141,682035
1325882,1,829164,682036
1325883,1,829165,682037
1325884,2,829183,682037
1325885,0,829189,682042
1325886,1,829169,682042
1325887,3,829178,682042
1325888,4,829134,682042
1325889,4,829133,682043
1325890,5,829121,682043
1325891,5,829122,682044
1325892,6,829152,682044
1325893,6,829151,682045
1325894,7,829142,682045
1325895,1,829167,682046
1325896,1,829168,682047
1325897,2,829184,682047
1325898,0,829190,682052
1325899,1,829172,682052
1325900,3,829179,682052
1325901,4,829136,682052
1325902,4,829135,682053
1325903,5,829123,682053
1325904,5,829124,682054
1325905,6,829155,682054
1325906,6,829153,682055
1325907,7,829143,682055
1325908,1,829170,682056
1325909,1,829171,682057
1325910,2,829185,682057
1325911,0,829191,682062
1325912,1,829174,682062
1325913,3,829180,682062
1325914,4,829138,682062
1325915,4,829137,682063
1325916,5,829125,682063
1325917,5,829126,682064
1325918,6,829157,682064
1325919,6,829156,682065
1325920,7,829144,682065
1325921,1,829173,682066
1325922,1,829159,682128
1325923,2,829181,682128
1325924,1,829162,682129
1325925,2,829182,682129
1325926,1,829165,682130
1325927,2,829183,682130
1325928,1,829168,682131
1325929,2,829184,682131
1325930,1,829171,682132
1325931,2,829185,682132
1325932,4,829127,682134
1325933,5,829115,682134
1325934,4,829129,682135
1325935,5,829117,682135
1325936,4,829131,682136
1325937,5,829119,682136
1325938,4,829133,682137
1325939,5,829121,682137
1325940,4,829135,682138
1325941,5,829123,682138
1325942,4,829137,682139
1325943,5,829125,682139
1325944,5,829118,682140
1325945,6,829148,682140
1325946,5,829116,682141
1325947,6,829146,682141
1325948,5,829120,682142
1325949,6,829150,682142
1325950,5,829122,682143
1325951,6,829152,682143
1325952,5,829124,682144
1325953,6,829155,682144
1325954,5,829126,682145
1325955,6,829157,682145
1325956,4,814637,682146
1325957,5,814623,682146
1325958,4,814639,682147
1325959,5,814626,682147
1325960,4,814639,682148
1325961,5,814626,682148
1325962,4,814637,682149
1325963,5,814623,682149
1325964,4,814635,682150
1325965,5,814620,682150
1325966,4,814635,682151
1325967,5,814620,682151
1325968,4,814635,682152
1325969,5,814620,682152
1325970,4,814633,682153
1325971,5,814617,682153
1325972,4,814633,682154
1325973,5,814617,682154
1325974,4,814631,682155
1325975,5,814614,682155
1325976,4,814631,682156
1325977,5,814614,682156
1325978,4,814629,682157
1325979,5,814611,682157
1325980,4,814629,682158
1325981,5,814611,682158
1325982,4,814639,682159
1325983,5,814626,682159
1325984,4,814637,682160
1325985,5,814623,682160
1325986,4,814635,682161
1325987,5,814620,682161
1325988,4,814633,682162
1325989,5,814617,682162
1325990,4,814631,682163
1325991,5,814614,682163
1325992,4,814629,682164
1325993,5,814611,682164
1325994,4,814637,682165
1325995,5,814623,682165
1325996,1,814681,682166
1325997,2,814694,682166
1325998,1,814666,682179
1325999,2,814689,682179
1326000,1,814669,682180
1326001,2,814690,682180
1326002,1,814672,682181
1326003,2,814691,682181
1326004,1,814675,682182
1326005,2,814692,682182
1326006,1,814678,682183
1326007,2,814693,682183
1326008,1,814681,682184
1326009,2,814694,682184
1326010,0,814695,682185
1326011,1,814667,682185
1326012,3,814683,682185
1326013,4,814630,682185
1326014,5,814613,682185
1326015,6,814649,682185
1326016,0,814700,682186
1326017,1,814682,682186
1326018,3,814688,682186
1326019,4,814640,682186
1326020,5,814628,682186
1326021,6,814664,682186
1326022,0,814699,682187
1326023,1,814679,682187
1326024,3,814687,682187
1326025,4,814638,682187
1326026,5,814625,682187
1326027,6,814661,682187
1326028,0,814698,682188
1326029,1,814676,682188
1326030,3,814686,682188
1326031,4,814636,682188
1326032,5,814622,682188
1326033,6,814658,682188
1326034,0,814697,682189
1326035,1,814673,682189
1326036,3,814685,682189
1326037,4,814634,682189
1326038,5,814619,682189
1326039,6,814655,682189
1326040,0,814696,682190
1326041,1,814670,682190
1326042,3,814684,682190
1326043,4,814632,682190
1326044,5,814616,682190
1326045,6,814652,682190
1326046,6,218689,682192
1326047,5,218705,682192
1326048,3,801372,682193
1326049,4,801371,682193
1326050,1,789246,682194
1326051,3,789241,682194
1326052,4,789240,682194
1326053,0,789247,682194
1326054,3,219853,682195
1326055,0,219817,682195
1326056,4,219847,682195
1326057,0,219817,682196
1326058,4,219847,682196
1326059,0,219817,682197
1326060,4,227785,682197
1326061,3,227789,682197
1326062,3,827338,682198
1326063,4,827284,682198
1326064,0,827350,682198
1326065,1,827326,682198
1326072,1,814681,682203
1326073,2,814694,682203
1326076,6,828572,682231
1326077,7,828571,682231
1326078,1,828573,682232
1326079,1,828574,682233
1326080,2,828575,682233
1326081,6,828577,682238
1326082,7,828576,682238
1326083,1,828578,682239
1326084,1,828579,682240
1326085,2,828580,682240
1326086,6,828582,682245
1326087,7,828581,682245
1326088,1,828583,682246
1326089,1,828584,682247
1326090,2,828585,682247
1326091,6,828587,682252
1326092,7,828586,682252
1326093,1,828588,682253
1326094,1,828589,682254
1326095,2,828590,682254
1326096,2,796576,682263
1326097,1,796575,682263
1326098,1,789229,682269
1326099,2,796576,682269
1326100,5,831812,682270
1326101,5,831811,682271
1326102,5,831810,682272
1326103,5,831809,682273
1326104,0,796579,682284
1326105,3,796574,682284
1326106,4,796573,682284
1326107,3,789254,682291
1326108,0,789260,682291
1326109,1,789259,682291
1326110,4,789253,682291
1326111,1,789255,682294
1326112,2,789256,682294
1326113,3,757659,682295
1326114,4,757657,682295
1326115,5,757655,682295
1326116,1,791839,682297
1326117,2,791840,682297
1326118,4,791815,682304
1326119,3,791816,682304
1326120,3,791816,682307
1326121,4,791815,682307
1326122,2,796612,682310
1326123,1,796611,682310
1326124,3,791816,682312
1326125,4,791815,682312
1326126,3,791816,682315
1326127,4,791815,682315
1326128,3,227788,682321
1326129,0,227761,682321
1326130,4,227783,682321
1326131,1,818078,682322
1326132,2,804233,682322
1326133,3,227789,682324
1326134,0,227762,682324
1326135,4,227785,682324
1326136,5,806414,682325
1326137,6,806439,682325
1326138,1,818078,682326
1326139,2,804233,682326
1326140,6,796607,682329
1326141,5,227779,682330
1326142,6,227773,682330
1326143,6,796571,682331
1326144,1,814780,682332
1326145,2,814781,682332
1326146,6,796571,682333
1326147,7,796570,682333
1326148,3,804227,682335
1326149,4,804191,682335
1326150,5,814783,682336
1326151,6,814782,682336
1326152,2,227769,682337
1326153,1,227760,682337
1326154,3,796586,682338
1326155,0,796591,682338
1326156,4,796585,682338
1326157,5,814783,682339
1326158,6,814782,682339
1326159,0,796591,682339
1326160,3,796586,682339
1326161,4,796585,682339
1326162,4,796581,682340
1326163,5,796580,682340
1326164,5,796590,682341
1326165,6,796589,682341
1326166,1,796587,682342
1326167,2,796588,682342
1326168,5,814783,682344
1326169,6,814782,682344
1326170,0,796591,682344
1326171,3,796586,682344
1326172,4,796585,682344
1326173,5,796590,682345
1326174,6,796589,682345
1326175,1,796587,682346
1326176,2,796588,682346
1326177,5,818091,682348
1326178,6,818090,682348
1326179,1,804222,682349
1326180,2,804233,682349
1326181,5,729377,682350
1326182,6,729367,682350
1326183,0,729351,682350
1326184,3,729393,682350
1326185,4,729387,682350
1326186,4,729386,682351
1326187,5,729375,682351
1326188,5,729376,682352
1326189,6,729366,682352
1326190,1,729347,682353
1326191,2,729359,682353
1326192,3,729393,682354
1326193,4,729387,682354
1326194,5,729377,682355
1326195,6,729367,682355
1326196,3,729393,682355
1326197,4,729387,682355
1326198,3,729322,682356
1326199,4,729319,682356
1326200,5,729314,682356
1326201,6,729308,682356
1326202,4,122180,682357
1326203,5,35731,682357
1326204,5,818085,682358
1326205,6,818084,682358
1326206,4,122180,682359
1326207,5,35731,682359
1326208,5,821069,682361
1326209,6,821068,682361
1326210,5,821082,682362
1326211,6,821081,682362
1326212,5,821095,682363
1326213,6,821094,682363
1326214,5,821108,682364
1326215,6,821107,682364
1326216,5,821121,682365
1326217,6,821120,682365
1326218,4,821073,682366
1326219,5,821072,682366
1326220,4,821086,682367
1326221,5,821085,682367
1326222,4,821099,682368
1326223,5,821098,682368
1326224,4,821112,682369
1326225,5,821111,682369
1326226,5,821134,682370
1326227,6,821133,682370
1326228,4,821138,682371
1326229,5,821137,682371
1326230,5,821147,682372
1326231,6,821146,682372
1326232,4,821125,682373
1326233,5,821124,682373
1326234,4,821151,682374
1326235,5,821150,682374
1326236,5,821160,682375
1326237,6,821159,682375
1326238,4,821164,682376
1326239,5,821163,682376
1326240,5,821173,682377
1326241,6,821172,682377
1326242,5,821186,682378
1326243,6,821185,682378
1326244,4,821177,682379
1326245,5,821176,682379
1326246,4,820924,682380
1326247,5,820923,682380
1326248,4,820939,682381
1326249,5,820938,682381
1326250,4,820954,682382
1326251,5,820953,682382
1326252,4,820969,682383
1326253,5,820968,682383
1326254,4,820984,682384
1326255,5,820983,682384
1326256,6,821000,682385
1326257,7,820999,682385
1326258,6,821012,682386
1326259,7,821011,682386
1326260,6,821024,682387
1326261,7,821023,682387
1326262,6,821036,682388
1326263,7,821035,682388
1326264,6,821048,682389
1326265,7,821047,682389
1326266,0,831613,682392
1326267,1,831585,682392
1326268,3,831601,682392
1326269,4,831548,682392
1326270,5,831531,682392
1326271,6,831567,682392
1326272,4,831547,682393
1326273,5,831529,682393
1326274,5,831530,682394
1326275,6,831566,682394
1326276,6,831565,682395
1326277,7,831559,682395
1326278,1,831583,682396
1326279,1,831584,682397
1326280,2,831607,682397
1326281,0,831613,682399
1326282,1,831585,682399
1326283,3,831601,682399
1326284,4,831548,682399
1326285,0,831614,682404
1326286,1,831588,682404
1326287,3,831602,682404
1326288,4,831550,682404
1326289,5,831534,682404
1326290,6,831570,682404
1326291,4,831549,682405
1326292,5,831532,682405
1326293,5,831533,682406
1326294,6,831569,682406
1326295,6,831568,682407
1326296,7,831560,682407
1326297,1,831586,682408
1326298,1,831587,682409
1326299,2,831608,682409
1326300,0,831614,682411
1326301,1,831588,682411
1326302,3,831602,682411
1326303,4,831550,682411
1326304,0,831615,682416
1326305,1,831591,682416
1326306,3,831603,682416
1326307,4,831552,682416
1326308,5,831537,682416
1326309,6,831573,682416
1326310,4,831551,682417
1326311,5,831535,682417
1326312,5,831536,682418
1326313,6,831572,682418
1326314,6,831571,682419
1326315,7,831561,682419
1326316,1,831589,682420
1326317,1,831590,682421
1326318,2,831609,682421
1326319,0,831615,682423
1326320,1,831591,682423
1326321,3,831603,682423
1326322,4,831552,682423
1326323,0,831616,682428
1326324,1,831594,682428
1326325,3,831604,682428
1326326,4,831554,682428
1326327,5,831540,682428
1326328,6,831576,682428
1326329,4,831553,682429
1326330,5,831538,682429
1326331,5,831539,682430
1326332,6,831575,682430
1326333,6,831574,682431
1326334,7,831562,682431
1326335,1,831592,682432
1326336,1,831593,682433
1326337,2,831610,682433
1326338,0,831616,682435
1326339,1,831594,682435
1326340,3,831604,682435
1326341,4,831554,682435
1326342,0,831617,682440
1326343,1,831597,682440
1326344,3,831605,682440
1326345,4,831556,682440
1326346,5,831543,682440
1326347,6,831579,682440
1326348,4,831555,682441
1326349,5,831541,682441
1326350,5,831542,682442
1326351,6,831578,682442
1326352,6,831577,682443
1326353,7,831563,682443
1326354,1,831595,682444
1326355,1,831596,682445
1326356,2,831611,682445
1326357,0,831617,682447
1326358,1,831597,682447
1326359,3,831605,682447
1326360,4,831556,682447
1326361,0,831618,682452
1326362,1,831600,682452
1326363,3,831606,682452
1326364,4,831558,682452
1326365,5,831546,682452
1326366,6,831582,682452
1326367,4,831557,682453
1326368,5,831544,682453
1326369,5,831545,682454
1326370,6,831581,682454
1326371,6,831580,682455
1326372,7,831564,682455
1326373,1,831598,682456
1326374,1,831599,682457
1326375,2,831612,682457
1326376,0,831618,682459
1326377,1,831600,682459
1326378,3,831606,682459
1326379,4,831558,682459
1326380,5,804179,682463
1326381,6,804204,682463
1326382,0,827173,682474
1326383,1,827150,682474
1326384,3,827163,682474
1326385,4,827124,682474
1326386,4,827123,682475
1326387,5,827113,682475
1326388,5,827114,682476
1326389,6,827139,682476
1326390,6,827138,682477
1326391,7,827133,682477
1326392,1,827148,682478
1326393,1,827149,682479
1326394,2,827168,682479
1326395,0,827174,682484
1326396,1,827153,682484
1326397,3,827164,682484
1326398,4,827126,682484
1326399,4,827125,682485
1326400,5,827115,682485
1326401,5,827116,682486
1326402,6,827141,682486
1326403,6,827140,682487
1326404,7,827134,682487
1326405,1,827151,682488
1326406,1,827152,682489
1326407,2,827169,682489
1326408,0,827175,682494
1326409,1,827156,682494
1326410,3,827165,682494
1326411,4,827128,682494
1326412,4,827127,682495
1326413,5,827117,682495
1326414,5,827118,682496
1326415,6,827143,682496
1326416,6,827142,682497
1326417,7,827135,682497
1326418,1,827154,682498
1326419,1,827155,682499
1326420,2,827170,682499
1326421,0,827176,682504
1326422,1,827159,682504
1326423,3,827166,682504
1326424,4,827130,682504
1326425,4,827129,682505
1326426,5,827119,682505
1326427,5,827120,682506
1326428,6,827145,682506
1326429,6,827144,682507
1326430,7,827136,682507
1326431,1,827157,682508
1326432,1,827158,682509
1326433,2,827171,682509
1326434,0,827177,682514
1326435,1,827162,682514
1326436,3,827167,682514
1326437,4,827132,682514
1326438,4,827131,682515
1326439,5,827121,682515
1326440,5,827122,682516
1326441,6,827147,682516
1326442,6,827146,682517
1326443,7,827137,682517
1326444,1,827160,682518
1326445,1,827161,682519
1326446,2,827172,682519
1326447,5,817741,682523
1326448,5,798833,682524
1326449,6,798832,682524
1326450,6,814799,682525
1326451,7,814798,682525
1326452,1,814786,682526
1326453,2,814787,682526
1326454,5,798833,682527
1326455,6,798832,682527
1326456,5,817741,682528
1326457,1,791839,682529
1326458,3,794666,682530
1326459,4,794665,682530
1326460,5,794664,682530
1326461,3,804227,682531
1326462,4,804191,682531
1326463,5,814783,682532
1326464,6,814782,682532
1326465,0,789234,682534
1326466,3,791849,682535
1326467,4,791848,682535
1326468,1,789229,682536
1326469,2,789230,682536
1326470,3,767871,682537
1326471,4,767869,682537
1326472,5,767868,682537
1326473,3,789228,682538
1326474,0,789234,682538
1326475,1,789233,682538
1326476,4,789227,682538
1326477,3,796574,682539
1326478,4,796573,682539
1326479,5,796578,682540
1326480,6,796577,682540
1326481,2,814787,682541
1326482,1,814786,682541
1326483,3,789254,682542
1326484,4,789253,682542
1326485,7,821061,682543
1326486,6,821062,682543
1326487,3,45734,682544
1326488,4,34602,682544
1326489,0,752328,682544
1326490,0,99448,682558
1326491,1,99441,682558
1326492,3,99481,682558
1326493,4,99476,682558
1326494,5,99468,682558
1326495,6,99459,682558
1326502,0,99448,682560
1326503,1,99441,682560
1326504,3,99481,682560
1326505,4,99476,682560
1326506,5,99468,682560
1326507,6,99459,682560
1326508,0,103910,682561
1326509,3,103937,682561
1326510,4,103934,682561
1326511,5,103931,682561
1326512,6,103922,682561
1326513,0,97535,682562
1326514,1,97528,682562
1326515,3,97565,682562
1326516,4,97562,682562
1326517,5,97555,682562
1326518,6,97546,682562
1326525,0,93224,682564
1326526,1,93219,682564
1326527,3,93254,682564
1326528,4,93251,682564
1326529,0,87362,682565
1326530,1,87354,682565
1326531,3,87395,682565
1326532,4,87390,682565
1326533,5,87382,682565
1326534,6,87373,682565
1326535,0,87363,682566
1326536,1,87357,682566
1326537,3,87396,682566
1326538,4,87392,682566
1326539,5,87385,682566
1326540,6,87376,682566
1326541,0,87364,682567
1326542,1,87360,682567
1326543,3,87397,682567
1326544,4,87394,682567
1326545,5,87388,682567
1326546,6,87379,682567
1326547,0,103908,682568
1326548,3,103935,682568
1326549,4,103932,682568
1326550,5,103925,682568
1326551,6,103918,682568
1326564,2,791829,682575
1326565,1,791828,682575
1326566,2,805993,682576
1326567,1,805977,682576
1326568,2,804233,682577
1326569,1,804222,682577
1326570,3,757807,682578
1326571,4,757806,682578
1326572,5,757804,682578
1326573,0,831971,682582
1326574,1,831968,682582
1326575,3,831969,682582
1326576,4,831962,682582
1326577,4,831961,682583
1326578,5,831959,682583
1326579,5,831960,682584
1326580,6,831965,682584
1326581,6,831964,682585
1326582,7,831963,682585
1326583,1,831966,682586
1326584,1,831967,682587
1326585,2,831970,682587
1326586,0,827173,682591
1326587,1,827150,682591
1326588,3,827163,682591
1326589,4,827124,682591
1326590,4,827123,682592
1326591,5,827113,682592
1326592,5,827114,682593
1326593,6,827139,682593
1326594,6,827138,682594
1326595,7,827133,682594
1326596,1,827148,682595
1326597,1,827149,682596
1326598,2,827168,682596
1326599,0,827174,682600
1326600,1,827153,682600
1326601,3,827164,682600
1326602,4,827126,682600
1326603,4,827125,682601
1326604,5,827115,682601
1326605,5,827116,682602
1326606,6,827141,682602
1326607,6,827140,682603
1326608,7,827134,682603
1326609,1,827151,682604
1326610,1,827152,682605
1326611,2,827169,682605
1326612,0,827175,682609
1326613,1,827156,682609
1326614,3,827165,682609
1326615,4,827128,682609
1326616,4,827127,682610
1326617,5,827117,682610
1326618,5,827118,682611
1326619,6,827143,682611
1326620,6,827142,682612
1326621,7,827135,682612
1326622,1,827154,682613
1326623,1,827155,682614
1326624,2,827170,682614
1326625,0,827176,682618
1326626,1,827159,682618
1326627,3,827166,682618
1326628,4,827130,682618
1326629,4,827129,682619
1326630,5,827119,682619
1326631,5,827120,682620
1326632,6,827145,682620
1326633,6,827144,682621
1326634,7,827136,682621
1326635,1,827157,682622
1326636,1,827158,682623
1326637,2,827171,682623
1326638,0,827177,682627
1326639,1,827162,682627
1326640,3,827167,682627
1326641,4,827132,682627
1326642,4,827131,682628
1326643,5,827121,682628
1326644,5,827122,682629
1326645,6,827147,682629
1326646,6,827146,682630
1326647,7,827137,682630
1326648,1,827160,682631
1326649,1,827161,682632
1326650,2,827172,682632
1326651,5,827122,682640
1326652,6,827147,682640
1326653,5,827120,682641
1326654,6,827145,682641
1326655,5,827118,682642
1326656,6,827143,682642
1326657,5,827116,682643
1326658,6,827141,682643
1326659,5,827114,682644
1326660,6,827139,682644
1326661,5,831960,682645
1326662,6,831965,682645
1326663,4,827131,682646
1326664,5,827121,682646
1326665,4,827129,682647
1326666,5,827119,682647
1326667,4,827127,682648
1326668,5,827117,682648
1326669,4,827125,682649
1326670,5,827115,682649
1326671,4,827123,682650
1326672,5,827113,682650
1326673,4,831961,682651
1326674,5,831959,682651
1326675,1,818078,682652
1326676,4,791815,682653
1326677,3,791816,682653
1326678,0,157081,682655
1326679,3,123274,682655
1326680,4,123265,682655
1326681,2,227767,682656
1326682,0,227761,682657
1326683,4,227783,682657
1326684,5,227777,682658
1326685,6,227771,682658
1326686,1,227756,682659
1326687,2,227767,682659
1326688,1,789265,682662
1326689,2,803322,682662
1326690,5,227777,682663
1326691,6,227771,682663
1326692,1,227756,682664
1326693,2,227767,682664
1326694,0,763240,682667
1326695,3,763286,682667
1326696,4,763281,682667
1326697,1,763155,682667
1326698,4,227784,682668
1326699,5,227778,682668
1326700,6,761629,682669
1326701,7,814758,682669
1326702,1,227757,682670
1326703,2,761634,682671
1326704,1,761633,682671
1326705,6,761629,682672
1326706,7,761628,682672
1326707,3,763284,682673
1326708,0,763238,682673
1326709,1,761598,682673
1326710,4,763279,682673
1326711,0,770081,682674
1326712,1,770080,682674
1326713,3,770075,682674
1326714,4,770074,682674
1326715,3,763286,682675
1326716,4,763281,682675
1326717,0,763240,682675
1326718,5,729377,682676
1326719,6,729367,682676
1326720,0,763238,682677
1326721,0,227762,682678
1326722,0,763238,682679
1326723,3,763284,682679
1326724,4,763279,682679
1326725,5,729377,682680
1326726,6,729367,682680
1326727,5,820995,682681
1326728,6,820994,682681
1326729,0,831613,682691
1326730,1,831585,682691
1326731,3,831601,682691
1326732,4,831548,682691
1326733,5,831531,682691
1326734,6,831567,682691
1326735,4,831547,682692
1326736,5,831529,682692
1326737,5,831530,682693
1326738,6,831566,682693
1326739,6,831565,682694
1326740,7,831559,682694
1326741,1,831583,682695
1326742,1,831584,682696
1326743,2,831607,682696
1326744,0,831613,682698
1326745,1,831585,682698
1326746,3,831601,682698
1326747,4,831548,682698
1326748,0,831614,682703
1326749,1,831588,682703
1326750,3,831602,682703
1326751,4,831550,682703
1326752,5,831534,682703
1326753,6,831570,682703
1326754,4,831549,682704
1326755,5,831532,682704
1326756,5,831533,682705
1326757,6,831569,682705
1326758,6,831568,682706
1326759,7,831560,682706
1326760,1,831586,682707
1326761,1,831587,682708
1326762,2,831608,682708
1326763,0,831614,682710
1326764,1,831588,682710
1326765,3,831602,682710
1326766,4,831550,682710
1326767,0,831615,682715
1326768,1,831591,682715
1326769,3,831603,682715
1326770,4,831552,682715
1326771,5,831537,682715
1326772,6,831573,682715
1326773,4,831551,682716
1326774,5,831535,682716
1326775,5,831536,682717
1326776,6,831572,682717
1326777,6,831571,682718
1326778,7,831561,682718
1326779,1,831589,682719
1326780,1,831590,682720
1326781,2,831609,682720
1326782,0,831615,682722
1326783,1,831591,682722
1326784,3,831603,682722
1326785,4,831552,682722
1326786,0,831616,682727
1326787,1,831594,682727
1326788,3,831604,682727
1326789,4,831554,682727
1326790,5,831540,682727
1326791,6,831576,682727
1326792,4,831553,682728
1326793,5,831538,682728
1326794,5,831539,682729
1326795,6,831575,682729
1326796,6,831574,682730
1326797,7,831562,682730
1326798,1,831592,682731
1326799,1,831593,682732
1326800,2,831610,682732
1326801,0,831616,682734
1326802,1,831594,682734
1326803,3,831604,682734
1326804,4,831554,682734
1326805,0,831617,682739
1326806,1,831597,682739
1326807,3,831605,682739
1326808,4,831556,682739
1326809,5,831543,682739
1326810,6,831579,682739
1326811,4,831555,682740
1326812,5,831541,682740
1326813,5,831542,682741
1326814,6,831578,682741
1326815,6,831577,682742
1326816,7,831563,682742
1326817,1,831595,682743
1326818,1,831596,682744
1326819,2,831611,682744
1326820,0,831617,682746
1326821,1,831597,682746
1326822,3,831605,682746
1326823,4,831556,682746
1326824,0,831618,682751
1326825,1,831600,682751
1326826,3,831606,682751
1326827,4,831558,682751
1326828,5,831546,682751
1326829,6,831582,682751
1326830,4,831557,682752
1326831,5,831544,682752
1326832,5,831545,682753
1326833,6,831581,682753
1326834,6,831580,682754
1326835,7,831564,682754
1326836,1,831598,682755
1326837,1,831599,682756
1326838,2,831612,682756
1326839,0,831618,682758
1326840,1,831600,682758
1326841,3,831606,682758
1326842,4,831558,682758
1326843,3,830925,682774
1326844,4,830924,682774
1326845,5,830931,682774
1326846,6,830930,682774
1326847,4,830920,682775
1326848,5,830919,682775
1326849,5,830929,682776
1326850,6,830928,682776
1326851,6,830922,682777
1326852,7,830921,682777
1326853,1,830923,682778
1326854,0,832034,682779
1326855,1,830926,682779
1326856,2,830927,682779
1326857,3,830925,682781
1326858,4,830924,682781
1326859,4,830920,682783
1326860,5,830919,682783
1326861,3,830938,682785
1326862,4,830937,682785
1326863,5,830944,682785
1326864,6,830943,682785
1326865,4,830933,682786
1326866,5,830932,682786
1326867,5,830942,682787
1326868,6,830941,682787
1326869,6,830935,682788
1326870,7,830934,682788
1326871,1,830936,682789
1326872,0,832035,682790
1326873,1,830939,682790
1326874,2,830940,682790
1326875,3,830938,682792
1326876,4,830937,682792
1326877,4,830933,682794
1326878,5,830932,682794
1326879,3,830951,682796
1326880,4,830950,682796
1326881,5,830957,682796
1326882,6,830956,682796
1326883,4,830946,682797
1326884,5,830945,682797
1326885,5,830955,682798
