Name_lang,InitialRotation[0],InitialRotation[1],InitialRotation[2],ID,Field_12_0_0_63534_003,GameObjectID,Flags,Type,ModelType,ModelFileDataID,ThumbnailFileDataID,WeightCost,ItemID,InitialScale,Field_12_0_0_63534_013,OrderIndex,Field_12_0_0_63534_015,Field_12_0_0_63534_016,UiModelSceneID
Trueshot Skeletal Dragon Trophy,0,0,0,4042,0,0,3,2,1,1315073,7423523,5,248011,1,10,747,3,0,0
Pandaren Target Dummy,0,0,0,4048,0,0,131,1,1,533284,7423527,3,248081,1,10,652,0,0,0
Traditional Brewfest Stein,0,0,0,4157,0,0,131,1,1,2918351,7423531,1,248101,1,10,623,0,0,0
Venthyr's Target Dummy,0,0,0,4158,0,0,131,1,1,3719708,7423535,3,248102,1,10,663,0,0,0
Draconic Stone Table,0,0,0,4159,0,0,3,1,1,3883454,7423539,5,248103,1,10,685,2,0,0
Pentagonal Stone Table,0,0,0,4160,0,0,3,1,1,3883455,7423543,1,248104,1,10,737,2,0,0
Valdrakken Sconce,0,0,0,4161,0,0,2,1,1,3886996,7423547,3,248105,1,10,686,2,0,0
Valdrakken Banded Barrel,0,0,0,4162,0,0,3,1,1,3917374,7423551,1,248106,1,10,687,2,0,0
Valdrakken Storage Crate,0,0,0,4163,0,0,3,1,1,3917382,7423555,1,248107,1,10,714,2,0,0
Long Valdrakken Storage Crate,0,0,0,4164,0,0,3,1,1,3917383,7423559,3,248108,1,10,688,2,0,0
Valdrakken Fence,0,0,0,4165,0,0,3,1,1,3952852,7423563,1,248109,1,10,689,2,0,0
Valdrakken Fencepost,0,0,0,4166,0,0,3,1,1,3952853,7423567,1,248110,1,10,664,2,0,0
Verdant Valdrakken Vase,0,0,0,4167,0,0,3,1,1,4204641,7423571,3,248111,0.6,10,665,2,0,0
Valdrakken Garden Fountain,0,0,0,4168,0,0,3,1,1,4204643,7423575,3,248112,1,10,715,2,0,0
Thaldraszus Telescope,0,0,0,4169,0,0,3,1,1,4222966,7423579,5,248113,1,10,690,2,0,0
Draconic Nesting Bed,0,0,0,4170,0,0,3,1,1,4237314,7423583,5,248114,0.5,10,716,2,0,0
[DNT] Valdrakken Bookcase - DO NOT USE - newer asset in place,0,0,0,4171,0,0,192,1,1,4286995,7468064,5,248115,1,10,717,0,0,0
Valdrakken Chandelier,0,0,0,4172,0,0,2,3,1,4290181,7423591,1,248116,0.7,10,718,2,0,0
Studious Dracthyr's Tomes,0,0,0,4173,0,0,3,1,1,4298566,7423595,1,248117,1,10,719,2,0,0
Literature of the Blue Dragonflight,0,0,0,4174,0,0,3,1,1,4317323,7423599,1,248118,1,10,720,2,0,0
Literature of the Green Dragonflight,0,0,0,4175,0,0,3,1,1,4317324,7423603,1,248119,1,10,666,2,0,0
Literature of the Red Dragonflight,0,0,0,4176,0,0,3,1,1,4317325,7423607,1,248120,1,10,667,2,0,0
Draconic Circular Rug,0,0,0,4177,0,0,3,4,1,4497614,7423611,5,248121,0.7,10,721,2,0,0
Non-Fatal One-Armed Bandit,0,0,0,4178,0,0,131,1,1,5933735,7423615,5,248122,1,10,691,0,0,0
[DNT] DuelingFlag_HousingProp.m2 - DO NOT USE - tester asset,0,0,0,4179,0,0,192,1,1,7134776,7423619,3,248123,1,0,692,0,0,0
The Great Hoard,0,0,0,4180,0,0,2,1,1,7134811,7423623,5,248124,1,10,624,4,0,0
Portal to Damnation,0,0,0,4181,0,0,2,1,1,7134869,7423627,5,248125,1,10,722,4,0,0
Razorwind Storage Table,0,0,0,4386,0,0,3,1,1,7080290,7423631,3,248246,1,0,693,1,0,0
Stormwind Footlocker,0,0,0,4401,0,0,3,1,1,936398,7423635,1,248332,1,10,625,2,0,0
Stormwind Large Wooden Table,0,0,0,4402,0,0,3,1,1,936473,7423639,5,248333,1,10,723,2,0,0
Stormwind Wooden Bench,0,0,0,4403,0,565537,3,1,1,953799,7423643,1,248334,1,10,626,2,0,0
Stormwind Wooden Stool,0,0,0,4404,0,565538,3,1,1,953802,7423647,1,248335,1,10,627,2,0,0
Stormwind Wooden Table,0,0,0,4405,0,0,3,1,1,953804,7423651,3,248336,1,10,611,2,0,0
Round-Top Boulder,0,0,0,4406,0,0,3,1,1,7142957,7423655,5,248337,1,0,628,1,0,0
Flat Boulder,0,0,0,4407,0,0,3,1,1,7142958,7423659,5,248338,1,0,629,1,0,0
Hilltop Boulder,0,0,0,4408,0,0,3,1,1,7142959,7423663,5,248339,1,0,724,1,0,0
Founder's Point Signpost,0,0,0,4422,0,0,131,1,1,6794424,7423667,5,248400,1,0,738,0,0,0
Ornamental Kaldorei Glaive,0,0,0,4423,0,0,3,1,1,7146887,7423671,1,248401,1,10,668,3,0,0
Stormwind Keg Stand,0,0,0,4443,0,0,3,1,1,929381,7423695,3,248617,1,10,792,2,0,0
Westfall Woven Basket,0,0,0,4444,0,0,3,1,1,949210,7423699,1,248618,1,10,769,2,0,0
Stormwind Gazebo,0,0,0,4445,0,0,3,1,1,1004948,7423703,5,248619,1,10,770,3,0,0
Stormwind Trellis and Basin,0,0,0,4446,0,0,3,1,1,1004961,7423707,3,248620,0.6,10,793,2,0,0
Stormwind Arched Trellis,0,0,0,4447,0,0,3,1,1,1004965,7423711,3,248621,0.6,10,794,2,0,0
Wooden Outhouse,0,0,0,4448,0,0,3,1,1,1048173,7423715,5,248622,1,10,771,2,0,0
Kaldorei Scribe's Shelf,0,0,0,4449,0,0,131,1,1,1120369,7423719,3,248623,1,10,795,0,0,0
Cookout Campfire,0,0,0,4450,0,565956,162,1,1,1525053,7423723,1,248624,1,10,796,0,0,0
Razorwind Succulent Palm,0,0,0,4451,0,0,3,1,1,5917522,7423727,5,248625,1,0,797,1,1,0
Razorwind Fighting Cactus,0,0,0,4452,0,0,3,1,1,5930373,7423731,3,248626,1,0,798,1,0,0
Razorwind Tumbleweed,0,0,0,4453,0,0,3,1,1,5975189,7423735,1,248627,1,0,799,1,0,0
Razorwind Palm Tree,0,0,0,4454,0,0,3,1,1,6009471,7423739,5,248628,1,0,800,1,0,0
Nagrand Blueberry Bush,0,0,0,4455,0,0,3,1,1,6043927,7423743,3,248629,1,0,772,1,0,0
Barrens Hosta Bush,0,0,0,4456,0,0,3,1,1,6043931,7423747,1,248630,1,0,673,1,0,0
Azsharan Firespear Tree,0,0,0,4457,0,0,3,1,1,6043949,7423751,3,248631,1,0,674,1,0,0
Hardy Razorwind Grass Patch,0,0,0,4458,0,0,3,1,1,6067030,7423755,3,248632,0.6,0,675,1,2,0
Flowering Durotar Cactus,0,0,0,4459,0,0,3,1,1,6135282,7423759,3,248633,1,0,773,1,0,0
Razorwind Acacia Tree,0,0,0,4460,0,0,3,1,1,6363040,7423763,5,248634,1,0,775,1,0,0
Elwynn Whitebrush,0,0,0,4461,0,0,3,1,1,6382414,7423767,1,248635,0.5,0,676,1,0,0
Razorwind Gobtree,0,0,0,4462,0,0,3,1,1,6695766,7423771,3,248636,1,0,776,1,0,0
Sunset Aster Flowers,0,0,0,4463,0,0,3,1,1,6711665,7423775,1,248637,1,0,694,1,0,0
Pink Razorwind Paintbrush,0,0,0,4464,0,0,3,1,1,6711668,7423779,1,248638,1,0,695,1,0,0
Gloomrose,0,0,0,4465,0,0,3,1,1,6717236,7423783,1,248639,0.5,0,696,1,0,0
Duskberry Bush,0,0,0,4466,0,0,3,1,1,6717239,7423787,1,248640,1,0,777,1,0,0
Duskwood Shadebrush,0,0,0,4467,0,0,3,1,1,6717242,7423791,1,248641,0.5,0,704,1,0,0
Creeping Lattice Ivy,0,0,0,4468,0,0,3,1,1,6717278,7423795,3,248642,1,0,778,1,0,0
Duskwood Sycamore Shrub,0,0,0,4469,0,0,3,1,1,6717284,7423799,5,248643,1,0,705,1,0,0
Spiritbloom Flower,0,0,0,4470,0,0,3,1,1,6736324,7423803,1,248644,1,0,779,1,0,0
Pink Gilnean Rose,0,0,0,4471,0,0,3,1,1,6799055,7423807,1,248645,0.5,0,706,1,0,0
Silvermoon Sunrise Bush,0,0,0,4472,0,0,3,1,1,6799058,7423811,1,248646,0.5,0,612,1,1,0
Founder's Point Blooming Grass Patch,0,0,0,4473,0,0,3,1,1,6799070,7423815,1,248647,1,0,707,1,0,0
Autumn Leaf Pile,0,0,0,4474,0,0,3,1,1,6799089,7423819,1,248648,0.5,0,613,1,0,0
Young Chestnut Tree,0,0,0,4475,0,0,3,1,1,6799093,7423823,5,248649,1,0,708,1,1,0
Razorwind Flamebrush,0,0,0,4476,0,0,3,1,1,6933428,7423827,1,248650,1,0,780,1,0,0
Draconic Memorial Stone,0,0,0,4477,0,0,3,1,1,7141928,7423831,5,248651,1,10,709,2,0,0
Dragon's Grand Mirror,0,0,0,4478,0,0,3,1,1,7141931,7423835,5,248652,1,10,614,2,0,0
Valdrakken Stone Stool,0,0,0,4479,0,565957,3,1,1,7141933,7423839,1,248653,1,10,781,2,0,0
Valdrakken Gilded Throne,0,0,0,4480,0,565958,3,1,1,7141934,7423843,3,248654,1,10,710,2,0,0
Elegant Dracthyr's Tea Set,0,0,0,4481,0,0,3,1,1,7141935,7423847,1,248655,1,10,711,2,0,0
Dragon's Hoard Chest,0,0,0,4482,0,0,3,1,1,7141936,7423851,3,248656,1,10,782,2,0,0
Valdrakken Market Tent,0,0,0,4483,0,0,3,1,1,7141938,7423855,5,248657,1,10,783,2,0,0
Elven Wood Crate,0,0,0,4484,0,0,3,1,1,6435036,7423859,1,248658,1,0,807,1,0,0
Stormwind Workbench,0,0,0,4485,0,0,3,1,1,943720,7423863,3,248660,1,10,784,2,0,0
Northshire Scribe's Desk,0,0,0,4486,0,0,3,1,1,949629,7423867,3,248661,1,10,655,2,0,0
Jewelcrafter's Tent,0,0,0,4487,0,0,3,1,1,950140,7423871,5,248662,1,10,785,2,0,0
Wooden Doghouse,0,0,0,4488,0,0,3,1,1,955690,7423875,3,248663,1,10,786,2,0,0
Alliance Soldier's Bed,0,0,0,4489,0,0,131,1,1,961706,7423879,3,248664,1,10,787,0,0,0
Stormwind Peddler's Cart,0,0,0,4490,0,0,3,1,1,1028015,7423883,5,248665,1,10,788,3,0,0
Relaxing Goblin Beach Chair with Cup Gripper,0,0,0,4560,0,569037,3,1,1,7152353,7423887,1,248758,1,10,669,2,0,0
Amirdrassil Stool,0,0,0,4561,0,569038,3,1,1,7152354,7423891,1,248759,1,10,725,2,0,0
Lovely Elven Shelf,0,0,0,4562,0,0,3,1,1,6435029,7423895,1,248760,1,0,808,1,0,0
Elwynn Fence,0,0,0,4811,0,0,3,1,1,194903,7423899,1,248794,1,10,741,2,0,0
Elwynn Fencepost,0,0,0,4812,0,0,3,1,1,194909,7423903,1,248795,1,10,742,2,0,0
Goldshire Food Cart,0,0,0,4813,0,0,3,1,1,660974,7423907,5,248796,1,10,631,2,0,0
City Wanderer's Candleholder,0,0,0,4814,0,0,2,1,1,936393,7423911,1,248797,1,10,630,2,0,0
Northshire Barrel,0,0,0,4815,0,0,3,1,1,950755,7423915,1,248798,1,10,632,2,0,0
Wooden Storage Crate,0,0,0,4816,0,0,3,1,1,950767,7423919,1,248799,1,10,633,2,0,0
Architect's Drafting Table,0,0,0,4818,0,0,3,1,1,969975,7423923,3,248800,1,10,743,3,0,0
Stormwind Weapon Rack,0,0,0,4819,0,0,3,1,1,4618938,7423927,1,248801,1,10,744,2,0,0
Elwynn Grass Patch,0,0,0,4822,0,0,3,1,1,6225391,7423931,1,248802,1,0,634,1,2,0
Elwynn Grass Spread,0,0,0,4823,0,0,3,1,1,6225392,7423935,1,248803,0.6,0,635,1,0,0
[DNT] Rugged Brazier - DO NOT USE - neighborhood use only,0,0,0,4829,0,0,192,1,1,6391286,7423939,5,248804,1,0,636,0,0,0
[DNT] Standing Rugged Brazier - DO NOT USE - neighborhood use only,0,0,0,4831,0,0,192,1,1,6391287,7423943,5,248805,1,0,670,0,0,0
[DNT] Rugged Fire Pit - DO NOT USE - neighborhood use only,0,0,0,4833,0,0,192,1,1,6391288,7423947,5,248806,1,0,671,0,0,0
Nesingwary Shoveltusk Trophy,0,0,0,4839,0,0,3,1,1,6924247,7423951,3,248807,1,10,745,3,0,0
Nesingwary Elk Trophy,0,0,0,4841,0,0,3,1,1,6924248,7423955,3,248808,1,10,746,3,0,0
Void-Corrupted Rotunda,0,0,0,4843,0,0,259,1,1,7011541,7423959,5,248809,1,0,637,3,0,0
Rough Wooden Chair,0,0,0,4844,0,566777,3,1,1,7151868,7423963,1,248810,1,10,672,2,0,0
Elwynn Small Grass Patch,0,0,0,4845,0,0,3,1,1,7154457,7423967,1,248811,1,0,607,1,0,0
Golden Cloud Serpent Treasure Chest,0,0,0,5111,0,0,3,1,1,629723,7423971,3,248934,1,10,653,3,0,0
Five Dawns Weapon Rack,0,0,0,5112,0,0,3,1,1,520067,7423975,3,248935,1,10,712,2,0,0
Five Dawns Shrine of the Smoking Fish,0,0,0,5113,0,0,3,1,1,529275,7423979,3,248936,1,10,774,2,0,0
Ironpaw Stew Cart,0,0,0,5114,0,0,131,1,1,898239,7423983,5,248937,1,10,789,0,0,0
Hooded Iron Lantern,0,0,0,5115,0,567311,2,1,1,960094,7423987,1,248938,1,10,790,2,0,0
Stormwind Lamppost,0,0,0,5116,0,567312,2,1,1,960215,7423991,3,248939,1,10,791,2,0,0
Replica Felblood Altar,0,0,0,5117,0,567313,3,1,1,1277582,7423995,3,248940,1,10,734,3,0,0
[DNT] Dreadscar Battle Planning Map - do not use - new asset,0,0,0,5118,0,0,128,1,1,1308068,7423999,3,248941,1,0,735,3,0,0
Five Dawns Planning Table,0,0,0,5119,0,0,3,1,1,1323662,7424005,3,248942,1,10,748,3,0,0
Black Harvest Banner,0,0,0,5120,0,0,3,1,1,1394859,7424007,3,248943,1,10,608,2,0,0
Monastery Gong,0,0,0,5126,0,0,3,1,1,6877675,7424011,5,248958,1,10,1099,3,0,0
Dreadscar Bookcase,0,0,0,5127,0,0,3,1,1,6877677,7424015,5,248959,1,10,1100,2,0,0
Dreadscar Dais,0,0,0,5128,0,0,3,4,1,6877678,7424019,5,248960,1,10,1121,3,0,0
Tauren Hanging Brazier,0,0,0,5136,0,0,2,2,1,7194087,7424039,5,248985,1,10,1115,2,0,0
Black Harvest Orrery,0,0,0,5292,0,0,3,1,1,6877679,7424043,5,249004,1,10,1101,2,0,0
Smoke Sconce,0,0,0,5342,0,0,2,2,1,7130714,7424047,1,249143,1,10,1123,2,0,0
Replica Cursed Forge of the Nathrezim,0,0,0,5525,0,0,3,1,1,1260635,7424051,5,249457,1,10,1116,3,0,0
Replica Forge of Odyn,0,0,0,5526,0,0,3,1,1,1300920,7424055,5,249458,1,10,1113,3,0,0
Illidari Glaiverest,0,0,0,5527,0,0,3,1,1,1301086,7424059,1,249459,1,10,1110,3,0,0
Skyhold Brazier,0,0,0,5528,0,0,2,1,1,1332984,7424065,3,249460,1,10,1114,2,0,0
Skyhold War Table,0,0,0,5529,0,0,3,1,1,1450335,7424067,5,249461,1,10,1111,3,0,0
Illidari Banner,0,0,0,5530,0,0,3,1,1,6892652,7424071,3,249462,1,10,1117,2,0,0
Illidari Skull Sentinel,0,0,0,5531,0,0,3,1,1,6892653,7424079,3,249463,1,10,1124,2,0,0
Valarjar Banner,0,0,0,5532,0,0,3,1,1,7155603,7424087,5,249464,1,10,1118,2,0,0
Valarjar Keg of Celebration,0,0,0,5533,0,0,131,1,1,7155604,7424085,5,249465,1,10,1125,0,0,0
Valarjar Shield Wall,0,0,0,5534,0,0,3,1,1,7155606,7424077,5,249466,1,10,1119,3,0,0
Fel Hammer Scouting Map,0,0,0,5555,0,0,2,1,1,1321783,7424089,3,249518,1,10,1098,3,0,0
Preserver's Censer,0,0,0,5556,0,0,3,1,1,4215255,7424095,1,249545,1,10,1102,2,0,0
Dracthyr Weapon Rack,0,0,0,5557,0,0,131,1,1,4216978,7424099,3,249546,1,10,1103,0,0,0
Evoker's Elegant Rug,0,0,0,5558,0,0,3,4,1,4248068,7424103,3,249547,1,10,1104,2,0,0
Augmenter's Opal Banner,0,0,0,5559,0,0,3,1,1,4317329,7424107,1,249548,1,10,1106,2,0,0
Draconic Crafter's Table,0,0,0,5560,0,0,3,1,1,4528488,7424111,3,249549,1,10,1105,2,0,0
Wind Rider Roost,0,0,0,5561,0,0,3,1,1,7109341,7424115,5,249550,1,0,1107,1,0,0
Skyhold Spear Rack,0,0,0,5562,0,0,3,1,1,7209759,7424119,3,249551,1,10,1122,2,0,0
Elven Standing Mirror,0,0,0,5563,0,0,3,1,1,6435031,7424123,3,249558,1,0,1130,1,0,0
Replica Tome of Fel Secrets,0,0,0,5575,0,0,3,1,1,6892689,7424131,1,249690,1,10,1120,3,0,0
Founder's Point Street Sign,0,0,0,5687,0,0,131,1,1,6794425,7424151,3,249822,1,0,1108,0,0,0
Founder's Point Navigation Sign,0,0,0,5688,0,0,131,1,1,7139687,7424155,3,249823,1,0,1109,0,0,0
Devastator's Brazier,0,0,0,5689,0,0,2,1,1,7209758,7424159,3,249824,1,10,1112,2,0,0
Small Wooden Footstool,0,0,0,5851,0,617455,131,1,1,6794418,7424175,1,250092,1,0,1144,0,0,0
Tusked Weapon Rack,0,0,0,5853,0,0,3,1,1,7080314,7424179,3,250093,1,0,1145,1,0,0
Empty Orgrimmar Bathtub,0,0,0,5854,0,0,3,1,1,7134790,7424183,3,250094,1,0,1146,1,0,0
Runed Stone Placard,0,0,0,5855,0,0,131,1,1,7139667,7424187,1,250095,1,0,1147,0,0,0
Trueshot Lodge Weapon Rack,0,0,0,5877,0,0,3,1,1,1313898,7424191,3,250110,1,10,1154,2,0,0
Replica Tome of the Ancients,0,0,0,5878,0,0,3,1,1,1324674,7424195,3,250111,1,10,1533,3,0,0
Ebon Blade Planning Map,0,0,0,5879,0,0,3,1,1,1338446,7424199,3,250112,1,10,1155,3,0,0
Ebon Blade Tome,0,0,0,5880,0,0,3,1,1,1354764,7424203,1,250113,1,10,1156,2,0,0
Acherus Worktable,0,0,0,5881,0,0,3,1,1,1355133,7424207,3,250114,1,10,1157,2,0,0
Ebon Blade Weapon Rack,0,0,0,5882,0,0,3,1,1,1355367,7424211,3,250115,1,10,1158,3,0,0
"""Autumn's Eternal Bliss"" Painting",0,0,0,5883,0,0,130,1,1,7233617,7424215,1,250118,1,10,1159,0,0,0
"""Heart of Quel'Thalas"" Painting",0,0,0,5884,0,0,130,1,1,7233618,7424219,1,250119,1,10,1160,0,0,0
"""Citadel of Unending Void"" Painting",0,0,0,5885,0,0,130,1,1,7233619,7424223,1,250120,1,10,1161,0,0,0
"""Forest's Bulwark"" Painting",0,0,0,5886,0,0,130,1,1,7233620,7424227,1,250121,1,10,1162,0,0,0
"""The Verdant Underwild"" Painting",0,0,0,5887,0,0,130,1,1,7233621,7424231,1,250122,1,10,1163,0,0,0
Replica Acherus Soul Forge,0,0,0,5888,0,0,2,1,1,6892693,7424235,5,250123,1,10,1164,3,0,0
Ebon Blade Banner,0,0,0,5889,0,0,3,1,1,6892710,7424239,3,250124,1,10,1165,2,0,0
Replica Altar of the Eternal Hunt,0,0,0,5890,0,0,3,1,1,1276980,7424243,5,250125,1,10,1166,3,0,0
Unseen Path Archer's Gallery,0,0,0,5891,0,0,3,1,1,7233609,7424247,1,250126,1,10,1167,3,0,0
Replica Tales of the Hunt,0,0,0,5892,0,0,3,1,1,7233610,7424251,1,250127,1,10,1168,3,0,0
Banner of the Unseen Path,0,0,0,5893,0,0,3,1,1,7233612,7424255,3,250128,1,10,1169,2,0,0
Tirisgarde Candle,0,0,0,5894,0,570438,2,1,1,965876,7424259,1,250130,1,10,1170,2,0,0
Tirisgarde War Map,0,0,0,5895,0,0,2,1,1,1315074,7424263,1,250131,1,10,1529,3,0,0
Tirisgarde Brazier,0,0,0,5896,0,0,2,1,1,1315103,7424267,1,250132,1,10,1171,2,0,0
Dreamweaver Banner,0,0,0,5897,0,0,3,1,1,7233614,7424271,3,250133,1,10,1172,2,0,0
Seed of Ages Cutting,0,0,0,5898,0,0,3,1,1,7233615,7424275,1,250134,1,10,1173,3,0,0
Replica Altar of Ancient Kings,0,0,0,7571,0,0,3,1,1,1247929,7424279,3,250230,1,10,1174,3,0,0
Silver Hand Banner,0,0,0,7572,0,0,3,1,1,1267028,7424283,5,250231,1,10,1530,2,0,0
Sanctum of Light Hallway Rug,0,0,0,7573,0,0,3,4,1,1267032,7424287,3,250232,1,10,1175,2,0,0
Replica Libram of Ancient Kings,0,0,0,7574,0,0,2,1,1,1267045,7424291,5,250233,1,10,1176,3,0,0
Sanctum of Light Candelabra,0,0,0,7575,0,0,2,1,1,1267052,7424295,3,250234,1,10,1177,2,0,0
Silver Hand Tribute to the Fallen,0,0,0,7576,0,0,3,1,1,1267056,7424299,3,250235,1,10,1178,2,0,0
Silver Hand Weapon Rack,0,0,0,7577,0,0,3,1,1,1270418,7424303,3,250236,1,10,1179,3,0,0
[DNT] Zuldazar Cook's Griddle - DO NOT USE,0,0,0,7578,0,0,192,1,1,1804340,7421923,0,250237,1,0,1180,0,0,0
Tirisgarde Banner,0,0,0,7579,0,0,3,1,1,7233625,7424307,5,250239,1,10,1181,2,0,0
Founder's Point Gravestone,0,0,0,7582,0,0,131,1,1,7233300,7424311,3,250249,1,0,1182,0,0,0
Small Founder's Point Gravestone,0,0,0,7583,0,0,131,1,1,7233301,7424315,3,250250,1,0,1531,0,0,0
Founder's Point Gravestone Tower,0,0,0,7584,0,0,131,1,1,7233302,7424319,5,250251,1,0,1183,0,0,0
Large Founder's Point Gravestone,0,0,0,7585,0,0,131,1,1,7233303,7424323,5,250252,1,0,1184,0,0,0
Netherlight Conclave Voidwell,0,0,0,7606,0,0,3,1,1,1321771,7424327,5,250302,1,10,1185,2,0,0
Conclave Pedestal,0,0,0,7607,0,0,3,1,1,1321796,7424331,1,250303,1,10,1532,2,0,0
Netherlight Lightwell,0,0,0,7608,0,0,2,1,1,1323033,7424335,1,250304,1,10,1186,2,0,0
Conjured Altar of the Guardian,0,0,0,7609,0,572586,3,1,1,1311397,7424339,3,250306,1,10,1187,3,0,0
Tome of the Corrupt,0,0,0,7610,0,0,3,1,1,7150661,7424343,1,250307,1,10,1188,2,0,0
Vrykul Lord's Throne,0,0,0,7620,0,570874,131,1,1,1102771,7424347,5,250402,0.6,10,1191,2,0,0
Legion's Holo-Communicator,0,0,0,7621,0,0,2,1,1,1310272,7424351,5,250403,1,10,1192,3,0,0
Hanging Felsteel Chain,0,0,0,7622,0,0,3,1,1,7216246,7424355,5,250404,1,10,1193,2,0,0
Legion's Fel Torch,0,0,0,7623,0,0,2,1,1,7216248,7424359,3,250405,1,10,1194,2,0,0
Corruption Pit,0,0,0,7624,0,0,3,1,1,7216249,7424363,5,250406,1,10,1195,3,0,0
Legion's Fel Brazier,0,0,0,7625,0,0,2,1,1,7240009,7424367,1,250407,1,10,1196,2,0,0
Vertical Felsteel Chain,0,0,0,7658,0,0,3,1,1,7240011,7424371,5,250622,1,10,1199,2,0,0
Legion Torture Rack,0,0,0,7686,0,0,3,1,1,1308148,7424379,5,250689,1,10,1201,2,0,0
Eredar Lord's Fel Torch,0,0,0,7687,0,0,2,1,1,1338587,7424383,5,250690,1,10,1202,2,0,0
Tusked Leather Tapestry,0,0,0,7688,0,0,131,1,1,6794470,7424387,5,250691,1,10,1203,0,0,0
Razorwind Trophy Pelt,0,0,0,7689,0,0,131,1,1,6794471,7424391,5,250692,1,10,1204,0,0,0
Altar of the Corrupted Flames,0,0,0,7690,0,0,3,1,1,7150660,7424395,5,250693,1,10,1205,3,0,0
Ancient Weyrn Device,0,0,0,7701,0,571096,131,1,1,4572369,7424439,5,250704,1,10,1216,3,0,0
Uncrowned Apothecary's Cabinet,0,0,0,7815,0,0,3,1,1,1305341,7424455,3,250783,1,10,1219,2,0,0
Uncrowned Apothecary's Supplies,0,0,0,7816,0,0,3,1,1,1305343,7424469,1,250784,1,10,1220,2,0,0
Uncrowned Banner,0,0,0,7817,0,0,3,1,1,1305536,7424457,5,250785,1,10,1221,2,0,0
Uncrowned Planning Table,0,0,0,7818,0,0,3,1,1,1305549,7424461,3,250786,1,10,1222,3,0,0
Replica Crucible of the Uncrowned,0,0,0,7819,0,0,3,1,1,1337146,7424471,5,250787,1,10,1223,3,0,0
Stolen Copy of the Blood Ledger,0,0,0,7820,0,0,3,1,1,1338498,7424475,5,250788,1,10,1224,3,0,0
Netherlight Conclave Banner,0,0,0,7821,0,0,2,1,1,7240005,7424479,5,250789,1,10,1225,2,0,0
Replica Altar of Light and Shadow,0,0,0,7822,0,0,3,1,1,7240006,7424483,5,250790,1,10,1226,3,0,0
Replica Word of the Conclave,0,0,0,7823,0,0,3,1,1,7240007,7424487,3,250791,1,10,1227,3,0,0
Scroll of the Conclave,0,0,0,7824,0,0,3,1,1,7240008,7424491,3,250792,1,10,1228,3,0,0
Draconic Crafter's Forge,0,0,0,7835,0,0,3,1,1,6892651,7424511,5,250912,1,10,1238,2,0,0
Small Razorwind Bar Table,0,0,0,7836,0,0,3,1,1,7080308,7424515,1,250913,1,0,1534,1,0,0
Elemental Altar of the Maelstrom,0,0,0,7837,0,0,3,1,1,1279203,7424519,5,250914,1,10,1239,3,0,0
Replica Words of Wind and Earth,0,0,0,7838,0,0,3,1,1,1323611,7424523,5,250915,1,10,1240,3,0,0
Pedestal of the Maelstrom's Wisdom,0,0,0,7839,0,0,3,1,1,1328745,7424527,3,250916,1,10,1241,2,0,0
Farseer's Furs,0,0,0,7840,0,0,131,4,1,1334478,7424531,3,250917,1,10,1242,0,0,0
Maelstrom Banner,0,0,0,7841,0,0,3,1,1,1396607,7424535,5,250918,1,10,1243,2,0,0
Horned Hanging Sconce,0,0,0,7842,0,0,2,2,1,7048159,7426682,3,250920,1,0,1244,1,0,0
Painted Wood Scraps,0,0,0,7871,0,0,131,1,1,6938181,7424539,5,251011,1,0,1245,0,0,0
Painted Wood Scrap Pile,0,0,0,7872,0,0,131,1,1,6938182,7424543,5,251012,1,0,1537,0,0,0
Cenarion Arch,0,0,0,7873,0,0,3,1,1,7233616,7424547,5,251013,1,10,1246,3,0,0
Earthen Ring Scouting Map,0,0,0,7874,0,0,3,1,1,7262794,7424551,5,251014,1,10,1247,3,0,0
Maelstrom Chimes,0,0,0,7875,0,0,3,1,1,7262795,7424555,5,251015,1,10,1248,2,0,0
Bel'ameth Traveler's Pack,0,0,0,7896,0,0,3,1,1,4756256,7424559,1,251022,1,10,1249,2,0,0
Shadowmoon Open-Air Shed,0,0,0,8176,0,0,3,1,1,878999,7424567,5,251329,0.5,10,1251,2,0,0
Draenic Fencepost,0,0,0,8177,0,0,3,1,1,916603,7424573,1,251330,1,10,1252,2,0,0
Draenic Ottoman,0,0,0,8178,0,0,3,1,1,1025872,7424575,1,251331,1,10,1528,2,0,0
Embroidered Embaari Tent,0,0,0,8185,0,0,3,1,1,874768,7424591,5,251476,0.7,10,1257,2,0,0
Draenic Wooden Table,0,0,0,8186,0,0,3,1,1,875146,7424595,5,251477,1,10,1258,2,0,0
Square Draenic Table,0,0,0,8187,0,0,3,1,1,875150,7424599,1,251478,1,10,1259,2,0,0
Shadowmoon Greenhouse,0,0,0,8188,0,0,3,1,1,894509,7424603,5,251479,0.7,10,1260,3,0,0
Draenic Wooden Wall Shelf,0,0,0,8189,0,0,3,1,1,902396,7424607,5,251480,1,10,1261,2,0,0
Elodor Armory Rack,0,0,0,8190,0,0,3,1,1,918042,7424611,5,251481,1,10,1262,2,0,0
Draenei Stargazer's Telescope,0,0,0,8191,0,0,3,1,1,928023,7424615,3,251482,1,10,1263,2,0,0
Draenethyst Lantern,0,0,0,8192,0,0,2,1,1,942495,7424619,1,251483,1,10,1264,2,0,0
